study_name,process_a,process_b,subgroup,model_type,subject_count,stem,ci95_lower,ci95_upper,est,pval,se,wald
octo,grip,synonyms,female,aeh,273,s,0.63413100850749,0.7560179982611,NaN,NaN,NaN,NaN
octo,grip,synonyms,male,a,157,i,-0.0595813565877404,0.250761071981004,NaN,NaN,NaN,NaN
octo,grip,synonyms,male,a,157,r,-0.00758057657984656,0.298886180771867,NaN,NaN,NaN,NaN
octo,grip,synonyms,male,a,157,s,-0.350787141605413,-0.0504214716703177,NaN,NaN,NaN,NaN
octo,grip,synonyms,male,aeh,139,i,-0.0661040164859627,0.26356015951274,NaN,NaN,NaN,NaN
octo,grip,synonyms,male,aeh,139,r,-0.0257459307938942,0.300782238261942,NaN,NaN,NaN,NaN
octo,grip,synonyms,male,aeh,139,s,-0.166500807480574,0.166500807480574,NaN,NaN,NaN,NaN
octo,pef,block,female,a,293,i,0.178482357233932,0.38898266437251,NaN,NaN,NaN,NaN
octo,pef,block,female,a,293,r,0.0338574740965516,0.258085798904753,NaN,NaN,NaN,NaN
octo,pef,block,female,a,293,s,-0.00358302838817103,0.22280248639774,NaN,NaN,NaN,NaN
octo,pef,block,female,aeh,272,i,0.134961768791671,0.358176529654045,NaN,NaN,NaN,NaN
octo,pef,block,female,aeh,272,r,0.033084398697746,0.265576601120168,NaN,NaN,NaN,NaN
octo,pef,block,female,aeh,272,s,0.00409350855091101,0.238417682563088,NaN,NaN,NaN,NaN
octo,pef,block,female,aehplus,271,i,0.118612751349914,0.343999200470264,0.234,0.006,0.086,2.728
octo,pef,block,female,aehplus,271,r,0.0303524018877047,0.263447509086877,0.149,0.015,0.061,2.429
octo,pef,block,female,aehplus,271,s,-0.101716896074922,0.136520068282566,0.018,0.958,0.34,0.052
octo,pef,block,male,a,151,i,0.290250148420434,0.551862499221584,NaN,NaN,NaN,NaN
octo,pef,block,male,a,151,r,-0.0751096817056127,0.242063311665517,NaN,NaN,NaN,NaN
octo,pef,block,male,a,151,s,0.686882743757807,0.822418813301951,NaN,NaN,NaN,NaN
octo,pef,block,male,aeh,136,i,0.173854179316044,0.474249752754839,NaN,NaN,NaN,NaN
octo,pef,block,male,aeh,136,r,-0.0722066872367981,0.261360677924322,NaN,NaN,NaN,NaN
octo,pef,block,male,aeh,136,s,0.792199078704162,0.889015434125604,NaN,NaN,NaN,NaN
octo,pef,block,male,aehplus,136,i,0.143904374400892,0.450088384413659,0.305,0.004,0.107,2.849
octo,pef,block,male,aehplus,136,r,-0.0554716340349965,0.276946826714266,0.114,0.068,0.062,1.825
octo,pef,block,male,aehplus,136,s,0.664563932997527,0.814698234939423,0.747,0,0.17,4.399
octo,pef,digit_b,female,a,299,i,0.0912396597801732,0.308905769854732,NaN,NaN,NaN,NaN
octo,pef,digit_b,female,a,299,r,-0.106926618784701,0.119924316457364,NaN,NaN,NaN,NaN
octo,pef,digit_b,female,a,299,s,-0.0579264357626191,0.168235128401907,NaN,NaN,NaN,NaN
octo,pef,digit_b,female,aeh,276,i,0.0986660990534951,0.324110223901553,NaN,NaN,NaN,NaN
octo,pef,digit_b,female,aeh,276,r,-0.108044205848925,0.128070066352952,NaN,NaN,NaN,NaN
octo,pef,digit_b,female,aeh,276,s,0.067672998302561,0.29590115086889,NaN,NaN,NaN,NaN
octo,pef,digit_b,female,aehplus,275,i,0.0703923750792283,0.298789153459742,0.187,0.132,0.124,1.506
octo,pef,digit_b,female,aehplus,275,r,-0.101959720291738,0.134544502360474,0.017,0.736,0.049,0.337
octo,pef,digit_b,female,aehplus,275,s,0.0357315470518716,0.266811063163852,0.161,0.749,0.503,0.32
octo,pef,digit_b,male,a,158,i,0.257269639204019,0.521238311306089,NaN,NaN,NaN,NaN
octo,pef,digit_b,male,a,158,r,-0.242818245364108,0.0669889483404984,NaN,NaN,NaN,NaN
octo,pef,digit_b,male,a,158,s,0.270578850915048,0.531579691944357,NaN,NaN,NaN,NaN
octo,pef,digit_b,male,aeh,138,i,0.176125845404912,0.474107316104016,NaN,NaN,NaN,NaN
octo,pef,digit_b,male,aeh,138,r,-0.25191612354105,0.0797462625750067,NaN,NaN,NaN,NaN
octo,pef,digit_b,male,aeh,138,s,0.123255898347339,0.431110183926974,NaN,NaN,NaN,NaN
octo,pef,digit_b,male,aehplus,138,i,0.145825692708326,0.449637986454481,0.305,0.022,0.133,2.297
octo,pef,digit_b,male,aehplus,138,r,-0.254597626064966,0.0768985602357956,-0.091,0.273,0.083,-1.096
octo,pef,digit_b,male,aehplus,138,s,0.208114069768279,0.499449870798081,0.362,0.372,0.406,0.892
octo,pef,digit_f,female,a,300,i,-0.0745944535585575,0.15154758193826,NaN,NaN,NaN,NaN
octo,pef,digit_f,female,a,300,r,-0.0965506502947298,0.129867362934977,NaN,NaN,NaN,NaN
octo,pef,digit_f,female,a,300,s,-0.364086326200213,-0.152922309822851,NaN,NaN,NaN,NaN
octo,pef,digit_f,female,aeh,276,i,-0.0917716843774159,0.144202022282928,NaN,NaN,NaN,NaN
octo,pef,digit_f,female,aeh,276,r,-0.109542247040074,0.126578658396124,NaN,NaN,NaN,NaN
octo,pef,digit_f,female,aeh,276,s,-0.395756056869118,-0.17939928758351,NaN,NaN,NaN,NaN
octo,pef,digit_f,female,aehplus,275,i,-0.1235750889784,0.112986094032975,-0.005,0.958,0.102,-0.053
octo,pef,digit_f,female,aehplus,275,r,-0.105999932826359,0.130531878105181,0.012,0.815,0.053,0.234
octo,pef,digit_f,female,aehplus,275,s,-0.398346908277342,-0.181953138548446,-0.302,0.267,0.273,-1.109
octo,pef,digit_f,male,a,158,i,-0.13106157891538,0.181019339905189,NaN,NaN,NaN,NaN
octo,pef,digit_f,male,a,158,r,-0.143793478589592,0.168438548859715,NaN,NaN,NaN,NaN
octo,pef,digit_f,male,a,158,s,0.144742506025047,0.430591349364724,NaN,NaN,NaN,NaN
octo,pef,digit_f,male,aeh,138,i,-0.210101819179375,0.123462701548139,NaN,NaN,NaN,NaN
octo,pef,digit_f,male,aeh,138,r,-0.156016292561855,0.178151268327235,NaN,NaN,NaN,NaN
octo,pef,digit_f,male,aeh,138,s,0.187302709632861,0.483018622392586,NaN,NaN,NaN,NaN
octo,pef,digit_f,male,aehplus,138,i,-0.25111112503841,0.0806000997390668,-0.088,0.5,0.13,-0.674
octo,pef,digit_f,male,aehplus,138,r,-0.156663002474664,0.177509319142375,0.011,0.848,0.056,0.192
octo,pef,digit_f,male,aehplus,138,s,0.505534261846573,0.713406173758953,0.626,0,0.17,3.694
octo,pef,fig_logic,female,a,284,i,0.130945064628303,0.350088470463124,NaN,NaN,NaN,NaN
octo,pef,fig_logic,female,a,284,r,-0.0871658608071558,0.145417450817513,NaN,NaN,NaN,NaN
octo,pef,fig_logic,female,a,284,s,-0.0639346092282966,0.168207465814864,NaN,NaN,NaN,NaN
octo,pef,fig_logic,female,aeh,268,i,0.100240361293451,0.328706528626704,NaN,NaN,NaN,NaN
octo,pef,fig_logic,female,aeh,268,r,-0.0964185293545452,0.143091484200946,NaN,NaN,NaN,NaN
octo,pef,fig_logic,female,aeh,268,s,-0.0577581709138109,0.180961665931666,NaN,NaN,NaN,NaN
octo,pef,fig_logic,male,a,146,i,0.279404631180869,0.547523035060319,NaN,NaN,NaN,NaN
octo,pef,fig_logic,male,a,146,r,-0.166672567787475,0.158218238884327,NaN,NaN,NaN,NaN
octo,pef,fig_logic,male,a,146,s,0.750062700103614,0.861954476508983,NaN,NaN,NaN,NaN
octo,pef,fig_logic,male,aeh,133,i,0.169616504513675,0.473887785619617,NaN,NaN,NaN,NaN
octo,pef,fig_logic,male,aeh,133,r,-0.174108202938248,0.166340089605852,NaN,NaN,NaN,NaN
octo,pef,fig_logic,male,aeh,133,s,0.800665781431182,0.894552995117951,NaN,NaN,NaN,NaN
octo,pef,information,female,a,301,i,0.0119312838354079,0.234557770960047,NaN,NaN,NaN,NaN
octo,pef,information,female,a,301,r,-0.0567777240696878,0.168610808443635,NaN,NaN,NaN,NaN
octo,pef,information,female,a,301,s,0.122077269191001,0.336166686642766,NaN,NaN,NaN,NaN
octo,pef,information,female,aeh,275,i,-0.0237285170927288,0.21074187380154,NaN,NaN,NaN,NaN
octo,pef,information,female,aeh,275,r,-0.0636246202965359,0.172235757504204,NaN,NaN,NaN,NaN
octo,pef,information,female,aeh,275,s,0.154651313310907,0.37444480586405,NaN,NaN,NaN,NaN
octo,pef,information,male,a,156,i,0.0164142370924318,0.321503566329669,NaN,NaN,NaN,NaN
octo,pef,information,male,a,156,r,-0.106720291058294,0.206755107199748,NaN,NaN,NaN,NaN
octo,pef,information,male,a,156,s,-0.21475418470105,0.0984374764807961,NaN,NaN,NaN,NaN
octo,pef,information,male,aeh,138,i,-0.0919857585493478,0.240332681083175,NaN,NaN,NaN,NaN
octo,pef,information,male,aeh,138,r,-0.123034657516578,0.210517241138728,NaN,NaN,NaN,NaN
octo,pef,information,male,aeh,138,s,-0.144549601688203,0.189486508504903,NaN,NaN,NaN,NaN
octo,pef,mir,female,a,293,i,0.0460553448542637,0.269453130292636,NaN,NaN,NaN,NaN
octo,pef,mir,female,a,293,r,-0.0571471839945086,0.17127177562164,NaN,NaN,NaN,NaN
octo,pef,mir,female,a,293,s,0.133146660480524,0.348844931953551,NaN,NaN,NaN,NaN
octo,pef,mir,female,aeh,271,i,0.00816068041812201,0.242669371941692,NaN,NaN,NaN,NaN
octo,pef,mir,female,aeh,271,r,-0.0642673467192852,0.173324068910941,NaN,NaN,NaN,NaN
octo,pef,mir,female,aeh,271,s,0.148028951387242,0.370128798587523,NaN,NaN,NaN,NaN
octo,pef,mir,male,a,153,i,0.498014136976708,0.699705137654909,NaN,NaN,NaN,NaN
octo,pef,mir,male,a,153,r,-0.17819496515699,0.139036493386649,NaN,NaN,NaN,NaN
octo,pef,mir,male,a,153,s,0.192512788368017,0.473836555280029,NaN,NaN,NaN,NaN
octo,pef,mir,male,aeh,137,i,0.490627168773228,0.704165941788197,NaN,NaN,NaN,NaN
octo,pef,mir,male,aeh,137,r,-0.187280580203046,0.148017380313508,NaN,NaN,NaN,NaN
octo,pef,mir,male,aeh,137,s,0.306765874958017,0.575428844112285,NaN,NaN,NaN,NaN
octo,pef,mmms,female,a,311,i,0.200621118459006,0.402591827489487,NaN,NaN,NaN,NaN
octo,pef,mmms,female,a,311,r,0.116116951882425,0.327478925310658,NaN,NaN,NaN,NaN
octo,pef,mmms,female,a,311,s,0.0414149024096858,0.258777042959992,NaN,NaN,NaN,NaN
octo,pef,mmms,female,aeh,276,i,-0.00568903335523431,0.227504089881643,NaN,NaN,NaN,NaN
octo,pef,mmms,female,aeh,276,r,0.0874043185576307,0.313906221668724,NaN,NaN,NaN,NaN
octo,pef,mmms,female,aeh,276,s,0.142442207882491,0.36328251295725,NaN,NaN,NaN,NaN
octo,pef,mmms,male,a,164,i,0.678037373509049,0.812521808493546,NaN,NaN,NaN,NaN
octo,pef,mmms,male,a,164,r,0.0107155939374571,0.309190059158156,NaN,NaN,NaN,NaN
octo,pef,mmms,male,a,164,s,-0.182701927731229,0.12352305003638,NaN,NaN,NaN,NaN
octo,pef,mmms,male,aeh,140,i,0.588116879650865,0.765631434441079,NaN,NaN,NaN,NaN
octo,pef,mmms,male,aeh,140,r,-0.0108370241217107,0.313177516321461,NaN,NaN,NaN,NaN
octo,pef,mmms,male,aeh,140,s,0.102483059038609,0.411774506640284,NaN,NaN,NaN,NaN
octo,pef,prose_im,female,a,289,i,0.0413726186830161,0.266587333541881,NaN,NaN,NaN,NaN
octo,pef,prose_im,female,a,289,r,-0.0402243812997482,0.189235448623421,NaN,NaN,NaN,NaN
octo,pef,prose_im,female,a,289,s,-0.061126605141514,0.168951629658074,NaN,NaN,NaN,NaN
octo,pef,prose_im,female,aeh,268,i,0.00506216587872435,0.241024457894462,NaN,NaN,NaN,NaN
octo,pef,prose_im,female,aeh,268,r,-0.0458603250687196,0.192475599621454,NaN,NaN,NaN,NaN
octo,pef,prose_im,female,aeh,268,s,-0.0607707576333767,0.178035868155702,NaN,NaN,NaN,NaN
octo,pef,prose_im,female,aehplus,267,i,0.0384103188398711,0.272612695934641,0.158,0.082,0.091,1.741
octo,pef,prose_im,female,aehplus,267,r,-0.0449114976309335,0.193829543155908,0.076,0.206,0.06,1.264
octo,pef,prose_im,female,aehplus,267,s,-0.169887365114344,0.0695915391317254,-0.051,0.885,0.353,-0.145
octo,pef,prose_im,male,a,153,i,0.175217731607508,0.459837676804384,NaN,NaN,NaN,NaN
octo,pef,prose_im,male,a,153,r,-0.0311653314667816,0.281108567485057,NaN,NaN,NaN,NaN
octo,pef,prose_im,male,a,153,s,-0.776022274142765,-0.613946985893141,NaN,NaN,NaN,NaN
octo,pef,prose_im,male,aeh,136,i,0.080826521397191,0.397691804081879,NaN,NaN,NaN,NaN
octo,pef,prose_im,male,aeh,136,r,-0.0448770498205271,0.286724462702568,NaN,NaN,NaN,NaN
octo,pef,prose_im,male,aeh,136,s,-0.660403264895205,-0.424876334367543,NaN,NaN,NaN,NaN
octo,pef,prose_im,male,aehplus,136,i,0.0532710803309908,0.374134918597699,0.22,0.093,0.131,1.68
octo,pef,prose_im,male,aehplus,136,r,-0.068365237427119,0.264953850462876,0.101,0.408,0.122,0.827
octo,pef,prose_im,male,aehplus,136,s,-0.404400864580046,-0.088764009516686,-0.258,0.624,0.527,-0.49
octo,pef,psif,female,a,268,i,0.0152138288789803,0.250563776349329,NaN,NaN,NaN,NaN
octo,pef,psif,female,a,268,r,-0.0852765714868003,0.154078127171652,NaN,NaN,NaN,NaN
octo,pef,psif,female,a,268,s,0.0522683367249861,0.284999584000893,NaN,NaN,NaN,NaN
octo,pef,psif,female,aeh,254,i,-0.0255494169972973,0.218298416153835,NaN,NaN,NaN,NaN
octo,pef,psif,female,aeh,254,r,-0.0968026319767441,0.149194938233733,NaN,NaN,NaN,NaN
octo,pef,psif,female,aeh,254,s,0.119006766574659,0.35136228794818,NaN,NaN,NaN,NaN
octo,pef,psif,male,a,135,i,0.296380618236279,0.569466479621948,NaN,NaN,NaN,NaN
octo,pef,psif,male,a,135,r,-0.277845728193772,0.0557819079085969,NaN,NaN,NaN,NaN
octo,pef,psif,male,a,135,s,0.609920107664762,0.781798608400196,NaN,NaN,NaN,NaN
octo,pef,psif,male,aeh,127,i,0.211516175545808,0.512989041792496,NaN,NaN,NaN,NaN
octo,pef,psif,male,aeh,127,r,-0.28882978693423,0.054676269136097,NaN,NaN,NaN,NaN
octo,pef,psif,male,aeh,127,s,0.685675503933116,0.831126330892129,NaN,NaN,NaN,NaN
octo,pef,symbol,female,a,278,i,0.28200480606937,0.482501153218546,NaN,NaN,NaN,NaN
octo,pef,symbol,female,a,278,r,-0.0798786051605507,0.155070175003269,NaN,NaN,NaN,NaN
octo,pef,symbol,female,a,278,s,0.596373190919839,0.727727766329293,NaN,NaN,NaN,NaN
octo,pef,symbol,female,aeh,264,i,0.259728062547629,0.468739931987312,NaN,NaN,NaN,NaN
octo,pef,symbol,female,aeh,264,r,-0.0801104805116426,0.160943302387675,NaN,NaN,NaN,NaN
octo,pef,symbol,female,aeh,264,s,0.614187297821081,0.743497442417117,NaN,NaN,NaN,NaN
octo,pef,symbol,female,aehplus,263,i,0.2676236954195,0.475695510142201,0.376,0,0.077,4.904
octo,pef,symbol,female,aehplus,263,r,-0.0870729578409367,0.154560875154663,0.034,0.537,0.055,0.617
octo,pef,symbol,female,aehplus,263,s,0.585169922389199,0.722756596879793,0.659,0,0.176,3.757
octo,pef,symbol,male,a,142,i,0.242814778887697,0.522844956481754,NaN,NaN,NaN,NaN
octo,pef,symbol,male,a,142,r,-0.19318819282113,0.135989377449681,NaN,NaN,NaN,NaN
octo,pef,symbol,male,a,142,s,0.525482211086222,0.724174355613738,NaN,NaN,NaN,NaN
octo,pef,symbol,male,aeh,133,i,0.180686443021468,0.482695480711476,NaN,NaN,NaN,NaN
octo,pef,symbol,male,aeh,133,r,-0.219454199830524,0.120134805004878,NaN,NaN,NaN,NaN
octo,pef,symbol,male,aeh,133,s,0.622960260025424,0.790824414972876,NaN,NaN,NaN,NaN
octo,pef,symbol,male,aehplus,133,i,0.149013489794399,0.457331471219871,0.311,0.002,0.101,3.083
octo,pef,symbol,male,aehplus,133,r,-0.209297930911773,0.130612986842834,-0.041,0.597,0.077,-0.529
octo,pef,symbol,male,aehplus,133,s,0.635839703526914,0.798681010006898,0.727,0,0.147,4.95
octo,pef,synonyms,female,a,280,i,0.0789832244016704,0.304682970893169,NaN,NaN,NaN,NaN
octo,pef,synonyms,female,a,280,r,-0.16321816429501,0.070716243152135,NaN,NaN,NaN,NaN
octo,pef,synonyms,female,a,280,s,0.0746672819864894,0.300739240821577,NaN,NaN,NaN,NaN
octo,pef,synonyms,female,aeh,265,i,0.0255424216440686,0.261503823555915,NaN,NaN,NaN,NaN
octo,pef,synonyms,female,aeh,265,r,-0.177039797661891,0.0631647141652664,NaN,NaN,NaN,NaN
octo,pef,synonyms,female,aeh,265,s,0.121951785477834,0.349378583094763,NaN,NaN,NaN,NaN
octo,pef,synonyms,male,a,142,i,0.0181265559284378,0.336918622236298,NaN,NaN,NaN,NaN
octo,pef,synonyms,male,a,142,r,-0.144503798815511,0.18481319101941,NaN,NaN,NaN,NaN
octo,pef,synonyms,male,a,142,s,-0.389669363559043,-0.0787627166384116,NaN,NaN,NaN,NaN
octo,pef,synonyms,male,aeh,132,i,-0.0320357937448616,0.303239807049095,NaN,NaN,NaN,NaN
octo,pef,synonyms,male,aeh,132,r,-0.140388701008082,0.201032535172711,NaN,NaN,NaN,NaN
octo,pef,synonyms,male,aeh,132,s,-0.25116942061078,0.0882397348752706,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,0,512,i,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,0,512,r,-0.0866559862459336,0.0866559862459336,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,0,512,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,a,507,i,0.208546686181895,0.368130618413552,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,a,507,r,-0.0852267405939248,0.0889378570121425,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,a,507,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,ae,485,i,0.182741152953017,0.348174486917419,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,ae,485,r,-0.0701639531165512,0.10784732527782,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,ae,485,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,aeh,476,i,0.166159921032532,0.334559283552212,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,aeh,476,r,-0.0710032270654971,0.108684572430894,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,aeh,476,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,aehplus,408,i,0.165482367496923,0.346799430267709,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,aehplus,408,r,-0.0787724332739418,0.11533134090979,NaN,NaN,NaN,NaN
satsa,fev,analogies,female,aehplus,408,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,0,347,i,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,0,347,r,-0.0374454373441592,0.172153797392413,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,0,347,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,a,347,i,0.11418022047763,0.314947871978168,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,a,347,r,-0.037334685224795,0.172261415558744,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,a,347,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,ae,341,i,0.0678713727187733,0.274007807319552,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,ae,341,r,-0.0301352369174977,0.181053432311947,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,ae,341,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,aeh,338,i,-6.32126547386598e-05,0.210892620234629,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,aeh,338,r,-0.0349603375347668,0.177300270633754,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,aeh,338,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,aehplus,300,i,-0.00439899711904315,0.219431017142704,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,aehplus,300,r,-0.0516473378584272,0.17397609006638,NaN,NaN,NaN,NaN
satsa,fev,analogies,male,aehplus,300,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,female,0,512,i,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,female,0,512,r,-0.0193387433151307,0.153191098507227,NaN,NaN,NaN,NaN
satsa,fev,block,female,0,512,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,female,a,512,i,0.167269855478157,0.329800471011785,NaN,NaN,NaN,NaN
satsa,fev,block,female,a,512,r,-0.0165459994413394,0.155918009545989,NaN,NaN,NaN,NaN
satsa,fev,block,female,a,512,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,female,ae,490,i,0.140491747210086,0.308653175490263,NaN,NaN,NaN,NaN
satsa,fev,block,female,ae,490,r,-0.0122196496285251,0.163916434690312,NaN,NaN,NaN,NaN
satsa,fev,block,female,ae,490,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,female,aeh,477,i,0.129863380984364,0.301027528634036,NaN,NaN,NaN,NaN
satsa,fev,block,female,aeh,477,r,-0.019946963688555,0.158744664819721,NaN,NaN,NaN,NaN
satsa,fev,block,female,aeh,477,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,female,aehplus,408,i,0.133595952899521,0.317785722179584,0.228,0.008,0.086,2.647
satsa,fev,block,female,aehplus,408,r,-0.0185355436312788,0.174442650178352,0.079,0.042,0.039,2.036
satsa,fev,block,female,aehplus,408,s,NaN,NaN,0.12,0.616,0.239,0.502
satsa,fev,block,male,0,347,i,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,male,0,347,r,-0.0979210217628458,0.112632596246763,NaN,NaN,NaN,NaN
satsa,fev,block,male,0,347,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,male,a,347,i,0.186712390928057,0.380185932182708,NaN,NaN,NaN,NaN
satsa,fev,block,male,a,347,r,-0.0947375671204509,0.115803948132523,NaN,NaN,NaN,NaN
satsa,fev,block,male,a,347,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,male,ae,341,i,0.156395607176953,0.354783709352584,NaN,NaN,NaN,NaN
satsa,fev,block,male,ae,341,r,-0.0977911829178829,0.114605508894622,NaN,NaN,NaN,NaN
satsa,fev,block,male,ae,341,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,male,aeh,338,i,0.140550195296269,0.341381431219248,NaN,NaN,NaN,NaN
satsa,fev,block,male,aeh,338,r,-0.105625533438083,0.107727882629469,NaN,NaN,NaN,NaN
satsa,fev,block,male,aeh,338,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,block,male,aehplus,299,i,0.116257967963003,0.331602105258863,0.227,0.004,0.08,2.847
satsa,fev,block,male,aehplus,299,r,-0.121810814461957,0.105033655278709,-0.008,0.878,0.053,-0.154
satsa,fev,block,male,aehplus,299,s,NaN,NaN,0.325,0.195,0.251,1.296
satsa,fev,digit_b,female,0,512,i,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,0,512,r,-0.111493916387236,0.0617098577496588,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,0,512,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,a,512,i,0.160006816440672,0.32313299947658,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,a,512,r,-0.107402311049011,0.0658342285675222,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,a,512,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,ae,490,i,0.150940484119191,0.318279585955639,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,ae,490,r,-0.109455764000515,0.0676294540404726,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,ae,490,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,aeh,478,i,0.183564792685269,0.350073870686002,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,aeh,478,r,-0.106365595103687,0.0729592922147162,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,aeh,478,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,aehplus,409,i,0.241383836203168,0.414295584507585,0.33,0.001,0.103,3.195
satsa,fev,digit_b,female,aehplus,409,r,-0.125339463238368,0.0684335486721383,-0.027,0.591,0.05,-0.538
satsa,fev,digit_b,female,aehplus,409,s,NaN,NaN,0.349,0.193,0.269,1.3
satsa,fev,digit_b,female,aehplus,410,i,0.228902707424785,0.40309156611986,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,aehplus,410,r,-0.125262589295666,0.0682732582350158,NaN,NaN,NaN,NaN
satsa,fev,digit_b,female,aehplus,410,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,0,347,i,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,0,347,r,-0.122156371670503,0.0883479234098834,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,0,347,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,a,347,i,0.205523724026841,0.396796877217478,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,a,347,r,-0.118882754475285,0.09164288629182,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,a,347,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,ae,341,i,0.172548062713765,0.369209656800538,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,ae,341,r,-0.116533541251965,0.0958553700417868,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,ae,341,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,aeh,338,i,0.103501319422142,0.307735273965379,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,aeh,338,r,-0.12398257950087,0.0893062001370355,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,aeh,338,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,aehplus,299,i,0.109492590678265,0.325489120062732,0.22,0.022,0.096,2.288
satsa,fev,digit_b,male,aehplus,299,r,-0.145718208613651,0.080901055284318,-0.032,0.4,0.038,-0.841
satsa,fev,digit_b,male,aehplus,299,s,NaN,NaN,-0.445,0.604,0.857,-0.519
satsa,fev,digit_b,male,aehplus,300,i,0.110106809690201,0.3257017281707,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,aehplus,300,r,-0.145549612597588,0.0806907917581987,NaN,NaN,NaN,NaN
satsa,fev,digit_b,male,aehplus,300,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_f,female,0,512,i,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_f,female,0,512,r,-0.0493995841131916,0.123671571108,NaN,NaN,NaN,NaN
satsa,fev,digit_f,female,0,512,s,NaN,NaN,NaN,NaN,NaN,NaN
satsa,fev,digit_f,female,a,512,i,0.0127533638583094,0.184369116035177,NaN,NaN,NaN,NaN
satsa,fev,digit_f,female,a,512,r,-0.0439888691017541,0.129007555768253,NaN,NaN,NaN,NaN
satsa,fev,digit_f,female,a,512,s,NaN,NaN,NaN,NaN,NaN,NaN
