study_name,process_a,process_b,subgroup,model_type,subject_count,stem,ci95_lower,ci95_upper,est,pval,se,wald
eas,grip,symbol,male,aeh,72,i,-0.359966531717958,0.0947711523054057,NaN,NaN,NaN,NaN
eas,grip,symbol,male,aeh,72,r,-0.160440586286236,0.300496212642611,NaN,NaN,NaN,NaN
eas,grip,symbol,male,aeh,72,s,0.427006964103558,0.729722878440686,NaN,NaN,NaN,NaN
eas,grip,symbol,male,aehplus,72,i,-0.379082462838195,0.0727872245274686,NaN,NaN,NaN,NaN
eas,grip,symbol,male,aehplus,72,r,-0.152836126128882,0.307571327759459,NaN,NaN,NaN,NaN
eas,grip,symbol,male,aehplus,72,s,0.406704831909581,0.718027113616501,NaN,NaN,NaN,NaN
eas,grip,symbol,male,full,72,i,-0.363983536474897,0.0901879867507971,NaN,NaN,NaN,NaN
eas,grip,symbol,male,full,72,r,-0.157460100635715,0.303275285155568,NaN,NaN,NaN,NaN
eas,grip,symbol,male,full,72,s,0.517838685791625,0.779966828921611,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,a,580,i,-0.360725869734058,-0.211299669481135,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,a,580,r,0.0257626574782708,0.186739866153022,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,a,580,s,-0.169179673921062,-0.00763316071492531,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,ae,580,i,-0.394791054763494,-0.24893237259432,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,ae,580,r,0.0225153364812462,0.183602062135223,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,ae,580,s,-0.151884886446165,0.0101191223717578,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,aeh,150,i,-0.51522732098702,-0.241635337896666,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,aeh,150,r,-0.0246123215629518,0.290115997160738,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,aeh,150,s,-0.677933042508846,-0.463664301257536,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,aehplus,150,i,-0.470521324613882,-0.185265095911346,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,aehplus,150,r,-0.0268367649392298,0.288076115355708,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,aehplus,150,s,-0.779263659979613,-0.617022491618948,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,full,150,i,-0.476004996003573,-0.192079954176573,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,full,150,r,-0.0279377593850827,0.287065411720532,NaN,NaN,NaN,NaN
eas,grip,trailsb,female,full,150,s,-0.766555908115263,-0.597089611435005,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,a,368,i,0.127739655206341,0.321769513744921,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,a,368,r,-0.162852588906676,0.0408400685722642,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,a,368,s,-0.26725102301469,-0.0686146593821225,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,ae,368,i,0.0276107654202178,0.228680007724045,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,ae,368,r,-0.160640237148448,0.0431078521820008,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,ae,368,s,-0.245903176885462,-0.0458370587123674,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,aeh,72,i,-0.0264695004392093,0.418133733565782,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,aeh,72,r,-0.299897229447021,0.161081881552288,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,aeh,72,s,-0.567898181721072,-0.170819947180016,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,aehplus,72,i,0.0187835171582977,0.454763587500365,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,aehplus,72,r,-0.295730978372129,0.165531691841557,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,aehplus,72,s,-0.178163028406633,0.283808178091642,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,full,72,i,0.0390600600320159,0.470711385640239,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,full,72,r,-0.298168974317987,0.162930041000379,NaN,NaN,NaN,NaN
eas,grip,trailsb,male,full,72,s,0.380457363237953,0.702641171372713,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,a,594,i,0.0792528386513446,0.23612253144307,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,a,594,r,-0.146796185614956,0.0133790170522334,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,a,594,s,0.341925015514983,0.475779860823994,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,ae,594,i,0.129908745223653,0.283874651541101,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,ae,594,r,-0.150977269964063,0.00910368832353709,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,ae,594,s,0.504480481448005,0.614763004045835,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,aeh,150,i,0.0480228010290175,0.355189437181677,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,aeh,150,r,-0.245630626774832,0.0724256364995158,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,aeh,150,s,0.654102807607027,0.802553671341066,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,aehplus,150,i,-0.0107079104058969,0.302802280016102,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,aehplus,150,r,-0.244892439563557,0.0732069055422207,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,aehplus,150,s,0.674580898620174,0.815224814027286,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,full,150,i,-0.00775136812819408,0.305485559750806,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,full,150,r,-0.2419138990686,0.0763553178059215,NaN,NaN,NaN,NaN
eas,grip,waisvocab,female,full,150,s,0.690281056544165,0.824849192275639,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,a,377,i,-0.135133870848898,0.0666302129142744,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,a,377,r,-0.163430551078921,0.0377673022091014,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,a,377,s,0.295819620620897,0.468093993531124,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,ae,377,i,0.0265546643621275,0.225321824686556,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,ae,377,r,-0.15181120788761,0.0496599158307261,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,ae,377,s,0.143614273139306,0.333986582152867,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,aeh,72,i,-0.289322573716402,0.1723397917124,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,aeh,72,r,-0.285127292951209,0.176772972977546,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,aeh,72,s,0.736111667682723,0.888307319513852,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,aehplus,72,i,-0.334437249836021,0.123454866443507,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,aehplus,72,r,-0.289660937686734,0.171981423374821,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,aehplus,72,s,0.569260334314972,0.806987867049872,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,full,72,i,-0.34338463843476,0.113488266357742,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,full,72,r,-0.289312307469084,0.172350662999138,NaN,NaN,NaN,NaN
eas,grip,waisvocab,male,full,72,s,0.515220943180097,0.778564608074479,NaN,NaN,NaN,NaN
eas,pef,block,female,ae,563,i,0.10543266339533,0.264995066365441,NaN,NaN,NaN,NaN
eas,pef,block,female,ae,563,r,-0.0846533431205835,0.0806154390768493,NaN,NaN,NaN,NaN
eas,pef,block,female,ae,563,s,0.622472010107197,0.713696571335163,NaN,NaN,NaN,NaN
eas,pef,block,female,aeh,150,i,0.0527866702392416,0.359355810646521,NaN,NaN,NaN,NaN
eas,pef,block,female,aeh,150,r,-0.1669120492588,0.153596421042317,NaN,NaN,NaN,NaN
eas,pef,block,female,aeh,150,s,-0.083220230154377,0.235398516463962,NaN,NaN,NaN,NaN
eas,pef,block,female,aehplus,150,i,0.0265666309077706,0.336271861475215,NaN,NaN,NaN,NaN
eas,pef,block,female,aehplus,150,r,-0.162258172940135,0.158263567187974,NaN,NaN,NaN,NaN
eas,pef,block,female,aehplus,150,s,-0.00539624266563719,0.30761945555519,NaN,NaN,NaN,NaN
eas,pef,block,female,full,150,i,0.0314344768552422,0.340585798451448,NaN,NaN,NaN,NaN
eas,pef,block,female,full,150,r,-0.157931044674145,0.162590222469016,NaN,NaN,NaN,NaN
eas,pef,block,female,full,150,s,0.0318993049198444,0.340997054345689,NaN,NaN,NaN,NaN
eas,pef,block,male,ae,350,i,-0.227593777472437,-0.0212143812609954,NaN,NaN,NaN,NaN
eas,pef,block,male,ae,350,r,-0.0833190896454317,0.126242916975826,NaN,NaN,NaN,NaN
eas,pef,block,male,ae,350,s,-0.13582467516497,0.0736299751505044,NaN,NaN,NaN,NaN
eas,pef,block,male,aeh,72,i,-0.340285568972333,0.116950795829319,NaN,NaN,NaN,NaN
eas,pef,block,male,aeh,72,r,-0.148066963864709,0.311982684787226,NaN,NaN,NaN,NaN
eas,pef,block,male,aeh,72,s,-0.280329524201119,0.18181993935126,NaN,NaN,NaN,NaN
eas,pef,block,male,aehplus,72,i,-0.43513037966027,0.00569579253882567,NaN,NaN,NaN,NaN
eas,pef,block,male,aehplus,72,r,-0.13821418765859,0.321033868474156,NaN,NaN,NaN,NaN
eas,pef,block,male,aehplus,72,s,-0.65488853873333,-0.302170858106273,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,a,595,i,-0.0659108745660446,0.0948158036487748,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,a,595,r,-0.070158732007713,0.0905848657294502,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,a,595,s,0.230435253531667,0.376312755509609,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,ae,595,i,-0.0854613777318391,0.0752949164991837,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,ae,595,r,-0.0712032949824316,0.089543573702088,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,ae,595,s,0.203254229493866,0.351568847731477,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,aeh,150,i,-0.255618753219806,0.0618160767231425,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,aeh,150,r,-0.091238359599546,0.227752201697731,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,aeh,150,s,-0.622277868925215,-0.384563012760165,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,aehplus,150,i,-0.302013817828442,0.011575628051886,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,aehplus,150,r,-0.104076490027913,0.215426922743068,NaN,NaN,NaN,NaN
eas,pef,digit_tot,female,aehplus,150,s,-0.597007697461899,-0.349763745433364,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,a,379,i,-0.272834979337176,-0.0776130028524141,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,a,379,r,0.0353879847832972,0.233187494416594,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,a,379,s,-0.718666837849412,-0.606096137490018,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,ae,379,i,-0.294254328050549,-0.100720009502496,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,ae,379,r,0.0376607781151664,0.235338428078396,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,ae,379,s,-0.712616240118138,-0.598190514803922,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,aeh,72,i,-0.477391491823607,-0.0476603276067043,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,aeh,72,r,-0.0219546516899984,0.421854363355997,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,aeh,72,s,-0.87663302279305,-0.710964570243926,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,aehplus,72,i,-0.424788053261592,0.0183819161956663,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,aehplus,72,r,-0.0315263412461198,0.413948668231438,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,aehplus,72,s,-0.943050747756008,-0.859916247597905,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,full,72,i,-0.434450171488148,0.00653453295177376,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,full,72,r,-0.0334579398165031,0.412345082164052,NaN,NaN,NaN,NaN
eas,pef,digit_tot,male,full,72,s,-0.963626169234067,-0.909122869320891,NaN,NaN,NaN,NaN
eas,pef,fas,male,a,358,i,-0.0238459629465106,0.182142378165101,NaN,NaN,NaN,NaN
eas,pef,fas,male,a,358,r,-0.121538779933034,0.0856948912481395,NaN,NaN,NaN,NaN
eas,pef,fas,male,a,358,s,-0.414466151829461,-0.228819663749394,NaN,NaN,NaN,NaN
eas,pef,symbol,female,a,592,i,0.256741658386556,0.400408058181287,NaN,NaN,NaN,NaN
eas,pef,symbol,female,a,592,r,-0.0890456278584915,0.0721103326892438,NaN,NaN,NaN,NaN
eas,pef,symbol,female,a,592,s,0.742882301028795,0.807011176908909,NaN,NaN,NaN,NaN
eas,pef,symbol,female,ae,592,i,0.298704647094105,0.437887837344546,NaN,NaN,NaN,NaN
eas,pef,symbol,female,ae,592,r,-0.0722792246802386,0.0888771946125521,NaN,NaN,NaN,NaN
eas,pef,symbol,female,ae,592,s,0.527289591848735,0.633895232881676,NaN,NaN,NaN,NaN
eas,pef,symbol,female,aeh,150,i,0.181246834124541,0.467277614664375,NaN,NaN,NaN,NaN
eas,pef,symbol,female,aeh,150,r,-0.169435139057578,0.151060144890915,NaN,NaN,NaN,NaN
eas,pef,symbol,female,aeh,150,s,0.415319255550286,0.644207141886014,NaN,NaN,NaN,NaN
eas,pef,symbol,female,aehplus,150,i,0.143342280456564,0.436295791875129,NaN,NaN,NaN,NaN
eas,pef,symbol,female,aehplus,150,r,-0.168953892749612,0.151544232202037,NaN,NaN,NaN,NaN
eas,pef,symbol,female,aehplus,150,s,0.374859050610734,0.615280613371847,NaN,NaN,NaN,NaN
eas,pef,symbol,female,full,150,i,0.13759590747595,0.431537484871929,NaN,NaN,NaN,NaN
eas,pef,symbol,female,full,150,r,-0.169645526866859,0.150848466771335,NaN,NaN,NaN,NaN
eas,pef,symbol,female,full,150,s,0.22843898702258,0.504893378446827,NaN,NaN,NaN,NaN
eas,pef,symbol,male,a,377,i,0.0435477888124566,0.24140921553596,NaN,NaN,NaN,NaN
eas,pef,symbol,male,a,377,r,-0.0626539963960011,0.139051727557307,NaN,NaN,NaN,NaN
eas,pef,symbol,male,a,377,s,0.0167878038894014,0.216026226357046,NaN,NaN,NaN,NaN
eas,pef,symbol,male,ae,377,i,0.0960344481968301,0.290420990848175,NaN,NaN,NaN,NaN
eas,pef,symbol,male,ae,377,r,-0.0884835711454186,0.113488040557775,NaN,NaN,NaN,NaN
eas,pef,symbol,male,ae,377,s,0.462657669045151,0.606510174787856,NaN,NaN,NaN,NaN
eas,pef,symbol,male,aeh,72,i,-0.208400660694326,0.254674363635231,NaN,NaN,NaN,NaN
eas,pef,symbol,male,aeh,72,r,-0.180097210912195,0.28196979149069,NaN,NaN,NaN,NaN
eas,pef,symbol,male,aeh,72,s,-0.519113288343942,-0.102856270327974,NaN,NaN,NaN,NaN
eas,pef,symbol,male,aehplus,72,i,-0.240932442184671,0.222362461402634,NaN,NaN,NaN,NaN
eas,pef,symbol,male,aehplus,72,r,-0.182087183389035,0.280074830184306,NaN,NaN,NaN,NaN
eas,pef,symbol,male,aehplus,72,s,-0.503302060714547,-0.0816327023141047,NaN,NaN,NaN,NaN
eas,pef,symbol,male,full,72,i,-0.244266567751276,0.218992356825244,NaN,NaN,NaN,NaN
eas,pef,symbol,male,full,72,r,-0.183848325648964,0.27839476398444,NaN,NaN,NaN,NaN
eas,pef,symbol,male,full,72,s,-0.487195904646834,-0.0603994141559138,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,a,580,i,-0.403349756363957,-0.258457133732392,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,a,580,r,-0.0713113694919796,0.091499477084478,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,a,580,s,-0.455188361214033,-0.316755399968659,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,ae,580,i,-0.411284653363811,-0.267312916915525,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,ae,580,r,-0.073541992424108,0.0892754114925577,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,ae,580,s,-0.435096812469483,-0.2940354063016,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,aeh,150,i,-0.418963750552613,-0.122505861168569,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,aeh,150,r,-0.209530379853417,0.110180962434743,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,aeh,150,s,-0.377694462977978,-0.0739224529887468,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,aehplus,150,i,-0.382404829253103,-0.0793956843087975,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,aehplus,150,r,-0.208058379273045,0.111701117067554,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,aehplus,150,s,-0.194766362934267,0.125360523529404,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,full,150,i,-0.373201032542733,-0.0687182906790922,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,full,150,r,-0.209705599027661,0.109999911579547,NaN,NaN,NaN,NaN
eas,pef,trailsb,female,full,150,s,-0.176215277226625,0.144223602734567,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,ae,368,i,-0.103579858260807,0.100881387261972,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,ae,368,r,-0.100488679513503,0.103972315276074,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,ae,368,s,0.146596533655567,0.338890765042371,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,aeh,72,i,-0.020079022571964,0.423395663352028,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,aeh,72,r,-0.324430688677241,0.134492929256162,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,aeh,72,s,-0.107775048687072,0.348476483465644,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,aehplus,72,i,0.0504228604272475,0.479526751522048,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,aehplus,72,r,-0.327813245760373,0.130774388614998,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,aehplus,72,s,0.132237030272153,0.540541194538256,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,full,72,i,0.0392516783533346,0.470860762789394,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,full,72,r,-0.32951854146825,0.128894803841799,NaN,NaN,NaN,NaN
eas,pef,trailsb,male,full,72,s,0.144024716893712,0.54899179867586,NaN,NaN,NaN,NaN
elsa,fev,word_de,female,aehplus,3511,i,0.0136462541873051,0.0796612302819468,0.047,0.247,0.041,1.158
elsa,fev,word_de,female,aehplus,3511,r,-0.0171635927886878,0.0489787807969909,0.015,0.565,0.026,0.575
elsa,fev,word_de,female,aehplus,3511,s,NaN,NaN,-0.426,0.685,1.052,-0.405
elsa,fev,word_de,male,aehplus,3091,i,0.0216173791762561,0.0919013471793394,0.056,0.162,0.04,1.4
elsa,fev,word_de,male,aehplus,3091,r,-0.00723457367514952,0.0632215135902726,0.028,0.27,0.026,1.102
elsa,fev,word_de,male,aehplus,3091,s,-0.0352557055708294,0.0352557055708294,-0.217,0.581,0.392,-0.552
elsa,fev,word_im,female,aehplus,3511,i,0.0380002420738536,0.103826319054863,0.072,0.088,0.042,1.707
elsa,fev,word_im,female,aehplus,3511,r,-0.00824919237398951,0.0578691733310138,0.025,0.282,0.023,1.075
elsa,fev,word_im,female,aehplus,3511,s,NaN,NaN,-0.16,0.71,0.431,-0.372
elsa,fev,word_im,male,aehplus,3091,i,0.020574205255535,0.090866424247167,0.056,0.148,0.039,1.447
elsa,fev,word_im,male,aehplus,3091,r,0.0099128302234892,0.0802806630414581,0.046,0.059,0.024,1.89
elsa,fev,word_im,male,aehplus,3091,s,-0.0352557055708294,0.0352557055708294,-0.112,0.534,0.18,-0.622
elsa,fev100,word_de,female,aehplus,3511,i,0.0139621657277907,0.0799751889936154,0.047,0.239,0.04,1.177
elsa,fev100,word_de,female,aehplus,3511,r,-0.0179229232105788,0.0482210106599025,0.015,0.535,0.024,0.62
elsa,fev100,word_de,female,aehplus,3511,s,-0.450192035789669,-0.395883447097879,-0.427,0.294,0.406,-1.05
elsa,fev100,word_de,male,aehplus,3091,i,0.0212763493568344,0.0915630314414548,0.056,0.153,0.04,1.428
elsa,fev100,word_de,male,aehplus,3091,r,-0.0068623759787197,0.0635922333089964,0.028,0.247,0.025,1.158
elsa,fev100,word_de,male,aehplus,3091,s,-0.267794312697844,-0.201164214746569,-0.217,0.508,0.328,-0.662
elsa,fev100,word_im,female,aehplus,3511,i,0.0387844249743864,0.104603130169391,0.072,0.077,0.041,1.771
elsa,fev100,word_im,female,aehplus,3511,r,-0.00822949157608362,0.0578888094647205,0.025,0.243,0.021,1.168
elsa,fev100,word_im,female,aehplus,3511,s,-0.196762802458993,-0.132397607560881,-0.162,0.626,0.332,-0.487
elsa,fev100,word_im,male,aehplus,3091,i,0.0209013691528583,0.0911910167826974,0.056,0.146,0.039,1.455
elsa,fev100,word_im,male,aehplus,3091,r,0.0107320535785171,0.0810946395758401,0.046,0.056,0.024,1.908
elsa,fev100,word_im,male,aehplus,3091,s,-0.146734369615488,-0.0771072889971896,-0.112,0.519,0.174,-0.646
elsa,gait,fluency,female,aehplus,3510,i,0.154978181180344,0.218832785540334,0.187,0,0.034,5.53
elsa,gait,fluency,female,aehplus,3510,r,0.00329276835019098,0.0693738814289816,0.038,0.045,0.019,2.009
elsa,gait,fluency,female,aehplus,3510,s,NaN,NaN,0.217,0.181,0.163,1.338
elsa,gait,fluency,male,aehplus,3090,i,0.188033006586515,0.255089803347115,0.221,0,0.038,5.753
elsa,gait,fluency,male,aehplus,3090,r,-0.0318752930016045,0.0386467190360419,0.003,0.891,0.02,0.137
elsa,gait,fluency,male,aehplus,3090,s,NaN,NaN,0.12,0.632,0.25,0.479
elsa,gait,word_de,female,aehplus,3510,i,0.176333508414794,0.239636759104377,0.209,0,0.035,5.916
elsa,gait,word_de,female,aehplus,3510,r,-0.0483340036354293,0.0178191346331214,-0.017,0.351,0.018,-0.933
elsa,gait,word_de,female,aehplus,3510,s,NaN,NaN,0.242,0.271,0.22,1.1
elsa,gait,word_de,male,aehplus,3090,i,0.19721549751872,0.263983764277654,0.23,0,0.039,5.924
elsa,gait,word_de,male,aehplus,3090,r,-0.00849737386611424,0.0619749636408779,0.026,0.16,0.018,1.405
elsa,gait,word_de,male,aehplus,3090,s,NaN,NaN,-0.069,0.739,0.207,-0.333
elsa,gait,word_im,female,aehplus,3510,i,0.187769869753821,0.250754004217054,0.217,0,0.041,5.261
elsa,gait,word_im,female,aehplus,3510,r,-0.0111883032551851,0.0549485430139946,0.023,0.184,0.017,1.33
elsa,gait,word_im,female,aehplus,3510,s,NaN,NaN,0.303,0.107,0.188,1.61
elsa,gait,word_im,male,aehplus,3088,i,0.178103310739496,0.245480817242742,0.21,0,0.044,4.743
elsa,gait,word_im,male,aehplus,3088,r,-0.0352728293485276,0.0352728293485276,-0.001,0.936,0.018,-0.08
elsa,gait,word_im,male,aehplus,3088,s,NaN,NaN,-0.111,0.44,0.144,-0.772
elsa,grip,word_de,female,aehplus,3511,i,0.10047916486456,0.165467222465537,0.133,0,0.034,3.966
elsa,grip,word_de,female,aehplus,3511,r,-0.0104903543981526,0.0556350335120109,0.023,0.301,0.022,1.033
elsa,grip,word_de,female,aehplus,3511,s,-0.0330795667959514,0.0330795667959514,-0.022,0.969,0.575,-0.039
elsa,grip,word_de,male,aehplus,3091,i,0.0113063826954818,0.0816652343698483,0.047,0.197,0.036,1.29
elsa,grip,word_de,male,aehplus,3091,r,-0.0128681763259981,0.0576079062497218,0.022,0.331,0.023,0.971
elsa,grip,word_de,male,aehplus,3091,s,-0.458629033860246,-0.401162063778236,-0.479,0.261,0.425,-1.125
elsa,grip,word_im,female,aehplus,3511,i,0.0896297750560745,0.154799660594052,0.122,0.001,0.038,3.207
elsa,grip,word_im,female,aehplus,3511,r,-0.0176492136625773,0.0484941665613492,0.016,0.493,0.023,0.686
elsa,grip,word_im,female,aehplus,3511,s,-0.0330795667959514,0.0330795667959514,-0.033,0.906,0.279,-0.118
elsa,grip,word_im,male,aehplus,3091,i,-0.0136004359094294,0.0568779182438123,0.022,0.568,0.038,0.571
elsa,grip,word_im,male,aehplus,3091,r,0.0229304786474647,0.0932038448636802,0.058,0.016,0.024,2.413
elsa,grip,word_im,male,aehplus,3091,s,-0.434595380337213,-0.37566919419028,-0.419,0.225,0.345,-1.214
hrs,gait,serial7,female,a,370,i,0.557985817801659,0.682896721042543,NaN,NaN,NaN,NaN
hrs,gait,serial7,female,a,370,r,-0.064907782982382,0.138719199046688,NaN,NaN,NaN,NaN
hrs,gait,serial7,female,a,370,s,NaN,NaN,NaN,NaN,NaN,NaN
hrs,gait,serial7,female,aeh,370,i,0.33402707676073,0.501997345832479,NaN,NaN,NaN,NaN
hrs,gait,serial7,female,aeh,370,r,-0.0758777184068299,0.127890548173381,NaN,NaN,NaN,NaN
hrs,gait,serial7,female,aeh,370,s,NaN,NaN,NaN,NaN,NaN,NaN
hrs,gait,serial7,female,aehplus,370,i,0.0173870591586992,0.218430507278266,NaN,NaN,NaN,NaN
hrs,gait,serial7,female,aehplus,370,r,-0.0331689858509347,0.169777369605313,NaN,NaN,NaN,NaN
hrs,gait,serial7,female,aehplus,370,s,NaN,NaN,NaN,NaN,NaN,NaN
hrs,gait,serial7,male,a,318,i,0.804385156425637,0.869682895746966,NaN,NaN,NaN,NaN
hrs,gait,serial7,male,a,318,r,-0.0333437546178999,0.185339766289134,NaN,NaN,NaN,NaN
hrs,gait,serial7,male,a,318,s,NaN,NaN,NaN,NaN,NaN,NaN
hrs,gait,serial7,male,aeh,318,i,0.754164891318945,0.834690710662394,NaN,NaN,NaN,NaN
hrs,gait,serial7,male,aeh,318,r,-0.0486900916511859,0.170454082441113,NaN,NaN,NaN,NaN
hrs,gait,serial7,male,aeh,318,s,NaN,NaN,NaN,NaN,NaN,NaN
hrs,gait,serial7,male,aehplus,318,i,0.208340717555415,0.407240878614701,NaN,NaN,NaN,NaN
hrs,gait,serial7,male,aehplus,318,r,-0.109984731241728,0.109984731241728,NaN,NaN,NaN,NaN
hrs,gait,serial7,male,aehplus,318,s,0.391061444331741,0.56074239305886,NaN,NaN,NaN,NaN
hrs,gait,tics,female,a,370,i,0.973469559688272,0.98230077940569,NaN,NaN,NaN,NaN
hrs,gait,tics,female,a,370,r,-0.0665791377813004,0.137072508190092,NaN,NaN,NaN,NaN
hrs,gait,tics,female,a,370,s,NaN,NaN,NaN,NaN,NaN,NaN
hrs,gait,tics,female,aeh,370,i,0.442284028112686,0.591314767279361,NaN,NaN,NaN,NaN
hrs,gait,tics,female,aeh,370,r,-0.0774237096145273,0.126360552359701,NaN,NaN,NaN,NaN
hrs,gait,tics,female,aeh,370,s,NaN,NaN,NaN,NaN,NaN,NaN
hrs,gait,tics,female,aehplus,370,i,0.0746418052310156,0.272349180333027,NaN,NaN,NaN,NaN
hrs,gait,tics,female,aehplus,370,r,-0.0809900607415133,0.122827398096632,NaN,NaN,NaN,NaN
hrs,gait,tics,female,aehplus,370,s,NaN,NaN,NaN,NaN,NaN,NaN
hrs,gait,tics,male,a,318,i,0.760410694292601,0.839078319059954,NaN,NaN,NaN,NaN
hrs,gait,tics,male,a,318,r,-0.064014388897212,0.155489293825415,NaN,NaN,NaN,NaN
