 0.42271886E-01  0.97057050E-02  0.52883605E+01  0.23277567E+01 -0.63835327E-01  0.77731432E+01  0.26500829E+00 -0.25567109E-01  0.21413899E-01  0.19474292E+01
-0.17424102E+00 -0.64141324E-01 -0.14206016E+00 -0.11008765E-02 -0.29807520E-03 -0.94791298E-02  0.52899734E-01 -0.27373363E-01  0.63390101E-02 -0.18546760E+00
 0.22728439E+00  0.15694824E+01 -0.30176827E+00  0.72099835E+00  0.24655476E+00 -0.22300313E-01  0.67349056E-02 -0.12207614E-01  0.68656257E-01  0.12628984E+00
-0.12607506E+00  0.26617397E+00 -0.40840203E-02  0.13527238E-02  0.16013961E+00  0.14136195E-01  0.13963502E+02 -0.21992009E-01  0.75238081E-03  0.14999153E+00
 0.27374184E+00  0.83065139E-01  0.39098721E-01  0.20527721E-01
 0.44231189E-02  0.18571466E-01  0.31434968E+00  0.10130084E+00  0.21017942E-01  0.75169034E+00  0.20748500E+00  0.37338306E-02  0.79485514E-02  0.37074479E+00
 0.56013151E-01  0.68200567E-01  0.69149805E-01  0.91089554E-03  0.17312277E-02  0.10883175E+00  0.11812783E-01  0.13739324E-01  0.13342057E-01  0.28744458E-01
 0.63799571E-01  0.27031626E+01  0.39904323E+00  0.44676083E+00  0.44708552E+00  0.79483361E-02  0.15753584E-01  0.76203056E+00  0.11238345E+00  0.12570242E+00
 0.12602281E+00  0.22076692E-01  0.32062686E-02  0.99671495E-03  0.12006659E+00  0.22199063E-01  0.10994966E+01  0.31498678E-01  0.55951519E-02  0.21497349E+00
 0.88072457E-01  0.61844191E-01  0.29172953E+00  0.39553808E-01
-0.46722123E+04  0.10666713E+01  0.41000000E+02  0.94264246E+04  0.95938891E+04  0.94637752E+04  0.18958895E-06
