 0.34139526E+02  0.22791769E+00  0.55252698E+00  0.76585381E+02 -0.23992367E+01  0.13698405E+02 -0.11957137E-01 -0.10287858E+01  0.70346608E-01  0.72605223E+02
 0.85615047E+00 -0.22985299E+01 -0.26536607E+01 -0.61009698E-01  0.55448147E-01 -0.15571765E+01  0.20732196E+00  0.47364731E+00  0.54178942E+00 -0.48159580E-01
 0.47892058E-01  0.29107765E+01 -0.14993607E+00  0.31932864E+00  0.15516992E+00 -0.32454229E-02 -0.16249783E-02 -0.24013978E+00 -0.12431971E-01  0.17477719E-01
 0.35084021E-01  0.23935485E+03  0.12108104E+00  0.56562634E+01  0.89401828E+01  0.15642201E+01  0.30433669E+01 -0.61803601E-01  0.42011937E+00  0.25633521E+00
 0.72786338E-01  0.33124408E+00  0.65476123E+00  0.52477429E-01
 0.26562587E+01  0.23969326E+00  0.81607323E-01  0.26632800E+01  0.74726204E+00  0.37699827E+00  0.70751530E-01  0.11726964E+00  0.23089830E+00  0.10656248E+02
 0.16370454E+01  0.19612081E+01  0.19090926E+01  0.33780245E-01  0.64059309E-01  0.26037073E+01  0.42864598E+00  0.50782315E+00  0.44199666E+00  0.14323659E-01
 0.36970491E-01  0.11964178E+01  0.19430549E+00  0.16531161E+00  0.15605142E+00  0.28407672E-02  0.56607764E-02  0.24402771E+00  0.40321148E-01  0.47016906E-01
 0.42826105E-01  0.22317774E+02  0.39908650E+01  0.25511168E+01  0.25393552E+01  0.93010220E+00  0.81961050E+00  0.38994362E+00  0.35401257E+00  0.11566923E+00
 0.60762981E-01  0.60593263E-01  0.21780136E+00  0.54163463E-01
-0.71544254E+04  0.20741258E+01  0.41000000E+02  0.14390851E+05  0.14558315E+05  0.14428201E+05  0.69873458E-06
