 0.27125856E-01  0.50030671E-03  0.56036039E+01  0.17180797E+01 -0.36867355E-01  0.99224647E+01  0.17032091E+00 -0.21312609E-01  0.92929892E-02  0.18532363E+01
-0.10209105E+00 -0.40477076E-01 -0.81983789E-02  0.13013718E-03 -0.23042769E-03 -0.72421495E-01  0.22148559E-03 -0.41718551E-02  0.73784126E-02 -0.10578149E+00
 0.35060421E+00  0.40096737E+01 -0.33450841E-01 -0.22576309E+00  0.96302288E-01 -0.23170176E-01  0.13377592E-01  0.68599452E+00 -0.94561005E-01  0.11877200E+00
 0.10537521E+00  0.10695984E+00 -0.49086237E-03  0.78494735E-03  0.58524008E-02 -0.82766408E-02  0.10412584E+02 -0.10482679E-01  0.16778845E-02  0.24943981E+00
 0.41601225E+00  0.55455475E-02  0.92851459E-01  0.12832489E-02
 0.37849881E-02  0.87475758E-02  0.18676288E+00  0.33347077E-01  0.88196024E-02  0.37284845E+00  0.11837493E+00  0.15359518E-02  0.33704532E-02  0.16542591E+00
 0.23136662E-01  0.35002214E-01  0.28413167E-01  0.35320431E-03  0.87331019E-03  0.36816035E-01  0.53388997E-02  0.67968080E-02  0.64247772E-02  0.15152452E-01
 0.36388586E-01  0.15125683E+01  0.22841317E+00  0.34981067E+00  0.27598130E+00  0.45901921E-02  0.11796319E-01  0.49727387E+00  0.72248557E-01  0.10835663E+00
 0.91705764E-01  0.64617569E-02  0.10937597E-02  0.54809486E-03  0.43353702E-01  0.11615678E-01  0.57149089E+00  0.13559293E-01  0.34025112E-02  0.13377984E+00
 0.56396786E-01  0.41085537E-01  0.19811249E+00  0.22430541E-01
-0.11883904E+05  0.15662937E+01  0.41000000E+02  0.23849808E+05  0.24057111E+05  0.23926881E+05  0.84655462E-10
