domain,study,model_number,subgroup,model_type,physical,cognitive,$n$,Cov(Levels),ab_tau_00_est,ab_tau_00_se,ab_tau_00_pval,Corr(Levels)Est,er_tau_00_est,er_tau_00_se,er_tau_00_pval,CI(Levels)Est,er_tau_00_ci95lo,er_tau_00_ci95hi,Corr(Levels)Comp,cr_levels_est,cr_levels_ci95_lo,cr_levels_ci95_hi,Cov(Slopes),Corr(Slopes)Est,er_tau_11_est,er_tau_11_se,er_tau_11_pval,CI(Slopes)Est,er_tau_11_ci95lo,er_tau_11_ci95hi,Corr(Slopes)Comp,cr_slopes_est,cr_slopes_ci95_lo,cr_slopes_ci95_hi,Cov(Residuals),ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_pval,Corr(Resid)Est,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,CI(Resid)Est,er_sigma_00_ci95lo,er_sigma_00_ci95hi,Corr(Residuals)Comp,cr_resid_est,cr_resid_ci95_lo,cr_resid_ci95_hi
episodic memory,hrs,b1,female,aehplus,grip,word_de,4612," .49( .15), $p$<.01 ***",0.486,0.146,0.001," .09( .03), $p$<.01 ***",0.093,0.028,0.001,"( .04, .15)",0.03812,0.14788," .09( .06, .12)",0.09267226209659346,0.06398154717364778,0.12120990874736441," .00( .00), $p$=.92  "," .04( .41), $p$=.92  ",0.043,0.406,0.916,"(-.75, .84)",-0.75276,0.8387600000000001," .00(-.03, .03)",0.0,-0.02886184589031263,0.02886184589031263," .17( .07), $p$=.01 *",0.174,0.07,0.013," .05( .02), $p$=.01 *",0.047,0.019,0.012,"( .01, .08)",0.009760000000000005,0.08424," .05( .02, .08)",0.046826438178254944,0.017988904246020464,0.07558612960772988
episodic memory,map,b1,female,aehplus,grip,word_de,935,"2.66( .69), $p$<.01 ***",2.656,0.692,0.0," .17( .04), $p$<.01 ***",0.168,0.042,0.0,"( .09, .25)",0.08568,0.25032," .17( .10, .23)",0.16774497045646297,0.10475891489736401,0.22939066366077754," .08( .04), $p$=.05 ."," .46( .26), $p$=.07 .",0.464,0.259,0.074,"(-.04, .97)",-0.04363999999999996,0.9716400000000001," .46( .41, .51)",0.463819479987149,0.4119570356065743,0.512686559100294," .02( .16), $p$=.88  ",0.024,0.165,0.884," .00( .03), $p$=.88  ",0.004,0.027,0.884,"(-.05, .06)",-0.048920000000000005,0.05692," .00(-.06, .07)",0.003987560601863819,-0.060140508408332606,0.06808284889375162
episodic memory,map,b1,female,aehplus,grip,word_rec,935,"1.02( .28), $p$<.01 ***",1.024,0.275,0.0," .15( .04), $p$<.01 ***",0.149,0.04,0.0,"( .07, .23)",0.0706,0.2274," .15( .09, .21)",0.14930618365575157,0.08601687960262192,0.21139531248363486," .01( .02), $p$=.49  "," .45(1.50), $p$=.76  ",0.448,1.5,0.765,"(-2.49,3.39)",-2.492,3.388," .51( .46, .55)",0.5068030337996144,0.4575575315554352,0.552949027132529,"-.04( .06), $p$=.50  ",-0.043,0.064,0.5,"-.02( .02), $p$=.50  ",-0.017,0.025,0.496,"(-.07, .03)",-0.066,0.032,"-.02(-.08, .05)",-0.01657742011291618,-0.08060444574277173,0.04758584911854586
executive function,eas,b1,female,aehplus,grip,trailsb,362,"-25.61(42.55), $p$=.55  ",-25.605,42.546,0.547,"-.10( .18), $p$=.55  ",-0.105,0.176,0.552,"(-.45, .24)",-0.44995999999999997,0.23996,"-.10(-.21,-.00)",-0.1047452437460842,-0.20560099026382464,-0.0016879142296855481,"8.76(4.43), $p$=.05 *"," .82( .34), $p$=.02 *",0.816,0.341,0.017,"( .15,1.48)",0.14763999999999988,1.4843600000000001," .82( .78, .85)",0.8160064172375393,0.77840254562590006,0.8477753228427406,"13.85(8.16), $p$=.09 .",13.845,8.157,0.09," .15( .08), $p$=.08 .",0.146,0.084,0.084,"(-.02, .31)",-0.018640000000000018,0.31064," .15( .04, .25)",0.1457364499576668,0.04331151634290938,0.24512969804662535
fluency,eas,b1,female,aehplus,grip,categories,363,"2.88(4.99), $p$=.56  ",2.882,4.994,0.564," .08( .14), $p$=.56  ",0.083,0.143,0.562,"(-.20, .36)",-0.19727999999999996,0.36328," .08(-.02, .18)",0.0827832517601003,-0.02032323375016687,0.1841474114226551," .24( .43), $p$=.58  "," .21( .38), $p$=.58  ",0.211,0.383,0.582,"(-.54, .96)",-0.53968,0.96168," .21( .11, .31)",0.21125786553911177,0.11073248752476635,0.3075043468011359,"-.59( .70), $p$=.40  ",-0.591,0.702,0.4,"-.06( .07), $p$=.40  ",-0.063,0.074,0.397,"(-.21, .08)",-0.20804,0.08204,"-.06(-.16, .04)",-0.0628678652693676,-0.1647351397766173,0.04032640294888719
fluency,map,b1,female,aehplus,grip,categories,935,"6.22(2.87), $p$=.03 *",6.225,2.869,0.03," .09( .04), $p$=.03 *",0.093,0.042,0.027,"( .01, .18)",0.010679999999999995,0.17532," .09( .03, .16)",0.09334962175405125,0.02941296136715558,0.15652552669218975," .22( .18), $p$=.22  "," .23( .19), $p$=.23  ",0.228,0.192,0.235,"(-.15, .60)",-0.14831999999999998,0.60432," .23( .17, .29)",0.22749603680443345,0.16580162321502676,0.28741664857678245,"1.29( .59), $p$=.03 *",1.287,0.587,0.028," .06( .03), $p$=.03 *",0.061,0.028,0.027,"( .01, .12)",0.0061200000000000004,0.11588," .06(-.00, .12)",0.061162124679604905,-0.0029621847359507223,0.12478550110881326
fluency,eas,b1,female,aehplus,grip,fas,360,"12.14(8.12), $p$=.14  ",12.136,8.116,0.135," .22( .14), $p$=.12  ",0.217,0.139,0.118,"(-.06, .49)",-0.05544000000000002,0.48944," .22( .12, .31)",0.2169253740770013,0.11616825359853197,0.313263269158483," .22( .53), $p$=.68  "," .14( .35), $p$=.69  ",0.141,0.35,0.686,"(-.54, .83)",-0.5449999999999999,0.827," .14( .04, .24)",0.1417423534554408,0.038951195553195296,0.2415650666088275," .19(1.06), $p$=.86  ",0.187,1.061,0.86," .02( .09), $p$=.86  ",0.016,0.089,0.86,"(-.16, .19)",-0.15843999999999997,0.19044," .02(-.09, .12)",0.01573330037819924,-0.08777125727274798,0.11890176169614163
fluency,ilse,b1,female,aehplus,grip,fluency,225,"13.64(14.92), $p$=.36  ",13.638,14.921,0.361," .10( .11), $p$=.35  ",0.102,0.11,0.352,"(-.11, .32)",-0.11359999999999999,0.3176," .10(-.03, .23)",0.10233905200629943,-0.028837582512570126,0.2300504723718463," .24( .27), $p$=.38  "," .58( .72), $p$=.43  ",0.576,0.724,0.426,"(-.84,2.00)",-0.8430399999999999,1.99504," .57( .48, .66)",0.5747048932153912,0.47999344799218135,0.6561735786910582,"9.98(5.52), $p$=.07 .",9.981,5.521,0.071," .15( .08), $p$=.06 .",0.15,0.081,0.064,"(-.01, .31)",-0.008760000000000018,0.30876000000000003," .15( .02, .28)",0.15016837588463106,0.019765947570089988,0.2755471040712848
fluid reasoning,satsa,b1,female,aehplus,grip,analogies,409," .08( .96), $p$=.93  ",0.085,0.965,0.93," .01( .10), $p$=.93  ",0.009,0.104,0.93,"(-.19, .21)",-0.19483999999999999,0.21284," .01(-.09, .11)",0.009187403691121586,-0.08785661563671106,0.10605867096815273," .01( .00), $p$=.18  "," .41( .31), $p$=.18  ",0.413,0.309,0.182,"(-.19,1.02)",-0.19263999999999998,1.01864," .45( .36, .52)",0.44539933408304444,0.3641611498951552,0.5199109221957154,"1.24( .43), $p$<.01 **",1.235,0.431,0.004," .12( .04), $p$<.01 **",0.116,0.04,0.003,"( .04, .19)",0.03760000000000001,0.19440000000000002," .12( .02, .21)",0.11649767643970332,0.01975508442171021,0.21107901882578475
fluid reasoning,eas,b1,female,aehplus,grip,block,351,"6.94(5.97), $p$=.24  ",6.943,5.974,0.245," .18( .15), $p$=.23  ",0.182,0.152,0.231,"(-.12, .48)",-0.11591999999999997,0.47991999999999996," .18( .08, .28)",0.1824183455966594,0.07925149560256972,0.28171895997637075," .78( .44), $p$=.07 ."," .55( .28), $p$=.05 *",0.553,0.281,0.049,"( .00,1.10)",0.0022400000000000198,1.10376," .55( .48, .62)",0.552725628625933,0.4755611207193532,0.6214491387359752," .25( .99), $p$=.80  ",0.249,0.994,0.803," .02( .10), $p$=.80  ",0.025,0.098,0.802,"(-.17, .22)",-0.16708,0.21708," .02(-.08, .13)",0.024550384701622182,-0.0803362786887367,0.12889932529460627
fluid reasoning,octo,b1,female,aehplus,grip,block,275,"3.01( .83), $p$<.01 ***",3.007,0.827,0.0," .30( .08), $p$<.01 ***",0.302,0.079,0.0,"( .15, .46)",0.14715999999999999,0.45684," .30( .19, .41)",0.3018895362434696,0.19040468344268272,0.4056869420203902," .05( .01), $p$<.01 **"," .76( .27), $p$<.01 **",0.759,0.273,0.005,"( .22,1.29)",0.22392,1.2940800000000001," .76( .71, .81)",0.7635972357830098,0.7093859424080453,0.8088268931623395," .18( .20), $p$=.37  ",0.176,0.196,0.368," .05( .05), $p$=.37  ",0.048,0.053,0.367,"(-.06, .15)",-0.05588,0.15188000000000001," .05(-.07, .17)",0.04788326852716053,-0.0708016939425881,0.16523138158979062
fluid reasoning,satsa,b1,female,aehplus,grip,block,409,"4.99(2.09), $p$=.02 *",4.985,2.091,0.017," .22( .09), $p$=.01 *",0.223,0.088,0.011,"( .05, .40)",0.05052000000000001,0.39548," .22( .13, .31)",0.2229203788260426,0.12873736861754803,0.31311788579038263," .00( .01), $p$=.68  "," .15( .36), $p$=.68  ",0.149,0.357,0.677,"(-.55, .85)",-0.55072,0.84872," .16( .07, .26)",0.16208817969462155,0.06616230165181905,0.2550453819703134,"2.10( .61), $p$<.01 ***",2.098,0.61,0.001," .14( .04), $p$<.01 ***",0.135,0.039,0.0,"( .06, .21)",0.058560000000000015,0.21144000000000002," .13( .04, .23)",0.1330425881841897,0.03654833158240749,0.22707889111047372
fluid reasoning,octo,b1,female,aehplus,grip,fig_logic,274,"1.44( .46), $p$<.01 **",1.435,0.457,0.002," .29( .09), $p$<.01 ***",0.295,0.09,0.001,"( .12, .47)",0.11859999999999998,0.4714," .29( .18, .40)",0.29480220629648346,0.18268415856791628,0.3993511979136344," .02( .01), $p$=.08 ."," .60( .29), $p$=.04 *",0.596,0.286,0.037,"( .04,1.16)",0.03544000000000003,1.1565599999999998," .60( .52, .67)",0.5982984655147817,0.5164112165218736,0.6693430987119476," .19( .16), $p$=.24  ",0.189,0.163,0.245," .06( .05), $p$=.24  ",0.06,0.051,0.24,"(-.04, .16)",-0.039959999999999996,0.15996," .06(-.06, .18)",0.06032977381110578,-0.05858902788628767,0.17756032610354971
fluid reasoning,map,b1,female,aehplus,grip,matrices,920,"1.72( .92), $p$=.06 .",1.72,0.916,0.06," .10( .05), $p$=.06 .",0.102,0.054,0.058,"(-.00, .21)",-0.00384000000000001,0.20784," .10( .04, .17)",0.10220478790773606,0.03782114393219394,0.1657433964654499," .07( .06), $p$=.27  "," .30( .27), $p$=.26  ",0.304,0.271,0.262,"(-.23, .84)",-0.22716000000000008,0.8351600000000001," .30( .24, .36)",0.3047511553516493,0.2449423312517504,0.36224936760288556,"-.10( .25), $p$=.69  ",-0.097,0.246,0.692,"-.01( .03), $p$=.69  ",-0.012,0.031,0.692,"(-.07, .05)",-0.07276,0.04876,"-.01(-.08, .05)",-0.01228712165519153,-0.07685956774005075,0.05238796758656526
fluid reasoning,lasa,b1,female,aehplus,grip,raven,782," .29( .66), $p$=.66  ",0.291,0.662,0.66," .03( .07), $p$=.66  ",0.03,0.068,0.659,"(-.10, .16)",-0.10328000000000001,0.16328," .03(-.04, .10)",0.02989962152346099,-0.04029263475982162,0.09979821984254482," .00( .01), $p$=.77  "," .32(1.66), $p$=.85  ",0.321,1.657,0.847,"(-2.93,3.57)",-2.92672,3.5687200000000003," .33( .27, .39)",0.3333333333333333,0.2695241188898724,0.39422830265959374," .09( .24), $p$=.70  ",0.093,0.24,0.699," .01( .03), $p$=.70  ",0.011,0.029,0.699,"(-.05, .07)",-0.045840000000000006,0.06784," .01(-.06, .08)",0.01134380124789216,-0.058810765302364704,0.08138687017590834
fluid reasoning,satsa,b1,female,aehplus,grip,rotate,409,"7.00(5.21), $p$=.18  ",6.999,5.208,0.179," .14( .10), $p$=.17  ",0.139,0.1,0.168,"(-.06, .34)",-0.056999999999999995,0.335," .14( .04, .23)",0.13855934706514852,0.04216003764551778,0.2324026497473967," .01( .03), $p$=.65  "," .31( .69), $p$=.65  ",0.314,0.686,0.648,"(-1.03,1.66)",-1.03056,1.65856," .33( .24, .41)",0.3253956867279842,0.2358722322641498,0.4094426075468782,"4.87(2.00), $p$=.01 *",4.865,1.997,0.015," .10( .04), $p$=.01 *",0.1,0.04,0.013,"( .02, .18)",0.021600000000000008,0.1784," .10( .00, .19)",0.09952602753258191,0.0025852254751594504,0.19461363712590585
fluid reasoning,ilse,b1,female,aehplus,grip,spatial_ab,225," .80(11.07), $p$=.94  ",0.795,11.066,0.943," .01( .10), $p$=.94  ",0.007,0.1,0.943,"(-.19, .20)",-0.189,0.203," .01(-.12, .14)",0.007175683684585543,-0.12373108320857432,0.1378369657495294," .08( .16), $p$=.59  "," .37( .79), $p$=.64  ",0.374,0.786,0.635,"(-1.17,1.91)",-1.16656,1.9145599999999998," .37( .26, .48)",0.37444444690127426,0.25620094472961635,0.48164699259228827,"-.37(3.83), $p$=.92  ",-0.368,3.834,0.924,"-.01( .09), $p$=.92  ",-0.008,0.086,0.924,"(-.18, .16)",-0.17656,0.16055999999999998,"-.01(-.14, .12)",-0.008277290898440141,-0.1389175435996884,0.12264612859546972
mental status,octo,b1,female,aehplus,grip,clock,276," .47( .28), $p$=.10 .",0.467,0.28,0.096," .19( .10), $p$=.06 .",0.193,0.101,0.057,"(-.00, .39)",-0.004959999999999992,0.39096," .19( .08, .30)",0.19299232702020194,0.07667022752361075,0.30413139663219135," .03( .01), $p$=.01 *"," .67( .18), $p$<.01 ***",0.669,0.18,0.0,"( .32,1.02)",0.31620000000000004,1.0218," .67( .60, .73)",0.6672461249826392,0.5961417311702698,0.7279653027064283," .11( .13), $p$=.38  ",0.111,0.126,0.379," .06( .07), $p$=.36  ",0.065,0.072,0.363,"(-.08, .21)",-0.07612,0.20612," .07(-.05, .18)",0.06502276941026236,-0.05345676886322635,0.18169698936081885
mental status,nuage,b1,female,aehplus,grip,mmms,934,"1.64(1.87), $p$=.38  ",1.643,1.87,0.38," .04( .05), $p$=.38  ",0.044,0.05,0.379,"(-.05, .14)",-0.054000000000000006,0.14200000000000002," .04(-.02, .11)",0.04439831834219823,-0.01980510934027683,0.10823707932097001," .40( .28), $p$=.15  "," .28( .16), $p$=.09 .",0.277,0.162,0.087,"(-.04, .59)",-0.04052,0.59452," .28( .22, .34)",0.27742227541923714,0.21713942567473277,0.3355970750000137," .39( .41), $p$=.34  ",0.389,0.408,0.341," .02( .02), $p$=.34  ",0.022,0.023,0.341,"(-.02, .07)",-0.023079999999999996,0.06708," .02(-.04, .09)",0.02162910814194847,-0.042576987332697984,0.0856572858868467
mental status,eas,b1,female,aehplus,grip,mmse,363,"1.25(1.15), $p$=.28  ",1.255,1.153,0.277," .22( .20), $p$=.27  ",0.225,0.204,0.271,"(-.17, .62)",-0.17483999999999997,0.62484," .23( .12, .32)",0.22503448278002705,0.12499653743709593,0.3205428818195864,"-.04( .10), $p$=.68  ","-.39(1.06), $p$=.71  ",-0.391,1.058,0.712,"(-2.46,1.68)",-2.46468,1.68268,"-.41(-.50,-.32)",-0.4131843383792044,-0.49506242814046986,-0.32403226196967155,"-.01( .21), $p$=.98  ",-0.006,0.212,0.977,"-.00( .10), $p$=.98  ",-0.003,0.103,0.977,"(-.20, .20)",-0.20487999999999998,0.19887999999999997,"-.00(-.11, .10)",-0.0029180756721253996,-0.10581959904386258,0.10004528275407899
mental status,map,b1,female,aehplus,grip,mmse,935," .31( .55), $p$=.57  ",0.307,0.546,0.573," .03( .06), $p$=.57  ",0.033,0.059,0.572,"(-.08, .15)",-0.08263999999999999,0.14864," .03(-.03, .10)",0.03338855128107354,-0.03079005272212456,0.09729297691266428," .12( .07), $p$=.07 ."," .55( .23), $p$=.01 *",0.554,0.229,0.015,"( .11,1.00)",0.10516000000000003,1.00284," .55( .51, .60)",0.5520934846378482,0.505887278319106,0.5951404671811144," .12( .15), $p$=.43  ",0.119,0.151,0.431," .02( .03), $p$=.43  ",0.021,0.027,0.431,"(-.03, .07)",-0.031920000000000004,0.07392," .02(-.04, .09)",0.021355770742231703,-0.04281554516794619,0.08535160326974675
mental status,nuage,b1,female,aehplus,grip,mmse,934," .86( .65), $p$=.18  ",0.861,0.649,0.184," .08( .06), $p$=.20  ",0.08,0.062,0.198,"(-.04, .20)",-0.04152,0.20152," .08( .02, .14)",0.08035051332136961,0.01628744046244983,0.14375657886154802," .05( .10), $p$=.60  "," .16( .33), $p$=.62  ",0.16,0.327,0.624,"(-.48, .80)",-0.48092,0.8009200000000001," .16( .10, .22)",0.16063390120735616,0.09749144893778315,0.2224883619794283,"-.02( .19), $p$=.92  ",-0.019,0.187,0.92,"-.00( .02), $p$=.92  ",-0.002,0.024,0.92,"(-.05, .05)",-0.04904,0.04504,"-.00(-.07, .06)",-0.0024086293013205057,-0.06654536995252046,0.06174793348602897
mental status,octo,b1,female,aehplus,grip,mmse,276," .11( .29), $p$=.69  ",0.114,0.287,0.69," .04( .11), $p$=.69  ",0.044,0.11,0.688,"(-.17, .26)",-0.17159999999999997,0.2596," .04(-.07, .16)",0.043914567045216665,-0.07454106594438958,0.16114816194612078," .07( .02), $p$<.01 **"," .76( .14), $p$<.01 ***",0.765,0.144,0.0,"( .48,1.05)",0.48276,1.04724," .77( .71, .81)",0.7672351996826317,0.7138295984933155,0.8117688017652265," .38( .19), $p$=.05 *",0.38,0.192,0.048," .16( .07), $p$=.03 *",0.161,0.074,0.029,"( .02, .31)",0.015960000000000002,0.30604," .16( .04, .27)",0.16084116129215018,0.04360000087623588,0.27371240032100563
mental status,satsa,b1,female,aehplus,grip,mmse,411," .18( .63), $p$=.77  ",0.182,0.632,0.774," .06( .19), $p$=.77  ",0.056,0.192,0.771,"(-.32, .43)",-0.32032,0.43232," .06(-.04, .15)",0.05588103719341892,-0.041070248016377785,0.15178984937829118," .01( .01), $p$=.34  "," .29( .28), $p$=.29  ",0.293,0.279,0.294,"(-.25, .84)",-0.25384,0.8398399999999999," .28( .19, .37)",0.28039985489311264,0.1887911267425269,0.36717042315020554,"1.08( .30), $p$<.01 ***",1.081,0.302,0.0," .13( .04), $p$<.01 ***",0.131,0.037,0.0,"( .06, .20)",0.058480000000000004,0.20352," .13( .04, .23)",0.13148045328546484,0.0351988254687196,0.2253438151308252
perceptual speed,lasa,b1,female,aehplus,grip,letter,782," .70(1.29), $p$=.59  ",0.697,1.294,0.59," .03( .06), $p$=.59  ",0.032,0.059,0.589,"(-.08, .15)",-0.08363999999999999,0.14764," .03(-.04, .10)",0.031801522316015476,-0.03839186868571405,0.10168261241453545," .01( .01), $p$=.40  "," .40( .93), $p$=.67  ",0.398,0.931,0.669,"(-1.43,2.22)",-1.4267600000000003,2.22276," .41( .35, .47)",0.4082482904638631,0.3481037065218288,0.46504582861922233," .65( .23), $p$<.01 **",0.648,0.228,0.005," .08( .03), $p$<.01 **",0.076,0.027,0.005,"( .02, .13)",0.023079999999999996,0.12892," .08( .01, .15)",0.07590972336953285,0.005832970640199976,0.1452445467449637
