domain,study,model_number,subgroup,model_type,physical,cognitive,$n$,Cov(Levels),Corr(Levels)Est,CI(Levels)Est,Corr(Levels)Comp,Cov(Slopes),Corr(Slopes)Est,CI(Slopes)Est,Corr(Slopes)Comp,Cov(Residuals),Corr(Residuals)Est,CI(Residuals)Est,Corr(Residuals)Comp
Learning & Memory,eas,b1,female,aehplus,pef,Word List Immediate,545,"78.74(26.90), $p$<.01 **"," .29( .10), $p$<.01 **","( .10, .48)"," .29( .21, .36)","3.12(2.14), $p$=.14  "," .64( .53), $p$=.23  ","(-.39,1.67)"," .64( .58, .68)","-5.33(6.52), $p$=.41  ","-.04( .05), $p$=.41  ","(-.14, .06)","-.04(-.12, .04)"
Learning & Memory,eas,b1,male,aehplus,pef,Word List Immediate,324,"31.41(55.06), $p$=.57  "," .07( .12), $p$=.57  ","(-.17, .31)"," .07(-.04, .18)","3.54(3.81), $p$=.35  "," .38( .42), $p$=.37  ","(-.45,1.21)"," .38( .28, .47)","6.38(15.70), $p$=.68  "," .03( .08), $p$=.68  ","(-.12, .18)"," .03(-.08, .14)"
Learning & Memory,elsa,b1,female,aehplus,fev,Word List Immediate,3511," .03( .02), $p$=.09 ."," .07( .04), $p$=.09 .","(-.01, .15)"," .07( .04, .10)"," .00( .00), $p$=.68  ","-.16( .43), $p$=.71  ","(-1.00, .68)",---," .01( .01), $p$=.29  "," .02( .02), $p$=.28  ","(-.02, .07)"," .02(-.01, .06)"
Learning & Memory,elsa,b1,male,aehplus,fev,Word List Immediate,3091," .03( .02), $p$=.15  "," .06( .04), $p$=.15  ","(-.02, .13)"," .06( .02, .09)"," .00( .00), $p$=.52  ","-.11( .18), $p$=.53  ","(-.46, .24)"," .00(-.04, .04)"," .02( .01), $p$=.06 ."," .05( .02), $p$=.06 .","(-.00, .09)"," .05( .01, .08)"
Learning & Memory,hrs,b1,female,aehplus,pef,Word List Immediate,4612,"18.90(1.80), $p$<.01 ***"," .31( .03), $p$<.01 ***","( .26, .37)"," .31( .29, .34)"," .04( .04), $p$=.30  "," .44( .55), $p$=.43  ","(-.65,1.53)"," .44( .42, .47)","1.71( .85), $p$=.04 *"," .04( .02), $p$=.04 *","( .00, .07)"," .04( .01, .07)"
Learning & Memory,hrs,b1,male,aehplus,pef,Word List Immediate,3288,"23.98(3.09), $p$<.01 ***"," .26( .03), $p$<.01 ***","( .19, .32)"," .26( .22, .29)"," .05( .07), $p$=.47  "," .37( .59), $p$=.53  ","(-.78,1.52)"," .37( .34, .40)","2.27(1.45), $p$=.12  "," .04( .02), $p$=.12  ","(-.01, .08)"," .04( .00, .07)"
Learning & Memory,lasa,b1,female,aehplus,pef,Word List Immediate,782,"37.66(13.01), $p$<.01 **"," .16( .05), $p$<.01 **","( .06, .27)"," .16( .09, .23)"," .01( .06), $p$=.86  "," .10( .57), $p$=.86  ","(-1.02,1.22)"," .10( .03, .17)","25.45(4.52), $p$<.01 ***"," .14( .02), $p$<.01 ***","( .09, .18)"," .14( .07, .20)"
Learning & Memory,lasa,b1,male,aehplus,pef,Word List Immediate,800,"35.22(17.06), $p$=.04 *"," .10( .05), $p$=.04 *","( .01, .20)"," .10( .03, .17)"," .03( .11), $p$=.81  "," .11( .44), $p$=.80  ","(-.76, .98)"," .11( .04, .18)","19.63(5.39), $p$<.01 ***"," .10( .03), $p$<.01 ***","( .05, .15)"," .10( .03, .17)"
Learning & Memory,map,b1,female,aehplus,fev,Word List Immediate,935," .11( .05), $p$=.02 *"," .11( .04), $p$=.02 *","( .02, .20)"," .11( .04, .17)","-.01( .00), $p$=.09 .","-.55( .43), $p$=.19  ","(-1.39, .28)",---," .01( .01), $p$=.34  "," .03( .03), $p$=.33  ","(-.03, .09)"," .03(-.03, .09)"
Learning & Memory,map,b1,male,aehplus,fev,Word List Immediate,321," .06( .11), $p$=.56  "," .05( .08), $p$=.56  ","(-.11, .21)"," .05(-.06, .16)"," .00( .01), $p$=.53  "," .54( .97), $p$=.58  ","(-1.37,2.44)"," .47( .38, .55)"," .05( .03), $p$=.04 *"," .10( .05), $p$=.04 *","( .00, .19)"," .10(-.01, .20)"
Learning & Memory,nas,b1,male,aehplus,fev,Word List Immediate,1131,"1.35( .63), $p$=.03 *"," .11( .05), $p$=.03 *","( .01, .20)"," .11( .05, .16)"," .00( .00), $p$=.38  "," .15( .18), $p$=.39  ","(-.20, .50)"," .15( .09, .21)","-.13( .11), $p$=.23  ","-.03( .03), $p$=.23  ","(-.09, .02)","-.03(-.09, .02)"
Learning & Memory,map,b1,female,aehplus,fev,Word Recognition,935," .00( .01), $p$=.68  "," .02( .04), $p$=.68  ","(-.07, .10)"," .02(-.05, .08)"," .00( .00), $p$=.95  "," .08(1.14), $p$=.95  ","(-2.16,2.32)",---," .00( .00), $p$=.89  "," .00( .03), $p$=.89  ","(-.05, .06)"," .00(-.06, .06)"
Learning & Memory,map,b1,male,aehplus,fev,Word Recognition,321," .00( .04), $p$=.93  "," .01( .08), $p$=.93  ","(-.14, .16)"," .01(-.10, .12)","-.00( .00), $p$=.22  ","-.58( .43), $p$=.18  ","(-1.43, .27)","-.55(-.62,-.47)"," .01( .01), $p$=.19  "," .06( .05), $p$=.17  ","(-.03, .16)"," .06(-.05, .17)"
Mental Status,eas,b1,female,aehplus,pef,Calculated MMSE,545,"11.91(7.20), $p$=.10 ."," .18( .10), $p$=.09 .","(-.03, .38)"," .18( .09, .26)"," .06( .54), $p$=.92  "," .07( .73), $p$=.92  ","(-1.36,1.51)"," .07(-.01, .16)","-.36(1.57), $p$=.82  ","-.01( .05), $p$=.82  ","(-.10, .08)","-.01(-.09, .07)"
Mental Status,eas,b1,male,aehplus,pef,Calculated MMSE,324,"25.56(13.13), $p$=.05 ."," .31( .16), $p$=.05 *","( .00, .61)"," .31( .20, .40)"," .96( .97), $p$=.32  "," .76(1.10), $p$=.49  ","(-1.40,2.91)"," .76( .71, .80)","-2.22(2.75), $p$=.42  ","-.05( .06), $p$=.42  ","(-.16, .07)","-.05(-.16, .06)"
Mental Status,map,b1,female,aehplus,fev,Ideas,935," .02( .01), $p$<.01 **"," .19( .06), $p$<.01 ***","( .08, .30)"," .19( .13, .25)"," .00( .00), $p$=.61  ","-.24( .56), $p$=.66  ","(-1.35, .86)",---," .00( .00), $p$=.46  "," .02( .03), $p$=.46  ","(-.04, .08)"," .02(-.05, .08)"
Mental Status,map,b1,male,aehplus,fev,Ideas,321,"-.00( .02), $p$=.82  ","-.02( .08), $p$=.82  ","(-.17, .13)","-.02(-.13, .09)","-.00( .00), $p$=.32  ","-.36( .38), $p$=.34  ","(-1.12, .39)","-.38(-.47,-.29)"," .00( .00), $p$=.41  "," .04( .05), $p$=.42  ","(-.06, .15)"," .04(-.07, .15)"
Mental Status,map,b1,female,aehplus,fev,MMSE,935," .01( .02), $p$=.71  "," .02( .06), $p$=.71  ","(-.09, .14)"," .02(-.04, .09)","-.00( .00), $p$=.69  ","-.20( .57), $p$=.72  ","(-1.31, .91)",---," .01( .00), $p$=.07 ."," .05( .03), $p$=.07 .","(-.00, .10)"," .05(-.02, .11)"
Mental Status,map,b1,male,aehplus,fev,MMSE,321," .03( .06), $p$=.63  "," .04( .08), $p$=.66  ","(-.13, .20)"," .04(-.07, .15)","-.00( .01), $p$=.44  ","-.58( .79), $p$=.46  ","(-2.12, .96)","-.55(-.62,-.47)"," .00( .01), $p$=.72  "," .02( .05), $p$=.72  ","(-.08, .11)"," .02(-.09, .13)"
Mental Status,nas,b1,male,aehplus,fev,MMSE,1131," .81( .29), $p$<.01 **"," .20( .07), $p$=.01 **","( .05, .34)"," .20( .14, .25)","-.00( .00), $p$=.61  ","-.12( .23), $p$=.61  ","(-.56, .33)","-.12(-.18,-.06)","-.05( .06), $p$=.44  ","-.02( .03), $p$=.44  ","(-.08, .03)","-.02(-.08, .04)"
Mental Status,octo,b1,female,aehplus,pef,MMSE,275,"21.65(11.29), $p$=.06 ."," .24( .11), $p$=.03 *","( .03, .46)"," .24( .13, .35)"," .21( .59), $p$=.72  "," .11( .31), $p$=.72  ","(-.49, .71)"," .11(-.01, .23)","6.30(6.30), $p$=.32  "," .09( .09), $p$=.30  ","(-.08, .26)"," .09(-.03, .21)"
Mental Status,octo,b1,male,aehplus,pef,MMSE,138,"31.30(18.79), $p$=.10 ."," .27( .14), $p$=.06 .","(-.01, .55)"," .27( .11, .42)","-.17( .56), $p$=.76  ","-.17( .53), $p$=.74  ","(-1.22, .87)","-.17(-.33,-.01)","3.87(10.84), $p$=.72  "," .04( .11), $p$=.72  ","(-.18, .26)"," .04(-.13, .21)"
Mental Status,octo,b1,female,aehplus,pef,MMSE,276,"9.72(12.23), $p$=.43  "," .10( .13), $p$=.42  ","(-.14, .35)"," .10(-.02, .22)"," .57( .87), $p$=.51  "," .20( .32), $p$=.52  ","(-.42, .82)"," .20( .09, .31)","19.74(7.54), $p$=.01 **"," .20( .07), $p$<.01 **","( .07, .34)"," .20( .08, .31)"
Mental Status,octo,b1,male,aehplus,pef,MMSE,140,"102.71(31.38), $p$<.01 ***"," .66( .14), $p$<.01 ***","( .40, .92)"," .66( .56, .74)"," .29( .73), $p$=.69  "," .15( .37), $p$=.69  ","(-.58, .87)"," .15(-.02, .31)","22.58(24.55), $p$=.36  "," .14( .16), $p$=.38  ","(-.18, .47)"," .14(-.02, .30)"
Mental Status,satsa,b1,female,aehplus,fev,MMSE,411,"-.02( .05), $p$=.72  ","-.07( .18), $p$=.72  ","(-.42, .29)","-.07(-.16, .03)"," .00( .00), $p$=.10 ."," .36( .20), $p$=.07 .","(-.03, .76)",---," .06( .02), $p$<.01 **"," .14( .05), $p$<.01 **","( .05, .23)"," .14( .05, .24)"
Mental Status,satsa,b1,male,aehplus,fev,MMSE,299," .12( .09), $p$=.19  "," .16( .12), $p$=.18  ","(-.08, .40)"," .16( .05, .27)"," .00( .00), $p$=.28  "," .35( .30), $p$=.24  ","(-.24, .94)",---," .02( .02), $p$=.29  "," .05( .05), $p$=.28  ","(-.04, .14)"," .05(-.06, .16)"
Perceptual Reasoning,eas,b1,female,aehplus,pef,Block Design,545,"111.36(44.87), $p$=.01 *"," .25( .10), $p$=.01 **","( .06, .44)"," .25( .17, .33)","2.73(3.26), $p$=.40  "," .31( .36), $p$=.40  ","(-.40,1.02)"," .31( .23, .38)","-2.02(8.64), $p$=.81  ","-.01( .05), $p$=.81  ","(-.11, .08)","-.01(-.10, .07)"
Perceptual Reasoning,eas,b1,male,aehplus,pef,Block Design,324,"233.41(84.93), $p$=.01 **"," .31( .11), $p$<.01 **","( .09, .53)"," .31( .21, .40)","5.16(5.36), $p$=.34  "," .58( .72), $p$=.42  ","(-.84,2.00)"," .58( .50, .65)","-32.02(19.98), $p$=.11  ","-.11( .07), $p$=.11  ","(-.25, .02)","-.11(-.22,-.00)"
Perceptual Reasoning,octo,b1,female,aehplus,pef,Block Design,272,"86.13(33.62), $p$=.01 **"," .24( .09), $p$=.01 **","( .07, .41)"," .24( .13, .35)"," .05( .63), $p$=.94  "," .02( .32), $p$=.94  ","(-.60, .64)"," .02(-.10, .14)","22.80(9.33), $p$=.01 *"," .15( .06), $p$=.01 *","( .03, .26)"," .15( .03, .26)"
Perceptual Reasoning,octo,b1,male,aehplus,pef,Block Design,136,"158.68(61.01), $p$=.01 **"," .30( .12), $p$=.01 **","( .08, .53)"," .30( .14, .45)","1.05( .82), $p$=.20  "," .75( .18), $p$<.01 ***","( .39,1.10)"," .75( .66, .81)","19.93(11.46), $p$=.08 ."," .11( .07), $p$=.08 .","(-.02, .24)"," .11(-.06, .28)"
Perceptual Reasoning,satsa,b1,female,aehplus,fev,Block Design,408," .41( .15), $p$=.01 **"," .24( .09), $p$<.01 **","( .07, .41)"," .24( .15, .33)"," .00( .00), $p$=.44  "," .19( .24), $p$=.43  ","(-.27, .65)",---," .06( .03), $p$=.09 ."," .07( .04), $p$=.09 .","(-.01, .16)"," .07(-.03, .17)"
Perceptual Reasoning,satsa,b1,male,aehplus,fev,Block Design,299," .62( .25), $p$=.01 *"," .20( .08), $p$=.01 **","( .05, .35)"," .20( .09, .30)"," .00( .00), $p$=.49  "," .14( .21), $p$=.49  ","(-.27, .56)",---," .01( .05), $p$=.89  "," .01( .05), $p$=.89  ","(-.10, .11)"," .02(-.10, .13)"
Perceptual Reasoning,satsa,b1,female,aehplus,fev,Card Rotation,407,"1.13( .35), $p$<.01 ***"," .29( .08), $p$<.01 ***","( .12, .45)"," .29( .19, .37)"," .00( .00), $p$=.99  "," .03(1.72), $p$=.99  ","(-3.35,3.40)",---," .02( .10), $p$=.81  "," .01( .04), $p$=.81  ","(-.07, .08)"," .01(-.09, .11)"
Perceptual Reasoning,satsa,b1,male,aehplus,fev,Card Rotation,298,"1.50( .69), $p$=.03 *"," .19( .08), $p$=.02 *","( .03, .35)"," .19( .08, .30)"," .00( .00), $p$=.73  "," .14( .38), $p$=.72  ","(-.60, .87)",---," .06( .15), $p$=.69  "," .02( .05), $p$=.69  ","(-.08, .11)"," .02(-.10, .13)"
Perceptual Reasoning,nas,b1,male,aehplus,fev,Figure Copy,1131,"3.30( .99), $p$<.01 ***"," .19( .06), $p$<.01 ***","( .08, .30)"," .19( .13, .25)"," .01( .01), $p$=.11  "," .52( .43), $p$=.23  ","(-.33,1.36)"," .52( .47, .56)","-.60( .20), $p$<.01 **","-.09( .03), $p$<.01 **","(-.15,-.04)","-.09(-.15,-.04)"
Perceptual Reasoning,octo,b1,female,aehplus,pef,Figure Logic,268,"36.04(22.44), $p$=.11  "," .20( .12), $p$=.10 .","(-.04, .45)"," .20( .09, .32)"," .29( .69), $p$=.68  "," .18( .43), $p$=.67  ","(-.66,1.03)"," .18( .07, .30)","1.95(7.96), $p$=.81  "," .01( .06), $p$=.81  ","(-.11, .14)"," .02(-.10, .13)"
Perceptual Reasoning,octo,b1,male,aehplus,pef,Figure Logic,133,"67.17(33.87), $p$=.05 *"," .29( .13), $p$=.03 *","( .03, .55)"," .29( .12, .44)","1.08( .60), $p$=.07 ."," .79( .14), $p$<.01 ***","( .51,1.06)"," .78( .71, .84)","2.25(13.70), $p$=.87  "," .01( .08), $p$=.87  ","(-.15, .18)"," .01(-.16, .18)"
Perceptual Reasoning,map,b1,female,aehplus,fev,Line Orientation,934," .10( .03), $p$<.01 **"," .14( .05), $p$<.01 **","( .05, .24)"," .14( .08, .20)","-.00( .00), $p$=.70  ","-.32( .87), $p$=.72  ","(-2.02,1.39)",---,"-.01( .01), $p$=.10  ","-.04( .03), $p$=.11  ","(-.09, .01)","-.04(-.11, .02)"
Perceptual Reasoning,map,b1,male,aehplus,fev,Line Orientation,321," .17( .08), $p$=.05 *"," .15( .08), $p$=.04 *","( .01, .30)"," .15( .05, .26)"," .00( .00), $p$=.60  "," .39( .74), $p$=.60  ","(-1.05,1.83)"," .29( .19, .39)","-.01( .02), $p$=.68  ","-.02( .04), $p$=.68  ","(-.10, .07)","-.02(-.13, .09)"
Perceptual Reasoning,nas,b1,male,aehplus,fev,Pattern Comparison,1131,"-.05( .28), $p$=.86  ","-.01( .06), $p$=.86  ","(-.13, .11)","-.01(-.07, .05)","-.00( .00), $p$=.27  ","-.25( .28), $p$=.37  ","(-.81, .30)","-.23(-.28,-.17)"," .04( .05), $p$=.44  "," .03( .03), $p$=.44  ","(-.04, .09)"," .03(-.03, .08)"
Perceptual Reasoning,lasa,b1,female,aehplus,pef,Progressive Matrices,782,"43.20(8.05), $p$<.01 ***"," .29( .05), $p$<.01 ***","( .19, .39)"," .29( .22, .35)","-.01( .04), $p$=.76  ","-.14( .45), $p$=.75  ","(-1.02, .73)","-.16(-.22,-.09)"," .53(2.73), $p$=.85  "," .00( .03), $p$=.85  ","(-.05, .06)"," .00(-.07, .08)"
Perceptual Reasoning,lasa,b1,male,aehplus,pef,Progressive Matrices,800,"44.79(11.81), $p$<.01 ***"," .18( .05), $p$<.01 ***","( .09, .27)"," .18( .12, .25)"," .19( .06), $p$<.01 **"," .54( .19), $p$<.01 **","( .17, .92)"," .56( .51, .60)","3.44(2.98), $p$=.25  "," .03( .03), $p$=.25  ","(-.02, .09)"," .03(-.04, .10)"
Perceptual Reasoning,map,b1,female,aehplus,fev,Progressive Matrices,920," .10( .03), $p$<.01 ***"," .18( .05), $p$<.01 ***","( .08, .27)"," .18( .12, .24)"," .00( .00), $p$=.28  "," .64( .82), $p$=.44  ","(-.97,2.24)",---,"-.01( .01), $p$=.08 .","-.05( .03), $p$=.08 .","(-.10, .01)","-.05(-.11, .02)"
Perceptual Reasoning,map,b1,male,aehplus,fev,Progressive Matrices,308," .07( .07), $p$=.28  "," .08( .08), $p$=.28  ","(-.07, .23)"," .08(-.03, .19)"," .00( .00), $p$=.45  "," .43( .68), $p$=.52  ","(-.89,1.76)"," .41( .31, .50)","-.01( .02), $p$=.70  ","-.02( .04), $p$=.70  ","(-.10, .07)","-.02(-.13, .10)"
Processing Speed,lasa,b1,female,aehplus,pef,Coding,782,"74.21(15.62), $p$<.01 ***"," .22( .04), $p$<.01 ***","( .13, .31)"," .22( .15, .29)","-.01( .06), $p$=.91  ","-.03( .30), $p$=.92  ","(-.63, .56)","-.03(-.10, .04)","12.67(3.60), $p$<.01 ***"," .11( .03), $p$<.01 ***","( .05, .17)"," .11( .04, .18)"
Processing Speed,lasa,b1,male,aehplus,pef,Coding,800,"79.73(21.48), $p$<.01 ***"," .16( .04), $p$<.01 ***","( .08, .24)"," .16( .09, .23)"," .16( .11), $p$=.13  "," .18( .12), $p$=.13  ","(-.05, .42)"," .18( .12, .25)","14.97(3.66), $p$<.01 ***"," .12( .03), $p$<.01 ***","( .07, .18)"," .12( .05, .19)"
Processing Speed,map,b1,female,aehplus,fev,Number Comparison,934," .32( .08), $p$<.01 ***"," .17( .04), $p$<.01 ***","( .09, .25)"," .17( .11, .23)","-.00( .00), $p$=.86  ","-.10( .60), $p$=.86  ","(-1.28,1.07)",---,"-.01( .02), $p$=.59  ","-.01( .03), $p$=.59  ","(-.07, .04)","-.02(-.08, .05)"
Processing Speed,map,b1,male,aehplus,fev,Number Comparison,321," .06( .21), $p$=.77  "," .02( .07), $p$=.77  ","(-.12, .16)"," .02(-.09, .13)","-.02( .01), $p$=.13  ","-.75( .49), $p$=.13  ","(-1.72, .22)","-.89(-.91,-.86)"," .02( .03), $p$=.63  "," .02( .04), $p$=.64  ","(-.06, .11)"," .02(-.09, .13)"
Processing Speed,octo,b1,female,aehplus,pef,Perceptual Speed,254,"23.19(20.50), $p$=.26  "," .13( .11), $p$=.25  ","(-.09, .35)"," .13( .01, .25)"," .10( .51), $p$=.84  "," .07( .35), $p$=.84  ","(-.62, .77)"," .07(-.05, .19)","3.54(9.89), $p$=.72  "," .03( .08), $p$=.72  ","(-.14, .20)"," .03(-.09, .15)"
Processing Speed,octo,b1,male,aehplus,pef,Perceptual Speed,127,"87.96(36.10), $p$=.01 *"," .36( .12), $p$<.01 **","( .12, .60)"," .36( .19, .50)","1.14( .91), $p$=.21  "," .51( .29), $p$=.08 .","(-.06,1.08)"," .51( .37, .63)","-9.02(10.59), $p$=.39  ","-.09( .10), $p$=.39  ","(-.28, .11)","-.09(-.26, .09)"
Processing Speed,eas,b1,female,aehplus,pef,Symbol,545,"199.81(64.21), $p$<.01 **"," .26( .08), $p$<.01 ***","( .11, .42)"," .26( .18, .34)","7.93(4.46), $p$=.08 ."," .46( .25), $p$=.07 .","(-.03, .95)"," .46( .39, .52)","4.83(11.01), $p$=.66  "," .02( .05), $p$=.66  ","(-.08, .12)"," .02(-.06, .11)"
Processing Speed,eas,b1,male,aehplus,pef,Symbol,324,"444.24(125.41), $p$<.01 ***"," .40( .10), $p$<.01 ***","( .21, .59)"," .40( .30, .48)","17.97(9.06), $p$=.05 *"," .67( .32), $p$=.04 *","( .04,1.31)"," .67( .61, .73)","-43.62(22.17), $p$=.05 *","-.13( .07), $p$=.04 *","(-.27,-.00)","-.13(-.24,-.03)"
Processing Speed,map,b1,female,aehplus,fev,Symbol,934," .49( .11), $p$<.01 ***"," .19( .04), $p$<.01 ***","( .11, .27)"," .19( .12, .25)"," .00( .01), $p$=.77  "," .12( .39), $p$=.76  ","(-.65, .88)",---," .03( .02), $p$=.12  "," .05( .03), $p$=.12  ","(-.01, .10)"," .05(-.02, .11)"
Processing Speed,map,b1,male,aehplus,fev,Symbol,321," .72( .33), $p$=.03 *"," .16( .07), $p$=.02 *","( .02, .31)"," .16( .06, .27)","-.01( .02), $p$=.60  ","-.36( .81), $p$=.65  ","(-1.95,1.22)","-.31(-.41,-.21)"," .06( .04), $p$=.17  "," .06( .05), $p$=.17  ","(-.03, .15)"," .06(-.05, .17)"
Processing Speed,octo,b1,female,aehplus,pef,Symbol,264,"202.50(47.95), $p$<.01 ***"," .38( .08), $p$<.01 ***","( .22, .53)"," .38( .27, .48)","2.24(1.02), $p$=.03 *"," .66( .17), $p$<.01 ***","( .32,1.00)"," .66( .58, .72)","8.33(13.91), $p$=.55  "," .03( .06), $p$=.55  ","(-.08, .15)"," .03(-.09, .15)"
Processing Speed,octo,b1,male,aehplus,pef,Symbol,133,"244.57(93.20), $p$=.01 **"," .31( .11), $p$<.01 **","( .10, .52)"," .31( .15, .46)","3.13(1.47), $p$=.03 *"," .73( .14), $p$<.01 ***","( .45,1.01)"," .73( .64, .80)","-9.63(17.12), $p$=.57  ","-.04( .07), $p$=.57  ","(-.18, .10)","-.04(-.21, .13)"
Processing Speed,satsa,b1,female,aehplus,fev,Symbol,408," .25( .20), $p$=.22  "," .10( .08), $p$=.22  ","(-.06, .26)"," .10( .00, .20)","-.00( .00), $p$=.39  ","-.16( .20), $p$=.42  ","(-.54, .23)",---," .05( .06), $p$=.38  "," .04( .05), $p$=.38  ","(-.05, .13)"," .04(-.05, .14)"
Processing Speed,satsa,b1,male,aehplus,fev,Symbol,299," .96( .41), $p$=.02 *"," .20( .08), $p$=.01 *","( .04, .36)"," .20( .09, .31)"," .00( .00), $p$=.81  "," .07( .27), $p$=.80  ","(-.46, .59)",---," .02( .09), $p$=.82  "," .01( .06), $p$=.82  ","(-.10, .12)"," .03(-.08, .14)"
Verbal Ability,satsa,b1,female,aehplus,fev,Analogies,407," .20( .07), $p$=.01 **"," .27( .10), $p$<.01 **","( .08, .45)"," .27( .17, .35)"," .00( .00), $p$=.36  "," .17( .19), $p$=.37  ","(-.20, .55)",---," .01( .02), $p$=.65  "," .02( .04), $p$=.65  ","(-.06, .10)"," .02(-.08, .12)"
Verbal Ability,satsa,b1,male,aehplus,fev,Analogies,299," .15( .14), $p$=.29  "," .11( .10), $p$=.29  ","(-.09, .31)"," .11(-.00, .22)"," .00( .00), $p$=.94  ","-.04( .62), $p$=.95  ","(-1.27,1.18)",---," .04( .04), $p$=.26  "," .06( .05), $p$=.25  ","(-.04, .16)"," .06(-.05, .17)"
Verbal Ability,nas,b1,male,aehplus,fev,Animals,1131,"-.92( .82), $p$=.26  ","-.05( .05), $p$=.26  ","(-.15, .04)","-.05(-.11, .00)","-.00( .00), $p$=.87  ","-.03( .17), $p$=.87  ","(-.37, .31)","-.04(-.09, .02)"," .15( .14), $p$=.29  "," .03( .03), $p$=.30  ","(-.03, .09)"," .03(-.03, .09)"
Verbal Ability,eas,b1,female,aehplus,pef,Boston Naming Test,545,"18.42(10.03), $p$=.07 ."," .17( .09), $p$=.06 .","(-.01, .35)"," .17( .09, .25)"," .17( .80), $p$=.83  "," .16( .81), $p$=.84  ","(-1.43,1.75)"," .16( .08, .24)","-3.29(2.78), $p$=.24  ","-.06( .05), $p$=.24  ","(-.16, .04)","-.06(-.14, .02)"
Verbal Ability,eas,b1,male,aehplus,pef,Boston Naming Test,324,"6.98(25.80), $p$=.79  "," .04( .14), $p$=.79  ","(-.23, .30)"," .04(-.07, .15)"," .25(2.17), $p$=.91  "," .16(1.40), $p$=.91  ","(-2.58,2.91)"," .16( .06, .27)","4.05(4.79), $p$=.40  "," .05( .06), $p$=.40  ","(-.07, .18)"," .05(-.06, .16)"
Verbal Ability,map,b1,female,aehplus,fev,Boston Naming Test,934," .03( .02), $p$=.10  "," .08( .05), $p$=.10  ","(-.02, .18)"," .08( .02, .14)"," .00( .00), $p$=.92  ","-.04( .43), $p$=.92  ","(-.88, .80)",---,"-.00( .00), $p$=.35  ","-.03( .03), $p$=.35  ","(-.09, .03)","-.03(-.09, .03)"
