process_b_domain,study_name,model_number,subgroup,model_type,process_a,process_b,subject_count,er_tau_00_est,er_tau_00_se,er_tau_00_pval,er_tau_00_ci95lo,er_tau_00_ci95hi,er_tau_11_est,er_tau_11_se,er_tau_11_pval,er_tau_11_ci95lo,er_tau_11_ci95hi,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,er_sigma_00_ci95lo,er_sigma_00_ci95hi
fluency,eas,b1,female,aehplus,pef,fas,545,0.189,0.083,0.022,0.026319999999999982,0.35168,0.102,0.377,0.787,-0.63692,0.84092,0.025,0.053,0.637,-0.07888,0.12888
fluid reasoning,satsa,b1,female,aehplus,fev,analogies,407,0.267,0.095,0.005,0.08080000000000001,0.45320000000000005,0.174,0.193,0.367,-0.20428000000000002,0.55228,0.019,0.042,0.649,-0.06332,0.10132000000000001
fluid reasoning,eas,b1,female,aehplus,pef,block,545,0.249,0.097,0.01,0.05887999999999999,0.43912,0.308,0.361,0.395,-0.39955999999999997,1.01556,-0.011,0.048,0.815,-0.10507999999999999,0.08308
fluid reasoning,octo,b1,female,aehplus,pef,block,272,0.241,0.088,0.006,0.06852,0.41347999999999996,0.023,0.316,0.941,-0.59636,0.64236,0.149,0.059,0.012,0.03336,0.26464
fluid reasoning,satsa,b1,female,aehplus,fev,block,408,0.239,0.086,0.005,0.07044,0.40756,0.188,0.236,0.426,-0.27455999999999997,0.65056,0.072,0.043,0.092,-0.01228,0.15627999999999997
fluid reasoning,octo,b1,female,aehplus,pef,fig_logic,268,0.204,0.123,0.097,-0.03708,0.44508,0.185,0.431,0.668,-0.6597599999999999,1.02976,0.015,0.062,0.806,-0.10652,0.13652
fluid reasoning,lasa,b1,female,aehplus,pef,raven_color_ab,782,0.288,0.051,0.0,0.18803999999999998,0.38795999999999997,-0.144,0.447,0.747,-1.02012,0.73212,0.005,0.026,0.847,-0.04596,0.055959999999999996
fluid reasoning,map,b1,female,aehplus,fev,raven_standard,920,0.178,0.048,0.0,0.08392,0.27208,0.636,0.818,0.436,-0.9672799999999998,2.23928,-0.049,0.028,0.08,-0.10388,0.005879999999999996
fluid reasoning,satsa,b1,female,aehplus,fev,rotate,407,0.287,0.084,0.001,0.12235999999999997,0.45164,0.028,1.722,0.987,-3.34712,3.40312,0.009,0.038,0.807,-0.06548,0.08347999999999998
mental status,octo,b1,female,aehplus,pef,clock,275,0.243,0.111,0.028,0.02543999999999999,0.46055999999999997,0.111,0.307,0.717,-0.49072000000000005,0.71272,0.09,0.088,0.304,-0.08248,0.26248
mental status,eas,b1,female,aehplus,pef,mmse,545,0.176,0.103,0.086,-0.025879999999999986,0.37788,0.074,0.732,0.92,-1.36072,1.50872,-0.011,0.047,0.82,-0.10311999999999999,0.08112
mental status,map,b1,female,aehplus,fev,mmse,935,0.022,0.058,0.71,-0.09168000000000001,0.13568,-0.204,0.566,0.719,-1.3133599999999999,0.9053599999999999,0.047,0.026,0.072,-0.003959999999999998,0.09795999999999999
mental status,octo,b1,female,aehplus,pef,mmse,276,0.103,0.126,0.417,-0.14395999999999998,0.34996,0.202,0.316,0.522,-0.41736,0.8213600000000001,0.201,0.069,0.004,0.06576000000000001,0.33624
mental status,satsa,b1,female,aehplus,fev,mmse,411,-0.066,0.183,0.718,-0.42468,0.29268,0.362,0.201,0.072,-0.031960000000000044,0.75596,0.144,0.046,0.002,0.05384,0.23415999999999998
perceptual speed,lasa,b1,female,aehplus,pef,letter,782,0.221,0.045,0.0,0.1328,0.30920000000000003,-0.032,0.303,0.915,-0.62588,0.5618799999999999,0.113,0.031,0.0,0.05224,0.17376
perceptual speed,map,b1,female,aehplus,fev,num_comp,934,0.168,0.041,0.0,0.08764000000000001,0.24836000000000003,-0.104,0.601,0.863,-1.28196,1.0739599999999998,-0.015,0.027,0.588,-0.06792000000000001,0.03792
perceptual speed,octo,b1,female,aehplus,pef,psif,254,0.131,0.113,0.247,-0.09048,0.35248,0.071,0.355,0.841,-0.6248,0.7667999999999999,0.031,0.085,0.718,-0.1356,0.1976
perceptual speed,eas,b1,female,aehplus,pef,symbol,545,0.262,0.08,0.001,0.10520000000000002,0.4188,0.459,0.25,0.066,-0.030999999999999972,0.9490000000000001,0.023,0.052,0.661,-0.07891999999999999,0.12492
perceptual speed,map,b1,female,aehplus,fev,symbol,934,0.186,0.041,0.0,0.10564,0.26636,0.117,0.39,0.764,-0.6474,0.8814,0.046,0.029,0.121,-0.010840000000000002,0.10284
perceptual speed,octo,b1,female,aehplus,pef,symbol,264,0.376,0.078,0.0,0.22312,0.52888,0.658,0.173,0.0,0.31892000000000004,0.99708,0.034,0.057,0.547,-0.07772,0.14572000000000002
perceptual speed,satsa,b1,female,aehplus,fev,symbol,408,0.1,0.081,0.218,-0.05876000000000001,0.25876,-0.158,0.196,0.419,-0.54216,0.22616,0.04,0.046,0.376,-0.05015999999999999,0.13016
semantic memory,eas,b1,female,aehplus,pef,bnt,545,0.169,0.091,0.063,-0.00935999999999998,0.34736,0.164,0.811,0.84,-1.4255600000000002,1.75356,-0.06,0.051,0.237,-0.15996,0.039959999999999996
semantic memory,map,b1,female,aehplus,fev,bnt,934,0.08,0.049,0.101,-0.01604,0.17604,-0.04,0.429,0.925,-0.88084,0.8008399999999999,-0.03,0.033,0.348,-0.09468,0.03468
semantic memory,octo,b1,female,aehplus,pef,information,275,0.108,0.09,0.232,-0.0684,0.2844,0.195,0.298,0.514,-0.3890799999999999,0.77908,0.057,0.059,0.332,-0.05863999999999999,0.17264
semantic memory,satsa,b1,female,aehplus,fev,information,410,0.032,0.073,0.663,-0.11107999999999998,0.17507999999999999,0.307,0.16,0.055,-0.006599999999999995,0.6206,0.107,0.039,0.006,0.030560000000000004,0.18344
semantic memory,map,b1,female,aehplus,fev,nart,932,0.153,0.042,0.0,0.07067999999999999,0.23532,0.317,0.627,0.613,-0.9119200000000001,1.54592,0.012,0.033,0.722,-0.052680000000000005,0.07668
semantic memory,octo,b1,female,aehplus,pef,synonyms,265,0.164,0.098,0.093,-0.028079999999999994,0.35608,0.27,0.324,0.403,-0.36504000000000003,0.9050400000000001,-0.058,0.056,0.3,-0.16776,0.051759999999999994
semantic memory,satsa,b1,female,aehplus,fev,synonyms,409,0.182,0.074,0.013,0.03695999999999999,0.32704,0.328,0.248,0.185,-0.15808,0.81408,0.078,0.045,0.084,-0.0102,0.16620000000000001
semantic memory,eas,b1,female,aehplus,pef,waisvocab,545,0.026,0.092,0.777,-0.15431999999999998,0.20631999999999998,-0.698,0.401,0.082,-1.48396,0.08796000000000004,-0.039,0.047,0.406,-0.13112,0.053119999999999994
short-term memory,map,b1,female,aehplus,fev,bstory_im,935,0.091,0.058,0.116,-0.022680000000000006,0.20468,0.113,0.6,0.85,-1.063,1.289,-0.033,0.027,0.221,-0.08592,0.01992
short-term memory,eas,b1,female,aehplus,pef,digit_tot,545,0.134,0.094,0.151,-0.05023999999999998,0.31823999999999997,0.437,0.306,0.153,-0.16275999999999996,1.03676,-0.027,0.047,0.567,-0.11911999999999999,0.06512
short-term memory,satsa,b1,female,aehplus,fev,fig_mem,409,0.098,0.085,0.248,-0.0686,0.2646,0.251,0.236,0.288,-0.21155999999999997,0.71356,0.055,0.044,0.208,-0.031239999999999997,0.14124
short-term memory,map,b1,female,aehplus,fev,logic_im,935,0.045,0.046,0.326,-0.04515999999999999,0.13516,-0.112,0.468,0.811,-1.02928,0.80528,0.003,0.028,0.909,-0.051879999999999996,0.05788
short-term memory,octo,b1,female,aehplus,pef,prose_im,268,0.149,0.094,0.113,-0.035239999999999994,0.33324,-0.06,0.367,0.87,-0.77932,0.6593199999999999,0.075,0.063,0.238,-0.048479999999999995,0.19848
short-term memory,eas,b1,female,aehplus,pef,word_im,545,0.29,0.095,0.002,0.10379999999999998,0.47619999999999996,0.637,0.526,0.226,-0.3939600000000001,1.66796,-0.04,0.049,0.414,-0.13604,0.05604
short-term memory,elsa,b1,female,aehplus,fev,word_im,3511,0.072,0.042,0.088,-0.01032000000000001,0.15432,-0.16,0.431,0.71,-1.0047599999999999,0.6847599999999999,0.025,0.023,0.282,-0.020079999999999994,0.07008
short-term memory,hrs,b1,female,aehplus,pef,word_im,4612,0.314,0.029,0.0,0.25716,0.37084,0.44,0.554,0.426,-0.6458400000000002,1.52584,0.037,0.018,0.044,0.0017199999999999993,0.07228
short-term memory,lasa,b1,female,aehplus,pef,word_im,782,0.161,0.054,0.003,0.05516,0.26684,0.1,0.57,0.86,-1.0171999999999999,1.2172,0.137,0.023,0.0,0.09192000000000002,0.18208000000000002
short-term memory,map,b1,female,aehplus,fev,word_im,935,0.107,0.045,0.017,0.018799999999999997,0.19519999999999998,-0.554,0.427,0.194,-1.39092,0.28291999999999995,0.031,0.032,0.334,-0.03172,0.09372
verbal comprehension,map,b1,female,aehplus,fev,ideas,935,0.191,0.055,0.001,0.08320000000000001,0.2988,-0.245,0.563,0.663,-1.34848,0.8584799999999998,0.021,0.029,0.457,-0.03584,0.07784
visual discrimination,map,b1,female,aehplus,fev,line,934,0.143,0.048,0.003,0.04891999999999999,0.23707999999999999,-0.316,0.871,0.717,-2.02316,1.39116,-0.041,0.026,0.106,-0.09196,0.009959999999999997
working memory,map,b1,female,aehplus,fev,digit_b,935,0.121,0.045,0.007,0.032799999999999996,0.2092,0.683,0.534,0.201,-0.36363999999999996,1.72964,-0.04,0.03,0.184,-0.0988,0.018799999999999997
working memory,octo,b1,female,aehplus,pef,digit_b,276,0.185,0.131,0.156,-0.07175999999999999,0.44176,0.156,0.5,0.756,-0.824,1.136,0.016,0.05,0.746,-0.082,0.114
working memory,satsa,b1,female,aehplus,fev,digit_b,409,0.309,0.095,0.001,0.12279999999999999,0.4952,0.338,0.245,0.168,-0.14219999999999994,0.8182,-0.034,0.051,0.509,-0.13396,0.06595999999999999
working memory,map,b1,female,aehplus,fev,digit_o,935,0.176,0.048,0.0,0.08191999999999999,0.27008,-0.202,0.573,0.725,-1.3250799999999998,0.9210799999999999,0.031,0.028,0.279,-0.02388,0.08588
