domain,study,model_number,subgroup,model_type,physical,cognitive,$n$,Cov(Levels),ab_tau_00_est,ab_tau_00_se,ab_tau_00_pval,Corr(Levels)Est,er_tau_00_est,er_tau_00_se,er_tau_00_pval,CI(Levels)Est,er_tau_00_ci95lo,er_tau_00_ci95hi,Corr(Levels)Comp,cr_levels_est,cr_levels_ci95_lo,cr_levels_ci95_hi,Cov(Slopes),Corr(Slopes)Est,er_tau_11_est,er_tau_11_se,er_tau_11_pval,CI(Slopes)Est,er_tau_11_ci95lo,er_tau_11_ci95hi,Corr(Slopes)Comp,cr_slopes_est,cr_slopes_ci95_lo,cr_slopes_ci95_hi,Cov(Residuals),ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_pval,Corr(Resid)Est,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,CI(Resid)Est,er_sigma_00_ci95lo,er_sigma_00_ci95hi,Corr(Residuals)Comp,cr_resid_est,cr_resid_ci95_lo,cr_resid_ci95_hi
mental status,satsa,b1,male,aehplus,fev,mmse,299," .12( .09), $p$=.19  ",0.115,0.088,0.192," .16( .12), $p$=.18  ",0.163,0.122,0.181,"(-.08, .40)",-0.07612,0.40212000000000003," .16( .05, .27)",0.16293005689949036,0.0504317762829901,0.2713455833600783," .00( .00), $p$=.28  "," .35( .30), $p$=.24  ",0.351,0.299,0.24,"(-.24, .94)",-0.23504000000000003,0.93704,---,Inf,NaN,NaN," .02( .02), $p$=.29  ",0.021,0.02,0.287," .05( .05), $p$=.28  ",0.051,0.047,0.282,"(-.04, .14)",-0.04112,0.14312," .05(-.06, .16)",0.05109352941422359,-0.06270017371325609,0.16357583737649833
perceptual speed,lasa,b1,male,aehplus,pef,letter,800,"79.73(21.48), $p$<.01 ***",79.731,21.479,0.0," .16( .04), $p$<.01 ***",0.161,0.041,0.0,"( .08, .24)",0.08064,0.24136000000000002," .16( .09, .23)",0.16086127324281943,0.0925793702443549,0.22763728535345842," .16( .11), $p$=.13  "," .18( .12), $p$=.13  ",0.184,0.12,0.126,"(-.05, .42)",-0.051199999999999996,0.4192," .18( .12, .25)",0.18437327846584922,0.11654857214776738,0.25048630358924845,"14.97(3.66), $p$<.01 ***",14.966,3.658,0.0," .12( .03), $p$<.01 ***",0.124,0.029,0.0,"( .07, .18)",0.06716,0.18084," .12( .05, .19)",0.1237912592996621,0.054948585285988893,0.19146257676917391
perceptual speed,map,b1,male,aehplus,fev,num_comp,321," .06( .21), $p$=.77  ",0.062,0.214,0.771," .02( .07), $p$=.77  ",0.02,0.07,0.771,"(-.12, .16)",-0.11720000000000001,0.1572," .02(-.09, .13)",0.020141827474975206,-0.08952444555716349,0.12932555741322546,"-.02( .01), $p$=.13  ","-.75( .49), $p$=.13  ",-0.747,0.494,0.131,"(-1.72, .22)",-1.71524,0.22124,"-.89(-.91,-.86)",-0.8878745226005822,-0.9089940615614353,-0.862207589839986," .02( .03), $p$=.63  ",0.016,0.034,0.633," .02( .04), $p$=.64  ",0.021,0.043,0.636,"(-.06, .11)",-0.06327999999999999,0.10528," .02(-.09, .13)",0.02043737773971593,-0.08923113551673545,0.12961627313049917
perceptual speed,nas,b1,male,aehplus,fev,pat_comp,1131,"-.05( .28), $p$=.86  ",-0.051,0.281,0.857,"-.01( .06), $p$=.86  ",-0.011,0.06,0.857,"(-.13, .11)",-0.1286,0.1066,"-.01(-.07, .05)",-0.010903448729632238,-0.06915042121842992,0.047417611146610424,"-.00( .00), $p$=.27  ","-.25( .28), $p$=.37  ",-0.254,0.282,0.368,"(-.81, .30)",-0.80672,0.29872,"-.23(-.28,-.17)",-0.22645540682891915,-0.28103656396193083,-0.17041399925410788," .04( .05), $p$=.44  ",0.037,0.048,0.443," .03( .03), $p$=.44  ",0.026,0.033,0.445,"(-.04, .09)",-0.038680000000000006,0.09068," .03(-.03, .08)",0.025749489167365358,-0.032590350259198375,0.08391445936254824
perceptual speed,octo,b1,male,aehplus,pef,psif,127,"87.96(36.10), $p$=.01 *",87.959,36.103,0.015," .36( .12), $p$<.01 **",0.356,0.122,0.004,"( .12, .60)",0.11687999999999998,0.59512," .36( .19, .50)",0.35608218406159525,0.19389582025889046,0.49932154576574017,"1.14( .91), $p$=.21  "," .51( .29), $p$=.08 .",0.512,0.291,0.079,"(-.06,1.08)",-0.05835999999999997,1.08236," .51( .37, .63)",0.5119012013306042,0.370750330459781,0.6299375766360704,"-9.02(10.59), $p$=.39  ",-9.023,10.588,0.394,"-.09( .10), $p$=.39  ",-0.087,0.101,0.388,"(-.28, .11)",-0.28496,0.11096,"-.09(-.26, .09)",-0.08736724357369063,-0.25766012671535793,0.08818969967998609
perceptual speed,eas,b1,male,aehplus,pef,symbol,324,"444.24(125.41), $p$<.01 ***",444.235,125.411,0.0," .40( .10), $p$<.01 ***",0.397,0.097,0.0,"( .21, .59)",0.20688,0.5871200000000001," .40( .30, .48)",0.39671715226866094,0.30075759676306446,0.4847244836947243,"17.97(9.06), $p$=.05 *"," .67( .32), $p$=.04 *",0.673,0.325,0.038,"( .04,1.31)",0.03600000000000003,1.31," .67( .61, .73)",0.6725698991066443,0.6081790886522067,0.7281675513411229,"-43.62(22.17), $p$=.05 *",-43.622,22.167,0.049,"-.13( .07), $p$=.04 *",-0.134,0.067,0.044,"(-.27,-.00)",-0.26532,-0.0026800000000000157,"-.13(-.24,-.03)",-0.13442770761725206,-0.23987442172079385,-0.025846061777957993
perceptual speed,map,b1,male,aehplus,fev,symbol,321," .72( .33), $p$=.03 *",0.717,0.332,0.031," .16( .07), $p$=.02 *",0.165,0.074,0.025,"( .02, .31)",0.019960000000000006,0.31004," .16( .06, .27)",0.16474333160196217,0.05628959292223029,0.269354598853683,"-.01( .02), $p$=.60  ","-.36( .81), $p$=.65  ",-0.365,0.808,0.651,"(-1.95,1.22)",-1.94868,1.21868,"-.31(-.41,-.21)",-0.3135447206678482,-0.40897615315703095,-0.21132938103750934," .06( .04), $p$=.17  ",0.061,0.044,0.17," .06( .05), $p$=.17  ",0.063,0.046,0.17,"(-.03, .15)",-0.02715999999999999,0.15316," .06(-.05, .17)",0.06284133161539308,-0.0469505293540171,0.17113295914791846
perceptual speed,octo,b1,male,aehplus,pef,symbol,133,"244.57(93.20), $p$=.01 **",244.568,93.204,0.009," .31( .11), $p$<.01 **",0.311,0.108,0.004,"( .10, .52)",0.09931999999999999,0.52268," .31( .15, .46)",0.3113446200907622,0.14901553250915994,0.45733312338185106,"3.13(1.47), $p$=.03 *"," .73( .14), $p$<.01 ***",0.728,0.143,0.0,"( .45,1.01)",0.44772,1.00828," .73( .64, .80)",0.7275831213178205,0.6361455960196509,0.7988669351219704,"-9.63(17.12), $p$=.57  ",-9.631,17.122,0.574,"-.04( .07), $p$=.57  ",-0.041,0.071,0.571,"(-.18, .10)",-0.18016,0.09815999999999997,"-.04(-.21, .13)",-0.04051759956999463,-0.2093008049741178,0.13061003238659596
perceptual speed,satsa,b1,male,aehplus,fev,symbol,299," .96( .41), $p$=.02 *",0.964,0.408,0.018," .20( .08), $p$=.01 *",0.201,0.082,0.014,"( .04, .36)",0.04028000000000001,0.36172000000000004," .20( .09, .31)",0.20102757496583187,0.08964131113246197,0.3074472912951589," .00( .00), $p$=.81  "," .07( .27), $p$=.80  ",0.066,0.267,0.805,"(-.46, .59)",-0.45732,0.5893200000000001,---,NaN,NaN,NaN," .02( .09), $p$=.82  ",0.019,0.086,0.822," .01( .06), $p$=.82  ",0.013,0.056,0.822,"(-.10, .12)",-0.09676,0.12276," .03(-.08, .14)",0.02917564653055006,-0.08453443276535623,0.14213558340730847
semantic memory,eas,b1,male,aehplus,pef,bnt,324,"6.98(25.80), $p$=.79  ",6.977,25.803,0.787," .04( .14), $p$=.79  ",0.037,0.136,0.787,"(-.23, .30)",-0.22956000000000001,0.30356," .04(-.07, .15)",0.036676916627614894,-0.07257333013162957,0.14505744011847208," .25(2.17), $p$=.91  "," .16(1.40), $p$=.91  ",0.165,1.402,0.906,"(-2.58,2.91)",-2.5829199999999997,2.9129199999999997," .16( .06, .27)",0.1635169893383735,0.055546431465691375,0.26770750577739244,"4.05(4.79), $p$=.40  ",4.054,4.79,0.397," .05( .06), $p$=.40  ",0.053,0.063,0.396,"(-.07, .18)",-0.07047999999999999,0.17648," .05(-.06, .16)",0.053244752407122835,-0.05604059059071896,0.16126935870763254
semantic memory,map,b1,male,aehplus,fev,bnt,321," .04( .04), $p$=.30  ",0.04,0.039,0.3," .07( .08), $p$=.35  ",0.075,0.081,0.355,"(-.08, .23)",-0.083760000000000015,0.23376000000000002," .08(-.03, .18)",0.07501192667243223,-0.03474223851986703,0.18297828595668847," .00( .00), $p$=.89  "," .16(1.34), $p$=.90  ",0.163,1.336,0.903,"(-2.46,2.78)",-2.45556,2.78156," .00(-.11, .11)",0.0,-0.10946888028664423,0.10946888028664423,"-.00( .01), $p$=.53  ",-0.005,0.008,0.533,"-.04( .06), $p$=.53  ",-0.036,0.058,0.533,"(-.15, .08)",-0.14968,0.07768,"-.04(-.15, .07)",-0.037462906671776146,-0.1463316774646294,0.07230248773996546
semantic memory,octo,b1,male,aehplus,pef,information,138,"40.22(74.88), $p$=.59  ",40.217,74.883,0.591," .06( .12), $p$=.59  ",0.062,0.117,0.593,"(-.17, .29)",-0.16732,0.29132," .06(-.11, .23)",0.06230218685757967,-0.10590522904439817,0.22704327693799853,"-.27(1.54), $p$=.86  ","-.07( .39), $p$=.86  ",-0.067,0.386,0.862,"(-.82, .69)",-0.8235600000000001,0.68956,"-.07(-.23, .10)",-0.06717046400418189,-0.2316748642097469,0.10106882083264333,"9.16(14.72), $p$=.53  ",9.157,14.718,0.534," .05( .08), $p$=.53  ",0.047,0.076,0.532,"(-.10, .20)",-0.10195999999999998,0.19595999999999997," .05(-.12, .21)",0.04727209860680901,-0.12078688174740224,0.21269675950988942
semantic memory,satsa,b1,male,aehplus,fev,information,299," .35( .27), $p$=.20  ",0.347,0.27,0.198," .11( .08), $p$=.18  ",0.106,0.08,0.185,"(-.05, .26)",-0.0508,0.2628," .11(-.01, .22)",0.10627865879636943,-0.007238928896257864,0.21709188860164622," .00( .00), $p$=.92  ","-.03( .30), $p$=.93  ",-0.028,0.304,0.926,"(-.62, .57)",-0.62384,0.5678399999999999,---,NaN,NaN,NaN," .09( .04), $p$=.03 *",0.088,0.041,0.033," .11( .05), $p$=.03 *",0.108,0.049,0.029,"( .01, .20)",0.011959999999999998,0.20404," .11(-.01, .22)",0.10756290593860801,-0.005939886791132357,0.21832941251235777
semantic memory,map,b1,male,aehplus,fev,nart,321," .11( .06), $p$=.07 .",0.106,0.059,0.07," .11( .06), $p$=.07 .",0.109,0.06,0.07,"(-.01, .23)",-0.008599999999999997,0.2266," .11(-.00, .22)",0.10902003954264282,-4.542620442692812e-4,0.21591215899234198," .00( .00), $p$=.98  ","-.01( .59), $p$=.98  ",-0.015,0.593,0.979,"(-1.18,1.15)",-1.1772799999999999,1.14728," .00(-.11, .11)",0.0,-0.10946888028664423,0.10946888028664423,"-.00( .01), $p$=.70  ",-0.004,0.009,0.7,"-.02( .05), $p$=.70  ",-0.02,0.051,0.701,"(-.12, .08)",-0.11996,0.07995999999999999,"-.02(-.13, .09)",-0.021405070150533292,-0.13056800491623205,0.0882706449458292
semantic memory,octo,b1,male,aehplus,pef,synonyms,132,"49.67(58.44), $p$=.40  ",49.67,58.436,0.395," .11( .13), $p$=.38  ",0.113,0.128,0.379,"(-.14, .36)",-0.13788,0.36388," .11(-.06, .28)",0.1126459663048276,-0.059369219610947314,0.2781642766619993," .14( .67), $p$=.84  "," .10( .48), $p$=.83  ",0.104,0.477,0.827,"(-.83,1.04)",-0.83092,1.03892," .10(-.07, .27)",0.10448278387306292,-0.06759647315667869,0.27052547257794873,"6.29(13.70), $p$=.65  ",6.287,13.699,0.646," .05( .10), $p$=.64  ",0.046,0.099,0.641,"(-.15, .24)",-0.14804,0.24004000000000003," .05(-.13, .22)",0.046226453753783744,-0.1256383838635764,0.21539750785261597
semantic memory,satsa,b1,male,aehplus,fev,synonyms,299," .30( .20), $p$=.14  ",0.298,0.202,0.14," .13( .08), $p$=.13  ",0.127,0.084,0.129,"(-.04, .29)",-0.03764000000000001,0.29164," .13( .01, .24)",0.12673673451698997,0.013500493967141957,0.23676339483461126," .00( .00), $p$=.81  "," .10( .41), $p$=.81  ",0.099,0.413,0.81,"(-.71, .91)",-0.71048,0.90848,---,NaN,NaN,NaN," .03( .03), $p$=.34  ",0.027,0.028,0.338," .04( .05), $p$=.34  ",0.044,0.046,0.337,"(-.05, .13)",-0.04615999999999999,0.13416," .04(-.07, .16)",0.04499437605446782,-0.068787014851892,0.1576202462204735
semantic memory,eas,b1,male,aehplus,pef,waisvocab,324,"-12.89(116.46), $p$=.91  ",-12.894,116.457,0.912,"-.01( .13), $p$=.91  ",-0.015,0.132,0.912,"(-.27, .24)",-0.27372,0.24372,"-.01(-.12, .09)",-0.014683424202529938,-0.12344614174505215,0.09442787196452124,"-7.50(9.32), $p$=.42  ","-.58( .72), $p$=.42  ",-0.583,0.725,0.421,"(-2.00, .84)",-2.004,0.8380000000000001,"-.58(-.65,-.51)",-0.5832532012442023,-0.6508509350944003,-0.5064805261921934,"-6.48(27.33), $p$=.81  ",-6.477,27.327,0.813,"-.02( .07), $p$=.81  ",-0.016,0.069,0.812,"(-.15, .12)",-0.15123999999999999,0.11924,"-.02(-.13, .09)",-0.01633103859308439,-0.12506870729019393,0.09279430285585247
short-term memory,map,b1,male,aehplus,fev,bstory_im,321," .09( .06), $p$=.15  ",0.087,0.06,0.146," .16( .11), $p$=.14  ",0.161,0.108,0.137,"(-.05, .37)",-0.05068,0.37268," .16( .05, .26)",0.15987137735449794,0.05130030058468193,0.2647076251979525," .00( .00), $p$=.28  "," .80(1.12), $p$=.47  ",0.805,1.122,0.473,"(-1.39,3.00)",-1.39412,3.0041200000000003,"1.07( NaN, NaN)",1.0660035817780524,NaN,NaN,"-.02( .01), $p$=.29  ",-0.016,0.015,0.293,"-.05( .05), $p$=.29  ",-0.049,0.047,0.294,"(-.14, .04)",-0.14112,0.04311999999999999,"-.05(-.16, .06)",-0.050770630783044654,-0.1593538535684548,0.05902630615012138
short-term memory,eas,b1,male,aehplus,pef,digit_tot,324,"3.86(36.29), $p$=.92  ",3.856,36.289,0.915," .01( .12), $p$=.92  ",0.012,0.115,0.915,"(-.21, .24)",-0.2134,0.23740000000000003," .01(-.10, .12)",0.012260813219275331,-0.0968287644403943,0.12105930529330591,"1.11(2.25), $p$=.62  "," .26( .55), $p$=.63  ",0.263,0.549,0.632,"(-.81,1.34)",-0.8130400000000001,1.3390400000000002," .26( .16, .36)",0.2621139322084177,0.15765637688056514,0.36077054846967255,"7.35(6.85), $p$=.28  ",7.346,6.847,0.283," .07( .06), $p$=.28  ",0.071,0.065,0.279,"(-.06, .20)",-0.05640000000000002,0.19840000000000002," .07(-.04, .18)",0.07063469432624465,-0.038622781111061814,0.17822324213571386
short-term memory,satsa,b1,male,aehplus,fev,fig_mem,298," .40( .17), $p$=.02 *",0.4,0.174,0.022," .23( .09), $p$=.01 **",0.226,0.087,0.01,"( .06, .40)",0.05548000000000003,0.39652," .23( .12, .33)",0.2260073134437833,0.11534860761427232,0.3311250691927703," .00( .00), $p$=.89  "," .05( .38), $p$=.89  ",0.051,0.375,0.892,"(-.68, .79)",-0.6839999999999999,0.786,---,NaN,NaN,NaN," .01( .04), $p$=.82  ",0.008,0.038,0.824," .01( .04), $p$=.82  ",0.01,0.045,0.824,"(-.08, .10)",-0.0782,0.0982," .01(-.10, .12)",0.00969152474980628,-0.104043800749312,0.12317664455224961
short-term memory,map,b1,male,aehplus,fev,logic_im,321," .16( .11), $p$=.14  ",0.161,0.11,0.14," .11( .07), $p$=.14  ",0.109,0.073,0.139,"(-.03, .25)",-0.034079999999999985,0.25207999999999997," .11(-.00, .22)",0.10826299757692463,-0.0012203455484909248,0.2151816675820341," .00( .01), $p$=.90  "," .12(1.05), $p$=.91  ",0.121,1.046,0.908,"(-1.93,2.17)",-1.92916,2.17116," .16( .05, .26)",0.15811388300841897,0.04950180721369275,0.26303009383524384,"-.01( .02), $p$=.78  ",-0.007,0.024,0.781,"-.01( .04), $p$=.78  ",-0.012,0.044,0.781,"(-.10, .07)",-0.09824,0.07424,"-.01(-.12, .10)",-0.012668526462429388,-0.12196826001875785,0.09693478389435828
short-term memory,octo,b1,male,aehplus,pef,prose_im,136,"63.89(39.91), $p$=.11  ",63.89,39.909,0.109," .22( .13), $p$=.10 .",0.22,0.133,0.098,"(-.04, .48)",-0.04068000000000002,0.48068," .22( .05, .37)",0.2196342815552524,0.053270914360569396,0.37413477545308405,"-.17( .42), $p$=.69  ","-.26( .53), $p$=.62  ",-0.259,0.527,0.624,"(-1.29, .77)",-1.2919200000000002,0.77392,"-.25(-.40,-.09)",-0.25331554279784707,-0.40440409414381506,-0.08876784009078256,"11.87(16.64), $p$=.48  ",11.872,16.644,0.476," .10( .14), $p$=.47  ",0.101,0.141,0.472,"(-.18, .38)",-0.17536,0.37736000000000003," .10(-.07, .26)",0.1011314774378459,-0.068365237427119,0.26495385046287634
short-term memory,eas,b1,male,aehplus,pef,word_im,324,"31.41(55.06), $p$=.57  ",31.415,55.059,0.568," .07( .12), $p$=.57  ",0.07,0.123,0.569,"(-.17, .31)",-0.17107999999999998,0.31108," .07(-.04, .18)",0.07005758786160189,-0.03920187945311666,0.17766162970513172,"3.54(3.81), $p$=.35  "," .38( .42), $p$=.37  ",0.378,0.424,0.373,"(-.45,1.21)",-0.45304,1.20904," .38( .28, .47)",0.37771843928190185,0.2802940820584037,0.46744054353133546,"6.38(15.70), $p$=.68  ",6.383,15.699,0.684," .03( .08), $p$=.68  ",0.031,0.076,0.685,"(-.12, .18)",-0.11795999999999998,0.17995999999999998," .03(-.08, .14)",0.03102330293716964,-0.07820126140175228,0.13951193008650262
short-term memory,elsa,b1,male,aehplus,fev,word_im,3091," .03( .02), $p$=.15  ",0.032,0.022,0.146," .06( .04), $p$=.15  ",0.056,0.039,0.148,"(-.02, .13)",-0.020439999999999993,0.13244," .06( .02, .09)",0.05578944350035253,0.02057420525553504,0.09086642424716695," .00( .00), $p$=.52  ","-.11( .18), $p$=.53  ",-0.112,0.18,0.534,"(-.46, .24)",-0.4648,0.24080000000000001," .00(-.04, .04)",0.0,-0.03525570557082936,0.03525570557082936," .02( .01), $p$=.06 .",0.023,0.012,0.056," .05( .02), $p$=.06 .",0.046,0.024,0.059,"(-.00, .09)",-0.0010399999999999993,0.09304," .05( .01, .08)",0.04515275563662659,0.009912830223489199,0.0802806630414581
short-term memory,hrs,b1,male,aehplus,pef,word_im,3288,"23.98(3.09), $p$<.01 ***",23.98,3.092,0.0," .26( .03), $p$<.01 ***",0.256,0.032,0.0,"( .19, .32)",0.19328,0.31872," .26( .22, .29)",0.2562152602921102,0.2239939723872533,0.28787704579166357," .05( .07), $p$=.47  "," .37( .59), $p$=.53  ",0.372,0.588,0.527,"(-.78,1.52)",-0.78048,1.52448," .37( .34, .40)",0.36619714430698624,0.3362228181889139,0.3954303259137368,"2.27(1.45), $p$=.12  ",2.266,1.448,0.118," .04( .02), $p$=.12  ",0.035,0.023,0.117,"(-.01, .08)",-0.010079999999999992,0.08008," .04( .00, .07)",0.03529101668179727,0.0011092770886729198,0.0693903849802262
short-term memory,lasa,b1,male,aehplus,pef,word_im,800,"35.22(17.06), $p$=.04 *",35.222,17.06,0.039," .10( .05), $p$=.04 *",0.104,0.05,0.037,"( .01, .20)",0.0059999999999999915,0.202," .10( .03, .17)",0.10394379000908366,0.034880939741043775,0.17201859413374046," .03( .11), $p$=.81  "," .11( .44), $p$=.80  ",0.111,0.445,0.803,"(-.76, .98)",-0.7612,0.9832," .11( .04, .18)",0.10931319338828668,0.04030441839600579,0.17728408004048649,"19.63(5.39), $p$<.01 ***",19.633,5.387,0.0," .10( .03), $p$<.01 ***",0.102,0.027,0.0,"( .05, .15)",0.04907999999999999,0.15492," .10( .03, .17)",0.10176503856836802,0.03268140565780757,0.16988089943437437
short-term memory,map,b1,male,aehplus,fev,word_im,321," .06( .11), $p$=.56  ",0.061,0.106,0.563," .05( .08), $p$=.56  ",0.047,0.081,0.561,"(-.11, .21)",-0.11176000000000001,0.20576," .05(-.06, .16)",0.046983373876722044,-0.06280854440399636,0.15565170362378625," .00( .01), $p$=.53  "," .54( .97), $p$=.58  ",0.538,0.972,0.58,"(-1.37,2.44)",-1.36712,2.44312," .47( .38, .55)",0.47140452079103173,0.3816292858977643,0.5523688879105235," .05( .03), $p$=.04 *",0.052,0.026,0.043," .10( .05), $p$=.04 *",0.098,0.049,0.043,"( .00, .19)",0.0019600000000000034,0.19404," .10(-.01, .20)",0.09768587540025792,-0.011910369174267396,0.20496297116017168
short-term memory,nas,b1,male,aehplus,fev,word_im,1131,"1.35( .63), $p$=.03 *",1.349,0.629,0.032," .11( .05), $p$=.03 *",0.107,0.049,0.031,"( .01, .20)",0.010959999999999998,0.20304," .11( .05, .16)",0.10669575292437314,0.048707763121611874,0.16396690075287462," .00( .00), $p$=.38  "," .15( .18), $p$=.39  ",0.153,0.178,0.39,"(-.20, .50)",-0.19587999999999997,0.50188," .15( .09, .21)",0.14852213144650114,0.0910192069419975,0.20503793967725673,"-.13( .11), $p$=.23  ",-0.129,0.107,0.229,"-.03( .03), $p$=.23  ",-0.034,0.029,0.229,"(-.09, .02)",-0.09084,0.02284,"-.03(-.09, .02)",-0.034404096930892115,-0.0925094966462178,0.02393482564886594
verbal comprehension,map,b1,male,aehplus,fev,ideas,321,"-.00( .02), $p$=.82  ",-0.004,0.019,0.825,"-.02( .08), $p$=.82  ",-0.018,0.078,0.816,"(-.17, .13)",-0.17087999999999998,0.13488,"-.02(-.13, .09)",-0.017473747667935705,-0.12670027167225836,0.09217144106301903,"-.00( .00), $p$=.32  ","-.36( .38), $p$=.34  ",-0.363,0.384,0.345,"(-1.12, .39)",-1.11564,0.38964,"-.38(-.47,-.29)",-0.3849001794597505,-0.47438120152534485,-0.2875469734861978," .00( .00), $p$=.41  ",0.004,0.005,0.409," .04( .05), $p$=.42  ",0.043,0.053,0.418,"(-.06, .15)",-0.060880000000000004,0.14688," .04(-.07, .15)",0.043013239361934026,-0.06677003505629235,0.1517675054799988
visual discrimination,map,b1,male,aehplus,fev,line,321," .17( .08), $p$=.05 *",0.169,0.085,0.047," .15( .08), $p$=.04 *",0.155,0.076,0.041,"( .01, .30)",0.006040000000000018,0.30396," .15( .05, .26)",0.1549512160311646,0.04626713442993698,0.2600097239856201," .00( .00), $p$=.60  "," .39( .74), $p$=.60  ",0.391,0.736,0.596,"(-1.05,1.83)",-1.0515599999999998,1.8335599999999999," .29( .19, .39)",0.29488391230979427,0.19159999713132841,0.3917082119099909,"-.01( .02), $p$=.68  ",-0.007,0.017,0.677,"-.02( .04), $p$=.68  ",-0.018,0.043,0.677,"(-.10, .07)",-0.10228,0.06627999999999999,"-.02(-.13, .09)",-0.017831110966370474,-0.12705199189487149,0.09181699165798146
working memory,map,b1,male,aehplus,fev,digit_b,321," .13( .06), $p$=.03 *",0.134,0.061,0.027," .16( .07), $p$=.03 *",0.163,0.073,0.026,"( .02, .31)",0.01992000000000002,0.30608," .16( .05, .27)",0.16289412702398376,0.054395213352994944,0.2675913615834687,"-.00( .00), $p$=.61  ","-.43( .98), $p$=.66  ",-0.429,0.983,0.663,"(-2.36,1.50)",-2.35568,1.49768,"-.43(-.51,-.33)",-0.42640143271122094,-0.5119726153075226,-0.3324505765079446,"-.00( .01), $p$=.77  ",-0.003,0.011,0.77,"-.01( .04), $p$=.77  ",-0.012,0.042,0.77,"(-.09, .07)",-0.09432,0.07032000000000001,"-.01(-.12, .10)",-0.011057996468120723,-0.12038115458567523,0.09853015521102271
working memory,nas,b1,male,aehplus,fev,digit_b,1131," .16( .25), $p$=.52  ",0.163,0.252,0.517," .04( .05), $p$=.52  ",0.035,0.054,0.516,"(-.07, .14)",-0.07084,0.14084000000000002," .03(-.02, .09)",0.03479354794148671,-0.023545127628463215,0.09289606354141595," .00( .00), $p$=.22  "," .51( .67), $p$=.45  ",0.508,0.672,0.45,"(-.81,1.83)",-0.8091200000000001,1.82512,---,Inf,NaN,NaN," .05( .04), $p$=.26  ",0.048,0.043,0.265," .03( .03), $p$=.26  ",0.033,0.029,0.261,"(-.02, .09)",-0.02384,0.08984," .03(-.03, .09)",0.03275279466187463,-0.0255869783233013,0.09087022864017995
working memory,octo,b1,male,aehplus,pef,digit_b,138,"29.48(12.37), $p$=.02 *",29.479,12.368,0.017," .31( .13), $p$=.02 *",0.313,0.13,0.016,"( .06, .57)",0.058199999999999974,0.5678000000000001," .31( .15, .46)",0.31341506536551056,0.15439646108739363,0.45660599721078854," .37( .34), $p$=.28  "," .46( .40), $p$=.25  ",0.461,0.401,0.25,"(-.32,1.25)",-0.32495999999999997,1.24696," .46( .31, .58)",0.4575290684184368,0.31446689902062414,0.580269235062541,"-5.41(4.73), $p$=.25  ",-5.407,4.726,0.253,"-.10( .08), $p$=.23  ",-0.096,0.079,0.227,"(-.25, .06)",-0.25084,0.05884,"-.10(-.26, .07)",-0.09551617099894406,-0.2584951120559345,0.07274984170998293
working memory,satsa,b1,male,aehplus,fev,digit_b,299," .09( .04), $p$=.03 *",0.089,0.041,0.031," .20( .09), $p$=.03 *",0.2,0.09,0.026,"( .02, .38)",0.02360000000000001,0.3764," .20( .09, .31)",0.200774581483749,0.08937978932375006,0.30720855757246546," .00( .00), $p$=.41  ","-.50( .69), $p$=.47  ",-0.501,0.692,0.469,"(-1.86, .86)",-1.85732,0.85532,---,NaN,NaN,NaN,"-.01( .01), $p$=.42  ",-0.009,0.011,0.422,"-.03( .04), $p$=.42  ",-0.031,0.039,0.423,"(-.11, .05)",-0.10744,0.045439999999999994,"-.07(-.18, .04)",-0.06982410961735916,-0.18181442901656694,0.043954337050128085
working memory,nas,b1,male,aehplus,fev,digit_b_tot,1131," .22( .42), $p$=.59  ",0.223,0.417,0.593," .03( .05), $p$=.59  ",0.027,0.051,0.593,"(-.07, .13)",-0.07296,0.12696," .03(-.03, .09)",0.027074192730892104,-0.031266073316672,0.08523060608716329," .00( .00), $p$=.74  "," .10( .30), $p$=.73  ",0.103,0.302,0.733,"(-.49, .69)",-0.48892,0.69492," .12( .06, .18)",0.1212678125181665,0.06342523102858103,0.178298377256338," .09( .07), $p$=.19  ",0.087,0.066,0.189," .04( .03), $p$=.19  ",0.039,0.029,0.186,"(-.02, .10)",-0.01784,0.09584000000000001," .04(-.02, .10)",0.03838575916431722,-0.019949801907911523,0.09646084660099048
working memory,map,b1,male,aehplus,fev,digit_o,321,"-.01( .04), $p$=.74  ",-0.014,0.044,0.742,"-.02( .08), $p$=.74  ",-0.025,0.077,0.742,"(-.18, .13)",-0.17592,0.12592,"-.02(-.13, .08)",-0.02475910738943206,-0.13386516598746226,0.08493999014924691," .00( .00), $p$=.96  "," .09(1.68), $p$=.96  ",0.09,1.676,0.957,"(-3.19,3.37)",-3.19496,3.3749599999999997," .00(-.11, .11)",0.0,-0.10946888028664423,0.10946888028664423," .00( .01), $p$=.95  ",0.001,0.013,0.947," .00( .05), $p$=.95  ",0.004,0.054,0.947,"(-.10, .11)",-0.10184,0.10984000000000001," .00(-.11, .11)",0.004279526546219804,-0.1052386554173291,0.1136951435028796
