process_b_domain,study_name,model_number,subgroup,model_type,process_a,process_b,subject_count,er_tau_00_est,er_tau_00_se,er_tau_00_pval,er_tau_00_ci95lo,er_tau_00_ci95hi,er_tau_11_est,er_tau_11_se,er_tau_11_pval,er_tau_11_ci95lo,er_tau_11_ci95hi,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,er_sigma_00_ci95lo,er_sigma_00_ci95hi
delayed and working memory,map,b1,male,aehplus,grip,bstory_de,321,0.095,0.092,0.302,-0.08531999999999998,0.27532,-0.548,0.506,0.279,-1.53976,0.44375999999999993,0.044,0.046,0.339,-0.04615999999999999,0.13416
delayed and working memory,map,b1,male,aehplus,grip,digit_b,321,0.025,0.086,0.772,-0.14356,0.19355999999999998,0.03,0.445,0.946,-0.8422,0.9022,0.128,0.046,0.005,0.03784000000000001,0.21816
delayed and working memory,octo,b1,male,aehplus,grip,digit_b,139,0.056,0.108,0.607,-0.15568,0.26768000000000003,0.195,0.52,0.708,-0.8242,1.2142000000000002,-0.128,0.074,0.085,-0.27304,0.01704
delayed and working memory,satsa,b1,male,aehplus,grip,digit_b,299,0.291,0.128,0.022,0.04011999999999999,0.5418799999999999,0.357,1.128,0.752,-1.85388,2.5678799999999997,-0.02,0.048,0.672,-0.11408,0.07408
delayed and working memory,map,b1,male,aehplus,grip,digit_o,321,0.049,0.097,0.609,-0.14112000000000002,0.23912,-0.348,0.783,0.657,-1.8826800000000001,1.18668,0.001,0.045,0.99,-0.0872,0.0892
delayed and working memory,eas,b1,male,aehplus,grip,digit_tot,222,0.044,0.25,0.859,-0.446,0.534,0.282,0.9,0.754,-1.482,2.046,0.02,0.111,0.86,-0.19756,0.23756
delayed and working memory,map,b1,male,aehplus,grip,logic_de,321,-0.058,0.084,0.492,-0.22264,0.10664000000000001,-0.067,0.227,0.768,-0.5119199999999999,0.37792,0.045,0.045,0.32,-0.0432,0.13319999999999999
delayed and working memory,eas,b1,male,aehplus,grip,logic_tot,217,-0.117,0.263,0.657,-0.63248,0.39848000000000006,0.029,0.487,0.953,-0.9255199999999999,0.98352,0.131,0.112,0.242,-0.08851999999999999,0.35052
delayed and working memory,eas,b1,male,aehplus,grip,trailsb,221,0.228,0.334,0.494,-0.42664,0.88264,-0.369,0.807,0.648,-1.95072,1.21272,-0.029,0.156,0.855,-0.33476,0.27675999999999995
delayed and working memory,elsa,b1,male,aehplus,grip,word_de,3045,0.04,0.036,0.269,-0.030559999999999997,0.11055999999999999,-0.51,0.404,0.207,-1.3018399999999999,0.28184,0.028,0.023,0.223,-0.017079999999999994,0.07307999999999999
