 0.27588377E-01  0.34183406E-02  0.78219955E+00  0.17154790E+01 -0.38633764E-01  0.51880250E+01  0.19678744E-01 -0.21688637E-01  0.94425072E-02  0.18156068E+01
-0.99306232E-01 -0.34654879E-01 -0.79535978E-02  0.14110350E-03 -0.72757051E-04 -0.65183288E-01 -0.46992330E-03 -0.42469160E-02  0.60900901E-02  0.38959230E-01
 0.32796193E+00  0.33281522E+01 -0.18505474E-01  0.84810687E-01 -0.38013439E+00 -0.50763986E-02 -0.87057665E-03  0.60305057E-01  0.18877074E-01  0.18472610E-03
-0.22000582E-01  0.10783769E+00 -0.18958204E-03  0.66972050E-03  0.58019589E-01  0.42451602E-02  0.35556861E+01 -0.47669741E-02  0.19725275E-02  0.24419176E-01
 0.46932950E-01  0.93697423E-01  0.35183362E+00  0.23269844E-01
 0.37569099E-02  0.40191364E-02  0.46958615E-01  0.32796706E-01  0.88094493E-02  0.21919133E+00  0.45085716E-01  0.14992122E-02  0.32879613E-02  0.16535404E+00
 0.22876406E-01  0.34457380E-01  0.27989414E-01  0.34847103E-03  0.86708470E-03  0.36793024E-01  0.52889077E-02  0.65238507E-02  0.64017096E-02  0.80476758E-02
 0.21445430E-01  0.94625967E+00  0.12230972E+00  0.17849664E+00  0.17112705E+00  0.18937525E-02  0.45574458E-02  0.20441114E+00  0.26677515E-01  0.37158072E-01
 0.35305943E-01  0.64587792E-02  0.10766660E-02  0.51203966E-03  0.23732059E-01  0.64516580E-02  0.19315370E+00  0.46134387E-02  0.13596376E-02  0.32560902E-01
 0.15265539E-01  0.38324122E-01  0.22809143E+00  0.26927315E-01
-0.78317219E+04  0.17717965E+01  0.41000000E+02  0.15745444E+05  0.15954069E+05  0.15823837E+05  0.34806512E-07
