study_name,process_a,process_b,subgroup,model_type,subject_count,parameter_count,wave_count,ll,aic,bic,process,coefficient,subindex,est,pval,se,wald
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,b,gamma,11,-0.001,0.003,0.0,-3.015
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,b,gamma,12,0.001,0.117,0.001,1.566
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,b,gamma,13,-0.027,0.545,0.044,-0.606
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,b,gamma,14,-0.001,0.843,0.006,-0.197
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,b,gamma,15,0.002,0.757,0.006,0.309
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,b,gamma,16,-0.001,0.868,0.006,-0.167
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,b,sigma,00,0.027,0.0,0.003,8.601
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,bb,tau,00,0.017,0.0,0.004,4.39
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,bb,tau,10,0.0,0.974,0.001,0.032
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,bb,tau,11,0.0,0.641,0.0,0.466
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,er,sigma,00,0.018,0.724,0.052,0.353
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,er,tau,00,0.207,0.118,0.132,1.563
hrs,grip,gait,female,aehplus,285,41,3,-1969.431,4020.861,4170.614,er,tau,11,0.127,0.899,1.002,0.127
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,00,34.857,0.0,1.163,29.972
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,01,-0.52,0.0,0.08,-6.462
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,02,0.064,0.615,0.127,0.503
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,03,25.429,0.0,6.701,3.795
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,04,1.105,0.205,0.872,1.267
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,05,1.921,0.018,0.813,2.363
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,06,-3.038,0.006,1.106,-2.747
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,10,-0.725,0.0,0.193,-3.749
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,11,-0.014,0.207,0.011,-1.263
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,12,-0.02,0.316,0.02,-1.004
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,13,0.122,0.892,0.896,0.136
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,14,-0.086,0.56,0.147,-0.582
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,15,-0.255,0.054,0.132,-1.928
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,gamma,16,0.028,0.878,0.183,0.154
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,a,sigma,00,15.205,0.0,2.164,7.025
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,aa,tau,00,27.592,0.0,3.947,6.99
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,aa,tau,01,0.464,0.361,0.508,0.913
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,aa,tau,11,0.034,0.831,0.161,0.213
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,ab,sigma,00,0.036,0.394,0.043,0.852
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,ab,tau,00,0.12,0.185,0.091,1.326
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,ab,tau,01,0.015,0.391,0.018,0.857
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,ab,tau,10,0.011,0.456,0.015,0.746
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,ab,tau,11,0.0,0.893,0.004,0.134
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,00,0.827,0.0,0.042,19.713
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,01,-0.005,0.049,0.002,-1.966
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,02,0.008,0.085,0.005,1.72
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,03,0.118,0.553,0.199,0.593
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,04,0.023,0.43,0.029,0.79
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,05,-0.029,0.296,0.028,-1.046
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,06,-0.041,0.239,0.034,-1.177
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,10,-0.025,0.005,0.009,-2.799
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,11,-0.001,0.036,0.001,-2.093
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,12,0.001,0.161,0.001,1.403
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,13,-0.033,0.51,0.05,-0.659
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,14,-0.006,0.399,0.007,-0.843
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,15,0.002,0.736,0.007,0.338
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,gamma,16,-0.012,0.149,0.008,-1.444
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,b,sigma,00,0.026,0.0,0.003,7.875
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,bb,tau,00,0.022,0.0,0.004,5.251
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,bb,tau,10,-0.001,0.214,0.001,-1.243
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,bb,tau,11,0.001,0.036,0.0,2.098
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,er,sigma,00,0.058,0.384,0.067,0.87
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,er,tau,00,0.155,0.172,0.113,1.366
hrs,grip,gait,male,aehplus,236,41,3,-1935.631,3953.262,4095.279,er,tau,11,0.102,0.892,0.755,0.135
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,00,22.766,0.0,0.594,38.318
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,01,-0.266,0.0,0.038,-7.012
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,02,-0.064,0.422,0.08,-0.803
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,03,9.498,0.055,4.95,1.919
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,04,0.063,0.903,0.519,0.122
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,05,-0.653,0.229,0.543,-1.203
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,06,-0.201,0.756,0.648,-0.311
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,10,-0.278,0.019,0.119,-2.338
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,11,-0.008,0.317,0.008,-1.0
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,12,-0.024,0.166,0.017,-1.384
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,13,1.394,0.105,0.861,1.619
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,14,0.005,0.962,0.098,0.047
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,15,-0.044,0.733,0.128,-0.341
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,gamma,16,-0.188,0.095,0.113,-1.67
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,a,sigma,00,8.313,0.0,0.896,9.275
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,aa,tau,00,11.144,0.0,1.469,7.587
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,aa,tau,01,0.142,0.624,0.29,0.49
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,aa,tau,11,0.059,0.494,0.087,0.683
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,ab,sigma,00,9.957,0.215,8.031,1.24
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,ab,tau,00,53.681,0.002,17.289,3.105
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,ab,tau,01,2.074,0.515,3.183,0.652
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,ab,tau,10,3.139,0.301,3.032,1.035
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,ab,tau,11,-0.385,0.6,0.734,-0.524
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,00,253.712,0.0,9.867,25.714
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,01,-3.23,0.0,0.596,-5.415
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,02,3.919,0.004,1.354,2.894
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,03,83.284,0.12,53.59,1.554
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,04,-18.815,0.023,8.278,-2.273
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,05,-5.696,0.547,9.461,-0.602
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,06,1.543,0.883,10.488,0.147
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,10,-2.861,0.114,1.811,-1.58
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,11,-0.474,0.0,0.091,-5.207
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,12,-0.07,0.793,0.267,-0.263
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,13,14.839,0.076,8.363,1.774
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,14,-0.711,0.583,1.293,-0.55
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,15,0.05,0.977,1.715,0.029
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,gamma,16,-1.325,0.407,1.596,-0.83
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,b,sigma,00,1752.055,0.0,206.216,8.496
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,bb,tau,00,3093.094,0.0,397.974,7.772
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,bb,tau,10,-0.217,0.997,54.812,-0.004
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,bb,tau,11,9.106,0.563,15.741,0.578
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,er,sigma,00,0.082,0.218,0.067,1.232
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,er,tau,00,0.289,0.001,0.087,3.314
hrs,grip,pef,female,aehplus,285,41,3,-6466.246,13014.492,13164.244,er,tau,11,-0.524,0.64,1.121,-0.467
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,00,34.884,0.0,1.159,30.109
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,01,-0.52,0.0,0.08,-6.469
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,02,0.063,0.619,0.127,0.498
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,03,25.275,0.0,6.68,3.784
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,04,1.09,0.21,0.87,1.253
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,05,1.921,0.018,0.814,2.36
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,06,-3.057,0.006,1.104,-2.768
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,10,-0.724,0.0,0.193,-3.758
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,11,-0.014,0.206,0.011,-1.265
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,12,-0.021,0.302,0.02,-1.031
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,13,0.16,0.859,0.897,0.178
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,14,-0.085,0.563,0.147,-0.579
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,15,-0.251,0.058,0.132,-1.899
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,gamma,16,0.028,0.879,0.184,0.152
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,a,sigma,00,15.183,0.0,2.166,7.011
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,aa,tau,00,27.524,0.0,3.948,6.971
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,aa,tau,01,0.46,0.37,0.513,0.896
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,aa,tau,11,0.039,0.81,0.161,0.24
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,ab,sigma,00,25.029,0.102,15.288,1.637
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,ab,tau,00,50.223,0.171,36.699,1.368
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,ab,tau,01,12.848,0.043,6.344,2.025
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,ab,tau,10,5.585,0.399,6.617,0.844
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,ab,tau,11,-0.183,0.874,1.153,-0.159
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,00,344.855,0.0,18.022,19.136
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,01,-4.152,0.0,1.059,-3.922
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,02,7.912,0.0,1.949,4.06
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,03,172.839,0.038,83.363,2.073
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,04,-6.613,0.633,13.856,-0.477
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,05,11.554,0.392,13.494,0.856
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,06,-18.53,0.238,15.695,-1.181
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,10,-5.852,0.043,2.889,-2.025
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,11,-0.04,0.791,0.149,-0.265
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,12,-0.12,0.731,0.348,-0.344
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,13,14.116,0.263,12.617,1.119
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,14,0.958,0.646,2.087,0.459
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,15,-1.82,0.359,1.985,-0.917
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,gamma,16,-0.545,0.823,2.435,-0.224
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,b,sigma,00,3000.279,0.0,409.444,7.328
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,bb,tau,00,7604.969,0.0,918.542,8.279
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,bb,tau,10,50.15,0.711,135.232,0.371
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,bb,tau,11,33.326,0.331,34.283,0.972
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,er,sigma,00,0.117,0.087,0.068,1.714
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,er,tau,00,0.11,0.157,0.078,1.415
hrs,grip,pef,male,aehplus,236,41,3,-5908.212,11898.424,12040.441,er,tau,11,-0.161,0.89,1.168,-0.138
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,00,253.632,0.0,9.883,25.664
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,01,-3.242,0.0,0.596,-5.437
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,02,3.935,0.004,1.359,2.894
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,03,82.393,0.125,53.722,1.534
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,04,-18.758,0.024,8.292,-2.262
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,05,-5.481,0.563,9.48,-0.578
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,06,1.378,0.896,10.513,0.131
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,10,-2.913,0.109,1.819,-1.601
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,11,-0.474,0.0,0.091,-5.22
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,12,-0.061,0.821,0.267,-0.226
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,13,14.704,0.079,8.365,1.758
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,14,-0.744,0.567,1.3,-0.572
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,15,0.013,0.994,1.718,0.008
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,gamma,16,-1.356,0.401,1.614,-0.84
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,a,sigma,00,1757.838,0.0,206.474,8.514
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,aa,tau,00,3091.998,0.0,396.555,7.797
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,aa,tau,01,1.155,0.983,54.471,0.021
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,aa,tau,11,8.317,0.598,15.767,0.527
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,ab,sigma,00,0.956,0.023,0.42,2.28
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,ab,tau,00,2.097,0.017,0.876,2.393
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,ab,tau,01,0.122,0.502,0.182,0.672
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,ab,tau,10,0.095,0.551,0.16,0.596
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,ab,tau,11,0.018,0.63,0.037,0.482
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,00,0.767,0.0,0.025,30.388
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,01,-0.009,0.0,0.002,-4.433
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,02,0.016,0.0,0.004,4.372
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,03,0.086,0.641,0.184,0.466
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,04,-0.031,0.173,0.023,-1.364
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,05,-0.037,0.157,0.026,-1.417
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,06,-0.045,0.112,0.029,-1.588
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,10,-0.036,0.0,0.005,-6.955
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,11,-0.001,0.002,0.0,-3.146
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,12,0.001,0.08,0.001,1.753
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,13,-0.034,0.445,0.045,-0.763
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,14,-0.001,0.797,0.006,-0.257
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,15,0.002,0.687,0.006,0.403
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,gamma,16,-0.002,0.776,0.006,-0.285
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,b,sigma,00,0.027,0.0,0.003,8.612
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,bb,tau,00,0.017,0.0,0.004,4.403
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,bb,tau,10,0.0,0.974,0.001,-0.033
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,bb,tau,11,0.0,0.608,0.0,0.513
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,er,sigma,00,0.138,0.021,0.06,2.313
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,er,tau,00,0.287,0.011,0.113,2.543
hrs,pef,gait,female,aehplus,285,41,3,-4186.764,8455.528,8605.28,er,tau,11,0.577,0.634,1.212,0.476
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,00,345.231,0.0,17.936,19.248
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,01,-4.184,0.0,1.059,-3.951
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,02,7.875,0.0,1.939,4.062
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,03,170.272,0.041,83.414,2.041
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,04,-6.364,0.645,13.834,-0.46
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,05,11.89,0.377,13.458,0.884
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,06,-18.98,0.227,15.705,-1.209
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,10,-5.928,0.04,2.885,-2.055
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,11,-0.028,0.855,0.151,-0.183
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,12,-0.13,0.709,0.348,-0.373
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,13,15.622,0.217,12.642,1.236
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,14,1.024,0.624,2.089,0.49
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,15,-2.04,0.308,2.0,-1.02
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,gamma,16,-0.358,0.883,2.433,-0.147
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,a,sigma,00,3016.005,0.0,413.52,7.293
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,aa,tau,00,7548.57,0.0,910.501,8.291
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,aa,tau,01,53.717,0.689,133.996,0.401
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,aa,tau,11,32.795,0.341,34.454,0.952
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,ab,sigma,00,0.446,0.503,0.666,0.67
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,ab,tau,00,3.896,0.004,1.369,2.846
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,ab,tau,01,-0.491,0.175,0.363,-1.356
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,ab,tau,10,-0.018,0.931,0.206,-0.087
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,ab,tau,11,0.127,0.051,0.065,1.951
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,b,gamma,00,0.826,0.0,0.042,19.645
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,b,gamma,01,-0.005,0.047,0.002,-1.984
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,b,gamma,02,0.009,0.078,0.005,1.76
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,b,gamma,03,0.114,0.567,0.199,0.573
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,b,gamma,04,0.023,0.443,0.03,0.768
hrs,pef,gait,male,aehplus,236,41,3,-3764.964,7611.928,7753.945,b,gamma,05,-0.029,0.306,0.028,-1.024
