study_name,model_number,subgroup,model_type,condition,model_name,subject_count,wave_count,parameter_count,ll,aic,bic,a_gamma_00_est,a_gamma_00_pval,a_gamma_00_se,a_gamma_00_wald,a_gamma_01_est,a_gamma_01_pval,a_gamma_01_se,a_gamma_01_wald,a_gamma_02_est,a_gamma_02_pval,a_gamma_02_se,a_gamma_02_wald,a_gamma_03_est,a_gamma_03_pval,a_gamma_03_se,a_gamma_03_wald,a_gamma_04_est,a_gamma_04_pval,a_gamma_04_se,a_gamma_04_wald,a_gamma_05_est,a_gamma_05_pval,a_gamma_05_se,a_gamma_05_wald,a_gamma_06_est,a_gamma_06_pval,a_gamma_06_se,a_gamma_06_wald,a_gamma_10_est,a_gamma_10_pval,a_gamma_10_se,a_gamma_10_wald,a_gamma_11_est,a_gamma_11_pval,a_gamma_11_se,a_gamma_11_wald,a_gamma_12_est,a_gamma_12_pval,a_gamma_12_se,a_gamma_12_wald,a_gamma_13_est,a_gamma_13_pval,a_gamma_13_se,a_gamma_13_wald,a_gamma_14_est,a_gamma_14_pval,a_gamma_14_se,a_gamma_14_wald,a_gamma_15_est,a_gamma_15_pval,a_gamma_15_se,a_gamma_15_wald,a_gamma_16_est,a_gamma_16_pval,a_gamma_16_se,a_gamma_16_wald,a_sigma_00_est,a_sigma_00_pval,a_sigma_00_se,a_sigma_00_wald,aa_tau_00_est,aa_tau_00_pval,aa_tau_00_se,aa_tau_00_wald,aa_tau_01_est,aa_tau_01_pval,aa_tau_01_se,aa_tau_01_wald,aa_tau_11_est,aa_tau_11_pval,aa_tau_11_se,aa_tau_11_wald,ab_sigma_00_est,ab_sigma_00_pval,ab_sigma_00_se,ab_sigma_00_wald,ab_tau_00_est,ab_tau_00_pval,ab_tau_00_se,ab_tau_00_wald,ab_tau_01_est,ab_tau_01_pval,ab_tau_01_se,ab_tau_01_wald,ab_tau_10_est,ab_tau_10_pval,ab_tau_10_se,ab_tau_10_wald,ab_tau_11_est,ab_tau_11_pval,ab_tau_11_se,ab_tau_11_wald,b_gamma_00_est,b_gamma_00_pval,b_gamma_00_se,b_gamma_00_wald,b_gamma_01_est,b_gamma_01_pval,b_gamma_01_se,b_gamma_01_wald,b_gamma_02_est,b_gamma_02_pval,b_gamma_02_se,b_gamma_02_wald,b_gamma_03_est,b_gamma_03_pval,b_gamma_03_se,b_gamma_03_wald,b_gamma_04_est,b_gamma_04_pval,b_gamma_04_se,b_gamma_04_wald,b_gamma_05_est,b_gamma_05_pval,b_gamma_05_se,b_gamma_05_wald,b_gamma_06_est,b_gamma_06_pval,b_gamma_06_se,b_gamma_06_wald,b_gamma_10_est,b_gamma_10_pval,b_gamma_10_se,b_gamma_10_wald,b_gamma_11_est,b_gamma_11_pval,b_gamma_11_se,b_gamma_11_wald,b_gamma_12_est,b_gamma_12_pval,b_gamma_12_se,b_gamma_12_wald,b_gamma_13_est,b_gamma_13_pval,b_gamma_13_se,b_gamma_13_wald,b_gamma_14_est,b_gamma_14_pval,b_gamma_14_se,b_gamma_14_wald,b_gamma_15_est,b_gamma_15_pval,b_gamma_15_se,b_gamma_15_wald,b_gamma_16_est,b_gamma_16_pval,b_gamma_16_se,b_gamma_16_wald,b_sigma_00_est,b_sigma_00_pval,b_sigma_00_se,b_sigma_00_wald,bb_tau_00_est,bb_tau_00_pval,bb_tau_00_se,bb_tau_00_wald,bb_tau_10_est,bb_tau_10_pval,bb_tau_10_se,bb_tau_10_wald,bb_tau_11_est,bb_tau_11_pval,bb_tau_11_se,bb_tau_11_wald,er_tau_00_est,er_tau_00_pval,er_tau_00_se,er_tau_00_wald,er_sigma_00_est,er_sigma_00_pval,er_sigma_00_se,er_sigma_00_wald,er_tau_11_est,er_tau_11_pval,er_tau_11_se,er_tau_11_wald,error_count,error_1,error_2,error_3,process_a,process_b,process_b_cell,process_b_row,process_b_domain,outcome_count,cr_levels_est,cr_levels_z,cr_levels_ztest,cr_levels_zpval,cr_levels_zeta_lo,cr_levels_zeta_hi,cr_levels_ci95_lo,cr_levels_ci95_hi,cr_slopes_est,cr_slopes_z,cr_slopes_ztest,cr_slopes_zpval,cr_slopes_zeta_lo,cr_slopes_zeta_hi,cr_slopes_ci95_lo,cr_slopes_ci95_hi,cr_resid_est,cr_resid_z,cr_resid_ztest,cr_resid_zpval,cr_resid_zeta_lo,cr_resid_zeta_hi,cr_resid_ci95_lo,cr_resid_ci95_hi
octo,b1,female,a,all,b1_female_a_grip_block,455.0,5,21.0,-6514.553,13071.106,13157.632,8.525,0.0,0.207,41.216,-0.204,0.0,0.036,-5.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.075,0.0,0.641,18.851,-0.009,0.251,0.008,-1.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612,0.0,0.151,10.67,4.463,0.0,0.522,8.547,-0.048,0.515,0.073,-0.651,0.051,0.022,0.022,2.286,0.445,0.014,0.181,2.461,5.71,0.0,1.006,5.678,-0.103,0.49,0.149,-0.69,0.465,0.003,0.155,3.007,0.068,0.007,0.025,2.7,-0.414,0.0,0.035,-11.884,-0.604,0.0,0.125,-4.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.369,0.0,0.077,-4.78,-0.027,0.175,0.02,-1.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.293,0.0,0.692,14.883,42.393,0.0,3.229,13.13,-0.681,0.067,0.372,-1.831,0.259,0.0,0.067,3.87,0.415,0.0,0.062,6.653,0.109,0.012,0.043,2.51,0.595,0.0,0.158,3.779,NA,NA,NA,NA,grip,block,block,block design,fluid reasoning,2,0.4151218463053698,0.4417836877891072,9.392450037771699,0.6586457436825224,0.3495947367122525,0.5339726388659619,0.33601608700268365,0.48841193624646945,0.5916623615410652,0.680219941016116,14.461674315462153,2.115874880960413e-47,0.5880309899392613,0.7724088920929708,0.5284779972718127,0.6483279963474402,0.1092462418511059,0.10968398934175783,2.3319136000506377,0.0197052368717711,0.01749503826490309,0.20187294041861256,0.017493253544174355,0.19917462921325124
octo,b1,female,ae,all,b1_female_ae_grip_block,431.0,5,25.0,-6306.186,12662.371,12764.024,8.624,0.0,0.203,42.497,-0.187,0.0,0.039,-4.833,0.185,0.002,0.06,3.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.217,0.0,0.599,20.407,-0.008,0.339,0.008,-0.957,-0.006,0.671,0.013,-0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.586,0.0,0.15,10.541,3.897,0.0,0.465,8.39,-0.07,0.302,0.068,-1.031,0.049,0.022,0.021,2.29,0.461,0.011,0.18,2.557,4.01,0.0,0.891,4.5,-0.104,0.462,0.141,-0.736,0.419,0.003,0.144,2.92,0.07,0.006,0.025,2.748,-0.407,0.0,0.035,-11.777,-0.506,0.0,0.128,-3.967,0.921,0.0,0.185,4.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,0.0,0.078,-4.729,-0.026,0.206,0.02,-1.264,0.01,0.775,0.033,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.442,0.0,0.709,14.732,37.594,0.0,3.088,12.175,-0.716,0.056,0.374,-1.912,0.268,0.0,0.07,3.831,0.331,0.0,0.069,4.832,0.113,0.009,0.043,2.619,0.611,0.0,0.153,3.988,NA,NA,NA,NA,grip,block,block,block design,fluid reasoning,2,0.33129882926051496,0.3442865141070057,7.122654787694549,0.7306308252621729,0.24954807905349569,0.43902494916051577,0.24449380300734802,0.41283589837863227,0.6108472217815262,0.7102717658515244,14.694216550213921,7.020576236017988e-49,0.6155333307980144,0.8050102009050344,0.5480104209347858,0.6668284378565286,0.11328110833136067,0.11376943788337125,2.3536804325174776,0.018588584012921627,0.019031002829861227,0.20850787293688128,0.019028705619034143,0.20553784798964822
octo,b1,female,aeh,all,b1_female_aeh_grip_block,380.0,5,29.0,-5854.43,11766.861,11881.126,9.053,0.0,0.203,44.519,-0.166,0.0,0.04,-4.147,0.151,0.019,0.064,2.344,10.404,0.0,2.091,4.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.808,0.0,0.643,19.928,-0.001,0.934,0.007,-0.083,-0.004,0.785,0.014,-0.273,-0.341,0.344,0.36,-0.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.537,0.0,0.149,10.313,3.239,0.0,0.436,7.428,-0.063,0.289,0.06,-1.061,0.044,0.022,0.019,2.282,0.43,0.019,0.183,2.349,2.789,0.001,0.814,3.425,-0.107,0.424,0.135,-0.799,0.393,0.004,0.138,2.841,0.066,0.005,0.024,2.792,-0.428,0.0,0.036,-11.81,-0.47,0.001,0.138,-3.41,0.963,0.0,0.192,5.022,4.931,0.435,6.313,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.382,0.0,0.086,-4.432,-0.016,0.438,0.02,-0.775,0.003,0.925,0.034,0.094,0.666,0.406,0.802,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.647,0.0,0.733,14.521,35.272,0.0,3.116,11.321,-0.695,0.064,0.375,-1.855,0.26,0.0,0.072,3.625,0.261,0.0,0.072,3.605,0.106,0.017,0.044,2.392,0.615,0.0,0.159,3.871,NA,NA,NA,NA,grip,block,block,block design,fluid reasoning,2,0.26093239310123023,0.26710865987207105,5.186312046083658,0.7893855001502441,0.16616537904820572,0.3680519406959364,0.16465275577046168,0.3522865910530771,0.6170650134055817,0.7202514189899988,13.984752917804064,1.9314646331866526e-44,0.6193081381661334,0.8211946998138642,0.5506461306003289,0.6757196025283749,0.10629623809843167,0.10669931743258802,2.071725999353855,0.038291001255371486,0.005756036608722689,0.20764259825645337,0.0057559730399785024,0.20470898033181745
octo,b1,female,aehplus,all,b1_female_aehplus_grip_block,378.0,5,41.0,-5829.864,11741.727,11903.058,9.12,0.0,0.244,37.364,-0.172,0.0,0.04,-4.296,0.15,0.025,0.067,2.239,10.113,0.0,2.126,4.757,-0.101,0.735,0.298,-0.338,-0.075,0.727,0.215,-0.349,0.142,0.727,0.407,0.35,13.375,0.0,0.764,17.517,0.0,0.955,0.007,-0.056,0.001,0.951,0.014,0.061,-0.317,0.361,0.347,-0.914,-0.073,0.206,0.057,-1.264,-0.028,0.472,0.039,-0.719,-0.068,0.436,0.087,-0.779,1.538,0.0,0.149,10.305,3.212,0.0,0.44,7.298,-0.06,0.305,0.059,-1.026,0.042,0.023,0.019,2.27,0.424,0.02,0.183,2.318,2.748,0.0,0.786,3.495,-0.105,0.426,0.132,-0.796,0.372,0.005,0.134,2.787,0.065,0.005,0.023,2.837,-0.395,0.0,0.038,-10.294,-0.489,0.0,0.135,-3.615,1.097,0.0,0.189,5.813,5.156,0.399,6.119,0.843,-1.932,0.027,0.874,-2.211,0.069,0.918,0.672,0.103,-0.569,0.739,1.707,-0.333,-0.317,0.003,0.106,-2.987,-0.015,0.461,0.02,-0.737,0.0,0.999,0.034,0.001,0.614,0.44,0.795,0.772,0.009,0.953,0.145,0.059,-0.151,0.184,0.114,-1.328,-0.049,0.777,0.172,-0.283,10.678,0.0,0.738,14.463,34.158,0.0,3.015,11.329,-0.658,0.07,0.363,-1.815,0.251,0.0,0.071,3.52,0.262,0.0,0.071,3.698,0.105,0.018,0.044,2.358,0.631,0.0,0.161,3.925,NA,NA,NA,NA,grip,block,block,block design,fluid reasoning,2,0.2623510115104146,0.26863152869944756,5.202027184596001,0.788213247421971,0.16741942374891478,0.36984363364998035,0.16587255014980445,0.35385493284510117,0.6330701706895412,0.7465232167394826,14.45635992994603,2.285702202425395e-47,0.6453111117889498,0.8477353216900154,0.5685049767058511,0.6898844973081953,0.10462674890954407,0.10501105071777457,2.0335302529884167,0.041998980307134975,0.003798945767241782,0.20622315566830735,0.0037989274918995134,0.2033486262054379
octo,b1,male,a,all,b1_male_a_grip_block,280.0,5,21.0,-3758.891,7559.782,7636.113,10.816,0.0,0.379,28.516,-0.319,0.0,0.075,-4.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.758,0.0,0.867,12.402,-0.02,0.148,0.014,-1.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,0.0,0.183,10.232,9.915,0.0,1.17,8.478,-0.011,0.935,0.141,-0.081,0.115,0.01,0.045,2.576,0.6,0.028,0.273,2.196,12.057,0.0,1.652,7.297,0.006,0.983,0.291,0.021,0.349,0.248,0.302,1.154,0.155,0.054,0.08,1.929,-0.552,0.0,0.059,-9.384,-0.621,0.0,0.17,-3.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.657,0.0,0.111,-5.934,0.013,0.576,0.024,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.226,0.0,1.03,8.956,50.308,0.0,5.003,10.056,-0.322,0.652,0.716,-0.45,0.399,0.05,0.204,1.957,0.54,0.0,0.05,10.814,0.145,0.021,0.062,2.317,0.724,0.0,0.171,4.238,NA,NA,NA,NA,grip,block,block,block design,fluid reasoning,2,0.5398515784404775,0.6039461100608954,10.051666546825922,0.5458794712827129,0.48618328746744127,0.7217089326543494,0.4511819099577344,0.617966739079938,0.7235962877632901,0.9151528647492507,15.231179210516718,2.1959478199757116e-52,0.7973900421557967,1.0329156873427048,0.6625751299858889,0.7750750865294574,0.14445205413735043,0.14546955504294198,2.4210959150963958,0.015473793859025479,0.02770673244948789,0.26323237763639606,0.02769964481451592,0.2573163910225243
octo,b1,male,ae,all,b1_male_ae_grip_block,258.0,5,25.0,-3571.337,7192.674,7281.498,11.007,0.0,0.363,30.352,-0.266,0.0,0.072,-3.689,-0.005,0.925,0.056,-0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.648,0.0,0.843,12.626,-0.013,0.343,0.014,-0.947,0.014,0.252,0.012,1.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.833,0.0,0.183,10.041,8.565,0.0,1.08,7.928,-0.084,0.548,0.139,-0.6,0.115,0.013,0.046,2.487,0.64,0.023,0.281,2.28,10.195,0.0,1.552,6.567,0.089,0.749,0.278,0.32,0.185,0.539,0.302,0.614,0.151,0.065,0.082,1.845,-0.551,0.0,0.062,-8.874,-0.465,0.013,0.187,-2.49,0.695,0.002,0.219,3.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.719,0.0,0.115,-6.263,0.032,0.195,0.025,1.297,0.063,0.092,0.038,1.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.462,0.0,1.05,9.008,46.082,0.0,4.734,9.733,-0.531,0.471,0.737,-0.72,0.386,0.058,0.204,1.897,0.513,0.0,0.054,9.463,0.154,0.016,0.064,2.416,0.718,0.0,0.177,4.049,NA,NA,NA,NA,grip,block,block,block design,fluid reasoning,2,0.5131660145925087,0.5670181303158259,9.054553430581102,0.5707018638269421,0.4442804246387239,0.6897558359929279,0.41718618623828785,0.597825122359334,0.7166950002344912,0.9008160774281058,14.384879191880776,6.439044136265301e-47,0.7780783717510038,1.0235537831052077,0.651602357613726,0.7713100559143299,0.15367643233872055,0.1549036328308932,2.47361265022903,0.013375462855191403,0.0321659271537912,0.2776413385079952,0.03215483828438104,0.2707206835094235
octo,b1,male,aeh,all,b1_male_aeh_grip_block,216.0,5,29.0,-3171.255,6400.51,6498.393,11.641,0.0,0.312,37.365,-0.245,0.0,0.07,-3.505,-0.066,0.195,0.051,-1.296,14.412,0.0,3.51,4.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.613,0.0,0.835,13.913,-0.009,0.586,0.016,-0.544,0.016,0.203,0.013,1.273,-1.043,0.156,0.735,-1.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.896,0.0,0.203,9.351,6.355,0.0,0.815,7.793,-0.014,0.915,0.126,-0.107,0.107,0.023,0.047,2.266,0.67,0.031,0.311,2.153,7.297,0.0,1.346,5.421,0.274,0.309,0.269,1.018,0.23,0.442,0.299,0.769,0.163,0.054,0.085,1.927,-0.569,0.0,0.064,-8.835,-0.369,0.058,0.195,-1.894,0.699,0.001,0.207,3.378,19.718,0.016,8.147,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,0.0,0.132,-5.9,0.038,0.149,0.026,1.443,0.071,0.095,0.043,1.67,-2.442,0.139,1.65,-1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.969,0.0,1.111,8.974,41.978,0.0,5.178,8.107,-0.182,0.795,0.702,-0.26,0.389,0.064,0.21,1.852,0.447,0.0,0.063,7.126,0.154,0.024,0.068,2.264,0.802,0.0,0.17,4.725,NA,NA,NA,NA,grip,block,block,block design,fluid reasoning,2,0.44676145555117475,0.4806467928775745,7.014809000553406,0.630767552634994,0.3463522734900317,0.6149413122651173,0.3331365927870471,0.547596060313533,0.7989524169578949,1.0957090861438545,15.991347645229803,1.46820185290121e-57,0.9614145667563118,1.2300036055313972,0.7449071735891255,0.8425803714764778,0.15410965144996547,0.15534736078931666,2.267220089315526,0.023376784202203037,0.02105284140177391,0.28964188017685943,0.021049731591363613,0.28180516591044436
octo,b1,male,aehplus,all,b1_male_aehplus_grip_block,214.0,5,41.0,-3137.167,6356.334,6494.339,10.891,0.0,0.536,20.336,-0.239,0.001,0.071,-3.391,-0.101,0.044,0.05,-2.017,13.181,0.0,3.24,4.068,1.296,0.003,0.43,3.015,-0.204,0.605,0.394,-0.517,-0.473,0.443,0.616,-0.768,12.661,0.0,1.373,9.222,-0.016,0.326,0.016,-0.981,0.015,0.233,0.013,1.192,-1.287,0.079,0.734,-1.755,-0.053,0.511,0.081,-0.658,-0.103,0.182,0.078,-1.333,-0.221,0.214,0.178,-1.242,1.93,0.0,0.21,9.185,5.929,0.0,0.742,7.992,-0.008,0.947,0.116,-0.067,0.089,0.025,0.04,2.249,0.671,0.036,0.319,2.102,7.654,0.0,1.368,5.597,0.24,0.329,0.246,0.975,0.13,0.662,0.298,0.437,0.158,0.033,0.074,2.128,-0.444,0.0,0.093,-4.787,-0.363,0.066,0.198,-1.839,0.747,0.0,0.213,3.504,19.376,0.022,8.436,2.297,-1.207,0.298,1.159,-1.042,-0.206,0.838,1.004,-0.205,-0.661,0.672,1.563,-0.423,-0.571,0.002,0.182,-3.142,0.024,0.369,0.026,0.899,0.072,0.093,0.043,1.68,-2.201,0.176,1.628,-1.352,-0.146,0.347,0.155,-0.94,-0.115,0.528,0.183,-0.63,-0.086,0.827,0.393,-0.218,10.068,0.0,1.125,8.948,41.169,0.0,5.065,8.129,-0.291,0.699,0.753,-0.386,0.376,0.069,0.207,1.817,0.49,0.0,0.062,7.944,0.152,0.026,0.069,2.219,0.861,0.0,0.15,5.73,NA,NA,NA,NA,grip,block,block,block design,fluid reasoning,2,0.4899057916323773,0.5359363694497287,7.784925441703326,0.5920025276524499,0.40100688425522546,0.6708658546442319,0.3808101617216043,0.5855491523171065,0.8637104241979927,1.3077713876917572,18.99647668701126,1.8238454047161716e-80,1.1728419024972538,1.4427008728862605,0.8251810827652216,0.8942401142120833,0.15222019088970865,0.1534125089549036,2.2284454127731954,0.025850827625591648,0.01848302376040037,0.28834199414940687,0.018480919311091918,0.28060807138999994
octo,b1,female,a,all,b1_female_a_grip_clock,482.0,5,21.0,-6786.187,13614.373,13702.11,8.49,0.0,0.207,40.991,-0.23,0.0,0.035,-6.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.288,0.0,0.387,34.354,-0.012,0.151,0.008,-1.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.576,0.0,0.148,10.657,4.722,0.0,0.551,8.568,0.002,0.983,0.075,0.021,0.068,0.005,0.024,2.828,0.626,0.001,0.182,3.433,5.162,0.0,0.957,5.393,0.014,0.906,0.119,0.119,0.606,0.007,0.226,2.681,0.09,0.003,0.03,2.986,-0.433,0.0,0.036,-11.918,-0.381,0.0,0.088,-4.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.347,0.0,0.072,-4.849,-0.04,0.017,0.017,-2.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,0.0,0.571,8.544,23.057,0.0,2.169,10.629,0.128,0.607,0.249,0.514,0.348,0.0,0.076,4.576,0.495,0.0,0.066,7.533,0.226,0.0,0.056,4.03,0.586,0.0,0.139,4.223,NA,NA,NA,NA,grip,clock,clock,clock,mental status,2,0.4947133260251833,0.5422818864110287,11.868418581842837,0.5876243319275845,0.4527288461719453,0.6318349266501121,0.42413953508030494,0.5593144112914329,0.5850573384288866,0.6701177577629014,14.666243235400692,1.0605664177291225e-48,0.580564717523818,0.7596707980019848,0.5230757570005655,0.6408830135914583,0.2258441869344753,0.22980592781383938,5.029548307309893,4.916366298858319e-7,0.140252887574756,0.31935896805292274,0.13934043418273803,0.3089271816792578
octo,b1,female,ae,all,b1_female_ae_grip_clock,441.0,5,25.0,-6381.873,12813.746,12915.972,8.602,0.0,0.204,42.08,-0.193,0.0,0.038,-5.068,0.187,0.002,0.061,3.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62,0.0,0.342,39.809,-0.008,0.298,0.008,-1.04,-0.006,0.668,0.014,-0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.563,0.0,0.149,10.493,3.97,0.0,0.467,8.5,-0.041,0.541,0.067,-0.611,0.063,0.007,0.023,2.695,0.635,0.001,0.189,3.356,2.631,0.0,0.746,3.526,0.098,0.433,0.125,0.784,0.392,0.019,0.167,2.348,0.11,0.001,0.032,3.48,-0.423,0.0,0.037,-11.555,-0.197,0.021,0.086,-2.304,0.226,0.008,0.085,2.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.385,0.0,0.076,-5.088,-0.046,0.009,0.017,-2.631,0.051,0.015,0.021,2.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.111,0.0,0.601,8.508,13.526,0.0,1.934,6.992,0.648,0.01,0.253,2.563,0.348,0.0,0.076,4.6,0.359,0.0,0.081,4.439,0.225,0.0,0.057,3.928,0.747,0.0,0.109,6.871,NA,NA,NA,NA,grip,clock,clock,clock,mental status,2,0.3590384027136149,0.37578156366150667,7.864525491820501,0.7070792950271969,0.2821308619635194,0.46943226535949395,0.27487609275804487,0.4377404817259102,0.7429041569336823,0.9569295554994306,20.027051912213437,3.200528407634133e-89,0.8632788538014433,1.0505802571974179,0.6979431670658146,0.7820318469985292,0.2246680396168943,0.2285669122826023,4.7835510894100874,1.722250908430683e-6,0.13491621058461506,0.32221761398058957,0.13410352828869712,0.3115107212679952
octo,b1,female,aeh,all,b1_female_aeh_grip_clock,384.0,5,29.0,-5764.776,11587.552,11702.121,9.045,0.0,0.204,44.355,-0.17,0.0,0.04,-4.241,0.147,0.024,0.065,2.258,9.752,0.0,2.069,4.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.069,0.0,0.292,48.234,-0.002,0.786,0.007,-0.272,-0.004,0.795,0.015,-0.26,-0.42,0.267,0.379,-1.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.521,0.0,0.148,10.26,3.247,0.0,0.428,7.583,-0.047,0.421,0.059,-0.804,0.053,0.009,0.02,2.627,0.558,0.003,0.188,2.969,1.279,0.016,0.532,2.407,0.136,0.256,0.12,1.135,0.234,0.036,0.112,2.096,0.112,0.0,0.031,3.635,-0.437,0.0,0.038,-11.624,-0.115,0.101,0.07,-1.641,0.203,0.006,0.074,2.729,-0.485,0.905,4.05,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.433,0.0,0.078,-5.569,-0.045,0.014,0.018,-2.456,0.063,0.004,0.022,2.871,-0.822,0.335,0.853,-0.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.936,0.0,0.595,8.3,7.279,0.0,1.664,4.375,0.875,0.0,0.22,3.976,0.359,0.0,0.071,5.037,0.263,0.004,0.091,2.891,0.204,0.001,0.06,3.4,0.81,0.0,0.098,8.298,NA,NA,NA,NA,grip,clock,clock,clock,mental status,2,0.2630834572930823,0.26941827610529584,5.258834952470778,0.7876078236496104,0.16900627939580562,0.3698302728147861,0.1674153381407579,0.35384324490909524,0.8119566883405787,1.1327451330860165,22.110302924608515,2.5157528190819882e-108,1.0323331363765262,1.2331571297955068,0.7748423930006745,0.8434926503807992,0.20364887551842384,0.20653637598278057,4.031429228470009,5.543869086459108e-5,0.10612437927329035,0.3069483726922708,0.1057277614231755,0.29765837822996255
octo,b1,female,aehplus,all,b1_female_aehplus_grip_clock,380.0,5,41.0,-5713.468,11508.937,11670.484,9.136,0.0,0.244,37.485,-0.176,0.0,0.04,-4.415,0.149,0.028,0.068,2.203,9.767,0.0,2.116,4.616,-0.093,0.757,0.3,-0.31,-0.085,0.694,0.215,-0.394,0.112,0.784,0.408,0.274,14.217,0.0,0.364,39.066,-0.002,0.823,0.007,-0.224,0.001,0.93,0.015,0.087,-0.389,0.284,0.363,-1.072,-0.066,0.259,0.058,-1.128,-0.024,0.556,0.04,-0.589,-0.073,0.423,0.091,-0.801,1.522,0.0,0.148,10.309,3.21,0.0,0.43,7.463,-0.046,0.43,0.058,-0.789,0.052,0.009,0.02,2.616,0.551,0.003,0.188,2.935,1.141,0.02,0.49,2.33,0.143,0.227,0.118,1.208,0.203,0.036,0.097,2.094,0.112,0.0,0.031,3.631,-0.406,0.0,0.04,-10.059,-0.119,0.097,0.072,-1.657,0.276,0.0,0.07,3.935,0.734,0.84,3.648,0.201,-0.442,0.225,0.365,-1.213,0.345,0.254,0.303,1.14,-0.384,0.532,0.614,-0.626,-0.376,0.0,0.089,-4.213,-0.044,0.017,0.019,-2.385,0.071,0.003,0.024,2.938,-0.831,0.324,0.843,-0.986,-0.096,0.441,0.124,-0.77,-0.071,0.467,0.097,-0.727,-0.12,0.507,0.181,-0.664,4.936,0.0,0.595,8.29,5.967,0.0,1.541,3.871,0.87,0.0,0.208,4.175,0.363,0.0,0.073,5.008,0.261,0.004,0.09,2.895,0.201,0.001,0.06,3.349,0.818,0.0,0.098,8.356,NA,NA,NA,NA,grip,clock,clock,clock,mental status,2,0.2607084510094689,0.2668683716197743,5.181646492155096,0.789570509518912,0.16592509079590895,0.3678116524436396,0.16441897261510724,0.3520761061631468,0.8151978739168072,1.1423320491388633,22.180076340144833,5.348807598170157e-109,1.041388768314998,1.2432753299627286,0.7784358853493122,0.8463871527218665,0.2010280672020213,0.2038036872150945,3.957151814344563,7.584872895336819e-5,0.10286040639122918,0.30474696803895984,0.10249917170653092,0.295650706835232
