study_name,model_number,subgroup,model_type,condition,model_name,subject_count,wave_count,parameter_count,ll,aic,bic,a_gamma_00_est,a_gamma_00_pval,a_gamma_00_se,a_gamma_00_wald,a_gamma_01_est,a_gamma_01_pval,a_gamma_01_se,a_gamma_01_wald,a_gamma_02_est,a_gamma_02_pval,a_gamma_02_se,a_gamma_02_wald,a_gamma_03_est,a_gamma_03_pval,a_gamma_03_se,a_gamma_03_wald,a_gamma_04_est,a_gamma_04_pval,a_gamma_04_se,a_gamma_04_wald,a_gamma_05_est,a_gamma_05_pval,a_gamma_05_se,a_gamma_05_wald,a_gamma_06_est,a_gamma_06_pval,a_gamma_06_se,a_gamma_06_wald,a_gamma_10_est,a_gamma_10_pval,a_gamma_10_se,a_gamma_10_wald,a_gamma_11_est,a_gamma_11_pval,a_gamma_11_se,a_gamma_11_wald,a_gamma_12_est,a_gamma_12_pval,a_gamma_12_se,a_gamma_12_wald,a_gamma_13_est,a_gamma_13_pval,a_gamma_13_se,a_gamma_13_wald,a_gamma_14_est,a_gamma_14_pval,a_gamma_14_se,a_gamma_14_wald,a_gamma_15_est,a_gamma_15_pval,a_gamma_15_se,a_gamma_15_wald,a_gamma_16_est,a_gamma_16_pval,a_gamma_16_se,a_gamma_16_wald,a_sigma_00_est,a_sigma_00_pval,a_sigma_00_se,a_sigma_00_wald,aa_tau_00_est,aa_tau_00_pval,aa_tau_00_se,aa_tau_00_wald,aa_tau_01_est,aa_tau_01_pval,aa_tau_01_se,aa_tau_01_wald,aa_tau_11_est,aa_tau_11_pval,aa_tau_11_se,aa_tau_11_wald,ab_sigma_00_est,ab_sigma_00_pval,ab_sigma_00_se,ab_sigma_00_wald,ab_tau_00_est,ab_tau_00_pval,ab_tau_00_se,ab_tau_00_wald,ab_tau_01_est,ab_tau_01_pval,ab_tau_01_se,ab_tau_01_wald,ab_tau_10_est,ab_tau_10_pval,ab_tau_10_se,ab_tau_10_wald,ab_tau_11_est,ab_tau_11_pval,ab_tau_11_se,ab_tau_11_wald,b_gamma_00_est,b_gamma_00_pval,b_gamma_00_se,b_gamma_00_wald,b_gamma_01_est,b_gamma_01_pval,b_gamma_01_se,b_gamma_01_wald,b_gamma_02_est,b_gamma_02_pval,b_gamma_02_se,b_gamma_02_wald,b_gamma_03_est,b_gamma_03_pval,b_gamma_03_se,b_gamma_03_wald,b_gamma_04_est,b_gamma_04_pval,b_gamma_04_se,b_gamma_04_wald,b_gamma_05_est,b_gamma_05_pval,b_gamma_05_se,b_gamma_05_wald,b_gamma_06_est,b_gamma_06_pval,b_gamma_06_se,b_gamma_06_wald,b_gamma_10_est,b_gamma_10_pval,b_gamma_10_se,b_gamma_10_wald,b_gamma_11_est,b_gamma_11_pval,b_gamma_11_se,b_gamma_11_wald,b_gamma_12_est,b_gamma_12_pval,b_gamma_12_se,b_gamma_12_wald,b_gamma_13_est,b_gamma_13_pval,b_gamma_13_se,b_gamma_13_wald,b_gamma_14_est,b_gamma_14_pval,b_gamma_14_se,b_gamma_14_wald,b_gamma_15_est,b_gamma_15_pval,b_gamma_15_se,b_gamma_15_wald,b_gamma_16_est,b_gamma_16_pval,b_gamma_16_se,b_gamma_16_wald,b_sigma_00_est,b_sigma_00_pval,b_sigma_00_se,b_sigma_00_wald,bb_tau_00_est,bb_tau_00_pval,bb_tau_00_se,bb_tau_00_wald,bb_tau_10_est,bb_tau_10_pval,bb_tau_10_se,bb_tau_10_wald,bb_tau_11_est,bb_tau_11_pval,bb_tau_11_se,bb_tau_11_wald,er_tau_00_est,er_tau_00_pval,er_tau_00_se,er_tau_00_wald,er_sigma_00_est,er_sigma_00_pval,er_sigma_00_se,er_sigma_00_wald,er_tau_11_est,er_tau_11_pval,er_tau_11_se,er_tau_11_wald,error_count,error_1,error_2,error_3,process_a,process_b,process_b_cell,process_b_row,process_b_domain,outcome_count,cr_levels_est,cr_levels_z,cr_levels_ztest,cr_levels_zpval,cr_levels_zeta_lo,cr_levels_zeta_hi,cr_levels_ci95_lo,cr_levels_ci95_hi,cr_slopes_est,cr_slopes_z,cr_slopes_ztest,cr_slopes_zpval,cr_slopes_zeta_lo,cr_slopes_zeta_hi,cr_slopes_ci95_lo,cr_slopes_ci95_hi,cr_resid_est,cr_resid_z,cr_resid_ztest,cr_resid_zpval,cr_resid_zeta_lo,cr_resid_zeta_hi,cr_resid_ci95_lo,cr_resid_ci95_hi
octo,b1,female,a,dem_ever_0,b1_female_a_gait_symbol,280.0,5,21.0,-5000.845,10043.689,10120.02,10.705,0.0,0.405,26.413,0.393,0.0,0.085,4.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.361,0.0,1.136,24.972,-0.005,0.923,0.055,-0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.051,0.0,2.644,4.558,13.441,0.002,4.413,3.046,2.712,0.434,3.467,0.782,0.591,0.75,1.853,0.319,-1.755,0.176,1.297,-1.353,-16.95,0.044,8.4,-2.018,-0.894,0.205,0.706,-1.267,-2.795,0.162,1.997,-1.399,-0.189,0.762,0.623,-0.303,0.452,0.002,0.148,3.06,-0.957,0.0,0.274,-3.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.532,0.0,0.144,-3.682,0.002,0.968,0.04,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.049,0.0,2.385,11.761,92.182,0.0,12.884,7.155,-2.131,0.055,1.111,-1.918,0.673,0.012,0.267,2.522,-0.482,0.004,0.166,-2.908,-0.095,0.16,0.068,-1.406,-0.299,0.559,0.512,-0.585,NA,NA,NA,NA,gait,symbol,symbol,substitution,perceptual speed,2,-0.4815383150365623,-0.5249850499951957,-8.737492595305183,0.5995935837211186,-0.6427478725886497,-0.4072222274017416,-0.5667676431919063,-0.3861115623400614,-0.29968191251009646,-0.3091700941477019,-5.1456158767379625,2.666445450197458e-7,-0.426932916741156,-0.1914072715542478,-0.4027549199483924,-0.1891035135070875,-0.095456803283789,-0.095748332974360445,-1.5935698557205495,0.1110324106104652,-0.21351115556781453,0.02201448961909365,-0.21032480023571357,0.02201093395744634
octo,b1,female,ae,dem_ever_0,b1_female_ae_gait_symbol,279.0,5,25.0,-4977.882,10005.763,10096.544,10.724,0.0,0.408,26.3,0.392,0.0,0.089,4.412,-0.334,0.002,0.11,-3.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.012,0.0,1.051,26.65,-0.006,0.92,0.055,-0.1,-0.011,0.737,0.034,-0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.921,0.0,2.634,4.527,12.836,0.002,4.178,3.073,2.778,0.434,3.552,0.782,0.647,0.746,2.0,0.323,-1.818,0.178,1.35,-1.346,-12.828,0.06,6.831,-1.878,-0.89,0.219,0.724,-1.23,-2.416,0.182,1.811,-1.334,-0.178,0.775,0.623,-0.286,0.459,0.003,0.153,2.992,-0.91,0.001,0.278,-3.277,1.625,0.0,0.357,4.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,0.0,0.147,-3.547,0.008,0.858,0.042,0.179,-0.021,0.722,0.059,-0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.143,0.0,2.387,11.789,77.262,0.0,10.166,7.6,-2.259,0.039,1.096,-2.062,0.678,0.008,0.256,2.644,-0.407,0.012,0.162,-2.513,-0.099,0.158,0.07,-1.412,-0.269,0.609,0.526,-0.511,NA,NA,NA,NA,gait,symbol,symbol,substitution,perceptual speed,2,-0.40734381267453085,-0.43242247019033847,-7.183941619490091,0.6654343896783242,-0.5503984383384574,-0.31444650204221963,-0.5008187730072509,-0.3044768237537091,-0.26875281076659313,-0.2755190517074381,-4.577266259203129,4.71091699415333e-6,-0.39349501985555696,-0.15754308355931929,-0.3743693372604131,-0.15625249773252836,-0.09925498762601866,-0.09958286646459932,-1.6543948298252498,0.0980473162787454,-0.2175588346127182,0.018393101683519528,-0.21419011228416793,0.01839102779744768
octo,b1,female,aeh,dem_ever_0,b1_female_aeh_gait_symbol,266.0,5,29.0,-4848.954,9755.908,9859.83,10.635,0.0,0.412,25.833,0.348,0.0,0.092,3.769,-0.342,0.002,0.108,-3.165,-4.635,0.456,6.222,-0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.533,0.0,1.079,26.433,0.0,0.997,0.052,-0.004,-0.013,0.707,0.035,-0.376,0.566,0.737,1.683,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.654,0.0,2.587,4.505,12.489,0.002,4.119,3.032,3.108,0.396,3.665,0.848,0.838,0.704,2.204,0.38,-1.969,0.162,1.409,-1.398,-10.395,0.078,5.891,-1.764,-1.147,0.142,0.782,-1.467,-2.213,0.162,1.584,-1.397,-0.272,0.693,0.689,-0.395,0.484,0.004,0.166,2.91,-0.829,0.004,0.289,-2.867,1.627,0.0,0.365,4.46,6.909,0.569,12.124,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.539,0.001,0.156,-3.464,0.011,0.8,0.043,0.254,-0.027,0.648,0.06,-0.456,0.911,0.639,1.94,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.821,0.0,2.4,11.592,71.167,0.0,9.484,7.504,-1.981,0.054,1.026,-1.93,0.716,0.009,0.276,2.599,-0.349,0.022,0.152,-2.293,-0.109,0.138,0.074,-1.484,-0.352,0.402,0.42,-0.838,NA,NA,NA,NA,gait,symbol,symbol,substitution,perceptual speed,2,-0.3486754190001074,-0.36393505618889155,-5.902034793815152,0.7159065060402723,-0.48479161291222156,-0.24307849946556154,-0.45007283612494087,-0.23840140511455393,-0.3511481490762819,-0.36675278648739235,-5.947730700209801,2.7188541839779227e-9,-0.48760934321072236,-0.24589622976406234,-0.45231693943903384,-0.24105719800376457,-0.10935076890266784,-0.10978978018814498,-1.7804910289802625,0.07499563618964877,-0.23064633691147496,0.011066776535185022,-0.22664157893061956,0.011066324761540295
octo,b1,female,aehplus,dem_ever_0,b1_female_aehplus_gait_symbol,266.0,5,41.0,-4833.55,9749.101,9896.024,10.268,0.0,0.509,20.175,0.323,0.001,0.093,3.472,-0.312,0.02,0.134,-2.333,-4.555,0.455,6.092,-0.748,0.017,0.983,0.791,0.021,0.774,0.146,0.533,1.453,1.6,0.27,1.451,1.103,28.216,0.0,1.266,22.288,-0.008,0.872,0.051,-0.161,-0.026,0.53,0.042,-0.627,0.739,0.641,1.583,0.467,0.076,0.597,0.144,0.529,-0.172,0.487,0.248,-0.694,0.951,0.219,0.773,1.23,11.494,0.0,2.523,4.556,12.092,0.003,4.009,3.016,3.129,0.388,3.622,0.864,0.876,0.701,2.28,0.384,-2.116,0.163,1.516,-1.396,-10.726,0.045,5.358,-2.002,-0.897,0.23,0.747,-1.2,-2.104,0.179,1.566,-1.343,-0.267,0.68,0.648,-0.413,0.515,0.031,0.239,2.158,-0.804,0.005,0.286,-2.809,1.747,0.0,0.407,4.295,7.076,0.563,12.221,0.579,-0.736,0.69,1.843,-0.4,1.219,0.339,1.275,0.957,-3.051,0.364,3.36,-0.908,-0.133,0.478,0.187,-0.71,-0.009,0.841,0.044,-0.2,-0.04,0.513,0.062,-0.654,1.105,0.552,1.857,0.595,-0.39,0.177,0.289,-1.35,-0.741,0.0,0.199,-3.721,1.373,0.006,0.497,2.763,27.756,0.0,2.417,11.481,70.577,0.0,9.591,7.358,-1.465,0.154,1.029,-1.425,0.47,0.048,0.238,1.976,-0.367,0.009,0.141,-2.598,-0.118,0.134,0.079,-1.497,-0.417,0.346,0.442,-0.942,NA,NA,NA,NA,gait,symbol,symbol,substitution,perceptual speed,2,-0.36716149233988776,-0.38513834932217894,-6.24589442395524,0.7001349167072077,-0.5059949060455089,-0.26428179259884893,-0.466818756136089,-0.25829605750937445,-0.41611203735343744,-0.44298063695400786,-7.183938694083834,6.773124491167844e-13,-0.5638371936773379,-0.32212408023067785,-0.5108189204083218,-0.31142626147240476,-0.11846815572671834,-0.11902709186256676,-1.9302950502654654,0.05357029000296624,-0.23988364858589675,0.0018294648607632413,-0.23538584775913732,0.0018294628197285776
octo,b1,male,a,dem_ever_0,b1_male_a_gait_symbol,144.0,5,21.0,-2260.331,4562.663,4625.029,9.855,0.0,0.47,20.988,0.395,0.001,0.124,3.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.972,0.0,1.572,17.156,-0.015,0.692,0.038,-0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.243,0.0,1.588,4.56,5.64,0.003,1.889,2.985,0.339,0.538,0.55,0.616,0.055,0.695,0.141,0.392,-2.959,0.024,1.315,-2.25,-12.906,0.001,3.862,-3.342,-0.234,0.737,0.697,-0.336,-0.307,0.663,0.704,-0.436,-0.027,0.865,0.157,-0.17,0.366,0.001,0.107,3.418,-0.771,0.053,0.399,-1.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54,0.004,0.19,-2.846,0.029,0.68,0.069,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.062,0.0,2.439,7.405,103.961,0.0,14.487,7.176,-2.437,0.049,1.239,-1.967,0.496,0.054,0.257,1.929,-0.533,0.0,0.112,-4.748,-0.259,0.007,0.096,-2.688,-0.162,0.842,0.812,-0.199,NA,NA,NA,NA,gait,symbol,symbol,substitution,perceptual speed,2,-0.532987329231854,-0.5943086119648692,-7.0570237637435325,0.552305719650807,-0.7593673554450286,-0.4292498684847097,-0.6407041695360987,-0.404694222258241,-0.16347132439756293,-0.16495126807903956,-1.9586877848612136,0.050149361840026635,-0.33001001155919907,1.0747540111993859e-4,-0.31852977270568567,1.0747540070612384e-4,-0.2587037974042822,-0.2647187295985875,-3.1433607520997175,0.0016701986012758747,-0.42977747307874703,-0.099659986118428,-0.4051353229124079,-0.09933134694687898
octo,b1,male,ae,dem_ever_0,b1_male_ae_gait_symbol,144.0,5,25.0,-2244.259,4538.518,4612.763,9.937,0.0,0.486,20.459,0.381,0.003,0.128,2.969,-0.081,0.417,0.1,-0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.61,0.0,1.348,18.993,-0.01,0.798,0.04,-0.255,0.013,0.657,0.029,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.198,0.0,1.508,4.772,5.608,0.002,1.842,3.045,0.36,0.522,0.561,0.641,0.058,0.674,0.139,0.42,-2.988,0.018,1.258,-2.375,-11.552,0.001,3.432,-3.365,-0.159,0.814,0.676,-0.235,-0.449,0.55,0.75,-0.598,-0.021,0.893,0.153,-0.135,0.358,0.001,0.106,3.39,-0.611,0.098,0.37,-1.653,1.514,0.0,0.249,6.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.517,0.006,0.19,-2.73,0.03,0.655,0.066,0.447,0.002,0.972,0.046,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.31,0.0,2.453,7.465,83.183,0.0,13.002,6.398,-2.436,0.073,1.357,-1.796,0.435,0.096,0.262,1.663,-0.535,0.0,0.115,-4.632,-0.26,0.005,0.093,-2.806,-0.129,0.878,0.842,-0.153,NA,NA,NA,NA,gait,symbol,symbol,substitution,perceptual speed,2,-0.5348547882666334,-0.5969207074669939,-7.088040679299774,0.5505603212734763,-0.7619794509471534,-0.4318619639868344,-0.642241418840328,-0.4068762039797682,-0.13220889319090218,-0.13298737551041542,-1.5791375900680413,0.1143045012237545,-0.2980461189905749,0.03207136796974408,-0.2895235276680625,0.03206037658132127,-0.2602738281717792,-0.26640211031634475,-3.1633497906050905,0.0015596481343307569,-0.43146085379650423,-0.10134336683618525,-0.4065414422617524,-0.10099783799211405
octo,b1,male,aeh,dem_ever_0,b1_male_aeh_gait_symbol,134.0,5,29.0,-2131.604,4321.208,4405.246,9.995,0.0,0.45,22.191,0.266,0.014,0.109,2.451,-0.103,0.277,0.095,-1.086,-5.97,0.19,4.556,-1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.985,0.0,1.389,18.702,-0.024,0.486,0.035,-0.697,0.001,0.966,0.026,0.042,0.497,0.641,1.066,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.381,0.0,1.179,5.412,4.609,0.003,1.528,3.017,0.202,0.587,0.371,0.544,0.051,0.57,0.09,0.569,-2.435,0.03,1.12,-2.174,-9.953,0.001,3.122,-3.188,-0.161,0.776,0.566,-0.285,-0.294,0.59,0.546,-0.539,-0.012,0.928,0.129,-0.09,0.379,0.0,0.103,3.667,-0.548,0.175,0.404,-1.357,1.559,0.0,0.246,6.327,22.773,0.068,12.488,1.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,0.002,0.189,-3.118,0.064,0.341,0.068,0.952,0.033,0.441,0.043,0.771,-2.187,0.219,1.779,-1.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.827,0.0,2.579,6.912,81.299,0.0,13.127,6.193,-2.679,0.031,1.242,-2.158,0.351,0.156,0.247,1.419,-0.514,0.0,0.127,-4.047,-0.228,0.013,0.092,-2.495,-0.087,0.924,0.902,-0.096,NA,NA,NA,NA,gait,symbol,symbol,substitution,perceptual speed,2,-0.5141715564601061,-0.5683840881044029,-6.505453234091061,0.5697741925355835,-0.7396269365246205,-0.39714123968418524,-0.6289197123743135,-0.37750024296232326,-0.089689705866175,-0.08993136861226286,-1.029311560666733,0.30333329253204055,-0.26117421703248056,0.0813114798079548,-0.2553934891319792,0.08113275396780535,-0.2283050200418353,-0.23240054862529072,-2.659945857564592,0.007815321359293961,-0.4036433970455084,-0.06115770020507305,-0.38306207081413013,-0.06108156545454588
octo,b1,male,aehplus,dem_ever_0,b1_male_aehplus_gait_symbol,134.0,5,41.0,-2117.354,4316.708,4435.52,8.532,0.0,0.58,14.703,0.299,0.007,0.111,2.705,-0.084,0.38,0.095,-0.878,-5.704,0.178,4.235,-1.347,0.906,0.139,0.612,1.481,1.3,0.018,0.552,2.356,1.109,0.18,0.827,1.341,31.533,0.0,2.455,12.843,-0.012,0.737,0.034,-0.336,0.007,0.794,0.025,0.261,0.959,0.362,1.052,0.912,-0.104,0.462,0.141,-0.735,0.218,0.126,0.143,1.529,0.11,0.622,0.223,0.493,6.376,0.0,1.178,5.413,3.854,0.004,1.348,2.858,0.141,0.689,0.352,0.401,0.037,0.614,0.074,0.505,-2.512,0.029,1.15,-2.184,-7.591,0.007,2.819,-2.693,-0.187,0.741,0.566,-0.33,-0.246,0.676,0.587,-0.418,0.001,0.996,0.114,0.005,0.325,0.017,0.136,2.392,-0.634,0.125,0.413,-1.534,1.646,0.0,0.248,6.631,23.14,0.054,12.032,1.923,-6.121,0.01,2.377,-2.575,-1.467,0.437,1.889,-0.777,-2.581,0.254,2.262,-1.141,-0.645,0.06,0.342,-1.883,0.053,0.447,0.07,0.76,0.025,0.563,0.043,0.579,-2.31,0.222,1.89,-1.222,0.217,0.484,0.31,0.7,-0.164,0.545,0.271,-0.605,-0.087,0.846,0.448,-0.194,17.908,0.0,2.66,6.732,71.495,0.0,11.183,6.393,-2.523,0.033,1.187,-2.126,0.346,0.173,0.254,1.363,-0.457,0.002,0.145,-3.146,-0.235,0.012,0.093,-2.525,0.005,0.996,1.007,0.005,NA,NA,NA,NA,gait,symbol,symbol,substitution,perceptual speed,2,-0.45730431682457373,-0.4938974615262984,-5.652914825802517,0.6213785974249488,-0.6651403099465161,-0.3226546131060807,-0.5817740976382793,-0.31190526073243385,0.008838144311777256,0.008838374446614472,0.10115981926868181,0.9194235926209567,-0.1624044739736032,0.18008122286683215,-0.16099156091674705,0.17815951404226293,-0.23508338633070855,-0.23956346996647332,-2.7419292395412826,0.006107949801960611,-0.410806318386691,-0.06832062154625565,-0.389157101738429,-0.06821451942136075
octo,b1,female,a,dem_ever_0,b1_female_a_gait_synonyms,283.0,5,21.0,-4460.225,8962.45,9039.004,10.637,0.0,0.402,26.429,0.393,0.0,0.087,4.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.614,0.0,0.64,27.542,-0.002,0.972,0.06,-0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.961,0.0,3.261,3.668,13.159,0.001,4.073,3.231,2.771,0.439,3.582,0.773,0.644,0.752,2.04,0.316,-1.357,0.164,0.974,-1.393,-4.428,0.112,2.782,-1.591,-0.445,0.311,0.439,-1.013,-0.598,0.497,0.881,-0.679,-0.164,0.556,0.277,-0.59,0.437,0.01,0.17,2.574,-0.26,0.104,0.16,-1.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.101,0.186,0.077,-1.322,-0.007,0.736,0.021,-0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.897,0.0,0.587,11.744,25.392,0.0,2.883,8.808,-0.157,0.662,0.358,-0.438,0.202,0.008,0.076,2.659,-0.242,0.101,0.147,-1.642,-0.149,0.108,0.093,-1.607,-0.453,0.097,0.273,-1.658,NA,NA,NA,NA,gait,synonyms,synon,synonyms,semantic memory,2,-0.24224103536102387,-0.24715348376642954,-4.135668805720203,0.8047894432481731,-0.3642837351457948,-0.13002323238706426,-0.34898167022534954,-0.1292954276787772,-0.45470028838110377,-0.49060979896849843,-8.209472148457227,2.221629894566234e-16,-0.6077400503478637,-0.37347954758913315,-0.5425343062669195,-0.3570314810517829,-0.14940529503569105,-0.1505320975524337,-2.5188837746489847,0.011772750991411191,-0.26766234893179897,-0.03340184617306845,-0.2614483092561997,-0.03338942975319207
octo,b1,female,ae,dem_ever_0,b1_female_ae_gait_synonyms,283.0,5,25.0,-4425.694,8901.388,8992.524,10.681,0.0,0.411,26.018,0.388,0.0,0.091,4.261,-0.342,0.001,0.107,-3.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.175,0.0,0.55,31.209,-0.002,0.975,0.06,-0.031,-0.01,0.743,0.029,-0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.873,0.0,3.289,3.61,12.674,0.001,3.916,3.237,2.811,0.438,3.626,0.775,0.681,0.75,2.134,0.319,-1.359,0.184,1.023,-1.329,-1.14,0.682,2.779,-0.41,-0.501,0.288,0.471,-1.062,-0.143,0.818,0.624,-0.23,-0.177,0.534,0.285,-0.622,0.438,0.012,0.175,2.504,-0.191,0.129,0.126,-1.518,1.332,0.0,0.136,9.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,0.242,0.077,-1.171,-0.008,0.698,0.022,-0.388,-0.019,0.535,0.031,-0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.887,0.0,0.586,11.758,17.751,0.0,2.245,7.905,-0.118,0.69,0.295,-0.399,0.206,0.009,0.079,2.599,-0.076,0.687,0.188,-0.404,-0.15,0.122,0.097,-1.546,-0.473,0.081,0.271,-1.744,NA,NA,NA,NA,gait,synonyms,synon,synonyms,semantic memory,2,-0.07600402426627671,-0.07615088218674493,-1.2742479822191055,0.9392990594957288,-0.1932811335661102,0.04097936919262034,-0.1909097238015467,0.04095644558709391,-0.4725699480065882,-0.5133740817933216,-8.590391457902141,8.667351539486733e-18,-0.6305043331726868,-0.3962438304139563,-0.5583993904083705,-0.3767304597119955,-0.15028795720938692,-0.15143503434309352,-2.5339927970336253,0.011277104975555693,-0.2685652857224588,-0.034304782963728256,-0.26228932683665057,-0.034291332464982074
octo,b1,female,aeh,dem_ever_0,b1_female_aeh_gait_synonyms,268.0,5,29.0,-4314.242,8686.483,8790.622,10.642,0.0,0.409,26.044,0.346,0.0,0.093,3.708,-0.346,0.001,0.108,-3.204,-4.168,0.505,6.251,-0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.316,0.0,0.557,31.108,0.004,0.94,0.054,0.075,-0.011,0.711,0.03,-0.37,0.624,0.743,1.905,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.554,0.0,2.925,3.95,12.363,0.001,3.82,3.236,3.179,0.389,3.687,0.862,0.906,0.692,2.287,0.396,-1.245,0.175,0.918,-1.356,-1.364,0.626,2.803,-0.487,-0.513,0.348,0.546,-0.939,-0.308,0.654,0.686,-0.448,-0.218,0.521,0.34,-0.641,0.476,0.008,0.178,2.67,-0.147,0.258,0.13,-1.132,1.283,0.0,0.14,9.178,10.478,0.127,6.872,1.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.079,0.335,0.082,-0.965,-0.009,0.701,0.022,-0.384,-0.02,0.535,0.032,-0.62,0.306,0.785,1.121,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.814,0.0,0.597,11.417,17.33,0.0,2.293,7.558,-0.107,0.729,0.309,-0.347,0.22,0.013,0.089,2.474,-0.093,0.635,0.196,-0.475,-0.14,0.124,0.091,-1.538,-0.489,0.056,0.256,-1.909,NA,NA,NA,NA,gait,synonyms,synon,synonyms,semantic memory,2,-0.09318653304513722,-0.09345768277040861,-1.5213808511466804,0.9255399667608221,-0.21385731325774548,0.02694194771692826,-0.21065562101471758,0.026935430838268364,-0.4882936250438652,-0.5338172752326662,-8.689915654611353,3.627086720678213e-18,-0.6542169057200031,-0.4134176447453293,-0.5745019156888045,-0.3913707058150835,-0.14031435531721181,-0.1412462303339556,-2.2993220434818396,0.02148665900130736,-0.2616458608212925,-0.02084659984661874,-0.25583431642874754,-0.020843580527979872
