"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 5.21","0.1","02/24/2015"," 5:35 PM","b1_male_age_pek_digitbackward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_pek_digitbackward.out","octo","b1","male","age","pek","digitbackward",158,5,NA,NA,-2881.447,5804.895,5869.209,5802.734,NA,TRUE,TRUE,NA,0,48.954,16.498,2.967,0.003,0.361,0.43,0.84,0.401,-5.23,3.879,-1.348,0.178,-1.976,2.178,-0.907,0.364,-5.219,5.004,-1.043,0.297,9680.47,1536.9,6.299,0,31.081,21.342,1.456,0.145,-261.817,166.197,-1.575,0.115,3447.644,429.091,8.035,0,1.567,0.305,5.135,0,0.025,0.016,1.584,0.113,-0.13,0.059,-2.196,0.028,0.973,0.133,7.347,0,432.049,14.942,28.914,0,-10.444,2.368,-4.411,0,3.523,0.175,20.1,0,-0.047,0.039,-1.203,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.443,4.106,-3.031,0.002,0.716,0.867,0.826,0.409,-0.076,0.042,-1.815,0.07,-0.001,0.012,-0.113,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 5:32 PM","b1_male_age_pek_digitforward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_pek_digitforward.out","octo","b1","male","age","pek","digitforward",158,5,NA,NA,-2768.627,5579.254,5643.568,5577.093,NA,TRUE,TRUE,NA,0,2.401,12.231,0.196,0.844,0.197,0.277,0.711,0.477,0.689,2.523,0.273,0.785,0.706,1.759,0.401,0.688,0.557,2.748,0.203,0.839,9626.924,1512.819,6.364,0,32.003,19.115,1.674,0.094,-258.245,157.643,-1.638,0.101,3436.356,419.932,8.183,0,0.912,0.171,5.331,0,0.014,0.007,2.029,0.042,-0.069,0.028,-2.488,0.013,0.568,0.082,6.907,0,434.375,15.047,28.868,0,-10.317,2.394,-4.309,0,5.7,0.132,43.199,0,-0.045,0.029,-1.54,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.512,4.248,-2.945,0.003,0.526,0.918,0.574,0.566,-0.05,0.028,-1.795,0.073,-0.018,0.009,-2.095,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 5:45 PM","b1_male_age_pek_digitsymbol.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_pek_digitsymbol.out","octo","b1","male","age","pek","digitsymbol",142,5,NA,NA,-3344.066,6730.131,6792.204,6725.758,NA,TRUE,TRUE,NA,0,393.177,112.136,3.506,0,2.549,1.612,1.581,0.114,4.501,13.197,0.341,0.733,-14.308,13.142,-1.089,0.276,-7.14,19.18,-0.372,0.71,9516.861,1482.486,6.42,0,30.89,16.784,1.84,0.066,-225.593,147.155,-1.533,0.125,3437.189,407.991,8.425,0,105.769,13.959,7.577,0,0.525,0.212,2.479,0.013,-2.705,1.22,-2.218,0.027,17.554,2.02,8.691,0,433.609,14.914,29.073,0,-11.036,2.327,-4.743,0,26.894,1.442,18.652,0,-0.53,0.206,-2.577,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.847,4.173,-3.078,0.002,0.931,0.857,1.087,0.277,-0.756,0.364,-2.074,0.038,0.031,0.072,0.432,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 5:39 PM","b1_male_age_pek_figurelogic.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_pek_figurelogic.out","octo","b1","male","age","pek","figurelogic",146,5,NA,NA,-3134.073,6310.146,6372.802,6306.349,NA,TRUE,TRUE,NA,0,134.895,48.411,2.786,0.005,1.149,0.826,1.392,0.164,-7.145,7.599,-0.94,0.347,-8.147,7.308,-1.115,0.265,-0.325,13.41,-0.024,0.981,9875.757,1556.028,6.347,0,42.14,22.724,1.854,0.064,-306.861,172.699,-1.777,0.076,3389.612,416.492,8.138,0,10.501,2.398,4.379,0,0.061,0.048,1.266,0.206,-0.401,0.345,-1.16,0.246,8.193,0.884,9.266,0,429.045,15.257,28.121,0,-10.008,2.386,-4.195,0,15.804,0.514,30.774,0,-0.061,0.109,-0.559,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.974,4.224,-2.835,0.005,0.621,0.889,0.699,0.485,-0.167,0.119,-1.409,0.159,0.018,0.031,0.595,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 5:55 PM","b1_male_age_pek_mirrecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_pek_mirrecall.out","octo","b1","male","age","pek","mirrecall",153,5,NA,NA,-3005.68,6053.359,6116.999,6050.532,NA,TRUE,TRUE,NA,0,96.965,24.904,3.894,0,0.608,0.498,1.222,0.222,-0.245,4.992,-0.049,0.961,-7.412,2.594,-2.857,0.004,-1.696,7.216,-0.235,0.814,10138.972,1598.004,6.345,0,40.233,18.126,2.22,0.026,-323.226,158.965,-2.033,0.042,3405.188,404.24,8.424,0,2.503,0.451,5.545,0,0.079,0.021,3.773,0,0.016,0.083,0.194,0.846,2.092,0.234,8.954,0,432.473,15.112,28.618,0,-9.933,2.318,-4.285,0,7.021,0.243,28.89,0,-0.089,0.068,-1.305,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.809,4.173,-3.309,0.001,0.778,0.836,0.93,0.352,-0.268,0.071,-3.77,0,-0.014,0.02,-0.7,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 1:58 AM","b1_male_age_pek_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_pek_proserecall.out","octo","b1","male","age","pek","proserecall",153,5,NA,NA,-3044.635,6131.27,6194.909,6128.442,NA,TRUE,TRUE,NA,0,116.888,46.581,2.509,0.012,-0.59,0.625,-0.944,0.345,10.347,7.114,1.454,0.146,-6.79,6.682,-1.016,0.31,15.318,14.564,1.052,0.293,9819.579,1536.751,6.39,0,44.073,22.766,1.936,0.053,-308.441,171.336,-1.8,0.072,3381.825,420.33,8.046,0,13.174,1.586,8.308,0,0.021,0.022,0.96,0.337,0.1,0.225,0.447,0.655,4.268,0.596,7.164,0,432.493,15.002,28.83,0,-10.091,2.435,-4.144,0,10.58,0.471,22.472,0,-0.175,0.084,-2.068,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.542,4.212,-3.215,0.001,0.722,0.893,0.808,0.419,-0.352,0.113,-3.108,0.002,0.004,0.043,0.099,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 2:05 AM","b1_male_full_ped_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_full_ped_proserecall.out","octo","b1","male","full","ped","proserecall",153,5,NA,NA,-3008.571,6107.143,6243.513,6101.085,NA,TRUE,TRUE,NA,0,80.622,38.99,2.068,0.039,-0.432,0.075,-5.791,0,9.822,1.507,6.517,0,-8.963,1.696,-5.285,0,16.019,13.23,1.211,0.226,9315.908,1306.548,7.13,0,20.72,2.647,7.829,0,-343.222,54.765,-6.267,0,3335.57,375.779,8.876,0,9.881,1.309,7.551,0,0.016,0.003,5.92,0,0.164,0.046,3.597,0,4.039,0.533,7.577,0,418.741,66.967,6.253,0,8.314,6.525,1.274,0.203,12.606,1.78,7.081,0,0.113,0.31,0.365,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.452,16.296,-0.089,0.929,-4.52,1.734,-2.607,0.009,0.092,0.59,0.155,0.877,-0.29,0.134,-2.17,0.03,12.647,7.48,1.691,0.091,-10.548,1.321,-7.983,0,0.612,0.276,2.214,0.027,0.008,0.062,0.132,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","02/20/2015"," 2:28 PM","b1_male_full_pek_block.out"," unshared\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_full_pek_block.out","octo","b1","male","full","pek","block",151,5,NA,37,-3335.57,6745.14,6856.779,6739.678,6770.02495575221,TRUE,TRUE,NA,0,220.609,70.29,3.139,0.002,0.648,0.719,0.901,0.368,-2.376,6.126,-0.388,0.698,-13.281,9.124,-1.456,0.146,15.782,10.394,1.518,0.129,9168.599,1431.364,6.405,0,33.59,20.207,1.662,0.096,-271.198,149.724,-1.811,0.07,3376.311,420.926,8.021,0,37.386,4.814,7.765,0,0.046,0.038,1.208,0.227,0.129,0.422,0.307,0.759,8.848,0.961,9.209,0,453.263,45.586,9.943,0,-1.071,7.429,-0.144,0.885,16.09,2.628,6.123,0,-0.231,0.289,-0.8,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.859,4.081,-2.906,0.004,0.313,0.947,0.33,0.741,-0.463,0.214,-2.167,0.03,0.06,0.03,1.971,0.049,6.099,2.935,2.078,0.038,-0.251,1.296,-0.194,0.846,0.647,0.347,1.865,0.062,-0.082,0.067,-1.235,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.655,9.196,-1.376,0.169,-1.196,1.565,-0.765,0.445,-1.578,0.606,-2.603,0.009,0.025,0.075,0.333,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 2:05 AM","b1_male_full_pek_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_full_pek_proserecall.out","octo","b1","male","full","pek","proserecall",153,5,NA,NA,-3008.571,6107.143,6243.513,6101.085,NA,TRUE,TRUE,NA,0,80.622,38.99,2.068,0.039,-0.432,0.075,-5.791,0,9.822,1.507,6.517,0,-8.963,1.696,-5.285,0,16.019,13.23,1.211,0.226,9315.908,1306.548,7.13,0,20.72,2.647,7.829,0,-343.222,54.765,-6.267,0,3335.57,375.779,8.876,0,9.881,1.309,7.551,0,0.016,0.003,5.92,0,0.164,0.046,3.597,0,4.039,0.533,7.577,0,418.741,66.967,6.253,0,8.314,6.525,1.274,0.203,12.606,1.78,7.081,0,0.113,0.31,0.365,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.452,16.296,-0.089,0.929,-4.52,1.734,-2.607,0.009,0.092,0.59,0.155,0.877,-0.29,0.134,-2.17,0.03,12.647,7.48,1.691,0.091,-10.548,1.321,-7.983,0,0.612,0.276,2.214,0.027,0.008,0.062,0.132,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","11/06/2015","10:37 AM","b1_female_aehplus_gait_block.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_gait_block.out","octo","b1","female","aehplus","gait","block",272,5,NA,41,-4809.567,9701.133,9848.971,9718.971,9716.10691304348,TRUE,TRUE,NA,0,-8.524,2.937,-2.902,0.004,-0.206,0.614,-0.336,0.737,-0.499,1.111,-0.449,0.653,-1.965,3.277,-0.6,0.549,-1.658,0.651,-2.545,0.011,11.949,2.444,4.89,0,0.985,2.777,0.355,0.723,3.251,4.824,0.674,0.5,11.36,3.048,3.727,0,32.437,4.053,8.003,0,0.178,0.156,1.138,0.255,-0.438,0.827,-0.53,0.596,10.941,0.828,13.22,0,10.261,0.449,22.839,0,0.525,0.365,1.439,0.15,14.652,0.775,18.906,0,-0.22,0.12,-1.836,0.066,-0.433,0.12,-3.602,0,-0.493,0.61,-0.808,0.419,-0.149,0.05,-2.978,0.003,0.329,0.091,3.617,0,0.007,0.065,0.112,0.91,-0.608,0.141,-4.305,0,-0.003,0.027,-0.102,0.919,-0.304,0.126,-2.417,0.016,-0.027,0.058,-0.459,0.646,0.779,0.193,4.047,0,-0.038,0.034,-1.119,0.263,-0.044,0.052,-0.847,0.397,0.009,0.026,0.35,0.726,-0.023,0.067,-0.345,0.73,0.012,0.009,1.352,0.177,0.043,0.734,0.059,0.953,0.08,0.212,0.378,0.706,-1.211,0.947,-1.279,0.201,0.012,0.147,0.079,0.937,0.775,0.507,1.528,0.126,-0.17,0.215,-0.789,0.43,-0.028,0.819,-0.035,0.972,-0.142,0.126,-1.127,0.26,1.501,1.428,1.051,0.293,0.979,0.963,1.017,0.309,0.993,2.464,0.403,0.687,-0.041,0.264,-0.156,0.876
"Mplus VERSION 7.31","0.1","11/06/2015","12:52 PM","b1_female_aehplus_gait_digitbackward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_gait_digitbackward.out","octo","b1","female","aehplus","gait","digitbackward",275,5,NA,41,-3890.437,7862.875,8011.163,7881.159,7877.65611587983,TRUE,TRUE,NA,0,-0.766,0.309,-2.477,0.013,0.012,0.039,0.32,0.749,0.048,0.065,0.732,0.464,-0.052,0.14,-0.368,0.713,0.111,0.208,0.532,0.595,11.873,2.432,4.881,0,1.168,3.529,0.331,0.741,3.462,5.381,0.643,0.52,11.005,3.274,3.361,0.001,0.532,0.141,3.786,0,0.002,0.005,0.541,0.589,-0.017,0.021,-0.798,0.425,1.166,0.1,11.636,0,10.274,0.446,23.02,0,0.552,0.428,1.291,0.197,3.858,0.132,29.22,0,-0.088,0.027,-3.326,0.001,-0.305,0.104,-2.937,0.003,0.232,0.447,0.52,0.603,0.031,0.055,0.557,0.577,0.322,0.092,3.503,0,-0.009,0.054,-0.169,0.865,-0.097,0.025,-3.907,0,0.009,0.006,1.584,0.113,-0.31,0.125,-2.473,0.013,-0.029,0.065,-0.442,0.659,0.119,0.038,3.091,0.002,0,0.007,0.023,0.982,-0.041,0.053,-0.788,0.431,0.01,0.03,0.335,0.738,-0.004,0.013,-0.306,0.76,0.001,0.003,0.432,0.666,0.034,0.743,0.045,0.964,0.06,0.23,0.259,0.796,-0.33,0.192,-1.717,0.086,0.049,0.029,1.647,0.1,0.732,0.509,1.438,0.151,-0.203,0.25,-0.814,0.416,0.057,0.145,0.391,0.696,-0.034,0.029,-1.15,0.25,1.564,1.442,1.085,0.278,1.032,1.049,0.984,0.325,-0.089,0.296,-0.3,0.764,0.041,0.056,0.73,0.466
"Mplus VERSION 7.31","0.1","11/06/2015","12:20 PM","b1_female_aehplus_gait_digitforward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_gait_digitforward.out","octo","b1","female","aehplus","gait","digitforward",275,5,NA,41,-3644.799,7371.598,7519.886,7389.883,7386.37911587983,TRUE,TRUE,NA,0,-0.275,0.216,-1.275,0.202,-0.009,0.009,-1.077,0.282,-0.047,0.032,-1.459,0.145,0.014,0.068,0.204,0.838,-0.104,0.09,-1.158,0.247,12.055,2.45,4.921,0,1.006,2.957,0.34,0.734,3.264,5.073,0.643,0.52,11.251,3.242,3.471,0.001,0.549,0.074,7.391,0,0.006,0.003,1.941,0.052,-0.038,0.014,-2.764,0.006,0.609,0.045,13.594,0,10.294,0.455,22.649,0,0.53,0.403,1.316,0.188,5.677,0.124,45.722,0,-0.078,0.021,-3.627,0,-0.107,0.081,-1.326,0.185,-0.122,0.181,-0.675,0.5,-0.04,0.036,-1.113,0.266,0.316,0.092,3.44,0.001,-0.006,0.053,-0.114,0.909,-0.08,0.021,-3.784,0,0.003,0.004,0.799,0.425,-0.309,0.125,-2.464,0.014,-0.027,0.062,-0.435,0.664,0.137,0.027,5.142,0,-0.012,0.005,-2.357,0.018,-0.043,0.053,-0.808,0.419,0.008,0.027,0.309,0.757,0.008,0.01,0.769,0.442,-0.002,0.002,-0.996,0.319,0.041,0.741,0.055,0.956,0.053,0.206,0.259,0.796,-0.153,0.144,-1.059,0.289,0.045,0.028,1.583,0.114,0.712,0.511,1.392,0.164,-0.207,0.242,-0.852,0.394,0.052,0.124,0.418,0.676,-0.004,0.023,-0.174,0.862,1.612,1.458,1.105,0.269,1.03,1.051,0.98,0.327,0.088,0.262,0.336,0.737,-0.005,0.047,-0.099,0.921
"Mplus VERSION 7.31","0.1","11/06/2015"," 9:41 AM","b1_female_aehplus_gait_digitsymbol.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_gait_digitsymbol.out","octo","b1","female","aehplus","gait","digitsymbol",265,5,NA,41,-4827.789,9737.578,9884.346,9754.355,9753.02194618834,TRUE,TRUE,NA,0,-10.777,5.249,-2.053,0.04,-0.264,0.661,-0.399,0.69,-0.896,0.757,-1.183,0.237,-2.098,1.522,-1.378,0.168,-2.119,1.57,-1.349,0.177,12.169,4.158,2.926,0.003,0.862,2.282,0.378,0.706,3.115,3.649,0.854,0.393,11.523,2.484,4.639,0,70.947,9.38,7.564,0,0.471,0.239,1.97,0.049,-1.488,1.099,-1.354,0.176,27.762,2.471,11.237,0,10.258,0.481,21.308,0,0.513,0.28,1.834,0.067,28.227,1.194,23.637,0,-0.132,0.197,-0.67,0.503,-0.367,0.136,-2.689,0.007,-0.415,0.459,-0.904,0.366,-0.118,0.082,-1.45,0.147,0.326,0.092,3.537,0,-0.008,0.057,-0.143,0.886,-0.807,0.27,-2.99,0.003,-0.009,0.046,-0.192,0.848,-0.311,0.126,-2.47,0.014,-0.026,0.048,-0.537,0.591,1.747,0.376,4.639,0,-0.04,0.062,-0.651,0.515,-0.045,0.053,-0.852,0.394,0.007,0.026,0.286,0.775,0.07,0.115,0.611,0.541,0.011,0.018,0.611,0.541,0.025,0.758,0.033,0.973,0.076,0.155,0.491,0.623,-0.745,1.722,-0.433,0.665,-0.389,0.282,-1.381,0.167,0.757,0.533,1.422,0.155,-0.172,0.245,-0.702,0.483,1.235,1.295,0.953,0.34,-0.741,0.198,-3.733,0,1.606,1.448,1.109,0.267,0.946,0.786,1.204,0.229,-3.061,3.348,-0.915,0.36,1.375,0.494,2.782,0.005
