"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:27 PM","b1_female_aehplus_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_female_aehplus_tug_reasoning_tug_waispicturecompletion.out","ilse","b1","female","aehplus","tug","waispicturecompletion",225,3,NA,37,-2293.967,4661.933,4788.329,4671.068,4676.97043315508,TRUE,TRUE,NA,0,0.27,0.845,0.319,0.75,0.001,0.009,0.123,0.902,-0.101,0.076,-1.331,0.183,0.02,0.095,0.209,0.835,-0.103,0.311,-0.33,0.742,1.359,0.568,2.392,0.017,0.002,0.009,0.166,0.868,-0.03,0.064,-0.471,0.638,1.749,0.268,6.521,0,7.568,1.648,4.592,0,0.017,0.017,0.988,0.323,-0.052,0.127,-0.413,0.679,6.454,0.662,9.755,0,4.804,1.59,3.021,0.003,0.207,0.2,1.038,0.299,9.198,2.207,4.167,0,0.345,0.287,1.203,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.157,0.221,-0.711,0.477,0.004,0.028,0.138,0.89,-0.191,0.302,-0.633,0.527,0.06,0.038,1.575,0.115,-0.478,0.374,-1.277,0.202,0.048,0.054,0.887,0.375,2.263,0.617,3.666,0,0.018,0.073,0.253,0.8,0.008,0.026,0.316,0.752,0,0.003,-0.152,0.879,-0.015,0.046,-0.318,0.751,0.008,0.006,1.488,0.137,-0.229,0.401,-0.571,0.568,0.049,0.052,0.94,0.347,-0.764,0.573,-1.332,0.183,0.054,0.074,0.723,0.47,0.657,0.408,1.609,0.108,-0.043,0.053,-0.809,0.418,-0.433,0.599,-0.722,0.47,0.04,0.077,0.518,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:27 PM","b1_female_aehplus_tug_speed_tug_waisdigitsymbolsubstitution.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_female_aehplus_tug_speed_tug_waisdigitsymbolsubstitution.out","ilse","b1","female","aehplus","tug","waisdigitsymbolsubstitution",225,3,NA,37,-2692.622,5459.245,5585.641,5468.38,5474.28243315508,TRUE,TRUE,NA,0,-1.447,2.005,-0.721,0.471,-0.001,0.019,-0.055,0.956,-0.141,0.137,-1.032,0.302,0.16,0.254,0.63,0.529,0.104,0.582,0.178,0.859,1.319,0.566,2.33,0.02,0.002,0.01,0.189,0.85,-0.03,0.066,-0.455,0.649,1.766,0.272,6.499,0,92.941,10.942,8.494,0,0.06,0.047,1.278,0.201,-0.469,0.651,-0.72,0.471,14.252,1.131,12.597,0,4.855,1.517,3.2,0.001,0.186,0.192,0.968,0.333,38.15,6.739,5.661,0,0.033,0.385,0.086,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.148,0.208,-0.71,0.478,0,0.027,0.018,0.986,-0.621,0.946,-0.657,0.512,0.058,0.054,1.075,0.282,-0.488,0.375,-1.302,0.193,0.048,0.052,0.908,0.364,8.917,1.567,5.689,0,-0.096,0.098,-0.978,0.328,0.008,0.026,0.321,0.748,0,0.003,-0.124,0.901,0.065,0.143,0.457,0.647,0.004,0.007,0.59,0.555,-0.234,0.368,-0.635,0.525,0.048,0.049,0.989,0.323,-0.154,1.545,-0.099,0.921,-0.064,0.096,-0.661,0.508,0.649,0.421,1.543,0.123,-0.041,0.055,-0.753,0.451,-0.792,1.877,-0.422,0.673,-0.025,0.109,-0.225,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:29 PM","b1_female_age_tug_fluency_tug_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_female_age_tug_fluency_tug_verbalfluencytest.out","ilse","b1","female","age","tug","verbalfluencytest",228,3,NA,23,-2754.03,5554.06,5632.935,5560.04,5559.47176470588,TRUE,TRUE,NA,0,-1.228,1.194,-1.029,0.304,0.005,0.016,0.302,0.763,-0.108,0.126,-0.853,0.393,-0.023,0.177,-0.131,0.896,-0.91,0.689,-1.321,0.187,1.49,0.368,4.053,0,0.011,0.01,1.114,0.265,-0.071,0.053,-1.346,0.178,0.132,0.412,0.321,0.748,50.8,6.97,7.288,0,0.032,0.071,0.445,0.656,-0.048,0.588,-0.082,0.935,26.199,2.457,10.663,0,5.313,1.255,4.233,0,0.229,0.137,1.676,0.094,25.623,5.178,4.948,0,-0.117,0.445,-0.263,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.177,-0.562,0.574,0.005,0.019,0.237,0.813,-0.732,0.733,-0.999,0.318,-0.006,0.061,-0.094,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:29 PM","b1_female_age_tug_knowledge_tug_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_female_age_tug_knowledge_tug_waisgeneralknowledge.out","ilse","b1","female","age","tug","waisgeneralknowledge",228,3,NA,23,-2247.566,4541.132,4620.007,4547.113,4546.54376470588,TRUE,TRUE,NA,0,-0.986,0.684,-1.441,0.15,-0.006,0.005,-1.278,0.201,-0.015,0.05,-0.293,0.769,0.163,0.08,2.028,0.043,0.052,0.219,0.236,0.814,1.522,0.434,3.506,0,0.011,0.01,1.047,0.295,-0.074,0.057,-1.303,0.192,0.089,0.457,0.194,0.846,18.532,2.481,7.471,0,0.015,0.008,1.804,0.071,-0.117,0.128,-0.92,0.358,2.942,0.348,8.458,0,5.525,1.177,4.693,0,0.21,0.12,1.758,0.079,13.003,2.386,5.449,0,0.383,0.168,2.282,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.068,0.165,-0.412,0.68,0.002,0.017,0.145,0.885,-0.133,0.333,-0.4,0.689,0.047,0.023,2.019,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:30 PM","b1_female_age_tug_reasoning_tug_lpsspacialability.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_female_age_tug_reasoning_tug_lpsspacialability.out","ilse","b1","female","age","tug","lpsspacialability",228,3,NA,23,-2561.867,5169.733,5248.608,5175.714,5175.14476470588,TRUE,TRUE,NA,0,-1.234,0.913,-1.352,0.176,-0.005,0.01,-0.484,0.629,0.054,0.079,0.683,0.494,0.091,0.116,0.782,0.434,-0.213,0.477,-0.448,0.655,1.493,0.374,3.988,0,0.012,0.011,1.131,0.258,-0.075,0.054,-1.392,0.164,0.097,0.408,0.239,0.811,33.125,4.623,7.165,0,0.027,0.029,0.947,0.344,0.133,0.331,0.402,0.688,11.494,0.876,13.117,0,5.414,1.219,4.441,0,0.228,0.123,1.853,0.064,11.357,3.755,3.024,0.002,0.097,0.316,0.307,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.081,0.169,-0.48,0.631,0.004,0.017,0.243,0.808,-1.225,0.522,-2.347,0.019,0.043,0.044,0.984,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:30 PM","b1_female_age_tug_reasoning_tug_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_female_age_tug_reasoning_tug_waisblockdesign.out","ilse","b1","female","age","tug","waisblockdesign",228,3,NA,23,-2663.535,5373.07,5451.944,5379.05,5378.48176470588,TRUE,TRUE,NA,0,-1.526,0.973,-1.568,0.117,-0.013,0.013,-0.96,0.337,0.029,0.107,0.269,0.788,0.17,0.133,1.277,0.202,0.387,0.446,0.867,0.386,1.539,0.404,3.808,0,0.012,0.011,1.075,0.282,-0.079,0.058,-1.355,0.175,0.077,0.446,0.173,0.863,50.923,6.538,7.789,0,0.089,0.044,2.009,0.045,-0.503,0.38,-1.322,0.186,14.764,1.718,8.592,0,5.363,1.215,4.413,0,0.224,0.124,1.805,0.071,19.486,4.708,4.139,0,-0.16,0.389,-0.41,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.084,0.169,-0.497,0.619,0.003,0.018,0.174,0.862,-0.831,0.663,-1.255,0.21,0.02,0.054,0.362,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:31 PM","b1_female_age_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_female_age_tug_reasoning_tug_waispicturecompletion.out","ilse","b1","female","age","tug","waispicturecompletion",228,3,NA,23,-2325.313,4696.626,4775.501,4702.607,4702.03776470588,TRUE,TRUE,NA,0,-0.439,0.579,-0.758,0.448,-0.007,0.007,-0.94,0.347,-0.018,0.06,-0.301,0.763,0.073,0.064,1.137,0.256,0,0.312,-0.001,1,1.569,0.414,3.786,0,0.01,0.01,0.99,0.322,-0.076,0.058,-1.3,0.193,0.071,0.465,0.153,0.878,8.84,1.741,5.077,0,0.02,0.017,1.181,0.238,-0.046,0.121,-0.381,0.703,6.445,0.633,10.181,0,5.351,1.204,4.443,0,0.238,0.127,1.869,0.062,9.111,2.145,4.248,0,0.452,0.238,1.899,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.095,0.168,-0.565,0.572,0.007,0.018,0.362,0.717,-0.249,0.302,-0.824,0.41,0.067,0.033,2.053,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:31 PM","b1_female_age_tug_speed_tug_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_female_age_tug_speed_tug_digitsymbolsubstitutiontest.out","ilse","b1","female","age","tug","digitsymbolsubstitutiontest",228,3,NA,23,-2729.545,5505.089,5583.964,5511.07,5510.50076470588,TRUE,TRUE,NA,0,-2.533,1.486,-1.704,0.088,-0.002,0.015,-0.143,0.886,-0.133,0.111,-1.202,0.229,0.232,0.191,1.217,0.223,-0.182,0.599,-0.304,0.761,1.485,0.371,3.999,0,0.012,0.01,1.188,0.235,-0.073,0.053,-1.373,0.17,0.123,0.403,0.305,0.76,111.855,13.3,8.41,0,0.065,0.044,1.476,0.14,-0.574,0.625,-0.919,0.358,14.269,1.109,12.871,0,5.462,1.167,4.683,0,0.2,0.119,1.685,0.092,39.786,6.712,5.927,0,-0.026,0.387,-0.066,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.072,0.163,-0.441,0.659,0,0.017,0.016,0.987,-0.792,0.957,-0.828,0.408,0.057,0.054,1.059,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:13 PM","b1_male_aeh_tug_fluency_tug_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aeh_tug_fluency_tug_verbalfluencytest.out","ilse","b1","male","aeh","tug","verbalfluencytest",253,3,NA,29,-2951.119,5960.238,6062.706,5970.771,5968.04069058296,TRUE,TRUE,NA,0,-0.792,1.148,-0.69,0.49,-0.003,0.017,-0.201,0.841,-0.05,0.12,-0.413,0.679,-0.106,0.176,-0.6,0.549,-0.37,0.582,-0.637,0.524,0.246,0.441,0.558,0.577,0.003,0.007,0.364,0.716,-0.002,0.051,-0.039,0.969,1.926,0.241,7.984,0,46.318,7.899,5.864,0,0.031,0.072,0.431,0.667,0.637,0.517,1.232,0.218,22.932,2.416,9.493,0,5.147,1.102,4.672,0,0.249,0.18,1.382,0.167,23.914,4.64,5.154,0,-0.068,0.431,-0.158,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.019,0.156,-0.12,0.905,0.005,0.024,0.212,0.832,-0.273,0.648,-0.421,0.673,0.012,0.06,0.198,0.843,-0.193,0.256,-0.755,0.45,0.014,0.042,0.33,0.741,5.456,1.228,4.444,0,0.008,0.113,0.072,0.943,-0.027,0.021,-1.299,0.194,0.001,0.003,0.292,0.771,0.152,0.092,1.647,0.1,-0.008,0.009,-0.918,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:14 PM","b1_male_aeh_tug_knowledge_tug_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aeh_tug_knowledge_tug_waisgeneralknowledge.out","ilse","b1","male","aeh","tug","waisgeneralknowledge",253,3,NA,29,-2368.249,4794.497,4896.965,4805.03,4802.29969058296,TRUE,TRUE,NA,0,-0.322,0.461,-0.698,0.485,-0.002,0.005,-0.393,0.694,-0.038,0.041,-0.932,0.351,-0.045,0.076,-0.59,0.555,-0.203,0.188,-1.079,0.28,0.284,0.422,0.674,0.5,0.002,0.007,0.315,0.753,0.002,0.051,0.037,0.971,1.868,0.238,7.84,0,11.621,1.486,7.822,0,0.009,0.008,1.014,0.311,-0.009,0.083,-0.107,0.915,2.802,0.214,13.122,0,5.19,1.053,4.929,0,0.235,0.177,1.327,0.185,14.386,2.019,7.125,0,0.052,0.191,0.275,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.013,0.15,-0.09,0.929,0.004,0.024,0.147,0.883,-0.226,0.289,-0.783,0.434,0.009,0.026,0.328,0.743,-0.235,0.258,-0.912,0.362,0.022,0.041,0.546,0.585,3.465,0.676,5.128,0,-0.059,0.049,-1.208,0.227,-0.024,0.021,-1.13,0.259,0,0.003,0.114,0.91,0.013,0.04,0.339,0.735,0.004,0.003,1.093,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:15 PM","b1_male_aeh_tug_reasoning_tug_lpsspacialability.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aeh_tug_reasoning_tug_lpsspacialability.out","ilse","b1","male","aeh","tug","lpsspacialability",253,3,NA,29,-2710.649,5479.298,5581.767,5489.832,5487.10069058296,TRUE,TRUE,NA,0,-1.289,0.793,-1.625,0.104,-0.004,0.013,-0.352,0.725,-0.097,0.073,-1.322,0.186,0.1,0.139,0.721,0.471,0.219,0.39,0.561,0.575,0.333,0.449,0.741,0.459,0.004,0.008,0.462,0.644,-0.009,0.053,-0.163,0.87,1.872,0.261,7.184,0,27.471,3.636,7.556,0,0.096,0.02,4.835,0,-0.182,0.274,-0.664,0.507,8.071,0.639,12.627,0,5.039,1.065,4.733,0,0.268,0.17,1.574,0.115,21.228,3.052,6.956,0,-0.648,0.322,-2.012,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.151,-0.199,0.842,0.008,0.023,0.329,0.742,0.03,0.435,0.07,0.944,-0.06,0.046,-1.304,0.192,-0.199,0.262,-0.759,0.448,0.017,0.044,0.378,0.705,3.468,0.915,3.79,0,-0.057,0.099,-0.576,0.565,-0.027,0.021,-1.266,0.205,0.001,0.003,0.271,0.786,0.085,0.066,1.296,0.195,0.008,0.008,1.011,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:16 PM","b1_male_aeh_tug_reasoning_tug_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aeh_tug_reasoning_tug_waisblockdesign.out","ilse","b1","male","aeh","tug","waisblockdesign",253,3,NA,29,-2897.695,5853.39,5955.858,5863.923,5861.19269058296,TRUE,TRUE,NA,0,-1.868,1.141,-1.636,0.102,0,0.014,-0.028,0.978,-0.132,0.101,-1.302,0.193,0.157,0.164,0.956,0.339,0.222,0.515,0.43,0.667,0.428,0.471,0.908,0.364,0.004,0.008,0.546,0.585,-0.015,0.054,-0.273,0.785,1.812,0.269,6.746,0,41.164,6.048,6.807,0,0.062,0.051,1.229,0.219,0.241,0.423,0.571,0.568,17.675,1.734,10.196,0,5.021,1.043,4.812,0,0.257,0.172,1.493,0.135,21.412,3.701,5.785,0,-0.741,0.418,-1.772,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.029,0.15,-0.192,0.848,0.006,0.024,0.243,0.808,-0.455,0.528,-0.863,0.388,-0.061,0.059,-1.027,0.304,-0.179,0.263,-0.68,0.497,0.017,0.04,0.432,0.666,6.022,1.123,5.362,0,-0.202,0.111,-1.824,0.068,-0.027,0.021,-1.292,0.196,0.001,0.003,0.276,0.783,0.156,0.073,2.13,0.033,0,0.009,0.03,0.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:17 PM","b1_male_aeh_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aeh_tug_reasoning_tug_waispicturecompletion.out","ilse","b1","male","aeh","tug","waispicturecompletion",253,3,NA,29,-2393.963,4845.926,4948.394,4856.459,4853.72869058296,TRUE,TRUE,NA,0,-0.348,0.479,-0.727,0.467,-0.001,0.008,-0.098,0.922,-0.054,0.055,-0.981,0.326,-0.026,0.101,-0.263,0.793,-0.089,0.268,-0.332,0.74,0.289,0.442,0.655,0.512,0.003,0.008,0.359,0.719,-0.003,0.052,-0.059,0.953,1.895,0.25,7.588,0,7.527,1.098,6.857,0,0.024,0.011,2.25,0.024,-0.032,0.098,-0.328,0.743,3.84,0.35,10.958,0,5.179,1.058,4.896,0,0.237,0.165,1.439,0.15,11.589,1.688,6.867,0,-0.01,0.223,-0.044,0.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.15,-0.068,0.946,0.003,0.022,0.136,0.892,-0.036,0.238,-0.151,0.88,-0.003,0.031,-0.098,0.922,-0.182,0.26,-0.7,0.484,0.014,0.041,0.348,0.728,1.906,0.609,3.129,0.002,-0.066,0.056,-1.174,0.24,-0.027,0.022,-1.232,0.218,0.001,0.003,0.192,0.847,0.038,0.034,1.12,0.263,0.001,0.004,0.204,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
