 0.19698094E-01  0.30657073E-01  0.31710074E+01  0.64762328E+00  0.17107759E-02  0.11185103E+02 -0.62579617E-01 -0.70019637E-02  0.88763114E-02  0.17421598E+00
-0.92619331E-02  0.18980656E-01 -0.48898227E-01 -0.91565095E-03 -0.15998255E-02 -0.40392621E-01 -0.18984102E-02 -0.10306834E-01  0.98952515E-02 -0.10461210E+00
 0.20300763E+00  0.86168700E+01 -0.47822182E+00  0.41991020E+00 -0.41495792E+00 -0.11208104E-01 -0.14075904E-02 -0.64040328E+00  0.20259801E+00 -0.26958190E-01
-0.36989797E-01  0.23719956E-01 -0.76203850E-03  0.56906277E-03  0.14237449E+00 -0.21819907E-01  0.48231877E+01  0.53735689E-02  0.36620193E-02 -0.27331282E-01
 0.12867339E+00  0.42092835E+00  0.42795310E+00  0.12266480E+00
 0.14807374E-02  0.94796021E-02  0.28838342E+00  0.33853611E-01  0.12118193E-01  0.47007404E+00  0.14642650E+00  0.14370076E-02  0.32634397E-02  0.13786579E+00
 0.19378440E-01  0.21796950E-01  0.20105332E-01  0.55513940E-03  0.97311286E-03  0.49783839E-01  0.67954278E-02  0.73311676E-02  0.69848347E-02  0.20006948E-01
 0.41175669E-01  0.20652891E+01  0.27746500E+00  0.30958149E+00  0.31831840E+00  0.65901985E-02  0.13471865E-01  0.71211024E+00  0.82878714E-01  0.10453557E+00
 0.96006065E-01  0.28570046E-02  0.74833179E-03  0.29784676E-03  0.31307917E-01  0.10755546E-01  0.58779991E+00  0.87998982E-02  0.33630002E-02  0.13550194E+00
 0.58169458E-01  0.76380633E-01  0.34654724E+00  0.36911328E-01
-0.28781898E+04  0.11423081E+01  0.41000000E+02  0.58383796E+04  0.60056569E+04  0.58755439E+04  0.35657910E-06
