study_name,process,subgroup,model_type,coefficient,subject_count,est,pval,se,wald,breed,species
satsa,digit_f,female,ae,04,490,NA,NA,NA,NA,intercept,4
satsa,digit_f,female,ae,05,490,NA,NA,NA,NA,intercept,5
satsa,digit_f,female,ae,06,490,NA,NA,NA,NA,intercept,6
satsa,digit_f,female,ae,10,490,-0.025,0,0.006,-4.333,slope,0
satsa,digit_f,female,ae,11,490,-0.001,0.046,0,-1.995,slope,1
satsa,digit_f,female,ae,12,490,0.002,0.627,0.004,0.486,slope,2
satsa,digit_f,female,ae,13,490,NA,NA,NA,NA,slope,3
satsa,digit_f,female,ae,14,490,NA,NA,NA,NA,slope,4
satsa,digit_f,female,ae,15,490,NA,NA,NA,NA,slope,5
satsa,digit_f,female,ae,16,490,NA,NA,NA,NA,slope,6
satsa,digit_f,female,aeh,00,478,5.517,0,0.075,73.682,intercept,0
satsa,digit_f,female,aeh,01,478,-0.017,0.009,0.006,-2.594,intercept,1
satsa,digit_f,female,aeh,02,478,0.264,0,0.074,3.582,intercept,2
satsa,digit_f,female,aeh,03,478,0.001,0.957,0.009,0.054,intercept,3
satsa,digit_f,female,aeh,04,478,NA,NA,NA,NA,intercept,4
satsa,digit_f,female,aeh,05,478,NA,NA,NA,NA,intercept,5
satsa,digit_f,female,aeh,06,478,NA,NA,NA,NA,intercept,6
satsa,digit_f,female,aeh,10,478,-0.024,0,0.006,-4.235,slope,0
satsa,digit_f,female,aeh,11,478,-0.001,0.19,0,-1.312,slope,1
satsa,digit_f,female,aeh,12,478,0,0.926,0.004,0.093,slope,2
satsa,digit_f,female,aeh,13,478,0.002,0.013,0.001,2.482,slope,3
satsa,digit_f,female,aeh,14,478,NA,NA,NA,NA,slope,4
satsa,digit_f,female,aeh,15,478,NA,NA,NA,NA,slope,5
satsa,digit_f,female,aeh,16,478,NA,NA,NA,NA,slope,6
satsa,digit_f,female,aehplus,00,409,5.55,0,0.096,57.606,intercept,0
satsa,digit_f,female,aehplus,01,409,-0.012,0.127,0.008,-1.524,intercept,1
satsa,digit_f,female,aehplus,02,409,0.321,0,0.089,3.624,intercept,2
satsa,digit_f,female,aehplus,03,409,0.003,0.776,0.011,0.285,intercept,3
satsa,digit_f,female,aehplus,04,409,0.032,0.8,0.127,0.253,intercept,4
satsa,digit_f,female,aehplus,05,409,-0.279,0.22,0.227,-1.226,intercept,5
satsa,digit_f,female,aehplus,06,409,-0.247,0.532,0.367,-0.625,intercept,6
satsa,digit_f,female,aehplus,10,409,-0.028,0,0.007,-3.953,slope,0
satsa,digit_f,female,aehplus,11,409,-0.001,0.166,0.001,-1.386,slope,1
satsa,digit_f,female,aehplus,12,409,0,0.949,0.005,-0.064,slope,2
satsa,digit_f,female,aehplus,13,409,0.001,0.086,0.001,1.718,slope,3
satsa,digit_f,female,aehplus,14,409,0.003,0.706,0.009,0.377,slope,4
satsa,digit_f,female,aehplus,15,409,0.026,0.061,0.014,1.873,slope,5
satsa,digit_f,female,aehplus,16,409,0.025,0.711,0.067,0.37,slope,6
satsa,digit_f,male,0,00,347,NA,NA,NA,NA,intercept,0
satsa,digit_f,male,0,01,347,NA,NA,NA,NA,intercept,1
satsa,digit_f,male,0,02,347,NA,NA,NA,NA,intercept,2
satsa,digit_f,male,0,03,347,NA,NA,NA,NA,intercept,3
satsa,digit_f,male,0,04,347,NA,NA,NA,NA,intercept,4
satsa,digit_f,male,0,05,347,NA,NA,NA,NA,intercept,5
satsa,digit_f,male,0,06,347,NA,NA,NA,NA,intercept,6
satsa,digit_f,male,0,10,347,NA,NA,NA,NA,slope,0
satsa,digit_f,male,0,11,347,NA,NA,NA,NA,slope,1
satsa,digit_f,male,0,12,347,NA,NA,NA,NA,slope,2
satsa,digit_f,male,0,13,347,NA,NA,NA,NA,slope,3
satsa,digit_f,male,0,14,347,NA,NA,NA,NA,slope,4
satsa,digit_f,male,0,15,347,NA,NA,NA,NA,slope,5
satsa,digit_f,male,0,16,347,NA,NA,NA,NA,slope,6
satsa,digit_f,male,a,00,347,5.497,0,0.096,57.041,intercept,0
satsa,digit_f,male,a,01,347,-0.034,0,0.009,-3.992,intercept,1
satsa,digit_f,male,a,02,347,NA,NA,NA,NA,intercept,2
satsa,digit_f,male,a,03,347,NA,NA,NA,NA,intercept,3
satsa,digit_f,male,a,04,347,NA,NA,NA,NA,intercept,4
satsa,digit_f,male,a,05,347,NA,NA,NA,NA,intercept,5
satsa,digit_f,male,a,06,347,NA,NA,NA,NA,intercept,6
satsa,digit_f,male,a,10,347,-0.022,0.009,0.008,-2.617,slope,0
satsa,digit_f,male,a,11,347,0,0.512,0.001,-0.655,slope,1
satsa,digit_f,male,a,12,347,NA,NA,NA,NA,slope,2
satsa,digit_f,male,a,13,347,NA,NA,NA,NA,slope,3
satsa,digit_f,male,a,14,347,NA,NA,NA,NA,slope,4
satsa,digit_f,male,a,15,347,NA,NA,NA,NA,slope,5
satsa,digit_f,male,a,16,347,NA,NA,NA,NA,slope,6
satsa,digit_f,male,ae,00,341,5.325,0,0.105,50.482,intercept,0
satsa,digit_f,male,ae,01,341,-0.029,0.001,0.009,-3.207,intercept,1
satsa,digit_f,male,ae,02,341,0.308,0,0.062,4.937,intercept,2
satsa,digit_f,male,ae,03,341,NA,NA,NA,NA,intercept,3
satsa,digit_f,male,ae,04,341,NA,NA,NA,NA,intercept,4
satsa,digit_f,male,ae,05,341,NA,NA,NA,NA,intercept,5
satsa,digit_f,male,ae,06,341,NA,NA,NA,NA,intercept,6
satsa,digit_f,male,ae,10,341,-0.02,0.031,0.009,-2.162,slope,0
satsa,digit_f,male,ae,11,341,0,0.559,0.001,-0.584,slope,1
satsa,digit_f,male,ae,12,341,-0.003,0.536,0.005,-0.619,slope,2
satsa,digit_f,male,ae,13,341,NA,NA,NA,NA,slope,3
satsa,digit_f,male,ae,14,341,NA,NA,NA,NA,slope,4
satsa,digit_f,male,ae,15,341,NA,NA,NA,NA,slope,5
satsa,digit_f,male,ae,16,341,NA,NA,NA,NA,slope,6
satsa,digit_f,male,aeh,00,338,5.262,0,0.103,51.018,intercept,0
satsa,digit_f,male,aeh,01,338,-0.018,0.033,0.008,-2.135,intercept,1
satsa,digit_f,male,aeh,02,338,0.258,0,0.062,4.163,intercept,2
satsa,digit_f,male,aeh,03,338,0.044,0,0.011,3.943,intercept,3
satsa,digit_f,male,aeh,04,338,NA,NA,NA,NA,intercept,4
satsa,digit_f,male,aeh,05,338,NA,NA,NA,NA,intercept,5
satsa,digit_f,male,aeh,06,338,NA,NA,NA,NA,intercept,6
satsa,digit_f,male,aeh,10,338,-0.018,0.04,0.009,-2.052,slope,0
satsa,digit_f,male,aeh,11,338,-0.001,0.45,0.001,-0.755,slope,1
satsa,digit_f,male,aeh,12,338,-0.003,0.545,0.004,-0.605,slope,2
satsa,digit_f,male,aeh,13,338,-0.001,0.455,0.001,-0.747,slope,3
satsa,digit_f,male,aeh,14,338,NA,NA,NA,NA,slope,4
satsa,digit_f,male,aeh,15,338,NA,NA,NA,NA,slope,5
satsa,digit_f,male,aeh,16,338,NA,NA,NA,NA,slope,6
satsa,digit_f,male,aehplus,00,299,5.35,0,0.134,39.93,intercept,0
satsa,digit_f,male,aehplus,01,299,-0.012,0.194,0.009,-1.298,intercept,1
satsa,digit_f,male,aehplus,02,299,0.245,0.001,0.071,3.432,intercept,2
satsa,digit_f,male,aehplus,03,299,0.047,0,0.013,3.624,intercept,3
satsa,digit_f,male,aehplus,04,299,0.006,0.967,0.143,0.042,intercept,4
satsa,digit_f,male,aehplus,05,299,-0.064,0.774,0.221,-0.288,intercept,5
satsa,digit_f,male,aehplus,06,299,-0.729,0.176,0.538,-1.352,intercept,6
satsa,digit_f,male,aehplus,10,299,-0.025,0.056,0.013,-1.912,slope,0
satsa,digit_f,male,aehplus,11,299,-0.001,0.257,0.001,-1.134,slope,1
satsa,digit_f,male,aehplus,12,299,-0.004,0.539,0.006,-0.614,slope,2
satsa,digit_f,male,aehplus,13,299,-0.001,0.451,0.001,-0.754,slope,3
satsa,digit_f,male,aehplus,14,299,0.007,0.556,0.012,0.588,slope,4
satsa,digit_f,male,aehplus,15,299,-0.014,0.484,0.02,-0.7,slope,5
satsa,digit_f,male,aehplus,16,299,0.027,0.783,0.097,0.276,slope,6
satsa,fev,female,0,00,512,NA,NA,NA,NA,intercept,0
satsa,fev,female,0,01,512,NA,NA,NA,NA,intercept,1
satsa,fev,female,0,02,512,NA,NA,NA,NA,intercept,2
satsa,fev,female,0,03,512,NA,NA,NA,NA,intercept,3
satsa,fev,female,0,04,512,NA,NA,NA,NA,intercept,4
satsa,fev,female,0,05,512,NA,NA,NA,NA,intercept,5
satsa,fev,female,0,06,512,NA,NA,NA,NA,intercept,6
satsa,fev,female,0,10,512,NA,NA,NA,NA,slope,0
satsa,fev,female,0,11,512,NA,NA,NA,NA,slope,1
satsa,fev,female,0,12,512,NA,NA,NA,NA,slope,2
satsa,fev,female,0,13,512,NA,NA,NA,NA,slope,3
satsa,fev,female,0,14,512,NA,NA,NA,NA,slope,4
satsa,fev,female,0,15,512,NA,NA,NA,NA,slope,5
satsa,fev,female,0,16,512,NA,NA,NA,NA,slope,6
satsa,fev,female,a,00,512,1.777,0,0.026,69.358,intercept,0
satsa,fev,female,a,01,512,-0.036,0,0.002,-16.867,intercept,1
satsa,fev,female,a,02,512,NA,NA,NA,NA,intercept,2
satsa,fev,female,a,03,512,NA,NA,NA,NA,intercept,3
satsa,fev,female,a,04,512,NA,NA,NA,NA,intercept,4
satsa,fev,female,a,05,512,NA,NA,NA,NA,intercept,5
satsa,fev,female,a,06,512,NA,NA,NA,NA,intercept,6
satsa,fev,female,a,10,512,-0.028,0,0.002,-11.222,slope,0
satsa,fev,female,a,11,512,0,0.331,0,0.972,slope,1
satsa,fev,female,a,12,512,NA,NA,NA,NA,slope,2
satsa,fev,female,a,13,512,NA,NA,NA,NA,slope,3
satsa,fev,female,a,14,512,NA,NA,NA,NA,slope,4
satsa,fev,female,a,15,512,NA,NA,NA,NA,slope,5
satsa,fev,female,a,16,512,NA,NA,NA,NA,slope,6
satsa,fev,female,ae,00,490,1.755,0,0.027,64.972,intercept,0
satsa,fev,female,ae,01,490,-0.036,0,0.002,-15.533,intercept,1
satsa,fev,female,ae,02,490,0.047,0.093,0.028,1.681,intercept,2
satsa,fev,female,ae,03,490,NA,NA,NA,NA,intercept,3
satsa,fev,female,ae,04,490,NA,NA,NA,NA,intercept,4
satsa,fev,female,ae,05,490,NA,NA,NA,NA,intercept,5
satsa,fev,female,ae,06,490,NA,NA,NA,NA,intercept,6
satsa,fev,female,ae,10,490,-0.028,0,0.003,-10.686,slope,0
satsa,fev,female,ae,11,490,0,0.175,0,1.356,slope,1
satsa,fev,female,ae,12,490,0,0.801,0.002,0.252,slope,2
satsa,fev,female,ae,13,490,NA,NA,NA,NA,slope,3
satsa,fev,female,ae,14,490,NA,NA,NA,NA,slope,4
satsa,fev,female,ae,15,490,NA,NA,NA,NA,slope,5
satsa,fev,female,ae,16,490,NA,NA,NA,NA,slope,6
satsa,fev,female,aeh,00,478,1.751,0,0.026,68.278,intercept,0
satsa,fev,female,aeh,01,478,-0.034,0,0.002,-15.37,intercept,1
satsa,fev,female,aeh,02,478,0.029,0.275,0.027,1.091,intercept,2
satsa,fev,female,aeh,03,478,0.014,0,0.003,4.78,intercept,3
satsa,fev,female,aeh,04,478,NA,NA,NA,NA,intercept,4
satsa,fev,female,aeh,05,478,NA,NA,NA,NA,intercept,5
satsa,fev,female,aeh,06,478,NA,NA,NA,NA,intercept,6
satsa,fev,female,aeh,10,478,-0.028,0,0.003,-10.337,slope,0
satsa,fev,female,aeh,11,478,0,0.138,0,1.483,slope,1
satsa,fev,female,aeh,12,478,0,0.855,0.002,0.183,slope,2
satsa,fev,female,aeh,13,478,0,0.568,0,0.571,slope,3
satsa,fev,female,aeh,14,478,NA,NA,NA,NA,slope,4
satsa,fev,female,aeh,15,478,NA,NA,NA,NA,slope,5
satsa,fev,female,aeh,16,478,NA,NA,NA,NA,slope,6
satsa,fev,female,aehplus,00,409,1.7995,0,0.035,51.547,intercept,0
satsa,fev,female,aehplus,01,409,-0.032,0,0.003,-12.3245,intercept,1
satsa,fev,female,aehplus,02,409,0.042,0.1865,0.032,1.3215,intercept,2
satsa,fev,female,aehplus,03,409,0.016,0,0.003,4.7865,intercept,3
satsa,fev,female,aehplus,04,409,-0.055,0.2165,0.044,-1.237,intercept,4
satsa,fev,female,aehplus,05,409,-0.123,0.049,0.062,-1.9715,intercept,5
satsa,fev,female,aehplus,06,409,-0.11,0.313,0.109,-1.0105,intercept,6
satsa,fev,female,aehplus,10,409,-0.025,0,0.003,-8.0635,slope,0
satsa,fev,female,aehplus,11,409,0,0.143,0,1.4655,slope,1
satsa,fev,female,aehplus,12,409,0,0.9525,0.002,0.048,slope,2
satsa,fev,female,aehplus,13,409,0,0.5335,0,0.6235,slope,3
satsa,fev,female,aehplus,14,409,-0.002,0.497,0.004,-0.6785,slope,4
satsa,fev,female,aehplus,15,409,-0.001,0.871,0.008,-0.1625,slope,5
satsa,fev,female,aehplus,16,409,-0.006,0.753,0.015,-0.315,slope,6
satsa,fev,male,0,00,347,NA,NA,NA,NA,intercept,0
satsa,fev,male,0,01,347,NA,NA,NA,NA,intercept,1
satsa,fev,male,0,02,347,NA,NA,NA,NA,intercept,2
satsa,fev,male,0,03,347,NA,NA,NA,NA,intercept,3
satsa,fev,male,0,04,347,NA,NA,NA,NA,intercept,4
satsa,fev,male,0,05,347,NA,NA,NA,NA,intercept,5
satsa,fev,male,0,06,347,NA,NA,NA,NA,intercept,6
satsa,fev,male,0,10,347,NA,NA,NA,NA,slope,0
satsa,fev,male,0,11,347,NA,NA,NA,NA,slope,1
satsa,fev,male,0,12,347,NA,NA,NA,NA,slope,2
satsa,fev,male,0,13,347,NA,NA,NA,NA,slope,3
satsa,fev,male,0,14,347,NA,NA,NA,NA,slope,4
satsa,fev,male,0,15,347,NA,NA,NA,NA,slope,5
satsa,fev,male,0,16,347,NA,NA,NA,NA,slope,6
satsa,fev,male,a,00,347,2.525,0,0.054,46.637,intercept,0
satsa,fev,male,a,01,347,-0.047,0,0.005,-9.648,intercept,1
satsa,fev,male,a,02,347,NA,NA,NA,NA,intercept,2
satsa,fev,male,a,03,347,NA,NA,NA,NA,intercept,3
satsa,fev,male,a,04,347,NA,NA,NA,NA,intercept,4
satsa,fev,male,a,05,347,NA,NA,NA,NA,intercept,5
satsa,fev,male,a,06,347,NA,NA,NA,NA,intercept,6
satsa,fev,male,a,10,347,-0.045,0,0.004,-10.462,slope,0
satsa,fev,male,a,11,347,0,0.414,0,-0.818,slope,1
satsa,fev,male,a,12,347,NA,NA,NA,NA,slope,2
satsa,fev,male,a,13,347,NA,NA,NA,NA,slope,3
satsa,fev,male,a,14,347,NA,NA,NA,NA,slope,4
satsa,fev,male,a,15,347,NA,NA,NA,NA,slope,5
satsa,fev,male,a,16,347,NA,NA,NA,NA,slope,6
satsa,fev,male,ae,00,341,2.476,0,0.06,41.642,intercept,0
satsa,fev,male,ae,01,341,-0.046,0,0.005,-9.312,intercept,1
satsa,fev,male,ae,02,341,0.08,0.061,0.043,1.87,intercept,2
satsa,fev,male,ae,03,341,NA,NA,NA,NA,intercept,3
satsa,fev,male,ae,04,341,NA,NA,NA,NA,intercept,4
satsa,fev,male,ae,05,341,NA,NA,NA,NA,intercept,5
satsa,fev,male,ae,06,341,NA,NA,NA,NA,intercept,6
satsa,fev,male,ae,10,341,-0.044,0,0.005,-9.564,slope,0
satsa,fev,male,ae,11,341,0,0.516,0,-0.65,slope,1
satsa,fev,male,ae,12,341,0,0.95,0.002,0.063,slope,2
satsa,fev,male,ae,13,341,NA,NA,NA,NA,slope,3
satsa,fev,male,ae,14,341,NA,NA,NA,NA,slope,4
satsa,fev,male,ae,15,341,NA,NA,NA,NA,slope,5
satsa,fev,male,ae,16,341,NA,NA,NA,NA,slope,6
satsa,fev,male,aeh,00,338,2.429,0,0.057,42.3,intercept,0
satsa,fev,male,aeh,01,338,-0.039,0,0.005,-7.687,intercept,1
satsa,fev,male,aeh,02,338,0.037,0.366,0.041,0.904,intercept,2
satsa,fev,male,aeh,03,338,0.035,0,0.006,5.569,intercept,3
satsa,fev,male,aeh,04,338,NA,NA,NA,NA,intercept,4
satsa,fev,male,aeh,05,338,NA,NA,NA,NA,intercept,5
satsa,fev,male,aeh,06,338,NA,NA,NA,NA,intercept,6
satsa,fev,male,aeh,10,338,-0.043,0,0.005,-9.061,slope,0
satsa,fev,male,aeh,11,338,0,0.375,0,-0.888,slope,1
satsa,fev,male,aeh,12,338,0,0.905,0.002,0.119,slope,2
satsa,fev,male,aeh,13,338,0,0.218,0,-1.232,slope,3
satsa,fev,male,aeh,14,338,NA,NA,NA,NA,slope,4
satsa,fev,male,aeh,15,338,NA,NA,NA,NA,slope,5
satsa,fev,male,aeh,16,338,NA,NA,NA,NA,slope,6
satsa,fev,male,aehplus,00,299,2.5515,0,0.074,34.3625,intercept,0
satsa,fev,male,aehplus,01,299,-0.041,0,0.006,-7.282,intercept,1
satsa,fev,male,aehplus,02,299,0.039,0.3615,0.043,0.912,intercept,2
satsa,fev,male,aehplus,03,299,0.035,0,0.007,5.144,intercept,3
satsa,fev,male,aehplus,04,299,-0.112,0.169,0.082,-1.375,intercept,4
satsa,fev,male,aehplus,05,299,-0.2725,0.0265,0.122,-2.2205,intercept,5
satsa,fev,male,aehplus,06,299,-0.4575,0.0675,0.249,-1.827,intercept,6
satsa,fev,male,aehplus,10,299,-0.046,0,0.007,-6.7425,slope,0
satsa,fev,male,aehplus,11,299,0,0.4245,0,-0.7985,slope,1
satsa,fev,male,aehplus,12,299,0,0.914,0.002,0.108,slope,2
satsa,fev,male,aehplus,13,299,0,0.7075,0,-0.375,slope,3
satsa,fev,male,aehplus,14,299,0,0.968,0.006,0.0405,slope,4
satsa,fev,male,aehplus,15,299,0.004,0.558,0.007,0.586,slope,5
satsa,fev,male,aehplus,16,299,0.017,0.6855,0.045,0.4045,slope,6
satsa,fig_id,female,a,00,508,27.982,0,0.403,69.4155,intercept,0
satsa,fig_id,female,a,01,508,-0.495,0,0.038,-12.9265,intercept,1
satsa,fig_id,female,a,02,508,NA,NA,NA,NA,intercept,2
satsa,fig_id,female,a,03,508,NA,NA,NA,NA,intercept,3
satsa,fig_id,female,a,04,508,NA,NA,NA,NA,intercept,4
satsa,fig_id,female,a,05,508,NA,NA,NA,NA,intercept,5
satsa,fig_id,female,a,06,508,NA,NA,NA,NA,intercept,6
satsa,fig_id,female,a,10,508,-0.5265,0,0.0425,-12.2965,slope,0
satsa,fig_id,female,a,11,508,-0.02,0,0.003,-5.779,slope,1
satsa,fig_id,female,a,12,508,NA,NA,NA,NA,slope,2
