study name,process a,process b,subgroup,model type,n,a gamma 00,a gamma 10,b gamma 00,b gamma 10
map,fev,symbol,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   9.7( 0.1),p<.01","  0.01( 0.04),p=.68"
map,fev,symbol,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   7.8( 0.3),p<.01","  0.00( 0.08),p=.99"
map,fev,symbol,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   7.8( 0.3),p<.01","  0.00( 0.07),p=.97"
map,fev,symbol,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","  35.5( 1.0),p<.01","  0.50( 0.22),p=.02"
map,fev,symbol,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  11.7( 0.3),p<.01","  0.00( 0.07),p=.99"
map,fev,symbol,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   9.7( 0.4),p<.01"," -0.04( 0.12),p=.73"
map,fev,symbol,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   9.7( 0.4),p<.01"," -0.04( 0.12),p=.76"
map,fev,symbol,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","  36.0( 1.7),p<.01"," -0.07( 0.42),p=.86"
map,fev,word_de,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   6.4( 0.1),p<.01","  0.13( 0.03),p<.01"
map,fev,word_de,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   5.3( 0.2),p<.01","  0.12( 0.05),p=.03"
map,fev,word_de,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   5.3( 0.2),p<.01","  0.12( 0.05),p=.03"
map,fev,word_de,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   5.6( 0.2),p<.01","  0.12( 0.06),p=.03"
map,fev,word_de,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","   5.9( 0.2),p<.01","  0.01( 0.05),p=.78"
map,fev,word_de,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   4.9( 0.3),p<.01","  0.08( 0.08),p=.33"
map,fev,word_de,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   4.9( 0.3),p<.01","  0.08( 0.08),p=.33"
map,fev,word_de,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   5.0( 0.3),p<.01","  0.07( 0.11),p=.52"
map,fev,word_im,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","  19.2( 0.2),p<.01","  0.37( 0.05),p<.01"
map,fev,word_im,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  16.4( 0.4),p<.01","  0.40( 0.11),p<.01"
map,fev,word_im,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","  16.5( 0.3),p<.01","  0.40( 0.11),p<.01"
map,fev,word_im,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","  16.8( 0.4),p<.01","  0.40( 0.12),p<.01"
map,fev,word_im,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  17.9( 0.3),p<.01","  0.11( 0.10),p=.25"
map,fev,word_im,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","  15.4( 0.5),p<.01","  0.19( 0.16),p=.23"
map,fev,word_im,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","  15.5( 0.5),p<.01","  0.19( 0.16),p=.23"
map,fev,word_im,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","  15.4( 0.6),p<.01","  0.27( 0.20),p=.18"
map,fev,word_rec,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   9.8( 0.0),p<.01","  0.01( 0.01),p=.09"
map,fev,word_rec,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.03( 0.01),p<.01","   9.7( 0.1),p<.01","  0.01( 0.02),p=.76"
map,fev,word_rec,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.7( 0.1),p<.01","  0.01( 0.02),p=.72"
map,fev,word_rec,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.8( 0.1),p<.01","  0.01( 0.03),p=.80"
map,fev,word_rec,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","   9.8( 0.1),p<.01","  0.02( 0.02),p=.53"
map,fev,word_rec,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   9.5( 0.1),p<.01","  0.09( 0.05),p=.06"
map,fev,word_rec,male,aeh,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   9.5( 0.1),p<.01","  0.09( 0.05),p=.08"
map,fev,word_rec,male,aehplus,351,"  2.4( 0.1),p<.01"," -0.08( 0.02),p<.01","   9.6( 0.2),p<.01","  0.09( 0.06),p=.14"
map,grip,bnt,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.95( 0.14),p<.01","  14.1( 0.1),p<.01","  0.04( 0.01),p<.01"
map,grip,bnt,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.47( 0.31),p=.12","  13.3( 0.1),p<.01","  0.11( 0.04),p<.01"
map,grip,bnt,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.42( 0.32),p=.19","  13.5( 0.2),p<.01","  0.09( 0.04),p=.01"
map,grip,bnt,male,a,351," 80.4( 1.8),p<.01"," -1.50( 0.40),p<.01","  14.4( 0.1),p<.01"," -0.01( 0.02),p=.80"
map,grip,bnt,male,ae,351," 75.0( 3.0),p<.01"," -1.75( 0.60),p<.01","  13.8( 0.2),p<.01","  0.06( 0.04),p=.12"
map,grip,bnt,male,aeh,351," 76.3( 2.7),p<.01"," -1.81( 0.60),p<.01","  13.8( 0.2),p<.01","  0.06( 0.04),p=.16"
map,grip,bnt,male,aehplus,351," 79.7( 3.0),p<.01"," -2.48( 0.90),p=.01","  13.8( 0.3),p<.01","  0.05( 0.05),p=.27"
map,grip,bstory_de,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.95( 0.14),p<.01","   9.6( 0.1),p<.01","  0.02( 0.03),p=.49"
map,grip,bstory_de,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.41( 0.30),p=.17","   8.9( 0.1),p<.01","  0.05( 0.06),p=.38"
map,grip,bstory_de,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.46( 0.30),p=.13","   8.9( 0.1),p<.01","  0.05( 0.06),p=.36"
map,grip,bstory_de,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.41( 0.32),p=.19","   9.0( 0.2),p<.01","  0.07( 0.06),p=.29"
map,grip,bstory_de,male,a,351," 80.4( 1.8),p<.01"," -1.51( 0.40),p<.01","   9.8( 0.2),p<.01"," -0.15( 0.06),p=.01"
map,grip,bstory_de,male,ae,351," 74.8( 3.0),p<.01"," -1.73( 0.60),p<.01","   8.9( 0.3),p<.01"," -0.08( 0.09),p=.35"
map,grip,bstory_de,male,aeh,351," 76.1( 2.7),p<.01"," -1.81( 0.61),p<.01","   8.9( 0.3),p<.01"," -0.07( 0.09),p=.40"
map,grip,bstory_de,male,aehplus,351," 79.5( 3.1),p<.01"," -2.47( 0.90),p=.01","   8.9( 0.3),p<.01"," -0.08( 0.11),p=.49"
map,grip,bstory_im,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","  10.0( 0.1),p<.01"," -0.01( 0.03),p=.79"
map,grip,bstory_im,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.4( 0.1),p<.01"," -0.06( 0.06),p=.26"
map,grip,bstory_im,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.4( 0.1),p<.01"," -0.06( 0.06),p=.27"
map,grip,bstory_im,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.4( 0.2),p<.01"," -0.03( 0.06),p=.59"
map,grip,bstory_im,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","  10.2( 0.1),p<.01"," -0.17( 0.05),p<.01"
map,grip,bstory_im,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   9.5( 0.2),p<.01"," -0.10( 0.08),p=.22"
map,grip,bstory_im,male,aeh,351," 76.1( 2.7),p<.01"," -1.80( 0.61),p<.01","   9.6( 0.2),p<.01"," -0.10( 0.08),p=.20"
map,grip,bstory_im,male,aehplus,351," 79.5( 3.1),p<.01"," -2.47( 0.90),p=.01","   9.4( 0.3),p<.01"," -0.06( 0.10),p=.54"
map,grip,categories,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.95( 0.14),p<.01","  38.0( 0.4),p<.01"," -0.01( 0.10),p=.92"
map,grip,categories,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.41( 0.31),p=.18","  31.6( 0.7),p<.01"," -0.00( 0.20),p=.98"
map,grip,categories,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.46( 0.30),p=.14","  31.8( 0.7),p<.01"," -0.00( 0.20),p=.98"
map,grip,categories,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.40( 0.32),p=.20","  32.9( 0.8),p<.01"," -0.04( 0.21),p=.86"
map,grip,categories,male,a,351," 80.3( 1.8),p<.01"," -1.49( 0.40),p<.01","  35.6( 0.8),p<.01"," -0.00( 0.19),p=.99"
map,grip,categories,male,ae,351," 74.8( 3.0),p<.01"," -1.74( 0.60),p<.01","  30.6( 1.2),p<.01","  0.22( 0.32),p=.50"
map,grip,categories,male,aeh,351," 76.1( 2.7),p<.01"," -1.81( 0.60),p<.01","  30.8( 1.1),p<.01","  0.23( 0.32),p=.47"
map,grip,categories,male,aehplus,351," 79.5( 3.0),p<.01"," -2.44( 0.88),p<.01","  31.4( 1.3),p<.01","  0.37( 0.35),p=.29"
map,grip,digit_b,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   6.4( 0.1),p<.01"," -0.04( 0.02),p=.16"
map,grip,digit_b,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   5.1( 0.2),p<.01","  0.00( 0.05),p=.99"
map,grip,digit_b,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   5.2( 0.2),p<.01"," -0.00( 0.05),p=.98"
map,grip,digit_b,female,aehplus,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.01),p<.01","   5.2( 0.2),p<.01"," -0.01( 0.05),p=.90"
map,grip,digit_b,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","   6.6( 0.2),p<.01","  0.03( 0.06),p=.56"
map,grip,digit_b,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.01","   5.2( 0.3),p<.01","  0.01( 0.09),p=.92"
map,grip,digit_b,male,aeh,351," 76.1( 2.7),p<.01"," -1.76( 0.59),p<.01","   5.1( 0.3),p<.01","  0.01( 0.09),p=.91"
map,grip,digit_b,male,aehplus,351," 79.6( 3.0),p<.01"," -2.41( 0.87),p=.01","   5.0( 0.3),p<.01","  0.04( 0.10),p=.69"
map,grip,digit_f,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.95( 0.14),p<.01","   8.4( 0.1),p<.01"," -0.01( 0.02),p=.59"
map,grip,digit_f,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.42( 0.30),p=.16","   7.3( 0.2),p<.01","  0.03( 0.05),p=.56"
map,grip,digit_f,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.46( 0.30),p=.13","   7.3( 0.2),p<.01","  0.03( 0.05),p=.60"
map,grip,digit_f,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.41( 0.31),p=.19","   7.3( 0.2),p<.01","  0.04( 0.06),p=.45"
map,grip,digit_f,male,a,351," 80.4( 1.8),p<.01"," -1.52( 0.41),p<.01","   8.9( 0.2),p<.01"," -0.02( 0.04),p=.60"
map,grip,digit_f,male,ae,351," 74.9( 3.0),p<.01"," -1.73( 0.61),p<.01","   7.4( 0.2),p<.01","  0.05( 0.08),p=.54"
map,grip,digit_f,male,aeh,351," 76.2( 2.7),p<.01"," -1.81( 0.61),p<.01","   7.4( 0.2),p<.01","  0.05( 0.08),p=.52"
map,grip,digit_f,male,aehplus,351," 79.6( 3.0),p<.01"," -2.45( 0.89),p=.01","   7.2( 0.3),p<.01","  0.01( 0.10),p=.91"
map,grip,digit_o,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.95( 0.15),p<.01","   7.3( 0.1),p<.01","  0.01( 0.02),p=.55"
map,grip,digit_o,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.42( 0.31),p=.17","   6.4( 0.1),p<.01","  0.06( 0.04),p=.16"
map,grip,digit_o,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.46( 0.31),p=.14","   6.4( 0.1),p<.01","  0.06( 0.04),p=.16"
map,grip,digit_o,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.41( 0.32),p=.20","   6.5( 0.2),p<.01","  0.07( 0.05),p=.15"
map,grip,digit_o,male,a,351," 80.3( 1.8),p<.01"," -1.47( 0.40),p<.01","   7.8( 0.1),p<.01"," -0.05( 0.05),p=.27"
map,grip,digit_o,male,ae,351," 74.8( 3.0),p<.01"," -1.75( 0.60),p<.01","   6.8( 0.2),p<.01"," -0.06( 0.07),p=.36"
map,grip,digit_o,male,aeh,351," 76.1( 2.7),p<.01"," -1.83( 0.60),p<.01","   6.9( 0.2),p<.01"," -0.06( 0.07),p=.38"
map,grip,digit_o,male,aehplus,351," 79.6( 3.0),p<.01"," -2.47( 0.89),p<.01","   6.9( 0.2),p<.01"," -0.10( 0.08),p=.21"
map,grip,ideas,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.95( 0.14),p<.01","   7.7( 0.0),p<.01","  0.02( 0.01),p=.05"
map,grip,ideas,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.41( 0.30),p=.17","   7.5( 0.1),p<.01","  0.03( 0.02),p=.06"
map,grip,ideas,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.45( 0.30),p=.13","   7.5( 0.1),p<.01","  0.03( 0.02),p=.06"
map,grip,ideas,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.39( 0.32),p=.21","   7.6( 0.1),p<.01","  0.02( 0.02),p=.33"
map,grip,ideas,male,a,351," 80.4( 1.8),p<.01"," -1.50( 0.41),p<.01","   7.9( 0.0),p<.01"," -0.03( 0.02),p=.16"
map,grip,ideas,male,ae,351," 74.8( 3.0),p<.01"," -1.70( 0.61),p<.01","   7.7( 0.1),p<.01"," -0.00( 0.03),p=.90"
map,grip,ideas,male,aeh,351," 76.2( 2.7),p<.01"," -1.78( 0.61),p<.01","   7.7( 0.1),p<.01"," -0.00( 0.03),p=.91"
map,grip,ideas,male,aehplus,351," 79.4( 3.0),p<.01"," -2.39( 0.89),p=.01","   7.8( 0.1),p<.01"," -0.04( 0.05),p=.41"
map,grip,line,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.94( 0.14),p<.01","   9.7( 0.1),p<.01","  0.01( 0.04),p=.75"
map,grip,line,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.41( 0.30),p=.18","   7.8( 0.3),p<.01","  0.00( 0.08),p=.96"
map,grip,line,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.45( 0.30),p=.14","   7.8( 0.3),p<.01","  0.00( 0.07),p=.96"
map,grip,line,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.40( 0.32),p=.21","   8.2( 0.3),p<.01"," -0.04( 0.08),p=.65"
map,grip,line,male,a,351," 80.4( 1.8),p<.01"," -1.47( 0.40),p<.01","  11.7( 0.3),p<.01"," -0.00( 0.07),p=.95"
map,grip,line,male,ae,351," 74.8( 3.0),p<.01"," -1.74( 0.62),p<.01","   9.7( 0.4),p<.01"," -0.04( 0.12),p=.71"
map,grip,line,male,aeh,351," 76.2( 2.7),p<.01"," -1.83( 0.62),p<.01","   9.7( 0.4),p<.01"," -0.03( 0.12),p=.78"
map,grip,line,male,aehplus,351," 79.7( 3.0),p<.01"," -2.46( 0.90),p=.01","  10.3( 0.5),p<.01"," -0.12( 0.15),p=.42"
map,grip,logic_de,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.95( 0.15),p<.01","  11.0( 0.2),p<.01","  0.44( 0.05),p<.01"
map,grip,logic_de,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.42( 0.31),p=.17","   8.3( 0.3),p<.01","  0.26( 0.11),p=.02"
map,grip,logic_de,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.46( 0.31),p=.13","   8.3( 0.3),p<.01","  0.26( 0.11),p=.02"
map,grip,logic_de,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.41( 0.32),p=.20","   8.5( 0.4),p<.01","  0.28( 0.12),p=.02"
map,grip,logic_de,male,a,351," 80.4( 1.8),p<.01"," -1.52( 0.41),p<.01","  10.2( 0.4),p<.01","  0.36( 0.11),p<.01"
map,grip,logic_de,male,ae,351," 74.9( 3.0),p<.01"," -1.75( 0.60),p<.01","   8.2( 0.7),p<.01","  0.29( 0.19),p=.13"
map,grip,logic_de,male,aeh,351," 76.2( 2.7),p<.01"," -1.84( 0.60),p<.01","   8.2( 0.7),p<.01","  0.30( 0.19),p=.11"
map,grip,logic_de,male,aehplus,351," 79.5( 3.0),p<.01"," -2.48( 0.89),p=.01","   8.0( 0.7),p<.01","  0.20( 0.23),p=.39"
map,grip,logic_im,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.95( 0.14),p<.01","  12.6( 0.2),p<.01","  0.35( 0.05),p<.01"
map,grip,logic_im,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.41( 0.31),p=.18","   9.9( 0.3),p<.01","  0.30( 0.10),p<.01"
map,grip,logic_im,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.45( 0.30),p=.14","  10.0( 0.3),p<.01","  0.30( 0.10),p<.01"
map,grip,logic_im,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.40( 0.32),p=.20","  10.2( 0.4),p<.01","  0.27( 0.12),p=.02"
map,grip,logic_im,male,a,351," 80.4( 1.8),p<.01"," -1.49( 0.40),p<.01","  11.9( 0.4),p<.01","  0.09( 0.09),p=.30"
map,grip,logic_im,male,ae,351," 74.9( 3.0),p<.01"," -1.70( 0.60),p<.01","   9.8( 0.6),p<.01","  0.14( 0.16),p=.41"
map,grip,logic_im,male,aeh,351," 76.2( 2.7),p<.01"," -1.78( 0.60),p<.01","   9.8( 0.6),p<.01","  0.14( 0.16),p=.40"
map,grip,logic_im,male,aehplus,351," 79.5( 3.0),p<.01"," -2.46( 0.89),p=.01","   9.5( 0.7),p<.01","  0.12( 0.21),p=.55"
map,grip,matrices,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.94( 0.14),p<.01","  12.1( 0.1),p<.01","  0.02( 0.04),p=.65"
map,grip,matrices,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.41( 0.31),p=.19","   9.6( 0.2),p<.01","  0.04( 0.08),p=.64"
map,grip,matrices,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.45( 0.31),p=.14","   9.6( 0.2),p<.01","  0.03( 0.08),p=.68"
map,grip,matrices,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.39( 0.32),p=.22","   9.8( 0.3),p<.01","  0.04( 0.09),p=.69"
map,grip,matrices,male,a,351," 80.4( 1.8),p<.01"," -1.52( 0.41),p<.01","  13.1( 0.3),p<.01"," -0.01( 0.08),p=.92"
map,grip,matrices,male,ae,351," 74.9( 3.0),p<.01"," -1.73( 0.62),p<.01","  10.7( 0.4),p<.01","  0.09( 0.13),p=.49"
map,grip,matrices,male,aeh,351," 76.2( 2.7),p<.01"," -1.81( 0.62),p<.01","  10.8( 0.4),p<.01","  0.09( 0.13),p=.48"
map,grip,matrices,male,aehplus,351," 79.6( 3.0),p<.01"," -2.47( 0.91),p=.01","  11.0( 0.4),p<.01","  0.04( 0.14),p=.76"
map,grip,mmms,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.99( 0.14),p<.01","  28.8( 0.1),p<.01"," -0.03( 0.02),p=.28"
map,grip,mmms,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.50( 0.31),p=.10","  27.6( 0.2),p<.01","  0.08( 0.06),p=.21"
map,grip,mmms,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.54( 0.31),p=.08","  27.6( 0.2),p<.01","  0.08( 0.06),p=.21"
map,grip,mmms,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.51( 0.32),p=.11","  27.7( 0.2),p<.01","  0.06( 0.07),p=.42"
map,grip,mmms,male,a,351," 80.3( 1.8),p<.01"," -1.55( 0.41),p<.01","  28.7( 0.2),p<.01"," -0.08( 0.06),p=.18"
map,grip,mmms,male,ae,351," 74.7( 3.0),p<.01"," -1.71( 0.61),p<.01","  27.4( 0.3),p<.01","  0.04( 0.11),p=.74"
map,grip,mmms,male,aeh,351," 76.0( 2.7),p<.01"," -1.80( 0.62),p<.01","  27.4( 0.3),p<.01","  0.04( 0.10),p=.74"
map,grip,mmms,male,aehplus,351," 79.3( 3.0),p<.01"," -2.45( 0.91),p=.01","  27.3( 0.3),p<.01","  0.01( 0.13),p=.94"
map,grip,nart,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.93( 0.14),p<.01","   7.5( 0.1),p<.01","  0.03( 0.02),p=.10"
map,grip,nart,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.42( 0.30),p=.17","   4.9( 0.2),p<.01","  0.04( 0.04),p=.37"
map,grip,nart,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.37( 0.32),p=.24","   5.0( 0.2),p<.01","  0.04( 0.04),p=.36"
map,grip,nart,male,a,351," 80.3( 1.8),p<.01"," -1.49( 0.41),p<.01","   7.8( 0.2),p<.01","  0.04( 0.04),p=.28"
map,grip,nart,male,ae,351," 74.8( 3.0),p<.01"," -1.73( 0.61),p<.01","   4.9( 0.3),p<.01","  0.09( 0.07),p=.18"
map,grip,nart,male,aeh,351," 76.1( 2.7),p<.01"," -1.81( 0.62),p<.01","   5.0( 0.3),p<.01","  0.09( 0.07),p=.18"
map,grip,nart,male,aehplus,351," 79.5( 3.1),p<.01"," -2.48( 0.90),p=.01","   4.9( 0.4),p<.01","  0.07( 0.08),p=.36"
map,grip,num_comp,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.95( 0.14),p<.01","  26.5( 0.4),p<.01","  0.16( 0.08),p=.04"
map,grip,num_comp,female,ae,"1,010"," 43.4( 1.2),p<.01"," -0.41( 0.31),p=.18","  21.9( 0.7),p<.01","  0.29( 0.15),p=.05"
map,grip,num_comp,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.46( 0.31),p=.14","  22.1( 0.7),p<.01","  0.29( 0.15),p=.05"
map,grip,num_comp,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.40( 0.32),p=.20","  23.1( 0.8),p<.01","  0.28( 0.16),p=.09"
map,grip,num_comp,male,a,351," 80.3( 1.8),p<.01"," -1.51( 0.41),p<.01","  26.1( 0.7),p<.01"," -0.06( 0.15),p=.67"
map,grip,num_comp,male,aeh,351," 76.1( 2.7),p<.01"," -1.85( 0.61),p<.01","  21.3( 1.0),p<.01","  0.33( 0.26),p=.20"
map,grip,num_comp,male,aehplus,351," 79.5( 3.1),p<.01"," -2.52( 0.90),p<.01","  20.4( 1.2),p<.01","  0.26( 0.31),p=.39"
map,grip,symbol,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.95( 0.15),p<.01","  42.3( 0.5),p<.01","  0.10( 0.11),p=.34"
map,grip,symbol,female,ae,"1,010"," 43.3( 1.2),p<.01"," -0.43( 0.31),p=.17","  33.8( 0.9),p<.01","  0.37( 0.20),p=.07"
map,grip,symbol,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.47( 0.31),p=.13","  34.0( 0.9),p<.01","  0.38( 0.20),p=.06"
map,grip,symbol,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.41( 0.32),p=.20","  35.4( 1.0),p<.01","  0.52( 0.22),p=.02"
map,grip,symbol,male,a,351," 80.3( 1.8),p<.01"," -1.52( 0.40),p<.01","  43.0( 1.0),p<.01","  0.01( 0.19),p=.95"
map,grip,symbol,male,ae,351," 74.8( 3.0),p<.01"," -1.86( 0.60),p<.01","  35.4( 1.5),p<.01"," -0.29( 0.34),p=.40"
map,grip,symbol,male,aeh,351," 76.2( 2.7),p<.01"," -1.83( 0.62),p<.01","   9.7( 0.4),p<.01"," -0.03( 0.12),p=.78"
map,grip,symbol,male,aehplus,351," 79.5( 3.1),p<.01"," -2.58( 0.89),p<.01","  36.0( 1.7),p<.01"," -0.10( 0.41),p=.80"
map,grip,word_de,female,a,"1,010"," 47.3( 0.6),p<.01"," -0.96( 0.15),p<.01","   6.4( 0.1),p<.01","  0.13( 0.03),p<.01"
map,grip,word_de,female,ae,"1,010"," 43.3( 1.2),p<.01"," -0.42( 0.31),p=.17","   5.3( 0.2),p<.01","  0.12( 0.05),p=.02"
map,grip,word_de,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.46( 0.31),p=.13","   5.3( 0.2),p<.01","  0.12( 0.05),p=.03"
map,grip,word_de,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.41( 0.32),p=.20","   5.6( 0.2),p<.01","  0.13( 0.06),p=.03"
map,grip,word_de,male,a,351," 80.4( 1.8),p<.01"," -1.51( 0.41),p<.01","   5.9( 0.2),p<.01","  0.00( 0.05),p=.95"
map,grip,word_de,male,ae,351," 74.8( 3.0),p<.01"," -1.75( 0.61),p<.01","   4.9( 0.3),p<.01","  0.06( 0.08),p=.44"
map,grip,word_de,male,aeh,351," 76.2( 2.7),p<.01"," -1.83( 0.61),p<.01","   4.9( 0.3),p<.01","  0.07( 0.08),p=.42"
map,grip,word_de,male,aehplus,351," 79.6( 3.1),p<.01"," -2.50( 0.90),p<.01","   5.0( 0.3),p<.01","  0.07( 0.11),p=.54"
map,grip,word_im,female,a,"1,010"," 47.2( 0.6),p<.01"," -0.94( 0.15),p<.01","  19.2( 0.2),p<.01","  0.36( 0.05),p<.01"
map,grip,word_im,female,ae,"1,010"," 43.3( 1.2),p<.01"," -0.40( 0.31),p=.19","  16.4( 0.4),p<.01","  0.41( 0.11),p<.01"
map,grip,word_im,female,aeh,"1,010"," 43.9( 1.1),p<.01"," -0.44( 0.30),p=.15","  16.5( 0.3),p<.01","  0.41( 0.11),p<.01"
map,grip,word_im,female,aehplus,"1,010"," 43.7( 1.3),p<.01"," -0.39( 0.32),p=.21","  16.8( 0.4),p<.01","  0.41( 0.12),p<.01"
map,grip,word_im,male,a,351," 80.3( 1.8),p<.01"," -1.51( 0.41),p<.01","  17.9( 0.3),p<.01","  0.09( 0.10),p=.36"
map,grip,word_im,male,ae,351," 74.8( 3.0),p<.01"," -1.73( 0.61),p<.01","  15.5( 0.5),p<.01","  0.17( 0.16),p=.29"
map,grip,word_im,male,aeh,351," 76.1( 2.7),p<.01"," -1.81( 0.61),p<.01","  15.5( 0.5),p<.01","  0.17( 0.16),p=.29"
