 0.27118470E-01  0.23018974E-01  0.60316011E+01  0.17192297E+01 -0.37685462E-01  0.16462764E+02  0.30948888E+00 -0.21308595E-01  0.93265361E-02  0.18501523E+01
-0.10302862E+00 -0.39092016E-01 -0.94020931E-02  0.13696475E-03 -0.23515247E-03 -0.68885971E-01 -0.10782145E-03 -0.45743069E-02  0.74864223E-02 -0.12827311E+00
 0.36531334E+00  0.47249072E+01 -0.43031221E+00 -0.40816206E+00  0.28970575E+00 -0.29818392E-01 -0.59215762E-03  0.15497502E+00  0.33969373E-01 -0.16756739E-01
 0.52254088E-01  0.10698925E+00 -0.35526974E-03  0.76734915E-03  0.69488956E-01  0.16632808E-01  0.10357384E+02  0.28661461E-01 -0.20545190E-02  0.57447468E+00
 0.53331729E+00  0.66011666E-01 -0.10155956E+00  0.56916353E-01
 0.37512566E-02  0.10855718E-01  0.19709079E+00  0.33295715E-01  0.88386176E-02  0.37814277E+00  0.12336248E+00  0.15371963E-02  0.33692156E-02  0.16516373E+00
 0.23138929E-01  0.34860236E-01  0.28391498E-01  0.35193888E-03  0.87581376E-03  0.36718790E-01  0.53706041E-02  0.66694413E-02  0.64338137E-02  0.14832341E-01
 0.38580546E-01  0.16706918E+01  0.23053512E+00  0.33422923E+00  0.29672752E+00  0.49009533E-02  0.12851491E-01  0.56091809E+00  0.77689259E-01  0.11669173E+00
 0.94707286E-01  0.64520509E-02  0.10842664E-02  0.56491562E-03  0.42885562E-01  0.13602244E-01  0.60849245E+00  0.13522951E-01  0.33273333E-02  0.15508012E+00
 0.79582853E-01  0.40736735E-01  0.16875873E+00  0.25238128E-01
-0.12022564E+05  0.16150308E+01  0.41000000E+02  0.24127128E+05  0.24334431E+05  0.24204202E+05  0.33307437E-07
