"model_number","version","active","valid","best_in_gender","study_name","date","time","converged","subgroup","model_type","physical_outcome","var_int_physical","se_int_physical","var_slope_physical","se_slope_physical","var_residual_physical","se_residual_physical","cognitive_outcome","var_int_cog","se_int_cog","var_slope_cog","se_slope_cog","var_residual_cog","se_residual_cog","cov_int","cov_slope","cov_residual","p_cov_int","p_cov_slope","p_cov_res","subject_count","wave_count","datapoint_count","parameter_count","deviance","software","output_file","model_description","results_descriptions","notes","data_file","LL","aic","bic","adj_bic","aaic"
"b1","0.1",NA,NA,NA,"eas","02/24/2015"," 9:41 AM",TRUE,"female","age","pulmonary",5231.793,761.377,122.374,37.904,1696.059,385.912,"block",66.882,5.819,0.321,0.117,21.499,1.149,113.602,4.114,-0.341,0.045,0.001,0.972,563,"to_do",NA,21,NA,"Mplus VERSION 7.3","b1_female_age_pulmonary_block.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-9238.731,18519.463,18610.462,18543.797,18521.170948244
"b1","0.1",NA,NA,NA,"eas","02/24/2015"," 9:54 AM",TRUE,"female","full","pulmonary",5231.793,761.377,122.374,37.904,1696.059,385.912,"block",66.882,5.819,0.321,0.117,21.499,1.149,113.602,4.114,-0.341,0.045,0.001,0.972,563,"to_do",NA,21,NA,"Mplus VERSION 7.3","b1_female_full_pulmonary_block.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-9238.731,18519.463,18610.462,18543.797,18521.170948244
"b1","0.1",NA,NA,NA,"eas","02/24/2015"," 9:39 AM",TRUE,"male","age","pulmonary",12359.035,3052.885,207.162,117.484,4752.718,843.492,"block",76.032,7.665,0.097,0.111,22.36,1.513,-121.039,-0.181,12.12,0.35,0.958,0.599,350,"to_do",NA,21,NA,"Mplus VERSION 7.3","b1_male_age_pulmonary_block.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-5823.453,11688.907,11769.923,11703.304,11691.7240731707
"b1","0.1",NA,NA,NA,"eas","02/24/2015"," 9:57 AM",TRUE,"male","full","pulmonary",12359.035,3052.885,207.162,117.484,4752.718,843.492,"block",76.032,7.665,0.097,0.111,22.36,1.513,-121.039,-0.181,12.12,0.35,0.958,0.599,350,"to_do",NA,21,NA,"Mplus VERSION 7.3","b1_male_full_pulmonary_block.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-5823.453,11688.907,11769.923,11703.304,11691.7240731707
"u0","0.1",NA,NA,NA,"eas","02/24/2015","10:09 AM",TRUE,"female","empty","pulmonary",2669.072,344.602,NA,NA,3737.326,430.381,"nocog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,"to_do",NA,3,NA,"Mplus VERSION 7.3","u0_female_empty_pulmonary_nocog.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-3742.569,7491.138,7501.278,7491.772,7491.25067605634
"u0","0.1",NA,NA,NA,"eas","02/23/2015"," 4:29 PM",TRUE,"femlae","empty","pulmonary",2669.072,344.602,NA,NA,3737.326,430.381,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,"to_do",NA,3,NA,"Mplus VERSION 7.3","u0_femlae_empty_pulmonary_noCog.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-3742.569,7491.138,7501.278,7491.772,7491.25067605634
"u0","0.1",NA,NA,NA,"eas","02/24/2015","10:10 AM",TRUE,"male","empty","pulmonary",2669.072,344.602,NA,NA,3737.326,430.381,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,"to_do",NA,3,NA,"Mplus VERSION 7.3","u0_male_empty_pulmonary_noCog.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-3742.569,7491.138,7501.278,7491.772,7491.25067605634
"u1","0.1",NA,NA,NA,"eas","02/24/2015","10:34 AM",TRUE,"female","age","noPhys",NA,NA,NA,NA,NA,NA,"block",66.367,5.807,0.312,0.117,21.492,1.149,NA,NA,NA,NA,NA,NA,563,"to_do",NA,8,NA,"Mplus VERSION 7.3","u1_female_age_noPhys_block.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-5639.249,11294.498,11329.164,11303.768,11294.7579277978
"u1","0.1",NA,NA,NA,"eas","02/24/2015","10:56 AM",TRUE,"female","age","pulmonary",5364.97,768.572,118.948,38.882,1692.683,385.475,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,"to_do",NA,8,NA,"Mplus VERSION 7.3","u1_female_age_pulmonary_noCog.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-3608.299,7232.598,7259.637,7234.286,7233.29030769231
"u1","0.1",NA,NA,NA,"eas","02/24/2015","11:22 AM",TRUE,"female","full","pulmonary",5364.97,768.572,118.948,38.882,1692.683,385.475,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,"to_do",NA,8,NA,"Mplus VERSION 7.3","u1_female_full_pulmonary_noCog.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-3608.299,7232.598,7259.637,7234.286,7233.29030769231
"u1","0.1",NA,NA,NA,"eas","02/24/2015","10:37 AM",TRUE,"male","age","noPhys",NA,NA,NA,NA,NA,NA,"block",75.827,7.668,0.085,0.114,22.397,1.53,NA,NA,NA,NA,NA,NA,350,"to_do",NA,8,NA,"Mplus VERSION 7.3","u1_male_age_noPhys_block.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-3527.389,7070.778,7101.641,7076.262,7071.20028739003
"u1","0.1",NA,NA,NA,"eas","02/23/2015"," 4:04 PM",TRUE,"male","age","plumonary",12505.519,3115.589,223.477,118.531,4730.871,841.811,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,"to_do",NA,8,NA,"Mplus VERSION 7.3","u1_male_age_plumonary_noCog.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-2297.794,4611.589,4634.021,4608.727,4612.86333628319
"u1","0.1",NA,NA,NA,"eas","02/24/2015","11:23 AM",TRUE,"male","age","pulmonary",12397.222,3061.416,211.325,113.031,4748.261,848.723,"nocog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,"to_do",NA,8,NA,"Mplus VERSION 7.3","u1_male_age_pulmonary_nocog.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-2297.791,4611.583,4634.015,4608.72,4612.85733628319
"u1","0.1",NA,NA,NA,"eas","02/23/2015"," 5:00 PM",TRUE,"male","full","pulmonary",3340.299,913.012,48.406,44.553,1609.434,543.112,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,"to_do",NA,16,NA,"Mplus VERSION 7.3","u1_male_full_pulmonary_noCog.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-1743.039,3518.078,3560.234,3509.693,3524.40358139535
"u2","0.1",NA,NA,NA,"eas","02/24/2015","11:31 AM",TRUE,"female","age","pulmonary",8225.54,1939.13,1527.462,445.844,1310.363,355.104,"nocog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,"to_do",NA,13,NA,"Mplus VERSION 7.3","u2_female_age_pulmonary_nocog.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-3584.49,7194.979,7238.918,7197.722,7196.77210344828
"u2","0.1",NA,NA,NA,"eas","02/24/2015","11:32 AM",TRUE,"male","age","pulmonary",12666.433,5286.648,906.051,1929.393,4602.426,794.691,"nocog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,"to_do",NA,13,NA,"Mplus VERSION 7.3","u2_male_age_pulmonary_nocog.out","??",NA,NA," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-2296.379,4618.758,4655.211,4614.107,4622.12837037037
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:33 AM",TRUE,"female","age","muscle",28.352,1.672,0.103,0.029,9.839,0.753,"executive",2.816,0.42,0.017,0.008,2.255,0.108,0.187,0.014,0.523,0.688,0.039,0.002,1581,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_female_age_muscle_executive.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-29165.304,58372.607,58485.289,58418.577,58373.1996876203
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:30 AM",TRUE,"female","age","muscle",28.297,1.668,0.108,0.03,9.833,0.754,"mental",43.084,4.587,1.146,0.224,23.462,1.488,-3.935,0.148,0.689,0.003,0,0.189,1584,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_female_age_muscle_mental.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-43005.408,86052.815,86165.537,86098.825,86053.4065492958
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:35 AM",TRUE,"female","age","muscle",28.318,1.673,0.104,0.03,9.835,0.752,"speed",177.18,7.98,0.701,0.092,34.117,1.931,-12.417,0.091,0.901,0,0,0.125,1584,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_female_age_muscle_speed.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-39476.336,78994.673,79107.395,79040.682,78995.2645492958
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:36 AM",TRUE,"female","age","walking",0.034,0.002,0,0,0.014,0,"executive",2.814,0.42,0.017,0.008,2.252,0.108,0.07,0.001,0.005,0,0.003,0.238,1558,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_female_age_walking_executive.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-4919.207,9880.414,9992.788,9926.076,9881.0155625
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:24 AM",TRUE,"female","age","walking",0.035,0.002,0,0,0.014,0,"mental",43.294,4.661,1.182,0.232,23.34,1.486,0.497,0.009,0.004,0,0,0.77,1584,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_female_age_walking_mental.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-18597.884,37237.768,37350.49,37283.777,37238.3595492958
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:38 AM",TRUE,"female","age","walking",0.039,0.002,0,0,0.012,0,"speed",175.587,7.939,0.7,0.09,34.256,1.941,1.098,0.006,0.057,0,0,0,1581,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_female_age_walking_speed.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-14668.262,29378.524,29491.206,29424.493,29379.1166876203
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:33 AM",TRUE,"male","age","muscle",53.865,2.493,0.126,0.036,18.703,0.972,"executive",3.353,0.582,0.021,0.012,3.606,0.159,-1.084,0.002,0.806,0.17,0.855,0.011,1491,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_male_age_muscle_executive.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-29406.568,58855.135,58966.586,58899.875,58855.7639993193
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:30 AM",TRUE,"male","age","muscle",53.9,2.491,0.137,0.037,18.713,0.977,"mental",52.025,5.127,0.902,0.211,24.229,1.427,-4.267,0.208,0.279,0.018,0,0.711,1491,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_male_age_muscle_mental.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-41239.054,82520.108,82631.559,82564.848,82520.7369993193
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:27 AM",TRUE,"male","age","muscle",53.813,2.489,0.123,0.035,18.72,0.98,"speed",180.764,8.369,0.454,0.084,33.373,2.46,-12.728,0.063,1.156,0,0.023,0.115,1490,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_male_age_muscle_speed.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-37669.36,75380.72,75492.157,75425.446,75381.3494277929
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:27 AM",TRUE,"male","age","walking",0.034,0.002,0,0,0.017,0.001,"executive",3.291,0.576,0.019,0.011,3.61,0.159,0.047,0,0.005,0.016,0.352,0.489,1473,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_male_age_walking_executive.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-5738.223,11518.445,11629.641,11562.931,11519.0818022054
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:25 AM",TRUE,"male","age","walking",0.035,0.002,0,0,0.017,0.001,"mental",51.913,5.106,0.899,0.215,24.276,1.432,0.486,0.006,-0.006,0,0.001,0.694,1491,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_male_age_walking_mental.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-17306.13,34654.261,34765.712,34699.001,34654.8899993193
"b1","0.1",NA,NA,NA,"habc","02/24/2015","10:26 AM",TRUE,"male","age","walking",0.04,0.002,0,0,0.015,0.001,"speed",180.208,8.34,0.454,0.083,33.346,2.457,1.189,0.005,0.014,0,0,0.38,1487,"to_do",NA,21,NA,"Mplus VERSION 7.2 (Mac)","b1_male_age_walking_speed.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-13423.061,26888.123,26999.518,26932.807,26888.7537167235
"u0","0.1",NA,NA,NA,"habc","02/24/2015"," 9:25 AM",TRUE,"female","empty","muscle",24.506,1.115,NA,NA,12.182,0.91,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,"to_do",NA,3,NA,"Mplus VERSION 7.2 (Mac)","u0_female_empty_muscle_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-20472.8,40951.6,40967.696,40958.165,40951.6152284264
"u0","0.1",NA,NA,NA,"habc","02/24/2015"," 9:29 AM",TRUE,"female","empty","noPhys",NA,NA,NA,NA,NA,NA,"executive",2.758,0.199,NA,NA,2.505,0.109,NA,NA,NA,NA,NA,NA,1407,"to_do",NA,3,NA,"Mplus VERSION 7.2 (Mac)","u0_female_empty_noPhys_executive.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-9150.481,18306.963,18322.711,18313.181,18306.980106201
"u0","0.1",NA,NA,NA,"habc","02/24/2015"," 9:31 AM",TRUE,"female","empty","noPhys",NA,NA,NA,NA,NA,NA,"mental",67.631,4.257,NA,NA,37.055,2.011,NA,NA,NA,NA,NA,NA,1584,"to_do",NA,3,NA,"Mplus VERSION 7.2 (Mac)","u0_female_empty_noPhys_mental.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-23499.704,47005.408,47021.511,47011.981,47005.4231898734
"u0","0.1",NA,NA,NA,"habc","02/24/2015"," 9:24 AM",TRUE,"female","empty","noPhys",NA,NA,NA,NA,NA,NA,"speed",160.269,6.414,NA,NA,53.295,2.4,NA,NA,NA,NA,NA,NA,1576,"to_do",NA,3,NA,"Mplus VERSION 7.2 (Mac)","u0_female_empty_noPhys_speed.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-19816.333,39638.667,39654.755,39645.224,39638.6822671756
"u0","0.1",NA,NA,NA,"habc","02/24/2015"," 9:26 AM",TRUE,"female","empty","walking",0.032,0.001,NA,NA,0.024,0.001,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559,"to_do",NA,3,NA,"Mplus VERSION 7.2 (Mac)","u0_female_empty_walking_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",2484.715,-4963.43,-4947.375,-4956.905,-4963.4145659164
"u0","0.1",NA,NA,NA,"habc","02/24/2015"," 9:25 AM",TRUE,"male","empty","muscle",50.696,2.285,NA,NA,25.076,1.077,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489,"to_do",NA,3,NA,"Mplus VERSION 7.2 (Mac)","u0_male_empty_muscle_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-21268.258,42542.516,42558.433,42548.903,42542.5321616162
"u0","0.1",NA,NA,NA,"habc","02/24/2015"," 9:29 AM",TRUE,"male","empty","noPhys",NA,NA,NA,NA,NA,NA,"executive",2.841,0.19,NA,NA,3.874,0.148,NA,NA,NA,NA,NA,NA,1284,"to_do",NA,3,NA,"Mplus VERSION 7.2 (Mac)","u0_male_empty_noPhys_executive.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-8815.431,17636.863,17652.336,17642.807,17636.88175
"u0","0.1",NA,NA,NA,"habc","02/24/2015"," 9:32 AM",TRUE,"male","empty","noPhys",NA,NA,NA,NA,NA,NA,"mental",73.126,5.168,NA,NA,35.472,2.263,NA,NA,NA,NA,NA,NA,1486,"to_do",NA,3,NA,"Mplus VERSION 7.2 (Mac)","u0_male_empty_noPhys_mental.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-21031.049,42068.099,42084.01,42074.48,42068.115194332
"u0","0.1",NA,NA,NA,"habc","02/24/2015"," 9:24 AM",TRUE,"male","empty","noPhys",NA,NA,NA,NA,NA,NA,"speed",160.663,6.159,NA,NA,48.886,2.387,NA,NA,NA,NA,NA,NA,1473,"to_do",NA,3,NA,"Mplus VERSION 7.2 (Mac)","u0_male_empty_noPhys_speed.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-17387.131,34780.262,34796.148,34786.617,34780.2783376447
"u0","0.1",NA,NA,NA,"habc","02/24/2015"," 9:26 AM",TRUE,"male","empty","walking",0.03,0.001,NA,NA,0.029,0.001,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470,"to_do",NA,3,NA,"Mplus VERSION 7.2 (Mac)","u0_male_empty_walking_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",1577.066,-3148.131,-3132.252,-3141.782,-3148.11462892224
"u1","0.1",NA,NA,NA,"habc","02/24/2015","11:36 AM",TRUE,"female","aeh","muscle",23.027,1.531,0.101,0.029,9.815,0.754,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,"to_do",NA,12,NA,"Mplus VERSION 7.2 (Mac)","u1_female_aeh_muscle_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-19899.347,39822.693,39887.03,39848.908,39822.892871877
"u1","0.1",NA,NA,NA,"habc","02/24/2015","11:39 AM",TRUE,"female","aeh","noPhys",NA,NA,NA,NA,NA,NA,"executive",2.319,0.4,0.017,0.008,2.259,0.108,NA,NA,NA,NA,NA,NA,1402,"to_do",NA,12,NA,"Mplus VERSION 7.2 (Mac)","u1_female_aeh_noPhys_executive.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-8917.269,17858.538,17921.486,17883.366,17858.7626220302
"u1","0.1",NA,NA,NA,"habc","02/24/2015","11:39 AM",TRUE,"female","aeh","noPhys",NA,NA,NA,NA,NA,NA,"mental",24.884,2.946,1.112,0.231,23.492,1.505,NA,NA,NA,NA,NA,NA,1578,"to_do",NA,12,NA,"Mplus VERSION 7.2 (Mac)","u1_female_aeh_noPhys_mental.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-22564.228,45152.456,45216.823,45178.701,45152.6553610224
"u1","0.1",NA,NA,NA,"habc","02/24/2015","11:37 AM",TRUE,"female","aeh","noPhys",NA,NA,NA,NA,NA,NA,"speed",120.566,6.279,0.691,0.091,34.161,1.935,NA,NA,NA,NA,NA,NA,1570,"to_do",NA,12,NA,"Mplus VERSION 7.2 (Mac)","u1_female_aeh_noPhys_speed.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-19080.813,38185.627,38249.933,38211.811,38185.8273853565
"u1","0.1",NA,NA,NA,"habc","02/24/2015","10:51 AM",TRUE,"female","aeh","walking",0.031,0.002,0,0,0.014,0,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,"to_do",NA,12,NA,"Mplus VERSION 7.2 (Mac)","u1_female_aeh_walking_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",4247.572,-8471.144,-8406.968,-8445.09,-8470.9414025974
"u1","0.1",NA,NA,NA,"habc","02/24/2015"," 9:25 AM",TRUE,"female","age","muscle",28.346,1.674,0.103,0.03,9.839,0.753,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,"to_do",NA,8,NA,"Mplus VERSION 7.2 (Mac)","u1_female_age_muscle_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-20107.382,40230.765,40273.686,40248.272,40230.8566613622
"u1","0.1",NA,NA,NA,"habc","02/24/2015"," 9:30 AM",TRUE,"female","age","noPhys",NA,NA,NA,NA,NA,NA,"executive",2.851,0.424,0.017,0.008,2.25,0.108,NA,NA,NA,NA,NA,NA,1407,"to_do",NA,8,NA,"Mplus VERSION 7.2 (Mac)","u1_female_age_noPhys_executive.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-9073.166,18162.333,18204.326,18178.913,18162.4360042918
"u1","0.1",NA,NA,NA,"habc","02/24/2015"," 9:33 AM",TRUE,"female","age","noPhys",NA,NA,NA,NA,NA,NA,"mental",43.034,4.596,1.133,0.224,23.503,1.494,NA,NA,NA,NA,NA,NA,1584,"to_do",NA,8,NA,"Mplus VERSION 7.2 (Mac)","u1_female_age_noPhys_mental.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-22925.568,45867.137,45910.078,45884.664,45867.2284285714
"u1","0.1",NA,NA,NA,"habc","02/24/2015"," 9:23 AM",TRUE,"female","age","noPhys",NA,NA,NA,NA,NA,NA,"speed",177.204,7.984,0.693,0.091,34.183,1.934,NA,NA,NA,NA,NA,NA,1576,"to_do",NA,8,NA,"Mplus VERSION 7.2 (Mac)","u1_female_age_noPhys_speed.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-19406.607,38829.214,38872.116,38846.701,38829.3058953414
"u1","0.1",NA,NA,NA,"habc","02/24/2015"," 9:27 AM",TRUE,"female","age","walking",0.035,0.002,0,0,0.014,0,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559,"to_do",NA,8,NA,"Mplus VERSION 7.2 (Mac)","u1_female_age_walking_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",4177.755,-8339.509,-8296.695,-8322.109,-8339.41609677419
"u1","0.1",NA,NA,NA,"habc","02/24/2015","11:37 AM",TRUE,"male","aeh","muscle",46.19,2.221,0.118,0.036,18.74,0.98,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1487,"to_do",NA,12,NA,"Mplus VERSION 7.2 (Mac)","u1_male_aeh_muscle_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-20522.932,41069.865,41133.519,41095.399,41070.0766689281
"u1","0.1",NA,NA,NA,"habc","02/24/2015","11:39 AM",TRUE,"male","aeh","noPhys",NA,NA,NA,NA,NA,NA,"executive",2.938,0.55,0.017,0.011,3.629,0.16,NA,NA,NA,NA,NA,NA,1282,"to_do",NA,12,NA,"Mplus VERSION 7.2 (Mac)","u1_male_aeh_noPhys_executive.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-8692.712,17409.424,17471.298,17433.18,17409.6698628842
"u1","0.1",NA,NA,NA,"habc","02/24/2015","11:39 AM",TRUE,"male","aeh","noPhys",NA,NA,NA,NA,NA,NA,"mental",28.453,3.591,0.87,0.216,24.249,1.419,NA,NA,NA,NA,NA,NA,1484,"to_do",NA,12,NA,"Mplus VERSION 7.2 (Mac)","u1_male_aeh_noPhys_mental.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-20261.691,40547.381,40611.011,40572.891,40547.5931006118
"u1","0.1",NA,NA,NA,"habc","02/24/2015","11:38 AM",TRUE,"male","aeh","noPhys",NA,NA,NA,NA,NA,NA,"speed",105.713,6.395,0.432,0.082,33.513,2.473,NA,NA,NA,NA,NA,NA,1471,"to_do",NA,12,NA,"Mplus VERSION 7.2 (Mac)","u1_male_aeh_noPhys_speed.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-16695.571,33415.142,33478.666,33440.546,33415.3559917695
"u1","0.1",NA,NA,NA,"habc","02/24/2015","11:03 AM",TRUE,"male","aeh","walking",0.03,0.002,0,0,0.017,0.001,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468,"to_do",NA,12,NA,"Mplus VERSION 7.2 (Mac)","u1_male_aeh_walking_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",3287.99,-6551.981,-6488.481,-6526.601,-6551.76656701031
"u1","0.1",NA,NA,NA,"habc","02/24/2015"," 9:25 AM",TRUE,"male","age","muscle",53.856,2.495,0.122,0.035,18.737,0.979,"noCog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489,"to_do",NA,8,NA,"Mplus VERSION 7.2 (Mac)","u1_male_age_muscle_noCog.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-20645.867,41307.734,41350.181,41324.767,41307.8312972973
"u1","0.1",NA,NA,NA,"habc","02/24/2015"," 9:30 AM",TRUE,"male","age","noPhys",NA,NA,NA,NA,NA,NA,"executive",3.375,0.585,0.02,0.012,3.615,0.16,NA,NA,NA,NA,NA,NA,1284,"to_do",NA,8,NA,"Mplus VERSION 7.2 (Mac)","u1_male_age_noPhys_executive.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-8780.832,17577.665,17618.926,17593.514,17577.7779411765
"u1","0.1",NA,NA,NA,"habc","02/24/2015"," 9:33 AM",TRUE,"male","age","noPhys",NA,NA,NA,NA,NA,NA,"mental",51.995,5.122,0.899,0.212,24.239,1.43,NA,NA,NA,NA,NA,NA,1486,"to_do",NA,8,NA,"Mplus VERSION 7.2 (Mac)","u1_male_age_noPhys_mental.out","??",NA,NA," ""/Users/qingqingzhang/Dropbox/IALSA/Data/HABC-9999.dta.dat""",-20623.172,41262.344,41304.775,41279.361,41262.4414949221
