 0.19960701E-01 -0.70279877E-02  0.54284921E+01  0.64483338E+00  0.19574391E-02  0.78705767E+01  0.22572811E+00 -0.66252909E-02  0.10059876E-01  0.11385569E+00
-0.23928186E-02  0.14530182E-01 -0.44431320E-01 -0.86522373E-03 -0.18698040E-02 -0.14771234E-01 -0.14717056E-02 -0.10305816E-01  0.77719340E-02 -0.15853641E+00
 0.23871966E+00  0.16915055E+01 -0.26840850E+00  0.61783471E+00  0.37391584E+00 -0.23866674E-01  0.90986765E-02 -0.76494724E-03  0.58399087E-01  0.11719864E+00
-0.86939282E-01  0.21406649E-01 -0.34351007E-03  0.46930356E-03  0.10485048E+00  0.10841856E-01  0.12138515E+02  0.15390337E-01  0.55035959E-02  0.16459350E+00
 0.28213035E+00  0.20569006E+00  0.47829375E+00 -0.21350276E-01
 0.15398007E-02  0.11772461E-01  0.32549544E+00  0.34264563E-01  0.12214591E-01  0.76627565E+00  0.21218696E+00  0.14444771E-02  0.31635197E-02  0.14059222E+00
 0.19583965E-01  0.22991428E-01  0.20806567E-01  0.54865472E-03  0.98043178E-03  0.48780787E-01  0.68860953E-02  0.74745470E-02  0.70739300E-02  0.29639423E-01
 0.62953490E-01  0.27526657E+01  0.39630014E+00  0.45611703E+00  0.44485336E+00  0.81336471E-02  0.16477032E-01  0.77371819E+00  0.11716484E+00  0.13267666E+00
 0.13078216E+00  0.26587568E-02  0.72251783E-03  0.29301559E-03  0.40024051E-01  0.11864625E-01  0.10710871E+01  0.10146797E-01  0.32666535E-02  0.20852098E+00
 0.90456298E-01  0.78378645E-01  0.30483424E+00  0.35800594E-01
-0.35805453E+04  0.10283134E+01  0.41000000E+02  0.72430905E+04  0.74066380E+04  0.72765427E+04  0.11186341E-08
