 0.34527602E+02  0.49893851E-01  0.25981548E+01  0.76324654E+02 -0.23181039E+01  0.89721513E+01 -0.12080246E+00 -0.10245459E+01  0.89730888E-01  0.72168715E+02
 0.68262064E+00 -0.24655144E+01 -0.24923928E+01 -0.66198326E-01  0.55058197E-01 -0.10064499E+01  0.20687259E+00  0.60647977E+00  0.38198187E+00 -0.63300429E-01
 0.87925566E-01  0.11693553E+01  0.51829866E-01  0.22800328E+00 -0.27030034E-01  0.16168722E-02 -0.68647768E-02 -0.10975724E+00 -0.62005783E-01 -0.36503353E-01
 0.17716212E-01  0.23863795E+03  0.64832734E-01  0.48193484E+01  0.70127050E+01  0.99404167E+00  0.29855657E+01  0.85693381E+00  0.26519535E+00  0.12615683E+00
 0.23446044E-01  0.26272567E+00  0.78892725E+00  0.52678246E-02
 0.28945328E+01  0.39284596E+00  0.13659407E+00  0.26570273E+01  0.71493823E+00  0.36417854E+00  0.11377705E+00  0.11754636E+00  0.23153646E+00  0.10621068E+02
 0.16366175E+01  0.19509793E+01  0.19044873E+01  0.33345329E-01  0.63100015E-01  0.26085092E+01  0.41907750E+00  0.51323379E+00  0.42966322E+00  0.13660643E-01
 0.34154936E-01  0.14101482E+01  0.20911739E+00  0.23019059E+00  0.23189329E+00  0.46826071E-02  0.88505155E-02  0.48283223E+00  0.64703115E-01  0.80468522E-01
 0.76369819E-01  0.22212820E+02  0.37348304E+01  0.18191329E+01  0.22266266E+01  0.60708688E+00  0.48853063E+00  0.44481436E+00  0.13139337E+00  0.60543557E-01
 0.11492381E-01  0.74484500E-01  0.11878537E+00  0.41439294E-01
-0.80813486E+04  0.11668764E+01  0.41000000E+02  0.16244697E+05  0.16412162E+05  0.16282048E+05  0.42066538E-07
