"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:40 PM","b1_female_ae_grip_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistim/b1_female_ae_grip_wordlistim.out","map","b1","female","ae","grip","wordlistim",1030,4,NA,25,-19592.24,39234.48,39357.913,39278.51,39235.7748207171,TRUE,TRUE,NA,0,5.759,1.352,4.261,0,0.221,0.089,2.499,0.012,0.651,0.396,1.642,0.1,-0.101,0.327,-0.309,0.758,0.25,0.29,0.863,0.388,105.902,6.287,16.844,0,0.828,0.297,2.79,0.005,-1.513,1.029,-1.47,0.141,20.095,1.059,18.981,0,10.092,0.663,15.222,0,0.29,0.067,4.33,0,0.019,0.159,0.119,0.906,5.837,0.189,30.907,0,43.597,1.141,38.218,0,-0.498,0.292,-1.707,0.088,16.514,0.338,48.927,0,0.434,0.102,4.237,0,0.176,0.04,4.399,0,0.452,0.184,2.45,0.014,0.023,0.027,0.864,0.387,-0.676,0.049,-13.781,0,-0.012,0.011,-1.114,0.265,-0.121,0.015,-7.945,0,-0.016,0.005,-3.503,0,0.51,0.124,4.119,0,-0.058,0.032,-1.836,0.066,0.374,0.037,10.032,0,-0.005,0.012,-0.404,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:41 PM","b1_female_aeh_grip_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistim/b1_female_aeh_grip_wordlistim.out","map","b1","female","aeh","grip","wordlistim",1025,4,NA,29,-19490.864,39039.728,39182.769,39090.662,39041.4767437186,TRUE,TRUE,NA,0,4.858,1.267,3.833,0,0.237,0.087,2.713,0.007,0.569,0.384,1.484,0.138,-0.107,0.318,-0.338,0.736,0.232,0.29,0.8,0.423,98.49,6.009,16.391,0,0.812,0.297,2.735,0.006,-1.364,1.006,-1.356,0.175,20.059,1.059,18.944,0,9.723,0.618,15.737,0,0.285,0.067,4.239,0,0.044,0.153,0.285,0.775,5.844,0.189,30.937,0,44.398,1.135,39.115,0,-0.501,0.292,-1.715,0.086,16.681,0.334,49.91,0,0.433,0.103,4.203,0,0.157,0.04,3.927,0,0.493,0.188,2.628,0.009,0.021,0.027,0.801,0.423,-0.617,0.048,-12.765,0,-0.012,0.011,-1.065,0.287,-0.115,0.015,-7.514,0,-0.016,0.005,-3.383,0.001,0.38,0.123,3.087,0.002,-0.057,0.032,-1.806,0.071,0.355,0.037,9.533,0,-0.005,0.012,-0.421,0.674,40.32,4.843,8.326,0,-0.349,1.284,-0.272,0.786,4.413,1.666,2.648,0.008,0.37,0.534,0.693,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:41 PM","b1_female_aehplus_grip_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistim/b1_female_aehplus_grip_wordlistim.out","map","b1","female","aehplus","grip","wordlistim",935,4,NA,41,-17644.569,35371.138,35569.601,35439.388,35374.9946629339,TRUE,TRUE,NA,0,5.166,1.337,3.864,0,0.262,0.095,2.759,0.006,0.637,0.416,1.531,0.126,-0.199,0.339,-0.587,0.557,0.206,0.315,0.654,0.513,96.702,6.309,15.328,0,0.82,0.332,2.473,0.013,-1.198,1.071,-1.118,0.264,20.603,1.172,17.574,0,9.679,0.652,14.847,0,0.293,0.072,4.071,0,0.092,0.163,0.567,0.571,5.892,0.199,29.672,0,44.885,1.354,33.159,0,-0.475,0.334,-1.423,0.155,16.824,0.395,42.608,0,0.484,0.123,3.944,0,0.169,0.042,3.975,0,0.534,0.205,2.601,0.009,0.019,0.029,0.654,0.513,-0.61,0.051,-11.904,0,-0.013,0.012,-1.102,0.27,-0.113,0.016,-6.905,0,-0.017,0.005,-3.372,0.001,0.295,0.134,2.206,0.027,-0.06,0.035,-1.694,0.09,0.352,0.04,8.707,0,-0.005,0.013,-0.412,0.681,38.102,5.05,7.545,0,-0.177,1.393,-0.127,0.899,4.427,1.808,2.449,0.014,0.118,0.56,0.211,0.833,0.272,0.736,0.37,0.711,0.102,0.183,0.559,0.576,-0.487,0.249,-1.953,0.051,-0.004,0.078,-0.054,0.957,-0.14,1.092,-0.128,0.898,0.1,0.244,0.41,0.682,-0.342,0.372,-0.919,0.358,-0.133,0.124,-1.072,0.284,-0.484,0.98,-0.494,0.621,-0.063,0.223,-0.283,0.777,0.316,0.323,0.976,0.329,0.028,0.095,0.298,0.766
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:40 PM","b1_male_a_grip_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistim/b1_male_a_grip_wordlistim.out","map","b1","male","a","grip","wordlistim",349,4,NA,21,-6933.395,13908.791,13989.747,13923.128,13911.6166880734,TRUE,TRUE,NA,0,4.946,3.593,1.377,0.169,0.023,0.202,0.114,0.909,1.724,0.934,1.847,0.065,1.057,0.843,1.254,0.21,1.043,0.706,1.477,0.14,264.867,27.475,9.64,0,3.557,1.38,2.578,0.01,-8.651,4.049,-2.136,0.033,33.577,2.858,11.748,0,7.951,0.901,8.822,0,0.067,0.065,1.029,0.304,0.353,0.223,1.582,0.114,6.082,0.332,18.303,0,79.731,1.74,45.816,0,-1.409,0.375,-3.758,0,17.908,0.321,55.79,0,0.196,0.085,2.296,0.022,0.108,0.077,1.407,0.159,0.047,0.408,0.116,0.907,0.073,0.049,1.491,0.136,-1.094,0.133,-8.206,0,-0.039,0.033,-1.158,0.247,-0.145,0.026,-5.616,0,0.002,0.008,0.232,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:40 PM","b1_male_ae_grip_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistim/b1_male_ae_grip_wordlistim.out","map","b1","male","ae","grip","wordlistim",349,4,NA,25,-6907.538,13865.076,13961.452,13882.144,13869.1007678019,TRUE,TRUE,NA,0,1.974,3.288,0.6,0.548,0.03,0.204,0.147,0.883,1.629,0.928,1.754,0.079,0.867,0.77,1.126,0.26,1.049,0.707,1.484,0.138,258.966,27.361,9.465,0,3.561,1.382,2.576,0.01,-9.03,4.023,-2.245,0.025,33.554,2.856,11.749,0,6.499,0.855,7.598,0,0.067,0.066,1.025,0.305,0.328,0.217,1.507,0.132,6.099,0.335,18.191,0,74.239,2.945,25.207,0,-1.711,0.607,-2.817,0.005,15.174,0.546,27.803,0,0.189,0.148,1.279,0.201,0.048,0.079,0.606,0.544,0.061,0.409,0.15,0.881,0.073,0.049,1.499,0.134,-1.107,0.132,-8.356,0,-0.042,0.034,-1.241,0.214,-0.151,0.024,-6.205,0,0.001,0.008,0.104,0.917,0.663,0.269,2.463,0.014,0.04,0.058,0.693,0.488,0.329,0.051,6.434,0,0.002,0.016,0.145,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:40 PM","b1_male_aeh_grip_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistim/b1_male_aeh_grip_wordlistim.out","map","b1","male","aeh","grip","wordlistim",344,4,NA,29,-6830.688,13719.375,13830.754,13738.758,13724.9164012739,TRUE,TRUE,NA,0,-0.236,2.982,-0.079,0.937,0.05,0.203,0.244,0.807,1.651,0.826,2,0.046,0.949,0.758,1.251,0.211,0.97,0.705,1.377,0.169,217.028,24.322,8.923,0,3.605,1.394,2.586,0.01,-8.362,3.7,-2.26,0.024,33.565,2.87,11.697,0,6.452,0.849,7.599,0,0.071,0.065,1.095,0.274,0.316,0.216,1.464,0.143,6.058,0.333,18.207,0,76.076,2.582,29.459,0,-1.699,0.617,-2.754,0.006,15.144,0.554,27.335,0,0.175,0.15,1.173,0.241,-0.006,0.08,-0.079,0.937,0.098,0.388,0.252,0.801,0.068,0.049,1.389,0.165,-1.005,0.123,-8.196,0,-0.048,0.034,-1.421,0.155,-0.148,0.024,-6.058,0,0.001,0.008,0.079,0.937,0.185,0.246,0.754,0.451,0.047,0.061,0.769,0.442,0.328,0.053,6.208,0,0.004,0.016,0.224,0.823,86.694,10.603,8.176,0,-1.331,2.766,-0.481,0.63,1.862,2.243,0.83,0.406,-0.124,0.755,-0.165,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:40 PM","b1_male_aehplus_grip_wordlistim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistim/b1_male_aehplus_grip_wordlistim.out","map","b1","male","aehplus","grip","wordlistim",321,4,NA,41,-6329.174,12740.347,12894.976,12764.931,12752.6910860215,TRUE,TRUE,NA,0,-0.254,3.085,-0.082,0.934,-0.131,0.161,-0.815,0.415,2.062,0.845,2.441,0.015,0.88,0.674,1.305,0.192,0.95,0.681,1.396,0.163,217.779,25.641,8.493,0,2.154,0.83,2.594,0.009,-5.979,3.502,-1.707,0.088,32.372,2.89,11.201,0,6.35,0.848,7.491,0,0.069,0.053,1.304,0.192,0.279,0.2,1.395,0.163,6.036,0.329,18.358,0,77.234,2.744,28.147,0,-1.955,0.762,-2.565,0.01,15.428,0.691,22.325,0,0.181,0.204,0.884,0.377,-0.007,0.083,-0.082,0.934,-0.341,0.385,-0.885,0.376,0.068,0.048,1.406,0.16,-0.965,0.123,-7.861,0,-0.044,0.035,-1.287,0.198,-0.151,0.026,-5.754,0,-0.001,0.008,-0.093,0.926,0.114,0.25,0.454,0.65,0.061,0.061,0.996,0.319,0.298,0.057,5.237,0,0.009,0.018,0.52,0.603,88.333,10.658,8.288,0,-1.129,2.918,-0.387,0.699,1.996,2.293,0.871,0.384,0.038,0.773,0.049,0.961,0.835,1.82,0.459,0.646,0.077,0.439,0.175,0.861,-0.274,0.37,-0.742,0.458,-0.048,0.125,-0.381,0.703,-3.635,2.267,-1.603,0.109,0.504,0.486,1.035,0.3,0.231,0.414,0.558,0.577,0.131,0.141,0.926,0.354,-2.95,2.186,-1.35,0.177,0.418,0.445,0.938,0.348,0.385,0.439,0.876,0.381,-0.163,0.131,-1.246,0.213
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:41 PM","b1_female_a_grip_wordlistrecog.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistrecog/b1_female_a_grip_wordlistrecog.out","map","b1","female","a","grip","wordlistrecog",1030,4,NA,21,-13821.511,27685.022,27788.706,27722.007,27685.9386666667,TRUE,TRUE,NA,0,1.276,0.334,3.821,0,0.017,0.021,0.802,0.422,-0.002,0.101,-0.021,0.983,-0.121,0.146,-0.826,0.409,-0.017,0.06,-0.285,0.776,108.555,6.427,16.891,0,0.905,0.31,2.923,0.003,-1.908,1.102,-1.731,0.083,20.047,1.057,18.958,0,0.533,0.145,3.68,0,0.001,0.007,0.179,0.858,-0.011,0.034,-0.336,0.737,0.315,0.055,5.724,0,47.48,0.601,79.006,0,-0.936,0.131,-7.119,0,9.829,0.028,356.981,0,0.016,0.007,2.246,0.025,0.168,0.039,4.276,0,0.484,1.448,0.335,0.738,-0.007,0.024,-0.286,0.775,-0.687,0.05,-13.816,0,-0.01,0.011,-0.913,0.361,-0.016,0.004,-4.282,0,-0.001,0.001,-1.224,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:42 PM","b1_female_ae_grip_wordlistrecog.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistrecog/b1_female_ae_grip_wordlistrecog.out","map","b1","female","ae","grip","wordlistrecog",1030,4,NA,25,-13808.993,27667.986,27791.419,27712.016,27669.2808207171,TRUE,TRUE,NA,0,1.153,0.317,3.637,0,0.016,0.021,0.76,0.447,0.003,0.101,0.027,0.979,-0.106,0.145,-0.728,0.466,-0.015,0.06,-0.245,0.806,106.249,6.314,16.828,0,0.867,0.302,2.87,0.004,-1.68,1.054,-1.594,0.111,20.038,1.056,18.968,0,0.528,0.144,3.667,0,0.001,0.007,0.179,0.858,-0.011,0.033,-0.335,0.738,0.315,0.055,5.724,0,43.615,1.143,38.17,0,-0.486,0.293,-1.655,0.098,9.669,0.068,141.676,0,0.02,0.02,1.002,0.316,0.154,0.039,3.986,0,0.475,1.429,0.333,0.739,-0.006,0.024,-0.246,0.806,-0.676,0.049,-13.744,0,-0.011,0.011,-0.985,0.325,-0.016,0.004,-4.178,0,-0.001,0.001,-1.259,0.208,0.511,0.124,4.116,0,-0.06,0.032,-1.866,0.062,0.021,0.007,2.8,0.005,-0.001,0.002,-0.248,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:42 PM","b1_female_aeh_grip_wordlistrecog.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistrecog/b1_female_aeh_grip_wordlistrecog.out","map","b1","female","aeh","grip","wordlistrecog",1025,4,NA,29,-13680.096,27418.193,27561.234,27469.127,27419.9417437186,TRUE,TRUE,NA,0,0.936,0.257,3.644,0,0.015,0.02,0.743,0.457,0.009,0.092,0.1,0.92,-0.095,0.13,-0.733,0.463,-0.012,0.06,-0.194,0.847,98.675,6.025,16.377,0,0.853,0.303,2.817,0.005,-1.487,1.024,-1.453,0.146,19.99,1.056,18.933,0,0.458,0.118,3.878,0,0.001,0.007,0.144,0.885,-0.003,0.029,-0.114,0.909,0.313,0.054,5.76,0,44.423,1.137,39.084,0,-0.496,0.294,-1.689,0.091,9.687,0.07,138.546,0,0.019,0.02,0.948,0.343,0.139,0.038,3.647,0,0.506,1.869,0.271,0.787,-0.005,0.024,-0.194,0.846,-0.617,0.049,-12.709,0,-0.011,0.011,-0.98,0.327,-0.015,0.004,-4.027,0,-0.001,0.001,-1.287,0.198,0.379,0.123,3.073,0.002,-0.058,0.032,-1.809,0.07,0.019,0.008,2.441,0.015,-0.001,0.002,-0.241,0.81,40.593,4.868,8.339,0,-0.571,1.305,-0.438,0.662,0.52,0.427,1.22,0.223,0.054,0.096,0.565,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:43 PM","b1_female_aehplus_grip_wordlistrecog.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistrecog/b1_female_aehplus_grip_wordlistrecog.out","map","b1","female","aehplus","grip","wordlistrecog",935,4,NA,41,-12462.377,25006.754,25205.217,25075.004,25010.6106629339,TRUE,TRUE,NA,0,1.024,0.275,3.725,0,0.015,0.021,0.684,0.494,0.004,0.1,0.035,0.972,-0.102,0.142,-0.719,0.472,-0.043,0.064,-0.674,0.5,96.785,6.32,15.314,0,0.876,0.338,2.595,0.009,-1.309,1.092,-1.199,0.231,20.513,1.167,17.574,0,0.486,0.127,3.822,0,0.001,0.007,0.165,0.869,-0.002,0.031,-0.062,0.951,0.328,0.06,5.432,0,44.911,1.355,33.143,0,-0.482,0.337,-1.43,0.153,9.653,0.086,112.218,0,0.021,0.024,0.862,0.389,0.149,0.04,3.717,0,0.448,1.5,0.298,0.765,-0.017,0.025,-0.681,0.496,-0.61,0.051,-11.858,0,-0.012,0.012,-1.018,0.308,-0.016,0.004,-3.922,0,-0.001,0.001,-1.302,0.193,0.293,0.134,2.189,0.029,-0.059,0.036,-1.66,0.097,0.024,0.009,2.758,0.006,-0.001,0.003,-0.359,0.72,38.262,5.055,7.569,0,-0.336,1.422,-0.237,0.813,0.458,0.451,1.014,0.31,0.028,0.102,0.272,0.786,0.287,0.736,0.39,0.696,0.093,0.183,0.509,0.611,-0.037,0.052,-0.716,0.474,0.012,0.014,0.846,0.398,-0.096,1.095,-0.088,0.93,0.094,0.245,0.384,0.701,-0.099,0.099,-0.999,0.318,-0.002,0.019,-0.084,0.933,-0.463,0.981,-0.472,0.637,-0.046,0.226,-0.205,0.837,0.087,0.064,1.363,0.173,-0.005,0.018,-0.282,0.778
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:41 PM","b1_male_a_grip_wordlistrecog.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistrecog/b1_male_a_grip_wordlistrecog.out","map","b1","male","a","grip","wordlistrecog",349,4,NA,21,-5298.117,10638.235,10719.191,10652.572,10641.0606880734,TRUE,TRUE,NA,0,1.815,1.215,1.494,0.135,0.064,0.059,1.087,0.277,-0.162,0.301,-0.536,0.592,-0.294,0.258,-1.142,0.253,-0.119,0.216,-0.552,0.581,265.5,27.441,9.675,0,3.761,1.457,2.581,0.01,-9.466,4.009,-2.361,0.018,33.375,2.853,11.696,0,0.971,0.251,3.87,0,0.032,0.017,1.851,0.064,-0.109,0.056,-1.937,0.053,0.44,0.073,6.046,0,79.784,1.747,45.677,0,-1.38,0.373,-3.701,0,9.756,0.082,119.207,0,0.023,0.022,1.039,0.299,0.113,0.068,1.664,0.096,0.185,0.168,1.106,0.269,-0.031,0.056,-0.552,0.581,-1.097,0.134,-8.193,0,-0.037,0.033,-1.106,0.269,-0.035,0.01,-3.426,0.001,0.001,0.003,0.388,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"12/04/2016"," 2:41 PM","b1_male_ae_grip_wordlistrecog.out"," wide-dataset.dat ","./output/studies/map/phys-cog/grip-wordlistrecog/b1_male_ae_grip_wordlistrecog.out","map","b1","male","ae","grip","wordlistrecog",349,4,NA,25,-5291.431,10632.862,10729.239,10649.931,10636.8867678019,TRUE,TRUE,NA,0,1.466,1.205,1.217,0.224,0.073,0.059,1.228,0.219,-0.127,0.292,-0.436,0.663,-0.332,0.263,-1.266,0.206,-0.112,0.216,-0.521,0.603,259.657,27.33,9.501,0,3.746,1.457,2.572,0.01,-9.651,3.991,-2.418,0.016,33.357,2.851,11.7,0,0.953,0.245,3.896,0,0.032,0.017,1.833,0.067,-0.107,0.056,-1.929,0.054,0.441,0.073,6.038,0,74.389,2.949,25.225,0,-1.728,0.597,-2.893,0.004,9.449,0.148,64.046,0,0.056,0.046,1.208,0.227,0.093,0.071,1.322,0.186,0.21,0.165,1.271,0.204,-0.029,0.056,-0.521,0.603,-1.107,0.133,-8.329,0,-0.041,0.033,-1.238,0.216,-0.036,0.01,-3.492,0,0.001,0.003,0.381,0.703,0.649,0.27,2.407,0.016,0.047,0.058,0.806,0.42,0.037,0.016,2.242,0.025,-0.004,0.005,-0.714,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
