"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","03/03/2015","12:27 PM","eas","b1","female","aehplus",NA,NA,"pulmonary","fluency",TRUE,150,8,NA,41,-4656.391,9394.782,9518.218,9388.461,9426.67088888889,"b1_female_aehplus_pulmonary_fluency_pek_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",51.832,97.06,0.534,0.593,-0.797,2.611,-0.305,0.76,-2.131,17.095,-0.125,0.901,14.184,24.552,0.578,0.563,-0.376,23.53,-0.016,0.987,4622.492,1138.254,4.061,0,38.009,33.868,1.122,0.262,-298.317,145.019,-2.057,0.04,1691.255,100.488,16.83,0,98.982,21.933,4.513,0,0.296,0.435,0.681,0.496,2.84,2.769,1.026,0.305,25.29,1.953,12.949,0,346.505,24.443,14.176,0,-29.852,6.546,-4.56,0,30.593,3.601,8.496,0,0.357,0.718,0.497,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.311,1.872,-2.303,0.021,0.193,0.466,0.415,0.678,-0.349,0.262,-1.332,0.183,-0.063,0.038,-1.653,0.098,-2.161,2.645,-0.817,0.414,0.73,0.694,1.052,0.293,1.252,0.376,3.33,0.001,0.033,0.071,0.471,0.637,0.494,1.262,0.391,0.695,0.587,0.26,2.259,0.024,-0.119,0.18,-0.662,0.508,0.003,0.021,0.122,0.903,-0.923,17.236,-0.054,0.957,2.211,3.491,0.633,0.527,2.912,1.691,1.723,0.085,-0.071,0.434,-0.164,0.87,-21.936,25.497,-0.86,0.39,2.884,8.295,0.348,0.728,-2.087,3.478,-0.6,0.549,0.111,0.734,0.152,0.879,-26.205,25.265,-1.037,0.3,-0.391,7.703,-0.051,0.96,-7.079,2.761,-2.564,0.01,0.477,0.633,0.754,0.451,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/03/2015"," 2:54 PM","eas","b1","female","aehplus",NA,NA,"pulmonary","global",TRUE,150,7,NA,41,-3301.36,6684.719,6808.155,6678.398,6716.60788888889,"b1_female_aehplus_pulmonary_global_pek_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",20.865,12.306,1.695,0.09,0.106,0.521,0.203,0.839,-1.73,3.104,-0.557,0.577,-1.544,3.137,-0.492,0.623,-0.056,3.213,-0.017,0.986,4732.049,1018.823,4.645,0,59.825,36.687,1.631,0.103,-349.158,157.072,-2.223,0.026,1642.107,83.181,19.741,0,0.99,0.254,3.894,0,0.005,0.008,0.579,0.562,-0.005,0.034,-0.146,0.884,0.559,0.032,17.573,0,342.89,27.565,12.439,0,-27.516,8.489,-3.241,0.001,26.062,0.365,71.406,0,0.059,0.094,0.627,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.287,1.868,-2.295,0.022,0.149,0.5,0.298,0.766,-0.006,0.029,-0.216,0.829,-0.006,0.005,-1.013,0.311,-1.873,2.762,-0.678,0.498,0.57,0.957,0.596,0.551,0.086,0.04,2.151,0.031,0.002,0.009,0.196,0.844,0.405,1.197,0.338,0.735,0.611,0.305,2.005,0.045,0.01,0.018,0.577,0.564,-0.003,0.004,-0.766,0.444,-0.482,13.762,-0.035,0.972,1.903,3.179,0.599,0.549,0.239,0.268,0.891,0.373,-0.016,0.06,-0.264,0.791,-22.482,24.442,-0.92,0.358,3.455,10.011,0.345,0.73,-0.124,0.255,-0.485,0.628,-0.028,0.069,-0.402,0.688,-25.806,27.978,-0.922,0.356,-0.626,9.523,-0.066,0.948,-0.139,0.353,-0.395,0.693,0.003,0.073,0.042,0.967,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/05/2015"," 9:19 AM","eas","b1","female","aehplus",NA,NA,"pulmonary","knowledge",TRUE,150,7,NA,41,-3557.189,7196.377,7319.813,7190.056,7228.26588888889,"b1_female_aehplus_pulmonary_knowledge_pek_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",1.388,52.552,0.026,0.979,-0.848,4.095,-0.207,0.836,8.164,15.927,0.513,0.608,1.15,13.257,0.087,0.931,11.562,14.504,0.797,0.425,4729.594,1118.136,4.23,0,60.369,51.233,1.178,0.239,-352.169,184.289,-1.911,0.056,1641.645,92.601,17.728,0,11.521,3.922,2.938,0.003,0.061,0.266,0.229,0.819,0.507,0.844,0.601,0.548,7.418,0.805,9.21,0,341.622,26.312,12.984,0,-27,7.502,-3.599,0,13.16,2.032,6.476,0,0.312,0.624,0.5,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.194,1.905,-2.202,0.028,0.131,0.556,0.235,0.815,-0.131,0.127,-1.035,0.301,0.005,0.034,0.161,0.872,-1.797,2.744,-0.655,0.513,0.532,0.954,0.557,0.577,0.877,0.249,3.525,0,-0.043,0.06,-0.726,0.468,0.418,1.227,0.341,0.733,0.606,0.292,2.077,0.038,-0.011,0.085,-0.127,0.899,0.004,0.026,0.147,0.883,-0.558,16.309,-0.034,0.973,1.865,4.247,0.439,0.661,0.304,1.079,0.281,0.778,-0.014,0.467,-0.03,0.976,-22.389,27.281,-0.821,0.412,2.855,14.54,0.196,0.844,0.717,2.12,0.338,0.735,-0.241,0.363,-0.665,0.506,-25.83,25.515,-1.012,0.311,-0.677,8.537,-0.079,0.937,-2.685,1.436,-1.87,0.062,-0.294,0.552,-0.532,0.595,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/03/2015"," 2:23 PM","eas","b1","female","aehplus",NA,NA,"pulmonary","knowledge",TRUE,150,8,NA,41,-4667.547,9417.094,9540.53,9410.773,9448.98288888889,"b1_female_aehplus_pulmonary_knowledge_pek_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-39.881,84.688,-0.471,0.638,-1.116,2.545,-0.438,0.661,9.509,15.125,0.629,0.53,0.463,21.06,0.022,0.982,4.989,26.021,0.192,0.848,4631.456,1127.718,4.107,0,37.412,34.183,1.094,0.274,-303.574,146.256,-2.076,0.038,1700.288,123.45,13.773,0,77.37,15.735,4.917,0,0.088,0.366,0.24,0.81,-1.17,2.067,-0.566,0.571,30.252,2.358,12.827,0,345.161,26.436,13.057,0,-28.552,6.246,-4.572,0,35.121,3.006,11.684,0,0.148,0.654,0.226,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.322,1.798,-2.403,0.016,0.183,0.535,0.342,0.732,-0.161,0.257,-0.626,0.531,-0.037,0.044,-0.836,0.403,-2.129,2.619,-0.813,0.416,0.705,0.732,0.964,0.335,1.843,0.34,5.424,0,0.009,0.064,0.147,0.883,0.467,1.22,0.383,0.702,0.597,0.243,2.454,0.014,-0.059,0.152,-0.389,0.697,0.013,0.021,0.636,0.525,-0.556,16.699,-0.033,0.973,1.814,3.879,0.468,0.64,1.077,1.461,0.737,0.461,0.002,0.394,0.006,0.995,-21.054,25.57,-0.823,0.41,2.193,9.128,0.24,0.81,3.274,3.49,0.938,0.348,-0.606,0.685,-0.884,0.377,-26.12,24.602,-1.062,0.288,-0.673,7.933,-0.085,0.932,-4.827,2.342,-2.061,0.039,-0.16,0.477,-0.336,0.737,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/03/2015"," 9:41 AM","eas","b1","female","aehplus",NA,NA,"pulmonary","memory",TRUE,150,8,NA,40,-3859.516,7799.033,7919.458,7792.866,7829.12474311927,"b1_female_aehplus_pulmonary_memory_pek_digitspan.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-21.661,25.964,-0.834,0.404,-0.468,0.886,-0.528,0.597,4.986,6.407,0.778,0.436,6.229,6.081,1.024,0.306,NA,NA,NA,NA,4557.755,1085.239,4.2,0,30.233,23.91,1.264,0.206,-273.983,135.569,-2.021,0.043,1712.906,116.324,14.725,0,5.856,1.378,4.249,0,0.048,0.036,1.342,0.18,0.031,0.161,0.195,0.846,2.396,0.225,10.646,0,347.913,24.994,13.92,0,-30.38,5.826,-5.215,0,13.627,0.953,14.301,0,0.25,0.184,1.361,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.461,1.758,-2.538,0.011,0.272,0.436,0.624,0.533,-0.071,0.068,-1.048,0.295,-0.015,0.015,-0.999,0.318,-2.201,2.837,-0.776,0.438,0.748,0.711,1.053,0.292,0.285,0.09,3.167,0.002,-0.021,0.021,-0.989,0.323,0.485,1.179,0.411,0.681,0.583,0.252,2.309,0.021,0.027,0.045,0.591,0.554,-0.012,0.008,-1.409,0.159,-0.801,15.112,-0.053,0.958,2.044,2.94,0.695,0.487,0.41,0.515,0.797,0.426,-0.02,0.123,-0.159,0.873,-22.62,28.122,-0.804,0.421,3.551,9.327,0.381,0.703,-0.328,1.091,-0.301,0.764,-0.114,0.356,-0.321,0.748,-26.453,24.947,-1.06,0.289,-0.464,6.634,-0.07,0.944,-1.591,0.824,-1.932,0.053,0.057,0.149,0.381,0.703,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/18/2015"," 4:03 PM","eas","b1","female","aehplus",NA,NA,"pulmonary","memory",TRUE,150,8,NA,41,-3859.096,7800.192,7923.628,7793.871,7832.08088888889,"b1_female_aehplus_pulmonary_memory_pek_digitspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-24.441,27.642,-0.884,0.377,-0.606,0.965,-0.629,0.53,5.653,6.824,0.828,0.407,6.596,6.253,1.055,0.291,3.649,7.29,0.501,0.617,4601.034,1104.55,4.166,0,32.132,28.478,1.128,0.259,-281.393,136.376,-2.063,0.039,1703.619,122.041,13.959,0,5.851,1.381,4.235,0,0.049,0.037,1.331,0.183,0.032,0.161,0.199,0.842,2.394,0.226,10.612,0,347.878,25.147,13.834,0,-30.345,5.906,-5.138,0,13.643,0.965,14.144,0,0.243,0.187,1.299,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.466,1.772,-2.521,0.012,0.277,0.438,0.632,0.527,-0.072,0.069,-1.038,0.299,-0.015,0.016,-0.964,0.335,-2.202,2.856,-0.771,0.441,0.741,0.719,1.031,0.303,0.283,0.09,3.142,0.002,-0.02,0.021,-0.958,0.338,0.462,1.232,0.375,0.708,0.59,0.29,2.037,0.042,0.026,0.045,0.586,0.558,-0.012,0.009,-1.367,0.172,-0.642,15.291,-0.042,0.967,1.966,2.982,0.659,0.51,0.41,0.516,0.794,0.427,-0.019,0.123,-0.158,0.875,-22.46,28.876,-0.778,0.437,3.51,9.703,0.362,0.718,-0.334,1.104,-0.303,0.762,-0.111,0.362,-0.306,0.759,-26.062,25.146,-1.036,0.3,-0.575,6.697,-0.086,0.932,-1.591,0.823,-1.934,0.053,0.057,0.149,0.378,0.705,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/05/2015"," 8:10 AM","eas","b1","female","aehplus",NA,NA,"pulmonary","memory",TRUE,150,9,NA,41,-4439.171,8960.343,9083.779,8954.022,8992.23188888889,"b1_female_aehplus_pulmonary_memory_pek_logicalmemorytotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",59.55,51.656,1.153,0.249,-0.007,1.658,-0.004,0.996,-2.194,11.997,-0.183,0.855,-6.266,8.129,-0.771,0.441,14.361,16.212,0.886,0.376,4581.31,1134.234,4.039,0,30.695,26.119,1.175,0.24,-296.176,151.364,-1.957,0.05,1755.08,112.602,15.587,0,22.943,5.59,4.105,0,0.125,0.134,0.934,0.35,0.47,0.972,0.484,0.628,14.402,1.274,11.307,0,346.232,25.193,13.743,0,-29.203,6.05,-4.827,0,18.209,2.2,8.278,0,-0.041,0.439,-0.093,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.317,1.809,-2.387,0.017,0.175,0.489,0.359,0.72,-0.141,0.134,-1.05,0.294,-0.007,0.03,-0.246,0.806,-2.312,2.774,-0.833,0.405,0.815,0.739,1.103,0.27,0.732,0.228,3.205,0.001,0.001,0.049,0.018,0.986,0.515,1.224,0.421,0.674,0.571,0.231,2.476,0.013,0.083,0.096,0.859,0.39,-0.004,0.021,-0.199,0.843,-0.476,13.631,-0.035,0.972,1.841,2.529,0.728,0.467,0.671,1.154,0.582,0.561,-0.035,0.324,-0.107,0.915,-20.606,33.521,-0.615,0.539,2.247,11.133,0.202,0.84,0.22,2.751,0.08,0.936,0.293,0.927,0.316,0.752,-25.754,26.491,-0.972,0.331,-0.8,7.698,-0.104,0.917,-1.148,2.13,-0.539,0.59,-0.095,0.396,-0.24,0.811,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/18/2015"," 4:18 PM","eas","b1","female","aehplus",NA,NA,"pulmonary","reasoning",TRUE,150,8,NA,41,-4524.956,9131.912,9255.348,9125.591,9163.80088888889,"b1_female_aehplus_pulmonary_reasoning_pek_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",86.028,78.617,1.094,0.274,0.358,2.065,0.174,0.862,-1.214,13.218,-0.092,0.927,-8.774,15.695,-0.559,0.576,-0.376,16.613,-0.023,0.982,4619.533,1051.838,4.392,0,37.568,29.434,1.276,0.202,-303.648,136.782,-2.22,0.026,1701.951,104.589,16.273,0,46.29,9.109,5.082,0,0.142,0.236,0.604,0.546,-0.931,1.445,-0.645,0.519,19.767,1.575,12.551,0,345.283,25.903,13.33,0,-28.925,6.905,-4.189,0,18.992,2.49,7.628,0,0.776,0.466,1.665,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.31,1.825,-2.362,0.018,0.181,0.433,0.418,0.676,-0.148,0.165,-0.898,0.369,-0.037,0.028,-1.344,0.179,-2.151,2.733,-0.787,0.431,0.736,0.77,0.956,0.339,0.88,0.264,3.331,0.001,-0.073,0.053,-1.368,0.171,0.457,1.283,0.356,0.722,0.597,0.26,2.297,0.022,-0.013,0.109,-0.118,0.906,-0.01,0.022,-0.443,0.658,-0.546,13.178,-0.041,0.967,1.909,2.628,0.727,0.468,1.52,1.442,1.054,0.292,-0.098,0.278,-0.353,0.724,-21.315,33.262,-0.641,0.522,2.323,10.075,0.231,0.818,-0.379,2.656,-0.143,0.887,-0.066,0.767,-0.086,0.932,-26.308,25.737,-1.022,0.307,-0.529,8.713,-0.061,0.952,-4.394,2.597,-1.692,0.091,0.176,0.44,0.4,0.689,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/18/2015"," 4:21 PM","eas","b1","female","aehplus",NA,NA,"pulmonary","speed",TRUE,150,6,NA,41,-4326.627,8735.253,8858.689,8728.932,8767.14188888889,"b1_female_aehplus_pulmonary_speed_pek_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",215.857,120.891,1.786,0.074,2.802,4.398,0.637,0.524,-14.512,18.825,-0.771,0.441,-28.311,34.908,-0.811,0.417,-1.933,24.585,-0.079,0.937,4709.732,1105.26,4.261,0,103.047,66.91,1.54,0.124,-390.704,223.918,-1.745,0.081,1625.483,95.707,16.984,0,112.318,20.209,5.558,0,0.299,0.55,0.544,0.587,-1.708,2.88,-0.593,0.553,28.798,2.187,13.166,0,338.879,25.751,13.16,0,-25.209,8.419,-2.994,0.003,40.609,3.396,11.959,0,0.6,0.682,0.88,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.135,1.831,-2.258,0.024,0.097,0.624,0.156,0.876,-0.379,0.274,-1.383,0.167,-0.064,0.037,-1.719,0.086,-1.628,2.763,-0.589,0.556,0.384,0.942,0.407,0.684,1.789,0.365,4.899,0,-0.061,0.078,-0.775,0.438,0.256,1.206,0.212,0.832,0.684,0.407,1.679,0.093,0.052,0.189,0.276,0.783,0.006,0.04,0.141,0.887,-0.14,15.609,-0.009,0.993,1.737,4.919,0.353,0.724,2.186,1.953,1.119,0.263,0.093,0.448,0.209,0.835,-23.261,31.202,-0.745,0.456,3.28,12.125,0.271,0.787,-4.95,8.136,-0.608,0.543,0,1.339,0,1,-22.929,25.827,-0.888,0.375,-2.342,9.131,-0.256,0.798,-6.73,2.745,-2.451,0.014,-0.255,0.525,-0.486,0.627,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/18/2015"," 5:12 PM","eas","b1","female","age",NA,NA,"pulmonary","executive",TRUE,580,9,NA,21,-13186.889,26415.777,26507.401,26440.734,26417.4329139785,"b1_female_age_pulmonary_executive_pek_trailsB.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-1437.758,540.874,-2.658,0.008,-11.725,15.694,-0.747,0.455,-49.47,88.17,-0.561,0.575,253.534,156.386,1.621,0.105,17.39,148.225,0.117,0.907,5503.457,922.851,5.964,0,130.76,35.958,3.637,0,-518.708,152.31,-3.406,0.001,1683.167,52.72,31.926,0,3389.965,471.251,7.194,0,6.978,9.281,0.752,0.452,32.292,68.53,0.471,0.637,1740.063,48.321,36.01,0,319.62,13.001,24.584,0,-14.42,2.886,-4.997,0,125.491,7.239,17.336,0,0.801,1.304,0.614,0.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.57,1.309,-3.491,0,-0.134,0.332,-0.404,0.686,2.496,0.638,3.91,0,0.29,0.138,2.106,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,1
"Mplus VERSION 7.3","0.1","03/04/2015"," 1:51 PM","eas","b1","female","age",NA,NA,"pulmonary","fluency",TRUE,594,8,NA,21,-7231.16,14504.321,14596.445,14529.777,14505.9363846154,"b1_female_age_pulmonary_fluency_pek_bostonnaming.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",46.833,21.148,2.214,0.027,0.076,0.573,0.133,0.895,-1.26,2.73,-0.462,0.644,-5.792,6.598,-0.878,0.38,1.284,4.306,0.298,0.766,5466.408,909.136,6.013,0,156.483,42.072,3.719,0,-564.185,161.023,-3.504,0,1634.859,53.919,30.321,0,5.571,0.514,10.829,0,0.008,0.013,0.581,0.561,0.03,0.079,0.382,0.703,1.937,0.082,23.588,0,315.194,13.402,23.518,0,-13.238,3.391,-3.904,0,11.864,0.255,46.472,0,-0.011,0.048,-0.221,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.138,1.339,-3.09,0.002,-0.226,0.351,-0.645,0.519,-0.063,0.023,-2.699,0.007,-0.007,0.004,-1.511,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/04/2015","12:50 PM","eas","b1","female","age",NA,NA,"pulmonary","fluency",TRUE,593,9,NA,21,-9520.331,19082.662,19174.751,19108.082,19084.2802136602,"b1_female_age_pulmonary_fluency_pek_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",131.823,59.991,2.197,0.028,-0.261,2.276,-0.115,0.909,3.035,10.388,0.292,0.77,-15.151,17.353,-0.873,0.383,-5.802,7.65,-0.758,0.448,5364.012,936.087,5.73,0,119.224,32.827,3.632,0,-474.158,150.432,-3.152,0.002,1692.745,51.515,32.859,0,60.445,5.003,12.082,0,0.619,0.132,4.671,0,0.333,0.713,0.467,0.641,18.497,0.722,25.634,0,318.981,13.44,23.734,0,-14.567,2.921,-4.986,0,40.377,0.732,55.166,0,-0.15,0.177,-0.845,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.232,1.337,-3.166,0.002,-0.192,0.34,-0.565,0.572,-0.266,0.08,-3.307,0.001,-0.045,0.019,-2.391,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/03/2015","12:48 PM","eas","b1","female","age",NA,NA,"pulmonary","fluency",TRUE,571,8,NA,21,-9535.549,19113.098,19204.393,19137.728,19114.7810601093,"b1_female_age_pulmonary_fluency_pek_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",190.5,95.921,1.986,0.047,2.147,2.352,0.913,0.361,-9.4,12.194,-0.771,0.441,-19.468,24.944,-0.78,0.435,0.059,14.917,0.004,0.997,5558.727,922.713,6.024,0,159.395,42.195,3.778,0,-584.605,170.394,-3.431,0.001,1628.567,50.592,32.19,0,142.703,11.779,12.115,0,0.3,0.227,1.324,0.186,0.206,1.27,0.162,0.871,28.524,1.258,22.671,0,314.207,13.653,23.014,0,-13.453,3.33,-4.04,0,34.159,1.087,31.413,0,0.556,0.197,2.824,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.853,1.35,-2.854,0.004,-0.258,0.357,-0.725,0.469,-0.112,0.117,-0.954,0.34,-0.031,0.019,-1.66,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
