"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","09/15/2015","11:50 AM","eas","b1","female","age",NA,NA,"walking","memory",TRUE,595,8,NA,21,-7136.215,14314.43,14406.59,14339.922,14316.042565445,"b1_female_age_walking_memory_gait_digitspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",20.301,6.321,3.212,0.001,0.299,0.179,1.664,0.096,-1.436,1.047,-1.372,0.17,-0.65,1.332,-0.488,0.626,0.627,0.7,0.895,0.371,403.829,53.821,7.503,0,4.166,1.367,3.048,0.002,-2.191,7.247,-0.302,0.762,66.209,4.057,16.321,0,10.547,0.804,13.118,0,0.096,0.027,3.61,0,-0.342,0.143,-2.396,0.017,2.699,0.117,23.015,0,105.689,2.867,36.869,0,-2.492,0.582,-4.285,0,13.508,0.3,45.007,0,0.263,0.072,3.654,0,0.311,0.087,3.58,0,0.472,0.272,1.736,0.082,0.047,0.052,0.895,0.371,-1.501,0.28,-5.355,0,-0.056,0.064,-0.879,0.38,-0.04,0.031,-1.28,0.201,-0.008,0.007,-1.096,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 1:27 PM","eas","b1","female","age",NA,NA,"walking","memory",TRUE,554,8,NA,21,-8125.73,16293.459,16384.12,16317.456,16295.1958421053,"b1_female_age_walking_memory_gait_logicalmemorytotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",15.37,10.398,1.478,0.139,0.173,0.292,0.592,0.554,2.533,1.874,1.352,0.176,0.701,1.79,0.391,0.695,1.695,1.783,0.95,0.342,400.775,55.164,7.265,0,4.144,1.354,3.061,0.002,-2.075,7.666,-0.271,0.787,65.908,4.264,15.457,0,30.698,3.694,8.31,0,0.173,0.092,1.874,0.061,-0.012,0.652,-0.018,0.986,15.442,0.717,21.536,0,106.102,2.92,36.338,0,-2.602,0.58,-4.487,0,21.608,0.569,37.992,0,0.13,0.144,0.9,0.368,0.139,0.093,1.485,0.137,0.204,0.343,0.594,0.552,0.053,0.056,0.948,0.343,-1.521,0.291,-5.229,0,-0.052,0.062,-0.843,0.399,-0.222,0.062,-3.572,0,-0.015,0.015,-1.011,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 2:24 PM","eas","b1","female","age",NA,NA,"walking","mental",TRUE,383,8,NA,21,-3873.781,7789.563,7872.471,7805.842,7792.1225567867,"b1_female_age_walking_mental_gait_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",10.51,5.534,1.899,0.058,-0.002,0.12,-0.02,0.984,0.192,0.652,0.295,0.768,0.384,1.181,0.325,0.745,0.079,0.687,0.115,0.909,346.18,71.141,4.866,0,2.203,1.374,1.603,0.109,6.446,11.632,0.554,0.579,79.589,7.077,11.246,0,1.794,0.224,8.016,0,0.004,0.006,0.655,0.512,-0.013,0.045,-0.296,0.767,0.984,0.036,27.597,0,107.701,3.41,31.585,0,-2.265,0.726,-3.119,0.002,26.191,0.192,136.614,0,0.094,0.05,1.886,0.059,0.422,0.193,2.183,0.029,-0.027,1.336,-0.02,0.984,0.009,0.078,0.115,0.909,-1.052,0.37,-2.844,0.004,-0.116,0.086,-1.339,0.181,-0.001,0.017,-0.051,0.96,-0.012,0.004,-2.753,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","10:40 AM","eas","b1","female","age",NA,NA,"walking","reasoning",TRUE,563,8,NA,21,-8545.247,17132.494,17223.493,17156.828,17134.201948244,"b1_female_age_walking_reasoning_gait_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",40.218,14.448,2.784,0.005,0.346,0.316,1.095,0.274,-2.75,1.828,-1.504,0.133,1.161,2.724,0.426,0.67,-0.694,1.926,-0.36,0.719,401.241,54.968,7.3,0,4.038,1.275,3.166,0.002,-2.186,7.179,-0.305,0.761,66.088,4.075,16.219,0,66.809,5.527,12.087,0,0.326,0.134,2.435,0.015,-3.028,0.892,-3.393,0.001,21.656,0.865,25.037,0,106.265,2.845,37.353,0,-2.691,0.516,-5.211,0,20.576,0.809,25.429,0,0.693,0.18,3.853,0,0.246,0.082,2.999,0.003,0.302,0.265,1.139,0.255,-0.018,0.051,-0.361,0.718,-1.552,0.285,-5.447,0,-0.048,0.061,-0.792,0.429,-0.182,0.085,-2.144,0.032,-0.027,0.017,-1.588,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:29 AM","eas","b1","female","age",NA,NA,"walking","speed",TRUE,592,8,NA,21,-9382.481,18806.963,18899.016,18832.348,18808.5840526316,"b1_female_age_walking_speed_gait_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",89.012,24.449,3.641,0,1.334,0.622,2.145,0.032,-0.674,3.571,-0.189,0.85,-4.071,4.833,-0.842,0.4,0.4,2.278,0.176,0.861,399.982,52.421,7.63,0,4.229,1.336,3.165,0.002,-1.923,7.089,-0.271,0.786,65.925,4.312,15.288,0,191.632,14.35,13.354,0,1.505,0.366,4.114,0,-6.746,2.464,-2.738,0.006,30.728,1.271,24.174,0,105.424,2.795,37.717,0,-2.385,0.548,-4.354,0,45.315,1.24,36.552,0,0.553,0.231,2.397,0.017,0.322,0.078,4.114,0,0.529,0.204,2.59,0.01,0.009,0.051,0.175,0.861,-1.603,0.278,-5.765,0,-0.064,0.062,-1.043,0.297,-0.608,0.128,-4.769,0,-0.048,0.024,-1.968,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:13 AM","eas","b1","female","full",NA,NA,"walking","executive",TRUE,150,8,NA,45,-4901.016,9892.032,10027.511,9885.094,9931.83969230769,"b1_female_full_walking_executive_gait_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-143.567,166.874,-0.86,0.39,-1.69,6.109,-0.277,0.782,0.585,36.765,0.016,0.987,-21.823,52.57,-0.415,0.678,-1.238,32.008,-0.039,0.969,254.462,66.115,3.849,0,6.319,3.948,1.6,0.109,-10.226,15.182,-0.674,0.501,61.51,8.183,7.517,0,2236.437,720.174,3.105,0.002,3.162,21.113,0.15,0.881,52.247,144.5,0.362,0.718,1485.667,70.953,20.939,0,117.96,7.862,15.003,0,-3.76,2.65,-1.419,0.156,171.522,18.384,9.33,0,3.263,5.092,0.641,0.522,-0.19,0.215,-0.886,0.376,-0.378,1.838,-0.206,0.837,-0.004,0.106,-0.039,0.969,-1.369,0.515,-2.657,0.008,-0.055,0.172,-0.32,0.749,2.016,1.412,1.428,0.153,0.213,0.32,0.667,0.505,0.408,0.741,0.551,0.581,0.083,0.265,0.315,0.753,-7.107,2.017,-3.523,0,-0.246,0.515,-0.478,0.632,0.235,0.321,0.733,0.464,0.049,0.087,0.569,0.569,0.28,0.894,0.313,0.754,-0.012,0.224,-0.053,0.958,2.488,4.025,0.618,0.536,-0.259,1.349,-0.192,0.848,-11.941,7.178,-1.664,0.096,-0.364,2.744,-0.133,0.895,-2.769,6.808,-0.407,0.684,-0.172,1.976,-0.087,0.931,29.778,22.997,1.295,0.195,-2.142,10.266,-0.209,0.835,-16.969,5.363,-3.164,0.002,0.554,2.488,0.223,0.824,33.723,17.707,1.904,0.057,2.446,4.623,0.529,0.597,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 1:03 PM","eas","b1","female","full",NA,NA,"walking","fluency",TRUE,150,8,NA,45,-3551.838,7193.675,7329.154,7186.738,7233.48269230769,"b1_female_full_walking_fluency_gait_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-0.011,15.771,-0.001,0.999,0.967,1.18,0.82,0.412,3.503,4.158,0.843,0.4,2.588,4.11,0.63,0.529,1.418,3.777,0.375,0.707,245.518,65.555,3.745,0,6.039,3.457,1.747,0.081,-7.168,15.083,-0.475,0.635,61.748,7.661,8.06,0,52.956,13.524,3.916,0,0.883,0.437,2.018,0.044,0.485,2.005,0.242,0.809,17.297,1.565,11.054,0,118.862,8.044,14.777,0,-4.186,2.617,-1.599,0.11,38.661,3.012,12.835,0,-0.659,0.736,-0.895,0.371,0,0.138,-0.001,0.999,0.419,0.463,0.905,0.365,0.043,0.115,0.377,0.706,-1.353,0.474,-2.853,0.004,-0.074,0.13,-0.574,0.566,-0.343,0.191,-1.793,0.073,-0.028,0.047,-0.6,0.549,0.362,0.752,0.482,0.63,0.138,0.277,0.5,0.617,0.716,0.294,2.438,0.015,0.074,0.066,1.117,0.264,0.268,0.316,0.849,0.396,0.041,0.074,0.556,0.578,-0.099,0.146,-0.677,0.499,0.007,0.032,0.226,0.821,2.328,3.981,0.585,0.559,-0.213,1.271,-0.167,0.867,0.75,1.344,0.558,0.577,0.08,0.365,0.221,0.825,-2.239,6.776,-0.33,0.741,0.107,2.476,0.043,0.965,1.139,3.149,0.362,0.717,0.001,0.91,0.001,0.999,-17.239,5.302,-3.252,0.001,0.945,2.068,0.457,0.648,-5.151,2.376,-2.168,0.03,0.101,0.674,0.149,0.881,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 3:27 PM","eas","b1","female","full",NA,NA,"walking","fluency",TRUE,150,8,NA,45,-3676.544,7443.087,7578.566,7436.149,7482.89469230769,"b1_female_full_walking_fluency_gait_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",42.825,25.817,1.659,0.097,0.679,0.708,0.959,0.337,0.082,3.353,0.025,0.98,-2.226,7.675,-0.29,0.772,-2.738,3.311,-0.827,0.408,260.477,67.424,3.863,0,6.815,3.748,1.818,0.069,-12.555,15.091,-0.832,0.405,60.63,7.958,7.619,0,99.521,22.759,4.373,0,0.24,0.445,0.54,0.589,2.731,3.09,0.884,0.377,25.427,1.927,13.197,0,117.836,8.506,13.853,0,-3.4,2.413,-1.409,0.159,30.555,3.803,8.034,0,0.523,0.772,0.678,0.498,0.266,0.149,1.786,0.074,0.53,0.656,0.808,0.419,-0.07,0.083,-0.839,0.401,-1.335,0.497,-2.686,0.007,-0.067,0.153,-0.436,0.663,-0.337,0.273,-1.232,0.218,-0.064,0.043,-1.508,0.131,0.357,0.781,0.458,0.647,0.067,0.263,0.256,0.798,1.276,0.358,3.566,0,0.021,0.071,0.29,0.772,0.267,0.308,0.869,0.385,0.049,0.075,0.659,0.51,-0.114,0.18,-0.632,0.527,0.003,0.024,0.107,0.915,2.686,4.026,0.667,0.505,-0.331,1.465,-0.226,0.821,2.906,1.476,1.969,0.049,-0.076,0.408,-0.186,0.853,-1.997,7.739,-0.258,0.796,-0.218,2.162,-0.101,0.92,-1.944,3.965,-0.49,0.624,0.071,0.835,0.085,0.933,-16.841,5.478,-3.074,0.002,0.745,2.161,0.345,0.73,-7.074,2.913,-2.429,0.015,0.52,0.594,0.876,0.381,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 2:58 PM","eas","b1","female","full",NA,NA,"walking","knowledge",TRUE,130,7,NA,45,-2603.031,5296.061,5425.1,5282.775,5345.34671428571,"b1_female_full_walking_knowledge_gait_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",6.869,12.15,0.565,0.572,-0.422,0.944,-0.447,0.655,2.74,3.805,0.72,0.471,0.614,3.803,0.161,0.872,-0.237,2.528,-0.094,0.925,259.332,73.213,3.542,0,6.645,3.929,1.691,0.091,-11.98,15.4,-0.778,0.437,60.026,8.847,6.785,0,11.121,4.211,2.641,0.008,0.095,0.291,0.326,0.744,0.573,1.076,0.533,0.594,7.368,0.767,9.604,0,117.95,8.598,13.717,0,-3.381,2.637,-1.282,0.2,13.328,2.333,5.714,0,0.289,0.643,0.45,0.653,0.128,0.224,0.571,0.568,-0.531,1.535,-0.346,0.729,-0.011,0.12,-0.094,0.925,-1.351,0.509,-2.655,0.008,-0.069,0.165,-0.422,0.673,-0.13,0.14,-0.932,0.351,0.005,0.036,0.147,0.883,0.404,0.838,0.482,0.63,0.08,0.313,0.254,0.799,0.877,0.253,3.465,0.001,-0.032,0.059,-0.538,0.591,0.238,0.312,0.762,0.446,0.052,0.07,0.741,0.458,-0.007,0.078,-0.091,0.928,0.005,0.027,0.192,0.848,2.417,4.091,0.591,0.555,-0.323,1.214,-0.266,0.79,0.272,0.737,0.37,0.712,-0.006,0.392,-0.016,0.988,-2.097,8.152,-0.257,0.797,-0.202,2.997,-0.067,0.946,0.733,2.192,0.334,0.738,-0.257,0.373,-0.688,0.491,-16.724,6.068,-2.756,0.006,0.515,2.143,0.24,0.81,-2.628,1.559,-1.685,0.092,-0.216,0.48,-0.451,0.652,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 1:45 PM","eas","b1","female","full",NA,NA,"walking","knowledge",TRUE,150,8,NA,45,-3682.432,7454.863,7590.342,7447.925,7494.67069230769,"b1_female_full_walking_knowledge_gait_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",34.144,21.834,1.564,0.118,1.153,0.935,1.233,0.218,-2.39,3.356,-0.712,0.476,-2.974,6.64,-0.448,0.654,2.527,4.308,0.587,0.558,253.464,65.268,3.883,0,6.713,4.263,1.575,0.115,-10.667,16.782,-0.636,0.525,60.722,7.522,8.073,0,79.047,17.194,4.597,0,0.262,0.423,0.619,0.536,-1.823,2.443,-0.746,0.456,29.573,2.037,14.515,0,118.033,8.552,13.801,0,-3.448,2.628,-1.312,0.189,35.855,3.209,11.174,0,0.125,0.77,0.162,0.871,0.241,0.143,1.686,0.092,0.87,0.78,1.115,0.265,0.06,0.101,0.592,0.554,-1.339,0.492,-2.723,0.006,-0.079,0.142,-0.558,0.577,-0.124,0.276,-0.448,0.654,-0.046,0.046,-1.005,0.315,0.412,0.764,0.539,0.59,0.073,0.276,0.265,0.791,1.848,0.321,5.756,0,0.003,0.071,0.041,0.967,0.264,0.305,0.866,0.387,0.044,0.07,0.625,0.532,-0.036,0.163,-0.222,0.824,0.009,0.029,0.295,0.768,2.661,4.329,0.615,0.539,-0.339,1.3,-0.261,0.794,1.063,1.26,0.844,0.399,-0.008,0.394,-0.021,0.983,-2.34,7.584,-0.309,0.758,-0.269,2.095,-0.128,0.898,3.592,4.369,0.822,0.411,-0.653,0.928,-0.704,0.481,-16.758,5.547,-3.021,0.003,0.554,2.345,0.236,0.813,-4.643,2.497,-1.859,0.063,-0.15,0.568,-0.263,0.792,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 2:49 PM","eas","b1","female","full",NA,NA,"walking","language",TRUE,150,8,NA,45,-2787.46,5664.92,5800.398,5657.982,5704.72769230769,"b1_female_full_walking_language_gait_bnt.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",1.282,4.919,0.261,0.794,0.328,0.303,1.082,0.279,-1.073,1.349,-0.795,0.426,1.713,1.847,0.927,0.354,0.022,1.279,0.017,0.986,251.908,64.672,3.895,0,7.392,4.261,1.735,0.083,-11.275,14.42,-0.782,0.434,61.218,8.543,7.166,0,2.707,0.839,3.225,0.001,0.033,0.028,1.163,0.245,0.241,0.15,1.6,0.11,1.748,0.155,11.293,0,119.701,8.322,14.384,0,-4.723,2.949,-1.602,0.109,10.803,0.644,16.781,0,-0.058,0.169,-0.344,0.731,0.049,0.186,0.263,0.792,0.669,0.524,1.277,0.201,0.002,0.124,0.017,0.986,-1.372,0.458,-2.994,0.003,-0.044,0.138,-0.318,0.751,-0.056,0.055,-1.028,0.304,-0.006,0.011,-0.587,0.557,0.315,0.757,0.416,0.678,0.156,0.257,0.605,0.545,0.274,0.064,4.254,0,-0.004,0.02,-0.204,0.839,0.225,0.294,0.766,0.444,0.06,0.067,0.905,0.366,0.004,0.03,0.146,0.884,0,0.01,0.039,0.968,2.038,4.074,0.5,0.617,-0.061,1.256,-0.048,0.961,0.45,0.225,1.998,0.046,0.011,0.113,0.096,0.924,-3.327,6.901,-0.482,0.63,0.668,1.967,0.34,0.734,-0.818,0.521,-1.568,0.117,0.206,0.191,1.076,0.282,-17.061,6.269,-2.721,0.006,0.38,2.92,0.13,0.896,-1.625,0.513,-3.171,0.002,-0.039,0.127,-0.305,0.76,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:54 AM","eas","b1","female","full",NA,NA,"walking","memory",TRUE,150,8,NA,45,-2879.243,5848.486,5983.965,5841.548,5888.29369230769,"b1_female_full_walking_memory_gait_digitspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",9.193,7.199,1.277,0.202,0.347,0.234,1.483,0.138,-0.861,1.451,-0.594,0.553,-0.732,1.676,-0.436,0.663,0.808,1.051,0.769,0.442,253.889,62.804,4.043,0,6.194,3.996,1.55,0.121,-10.408,16.705,-0.623,0.533,61.666,8.653,7.126,0,5.846,1.396,4.187,0,0.043,0.033,1.315,0.188,0.034,0.162,0.213,0.831,2.41,0.187,12.909,0,118.177,7.917,14.928,0,-3.6,2.399,-1.501,0.133,13.429,1.001,13.421,0,0.298,0.205,1.453,0.146,0.239,0.177,1.349,0.177,0.669,0.394,1.7,0.089,0.066,0.086,0.775,0.438,-1.392,0.475,-2.93,0.003,-0.049,0.134,-0.363,0.716,-0.07,0.068,-1.027,0.304,-0.017,0.014,-1.254,0.21,0.465,0.752,0.618,0.537,0.058,0.269,0.217,0.828,0.289,0.089,3.236,0.001,-0.022,0.024,-0.918,0.359,0.244,0.3,0.814,0.416,0.049,0.071,0.684,0.494,0.025,0.048,0.523,0.601,-0.012,0.008,-1.434,0.152,2.59,3.852,0.672,0.501,-0.374,1.362,-0.274,0.784,0.423,0.479,0.883,0.377,-0.023,0.139,-0.168,0.867,-2.779,8.201,-0.339,0.735,-0.018,2.35,-0.008,0.994,-0.36,1.087,-0.331,0.741,-0.112,0.312,-0.36,0.719,-16.879,5.37,-3.143,0.002,0.581,2.224,0.261,0.794,-1.628,0.746,-2.181,0.029,0.062,0.15,0.414,0.679,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 1:31 PM","eas","b1","female","full",NA,NA,"walking","memory",TRUE,150,8,NA,45,-3422.32,6934.641,7070.12,6927.703,6974.44869230769,"b1_female_full_walking_memory_gait_logicalmemorytotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",6.595,12.113,0.544,0.586,0.303,0.63,0.481,0.631,0.069,3.35,0.021,0.984,1.93,3.727,0.518,0.605,0.474,2.821,0.168,0.866,249.895,63.514,3.934,0,6.097,3.346,1.822,0.068,-8.884,13.441,-0.661,0.509,61.5,9.305,6.61,0,21.93,5.712,3.839,0,0.092,0.131,0.708,0.479,0.673,0.953,0.706,0.48,14.573,1.34,10.876,0,118.543,8.957,13.235,0,-3.87,2.628,-1.472,0.141,18.226,2.234,8.159,0,0.071,0.501,0.141,0.888,0.089,0.162,0.549,0.583,0.404,0.923,0.437,0.662,0.016,0.094,0.169,0.866,-1.385,0.467,-2.969,0.003,-0.054,0.134,-0.407,0.684,-0.122,0.128,-0.956,0.339,-0.012,0.028,-0.423,0.672,0.429,0.825,0.52,0.603,0.091,0.275,0.332,0.74,0.714,0.217,3.295,0.001,0.008,0.041,0.199,0.842,0.24,0.299,0.804,0.421,0.058,0.079,0.742,0.458,0.084,0.101,0.829,0.407,-0.002,0.021,-0.086,0.931,2.368,3.485,0.68,0.497,-0.253,1.202,-0.211,0.833,0.624,1.129,0.552,0.581,-0.023,0.311,-0.073,0.942,-2.269,6.837,-0.332,0.74,0.072,1.96,0.037,0.971,0.349,2.841,0.123,0.902,0.266,0.767,0.347,0.728,-17.059,5.885,-2.899,0.004,0.692,2.204,0.314,0.754,-1.099,2.054,-0.535,0.593,-0.069,0.474,-0.146,0.884,TRUE,NA,TRUE,0
