"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 5.1","0.1","06/04/2015","10:07 AM","nuage","u0","male","empty",NA,NA,"walking","nocog",TRUE,853,4,NA,5,-6589.435,13188.87,13212.614,13196.736,13188.9408382527,"u0_male_empty_walking_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.203,3.018,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:49 PM","nuage","u1","female","a",NA,NA,"chair","nocog",TRUE,919,4,NA,8,-8463.75,16943.499,16982.086,16956.679,16943.6572417582,"u1_female_a_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.046,1.496,6.046,0,0.36,0.347,1.037,0.3,1.375,0.584,2.352,0.019,7.793,1.081,7.209,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.903,0.16,68.251,0,0.38,0.056,6.768,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222,0.032,7,0,0.04,0.014,2.857,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:06 PM","nuage","u1","female","a",NA,NA,"flamingo","nocog",TRUE,937,4,NA,8,-12104.804,24225.608,24264.349,24238.942,24225.7631724138,"u1_female_a_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.909,13.658,10.463,0,3.123,1.638,1.906,0.057,-13.641,3.829,-3.562,0,63.578,5.776,11.008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.842,0.832,21.442,0,-1.657,0.25,-6.632,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.313,0.109,-12.067,0,0.077,0.034,2.311,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","12:21 PM","nuage","u1","female","a",NA,NA,"tug","nocog",TRUE,938,4,NA,8,-6678.748,13373.496,13412.246,13386.839,13373.6510053821,"u1_female_a_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,0.675,6.397,0,0.178,0.065,2.738,0.006,0.285,0.185,1.542,0.123,1.767,0.201,8.805,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.091,0.093,108.292,0,0.09,0.03,2.992,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189,0.02,9.601,0,0.038,0.007,5.312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:54 PM","nuage","u1","female","a",NA,NA,"walking","nocog",TRUE,938,4,NA,8,-3731.215,7478.431,7517.181,7491.773,7478.58600538213,"u1_female_a_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.094,6.071,0,0.049,0.015,3.261,0.001,0.038,0.026,1.484,0.138,0.274,0.023,11.871,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.046,0.034,120.744,0,0.013,0.012,1.072,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,0.007,9.361,0,0.013,0.003,4.326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:50 PM","nuage","u1","female","aeh",NA,NA,"chair","nocog",TRUE,915,4,NA,12,-8424.466,16872.931,16930.758,16892.648,16873.2768980044,"u1_female_aeh_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.782,1.468,5.984,0,0.349,0.343,1.017,0.309,1.4,0.578,2.422,0.015,7.783,1.081,7.202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.501,0.245,46.848,0,0.368,0.103,3.557,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239,0.032,7.533,0,0.038,0.014,2.775,0.006,NA,NA,NA,NA,NA,NA,NA,NA,-0.068,0.034,-1.971,0.049,-0.008,0.016,-0.514,0.607,NA,NA,NA,NA,NA,NA,NA,NA,8.311,2.243,3.705,0,-1.22,0.841,-1.451,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:06 PM","nuage","u1","female","aeh",NA,NA,"flamingo","nocog",TRUE,933,4,NA,12,-12067.092,24158.183,24216.244,24178.133,24158.5221304348,"u1_female_aeh_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.255,13.549,10.5,0,3.041,1.635,1.86,0.063,-13.522,3.82,-3.54,0,63.825,5.803,10.999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.186,0.987,17.409,0,-1.378,0.304,-4.532,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.285,0.109,-11.81,0,0.079,0.034,2.348,0.019,NA,NA,NA,NA,NA,NA,NA,NA,0.202,0.116,1.748,0.08,-0.044,0.035,-1.263,0.207,NA,NA,NA,NA,NA,NA,NA,NA,7.283,7.357,0.99,0.322,2.063,2.179,0.947,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","11:38 AM","nuage","u1","female","aeh",NA,NA,"muscle","nocog",TRUE,933,4,NA,12,-11934.945,23893.891,23951.952,23913.841,23894.2301304348,"u1_female_aeh_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.246,10.938,16.296,0,2.818,0.911,3.094,0.002,-2.51,2.064,-1.216,0.224,37.824,2.668,14.177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.53,0.987,61.341,0,-1.989,0.265,-7.518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.937,0.113,-8.263,0,0.01,0.028,0.359,0.72,NA,NA,NA,NA,NA,NA,NA,NA,0.022,0.131,0.167,0.867,-0.018,0.035,-0.529,0.597,NA,NA,NA,NA,NA,NA,NA,NA,-10.136,7.978,-1.27,0.204,-0.501,1.97,-0.254,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","11:40 AM","nuage","u1","female","aeh",NA,NA,"nophys","global",TRUE,934,4,NA,12,-9094.077,18212.154,18270.228,18232.117,18212.492762215,"u1_female_aeh_nophys_global_nophysspec_mmms.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.789,0.741,10.514,0,0.756,0.333,2.267,0.023,2.163,0.376,5.752,0,8.557,0.409,20.909,0,NA,NA,NA,NA,NA,NA,NA,NA,93.882,0.257,365.001,0,-0.328,0.12,-2.729,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.222,0.03,-7.352,0,-0.065,0.014,-4.576,0,NA,NA,NA,NA,NA,NA,NA,NA,0.378,0.034,11.282,0,0.006,0.015,0.378,0.706,NA,NA,NA,NA,NA,NA,NA,NA,6.579,2.002,3.287,0.001,-0.65,1.061,-0.612,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","12:25 PM","nuage","u1","female","aeh",NA,NA,"tug","nocog",TRUE,934,4,NA,12,-6652.143,13328.287,13386.36,13348.249,13328.625762215,"u1_female_aeh_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.276,0.667,6.414,0,0.174,0.065,2.694,0.007,0.289,0.185,1.566,0.117,1.772,0.202,8.784,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.968,0.155,64.475,0,0.064,0.054,1.176,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.019,9.395,0,0.04,0.007,5.796,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.003,0.022,-0.157,0.875,0.008,0.008,1.078,0.281,NA,NA,NA,NA,NA,NA,NA,NA,-3.92,1.308,-2.998,0.003,0.412,0.484,0.851,0.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:55 PM","nuage","u1","female","aeh",NA,NA,"walking","nocog",TRUE,934,4,NA,12,-3697.214,7418.428,7476.501,7438.39,7418.76676221498,"u1_female_aeh_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532,0.089,5.999,0,0.049,0.015,3.233,0.001,0.041,0.025,1.629,0.103,0.275,0.023,11.861,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04,0.055,73.473,0,0.007,0.022,0.331,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.007,8.783,0,0.014,0.003,4.795,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.008,-2.442,0.015,0.002,0.003,0.628,0.53,NA,NA,NA,NA,NA,NA,NA,NA,-2.875,0.478,-6.021,0,0.125,0.212,0.59,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:50 PM","nuage","u1","female","aehplus",NA,NA,"chair","nocog",TRUE,915,4,NA,20,-8413.51,16867.019,16963.398,16899.88,16867.9585973154,"u1_female_aehplus_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.519,1.47,5.796,0,0.34,0.342,0.992,0.321,1.404,0.58,2.418,0.016,7.778,1.08,7.205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22,0.277,40.541,0,0.371,0.121,3.061,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221,0.032,7.027,0,0.036,0.013,2.691,0.007,NA,NA,NA,NA,NA,NA,NA,NA,-0.059,0.034,-1.717,0.086,-0.009,0.016,-0.586,0.558,NA,NA,NA,NA,NA,NA,NA,NA,9.52,2.22,4.289,0,-1.165,0.833,-1.399,0.162,NA,NA,NA,NA,NA,NA,NA,NA,-0.512,0.262,-1.952,0.051,0.03,0.106,0.285,0.776,NA,NA,NA,NA,NA,NA,NA,NA,0.501,0.361,1.387,0.165,0.241,0.158,1.528,0.126,NA,NA,NA,NA,NA,NA,NA,NA,0.134,0.417,0.323,0.747,-0.032,0.182,-0.176,0.86,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:05 PM","nuage","u1","female","aehplus",NA,NA,"flamingo","nocog",TRUE,933,4,NA,20,-12058.362,24156.723,24253.491,24189.973,24157.6440526316,"u1_female_aehplus_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.778,13.138,10.563,0,2.924,1.627,1.797,0.072,-12.893,3.754,-3.435,0.001,63.807,5.8,11.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.994,1.143,16.619,0,-1.725,0.371,-4.648,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.251,0.109,-11.483,0,0.072,0.033,2.15,0.032,NA,NA,NA,NA,NA,NA,NA,NA,0.158,0.116,1.361,0.173,-0.036,0.035,-1.031,0.303,NA,NA,NA,NA,NA,NA,NA,NA,4.383,7.407,0.592,0.554,2.605,2.245,1.16,0.246,NA,NA,NA,NA,NA,NA,NA,NA,-0.139,0.981,-0.141,0.888,0.055,0.312,0.176,0.86,NA,NA,NA,NA,NA,NA,NA,NA,-0.027,1.091,-0.025,0.98,0.075,0.333,0.225,0.822,NA,NA,NA,NA,NA,NA,NA,NA,-2.939,1.097,-2.679,0.007,0.463,0.378,1.225,0.221,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","11:38 AM","nuage","u1","female","aehplus",NA,NA,"muscle","nocog",TRUE,933,4,NA,20,-11926.136,23892.272,23989.04,23925.522,23893.1930526316,"u1_female_aehplus_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.202,10.892,16.177,0,2.691,0.883,3.049,0.002,-2.348,2.033,-1.155,0.248,37.841,2.667,14.188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.565,1.122,53.97,0,-2.175,0.284,-7.658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.939,0.113,-8.311,0,0.019,0.029,0.652,0.514,NA,NA,NA,NA,NA,NA,NA,NA,0.008,0.132,0.062,0.951,-0.019,0.034,-0.568,0.57,NA,NA,NA,NA,NA,NA,NA,NA,-10.96,8,-1.37,0.171,-0.896,2.013,-0.445,0.656,NA,NA,NA,NA,NA,NA,NA,NA,1.214,1.005,1.208,0.227,0.466,0.246,1.891,0.059,NA,NA,NA,NA,NA,NA,NA,NA,2.844,1.279,2.224,0.026,-0.542,0.309,-1.756,0.079,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1.879,0.01,0.992,-0.478,0.492,-0.972,0.331,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","11:43 AM","nuage","u1","female","aehplus",NA,NA,"nophys","global",TRUE,934,4,NA,20,-9088.759,18217.519,18314.308,18250.79,18218.4390438116,"u1_female_aehplus_nophys_global_nophysspec_mmms.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.694,0.733,10.497,0,0.748,0.329,2.271,0.023,2.142,0.371,5.775,0,8.552,0.409,20.902,0,NA,NA,NA,NA,NA,NA,NA,NA,93.786,0.297,316.145,0,-0.421,0.133,-3.162,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.221,0.03,-7.255,0,-0.064,0.015,-4.418,0,NA,NA,NA,NA,NA,NA,NA,NA,0.374,0.033,11.244,0,0.006,0.015,0.438,0.661,NA,NA,NA,NA,NA,NA,NA,NA,6.784,1.995,3.401,0.001,-0.662,1.106,-0.599,0.549,NA,NA,NA,NA,NA,NA,NA,NA,0.183,0.251,0.728,0.467,0.113,0.114,0.995,0.32,NA,NA,NA,NA,NA,NA,NA,NA,-0.097,0.314,-0.309,0.757,-0.13,0.149,-0.877,0.381,NA,NA,NA,NA,NA,NA,NA,NA,-0.992,0.49,-2.024,0.043,-0.014,0.201,-0.07,0.944,TRUE,NA,TRUE,0
