"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:50 PM","hrs","b1","female","aeh",NA,NA,"walking","mental",TRUE,370,5,NA,28,-4234.896,8525.793,8635.371,8546.536,8530.55546334311,"b1_female_aeh_walking_mental_gait_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.031,0.203,0.151,0.88,0,0.003,0.078,0.938,0.006,0.031,0.189,0.85,-0.005,0.017,-0.284,0.776,0.019,0.014,1.358,0.175,0.003,0.007,0.387,0.699,0,0.001,0.079,0.937,0,0.001,-0.224,0.823,0.723,0.033,21.734,0,1.802,0.148,12.164,0,0.045,0.004,10.393,0,-0.111,0.02,-5.561,0,0.723,0.033,21.734,0,0.761,0.022,34.369,0,-0.028,0.006,-4.289,0,2.334,0.177,13.188,0,-0.073,0.026,-2.775,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.179,0,-0.001,0.001,-1.192,0.233,-0.012,0.011,-1.131,0.258,-0.01,0.002,-5.457,0,0.015,0.004,4.289,0,0.001,0.001,1.503,0.133,0.224,0.024,9.412,0,-0.009,0.004,-2.088,0.037,0.166,0.197,0.843,0.399,-0.026,0.049,-0.525,0.599,0.859,1.253,0.685,0.493,0.173,0.178,0.974,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:51 PM","hrs","b1","female","aeh",NA,NA,"walking","mental",TRUE,370,5,NA,28,-2959.3,5974.601,6084.179,5995.344,5979.36346334311,"b1_female_aeh_walking_mental_gait_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.012,0.048,0.258,0.796,0.002,0.001,1.364,0.173,-0.001,0.014,-0.064,0.949,0.003,0.002,1.506,0.132,0.009,0.008,1.085,0.278,0.001,0.004,0.181,0.856,0,0.001,0.145,0.885,0,0.001,-0.05,0.96,0.364,0.025,14.652,0,0.531,0.101,5.259,0,0.037,0.01,3.61,0,0.007,0.015,0.51,0.61,0.364,0.025,14.652,0,0.76,0.022,34.58,0,-0.028,0.005,-5.36,0,9.019,0.13,69.178,0,-0.072,0.025,-2.875,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.69,0,-0.001,0,-2.719,0.007,-0.027,0.007,-3.765,0,-0.01,0.003,-4.026,0,0.015,0.004,4.275,0,0.002,0.001,2.066,0.039,0.119,0.022,5.377,0,0,0.005,0.081,0.935,0.182,0.194,0.937,0.349,-0.039,0.05,-0.781,0.435,0.267,0.843,0.316,0.752,0.037,0.206,0.178,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:32 AM","hrs","b1","female","aehplus",NA,NA,"muscle","memory",TRUE,641,5,NA,41,-11728.093,23538.186,23721.17,23590.997,23543.9355826377,"b1_female_aehplus_muscle_memory_hand_delayedrecall.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.801,0.44,1.82,0.069,0.022,0.024,0.888,0.375,-0.106,0.093,-1.142,0.253,0.022,0.139,0.155,0.877,-0.059,0.227,-0.26,0.795,102.063,52.092,1.959,0.05,3.523,2.116,1.665,0.096,-18.887,11.428,-1.653,0.098,57.444,23.579,2.436,0.015,1.35,0.17,7.959,0,0.007,0.004,1.753,0.08,-0.004,0.021,-0.166,0.868,1.79,0.083,21.574,0,23.626,0.895,26.397,0,-0.25,0.191,-1.307,0.191,3.693,0.144,25.613,0,-0.034,0.025,-1.378,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.286,0.07,-4.106,0,0.001,0.015,0.069,0.945,-0.062,0.006,-10.799,0,-0.006,0.001,-5.885,0,0.221,0.184,1.203,0.229,-0.054,0.039,-1.394,0.163,0.152,0.021,7.249,0,-0.007,0.004,-1.866,0.062,9.897,6.136,1.613,0.107,1.833,1.278,1.434,0.152,1.223,0.979,1.25,0.211,-0.085,0.167,-0.513,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:33 AM","hrs","b1","female","aehplus",NA,NA,"muscle","memory",TRUE,641,5,NA,41,-11288.615,22659.23,22842.214,22712.042,22664.9795826377,"b1_female_aehplus_muscle_memory_hand_immediaterecall.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.793,0.65,1.22,0.222,0.021,0.027,0.75,0.453,-0.099,0.109,-0.905,0.365,-0.016,0.165,-0.097,0.922,0.027,0.257,0.103,0.918,102.054,52.156,1.957,0.05,3.523,2.132,1.652,0.098,-18.881,11.453,-1.649,0.099,57.424,23.541,2.439,0.015,0.758,0.113,6.68,0,0.003,0.003,1.143,0.253,0.004,0.014,0.265,0.791,1.384,0.065,21.211,0,23.623,0.894,26.436,0,-0.246,0.189,-1.302,0.193,4.835,0.118,40.907,0,-0.083,0.02,-4.079,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.286,0.07,-4.095,0,0.001,0.015,0.047,0.962,-0.046,0.005,-9.761,0,-0.005,0.001,-6.172,0,0.221,0.183,1.209,0.227,-0.054,0.038,-1.424,0.154,0.145,0.017,8.303,0,-0.001,0.003,-0.164,0.87,9.906,6.138,1.614,0.107,1.817,1.277,1.423,0.155,0.996,0.773,1.288,0.198,0.039,0.142,0.273,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:34 AM","hrs","b1","female","aehplus",NA,NA,"muscle","mental",TRUE,641,5,NA,41,-12073.973,24229.947,24412.931,24282.759,24235.6965826377,"b1_female_aehplus_muscle_mental_hand_serial7.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.366,0.372,0.983,0.326,-0.031,0.038,-0.815,0.415,0.193,0.096,2.009,0.045,0.033,0.128,0.261,0.794,-0.015,0.319,-0.048,0.962,101.886,52.044,1.958,0.05,3.498,2.11,1.657,0.097,-18.834,11.438,-1.647,0.1,57.645,23.672,2.435,0.015,1.479,0.119,12.417,0,0.024,0.003,7.619,0,-0.05,0.014,-3.527,0,1.249,0.055,22.826,0,23.625,0.891,26.507,0,-0.248,0.19,-1.308,0.191,2.243,0.155,14.458,0,-0.075,0.022,-3.341,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.286,0.069,-4.115,0,0.001,0.015,0.043,0.965,-0.001,0.006,-0.235,0.814,-0.009,0.001,-10.293,0,0.222,0.185,1.202,0.229,-0.055,0.04,-1.369,0.171,0.225,0.021,10.722,0,-0.01,0.003,-2.989,0.003,9.89,6.136,1.612,0.107,1.844,1.302,1.416,0.157,0.676,0.97,0.697,0.486,0.202,0.132,1.53,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:35 AM","hrs","b1","female","aehplus",NA,NA,"muscle","mental",TRUE,641,5,NA,41,-11071.513,22225.026,22408.011,22277.838,22230.7755826377,"b1_female_aehplus_muscle_mental_hand_tics.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",2.482,1.403,1.769,0.077,0.102,0.058,1.763,0.078,-0.399,0.238,-1.675,0.094,-0.394,0.302,-1.303,0.192,-0.4,0.462,-0.866,0.386,102.025,52.103,1.958,0.05,3.516,2.11,1.667,0.096,-18.892,11.443,-1.651,0.099,57.629,23.671,2.435,0.015,2.326,0.94,2.476,0.013,0.118,0.023,5.116,0,-0.149,0.136,-1.094,0.274,1.786,0.197,9.079,0,23.66,0.889,26.617,0,-0.274,0.184,-1.491,0.136,8.022,0.282,28.475,0,-0.078,0.049,-1.593,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.288,0.071,-4.043,0,0.002,0.017,0.129,0.898,0.053,0.016,3.254,0.001,0.009,0.003,3.039,0.002,0.219,0.183,1.192,0.233,-0.053,0.039,-1.365,0.172,0.15,0.03,4.956,0,-0.017,0.006,-2.759,0.006,9.909,6.118,1.62,0.105,1.834,1.262,1.454,0.146,0.889,1.271,0.7,0.484,0.19,0.268,0.71,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:35 AM","hrs","b1","female","aehplus",NA,NA,"pulmonary","memory",TRUE,715,5,NA,41,-16658.184,33398.367,33585.831,33455.645,33403.484384844,"b1_female_aehplus_pulmonary_memory_peak_delayedrecall.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",17.875,4.405,4.058,0,0.173,0.112,1.542,0.123,0.1,0.667,0.149,0.881,0.273,0.791,0.345,0.73,0.865,1.899,0.456,0.649,3546.451,271.978,13.04,0,9.913,9.859,1.005,0.315,-16.139,37.756,-0.427,0.669,1838.536,147.22,12.488,0,1.383,0.16,8.67,0,0.007,0.004,1.726,0.084,-0.004,0.021,-0.168,0.866,1.829,0.079,23.083,0,256.731,6.155,41.708,0,-2.11,1.276,-1.653,0.098,3.583,0.138,26.001,0,-0.038,0.022,-1.691,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.834,0.243,-15.79,0,-0.251,0.045,-5.586,0,-0.067,0.005,-12.199,0,-0.005,0.001,-5.4,0,4.308,0.9,4.784,0,-0.063,0.19,-0.331,0.74,0.164,0.021,7.982,0,-0.007,0.003,-2.182,0.029,100.596,45.847,2.194,0.028,4.917,7.153,0.687,0.492,0.631,0.863,0.731,0.465,0.071,0.137,0.519,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:35 AM","hrs","b1","female","aehplus",NA,NA,"pulmonary","memory",TRUE,715,5,NA,41,-16133.559,32349.118,32536.582,32406.396,32354.235384844,"b1_female_aehplus_pulmonary_memory_peak_immediaterecall.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",15.647,3.752,4.171,0,0.056,0.098,0.574,0.566,-0.347,0.603,-0.576,0.565,0.467,0.617,0.757,0.449,1.761,1.609,1.095,0.274,3542.245,271.793,13.033,0,9.364,9.818,0.954,0.34,-14.811,37.669,-0.393,0.694,1842.299,147.699,12.473,0,0.772,0.103,7.475,0,0.005,0.003,1.453,0.146,0.004,0.014,0.3,0.764,1.361,0.06,22.653,0,256.721,6.157,41.699,0,-2.097,1.276,-1.644,0.1,4.75,0.114,41.704,0,-0.08,0.02,-4.071,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.832,0.243,-15.771,0,-0.255,0.045,-5.644,0,-0.049,0.005,-10.868,0,-0.005,0.001,-5.944,0,4.314,0.9,4.791,0,-0.069,0.189,-0.362,0.717,0.154,0.017,9.198,0,-0.002,0.003,-0.656,0.512,100.206,45.888,2.184,0.029,4.989,7.196,0.693,0.488,0.631,0.69,0.916,0.36,0.16,0.126,1.271,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:36 AM","hrs","b1","female","aehplus",NA,NA,"pulmonary","mental",TRUE,715,5,NA,41,-17045.67,34173.34,34360.803,34230.618,34178.457384844,"b1_female_aehplus_pulmonary_mental_peak_serial7.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",8.154,4.181,1.95,0.051,0.156,0.114,1.369,0.171,0.773,0.631,1.225,0.221,0.001,0.758,0.002,0.998,-0.443,1.78,-0.249,0.804,3544.598,271.415,13.06,0,9.949,9.805,1.015,0.31,-15.29,37.85,-0.404,0.686,1837.965,146.843,12.517,0,1.582,0.115,13.775,0,0.025,0.003,8.133,0,-0.057,0.014,-4.175,0,1.22,0.052,23.604,0,256.766,6.16,41.684,0,-2.157,1.288,-1.674,0.094,2.222,0.146,15.201,0,-0.08,0.02,-3.912,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.826,0.243,-15.752,0,-0.261,0.045,-5.729,0,-0.003,0.005,-0.55,0.583,-0.009,0.001,-10.621,0,4.327,0.901,4.804,0,-0.09,0.193,-0.468,0.64,0.228,0.02,11.467,0,-0.009,0.003,-3.049,0.002,100.446,45.726,2.197,0.028,5.267,7.126,0.739,0.46,0.933,0.898,1.038,0.299,0.166,0.121,1.366,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:36 AM","hrs","b1","female","aehplus",NA,NA,"pulmonary","mental",TRUE,715,5,NA,41,-15945.016,31972.033,32159.497,32029.311,31977.150384844,"b1_female_aehplus_pulmonary_mental_peak_tics.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",10.301,6.601,1.561,0.119,0.327,0.195,1.676,0.094,-1.759,1.161,-1.516,0.13,0.459,0.838,0.547,0.584,-1.12,2.171,-0.516,0.606,3541.306,272.121,13.014,0,9.332,9.845,0.948,0.343,-14.056,37.711,-0.373,0.709,1842.732,147.594,12.485,0,1.861,0.762,2.441,0.015,0.105,0.02,5.349,0,-0.072,0.113,-0.636,0.525,1.849,0.191,9.674,0,256.954,6.161,41.704,0,-2.339,1.285,-1.82,0.069,8.078,0.25,32.361,0,-0.124,0.045,-2.748,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.83,0.244,-15.727,0,-0.26,0.047,-5.489,0,0.045,0.015,3.068,0.002,0.009,0.003,3.356,0.001,4.29,0.901,4.76,0,-0.047,0.19,-0.247,0.805,0.151,0.027,5.699,0,-0.011,0.006,-1.974,0.048,100.886,45.824,2.202,0.028,4.717,7.135,0.661,0.509,0.849,1.119,0.759,0.448,0.109,0.253,0.432,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:36 AM","hrs","b1","female","aehplus",NA,NA,"walking","memory",TRUE,370,5,NA,41,-2833.577,5749.154,5909.608,5779.529,5759.654,"b1_female_aehplus_walking_memory_gait_delayedrecall.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.027,0.02,1.385,0.166,0,0.001,0.628,0.53,-0.003,0.004,-0.77,0.441,0.002,0.005,0.396,0.692,0.015,0.011,1.443,0.149,0.024,0.004,6.232,0,0,0,0.737,0.461,-0.001,0.001,-0.822,0.411,0.027,0.003,9.255,0,1.363,0.237,5.76,0,0.007,0.006,1.176,0.24,-0.003,0.032,-0.104,0.917,1.845,0.123,15.025,0,0.791,0.025,31.936,0,-0.029,0.005,-5.755,0,3.944,0.19,20.767,0,-0.005,0.031,-0.164,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.756,0,-0.001,0,-2.946,0.003,-0.086,0.011,-7.674,0,-0.007,0.002,-3.177,0.001,0.014,0.004,3.913,0,0.001,0.001,1.894,0.058,0.138,0.027,5.082,0,-0.01,0.005,-2.17,0.03,0.165,0.19,0.868,0.385,-0.039,0.044,-0.882,0.378,-0.228,1.251,-0.182,0.856,0.129,0.178,0.725,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:37 AM","hrs","b1","female","aehplus",NA,NA,"walking","memory",TRUE,370,5,NA,41,-2513.155,5108.311,5268.764,5138.685,5118.811,"b1_female_aehplus_walking_memory_gait_immediaterecall.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.036,0.015,2.452,0.014,0,0.001,0.766,0.443,-0.002,0.003,-0.701,0.483,-0.002,0.004,-0.48,0.631,0.004,0.008,0.53,0.596,0.025,0.004,6.252,0,0,0,0.99,0.322,-0.001,0.001,-1.081,0.28,0.027,0.003,9.326,0,0.785,0.152,5.158,0,0.003,0.005,0.526,0.599,0.012,0.022,0.56,0.576,1.254,0.07,17.917,0,0.791,0.025,31.97,0,-0.029,0.005,-5.703,0,5.116,0.157,32.677,0,-0.057,0.027,-2.15,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.75,0,-0.001,0,-2.88,0.004,-0.064,0.009,-7.166,0,-0.007,0.002,-4.205,0,0.014,0.004,3.896,0,0.002,0.001,1.911,0.056,0.118,0.021,5.555,0,-0.003,0.004,-0.755,0.45,0.166,0.19,0.87,0.384,-0.04,0.045,-0.898,0.369,0.078,0.976,0.08,0.936,0.221,0.138,1.597,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:37 AM","hrs","b1","female","aehplus",NA,NA,"walking","mental",TRUE,370,5,NA,41,-3172.017,6426.033,6586.487,6456.408,6436.533,"b1_female_aehplus_walking_mental_gait_serial7.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.022,0.017,1.281,0.2,0,0.001,0.519,0.604,0.007,0.003,2.753,0.006,-0.003,0.004,-0.693,0.488,0.013,0.01,1.342,0.18,0.024,0.004,6.135,0,0,0,0.681,0.496,-0.001,0.001,-0.697,0.486,0.027,0.003,9.18,0,1.421,0.154,9.21,0,0.028,0.005,6.214,0,-0.047,0.02,-2.327,0.02,1.314,0.071,18.405,0,0.792,0.025,32.086,0,-0.029,0.005,-5.664,0,2.262,0.194,11.675,0,-0.035,0.029,-1.21,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.727,0,-0.001,0,-3.015,0.003,-0.008,0.011,-0.733,0.464,-0.01,0.002,-5.625,0,0.014,0.004,3.947,0,0.001,0.001,1.593,0.111,0.226,0.024,9.47,0,-0.01,0.004,-2.371,0.018,0.159,0.191,0.831,0.406,-0.033,0.045,-0.721,0.471,1.061,1.265,0.838,0.402,0.168,0.177,0.95,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","11/12/2015","10:38 AM","hrs","b1","female","aehplus",NA,NA,"walking","mental",TRUE,370,5,NA,41,-2194.695,4471.39,4631.844,4501.765,4481.89,"b1_female_aehplus_walking_mental_gait_tics.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.015,0.01,1.474,0.14,0.001,0.001,1.531,0.126,0,0.003,-0.19,0.85,0.004,0.003,1.395,0.163,0.003,0.006,0.388,0.698,0.025,0.004,6.274,0,0,0,1.015,0.31,-0.001,0.001,-0.999,0.318,0.027,0.003,9.173,0,0.293,0.1,2.929,0.003,0.016,0.006,2.57,0.01,0.052,0.016,3.266,0.001,0.746,0.062,12.087,0,0.793,0.025,32.213,0,-0.03,0.005,-5.986,0,9.004,0.141,63.671,0,-0.069,0.025,-2.769,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.637,0,-0.001,0,-3.298,0.001,-0.029,0.007,-3.951,0,-0.009,0.002,-4.114,0,0.014,0.004,3.871,0,0.002,0.001,2.175,0.03,0.121,0.022,5.437,0,-0.001,0.004,-0.218,0.828,0.165,0.19,0.87,0.384,-0.038,0.045,-0.85,0.395,0.259,0.853,0.304,0.761,0.072,0.186,0.388,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
