"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","07/22/2015","11:36 PM","radc","b1","female","a",NA,NA,"muscle","reasoning",TRUE,1010,5,NA,23,-19817.624,39681.249,39794.356,39721.306,39682.3686754564,"b1_female_a_muscle_reasoning_grip_matrices.out",NA,4.064,1.038,3.917,0,0.051,0.069,0.742,0.458,0.087,0.318,0.274,0.784,-0.3,0.261,-1.151,0.25,-0.026,0.257,-0.101,0.919,106.381,6.516,16.325,0,0.854,0.347,2.463,0.014,-1.992,1.173,-1.697,0.09,19.989,1.104,18.114,0,4.328,0.325,13.306,0,0.025,0.032,0.805,0.421,-0.052,0.082,-0.636,0.525,3.34,0.199,16.761,0,47.275,0.622,76.065,0,-0.941,0.145,-6.489,0,12.148,0.136,89.382,0,0.017,0.037,0.449,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.665,0.051,-13.14,0,-0.019,0.012,-1.641,0.101,-0.057,0.011,-4.984,0,-0.012,0.003,-3.46,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/22/2015","11:41 PM","radc","b1","female","a",NA,NA,"muscle","speed",TRUE,1010,5,NA,23,-24181.232,48408.463,48521.571,48448.521,48409.5826754564,"b1_female_a_muscle_speed_grip_digitsymbol.out",NA,15.457,4.043,3.824,0,-0.024,0.214,-0.113,0.91,2.189,1.089,2.01,0.044,-0.197,1.119,-0.176,0.86,0.018,0.616,0.029,0.977,106.415,6.526,16.307,0,0.844,0.347,2.434,0.015,-1.942,1.173,-1.655,0.098,19.997,1.102,18.154,0,80.25,5.113,15.696,0,1.024,0.307,3.337,0.001,1.565,0.906,1.727,0.084,23.676,1.345,17.607,0,47.262,0.622,75.951,0,-0.952,0.146,-6.536,0,42.274,0.521,81.074,0,0.103,0.108,0.959,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.666,0.05,-13.186,0,-0.019,0.012,-1.609,0.108,-0.393,0.044,-9.032,0,-0.056,0.011,-5.078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/15/2015","11:58 PM","radc","b1","female","a",NA,NA,"muscle","speed",TRUE,1010,5,NA,23,-23247.024,46540.047,46653.154,46580.105,46541.1666754564,"b1_female_a_muscle_speed_grip_numbercomparison.out",NA,8.634,2.866,3.012,0.003,0.177,0.135,1.307,0.191,0.48,0.683,0.703,0.482,-0.759,0.719,-1.056,0.291,0.198,0.449,0.442,0.658,106.44,6.522,16.32,0,0.849,0.345,2.461,0.014,-1.989,1.169,-1.701,0.089,19.995,1.102,18.145,0,38.711,2.365,16.371,0,0.374,0.151,2.473,0.013,-0.024,0.439,-0.054,0.957,14.99,0.801,18.719,0,47.291,0.621,76.092,0,-0.951,0.143,-6.641,0,26.478,0.357,74.173,0,0.158,0.076,2.083,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.665,0.051,-13.164,0,-0.019,0.012,-1.621,0.105,-0.198,0.031,-6.47,0,-0.031,0.007,-4.339,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/22/2015","11:53 PM","radc","b1","female","a",NA,NA,"muscle","visuospatial",TRUE,1010,5,NA,23,-20628.17,41302.34,41415.447,41342.398,41303.4596754564,"b1_female_a_muscle_visuospatial_grip_lineorientation.out",NA,3.422,1.19,2.876,0.004,0.059,0.074,0.792,0.428,0.251,0.32,0.784,0.433,-0.332,0.291,-1.138,0.255,0.22,0.221,0.997,0.319,106.28,6.531,16.274,0,0.813,0.343,2.372,0.018,-1.888,1.166,-1.619,0.105,20.047,1.105,18.137,0,5.217,0.385,13.567,0,0.014,0.032,0.447,0.655,0.07,0.085,0.831,0.406,3.854,0.165,23.316,0,47.278,0.621,76.135,0,-0.94,0.145,-6.48,0,9.74,0.144,67.824,0,0.011,0.036,0.316,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.667,0.05,-13.204,0,-0.019,0.012,-1.612,0.107,-0.016,0.012,-1.331,0.183,-0.002,0.003,-0.512,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/05/2015","11:42 PM","radc","b1","female","a",NA,NA,"pulmonary","executive",TRUE,1010,5,NA,23,-9808.745,19663.489,19776.596,19703.547,19664.6086754564,"b1_female_a_pulmonary_executive_fev_digitordering.out",NA,0.105,0.019,5.567,0,-0.001,0.001,-0.962,0.336,-0.004,0.006,-0.575,0.565,-0.004,0.004,-0.827,0.408,0.005,0.005,0.975,0.33,0.13,0.008,15.814,0,0,0.001,0.666,0.505,-0.001,0.001,-0.657,0.511,0.027,0.005,5.704,0,1.219,0.121,10.05,0,0.023,0.013,1.747,0.081,-0.077,0.033,-2.323,0.02,1.315,0.065,20.206,0,1.736,0.021,82.985,0,-0.038,0.004,-8.753,0,7.333,0.074,98.847,0,0.016,0.021,0.74,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.002,-14.814,0,0.001,0,1.975,0.048,-0.008,0.006,-1.284,0.199,-0.003,0.002,-1.722,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/05/2015","11:47 PM","radc","b1","female","a",NA,NA,"pulmonary","executive",TRUE,1010,5,NA,23,-10460.117,20966.233,21079.341,21006.291,20967.3526754564,"b1_female_a_pulmonary_executive_fev_digitsback.out","radcMAP_wide.dat",0.141,0.027,5.29,0,0.003,0.002,1.653,0.098,-0.008,0.007,-1.145,0.252,-0.012,0.007,-1.671,0.095,-0.009,0.006,-1.674,0.094,0.131,0.008,16.07,0,0.001,0.001,0.847,0.397,-0.001,0.001,-1.026,0.305,0.026,0.004,5.836,0,2.624,0.174,15.12,0,0.036,0.015,2.335,0.02,-0.099,0.039,-2.553,0.011,1.605,0.06,26.636,0,1.737,0.021,83.076,0,-0.038,0.004,-8.782,0,6.351,0.098,65.048,0,-0.035,0.025,-1.398,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.002,-14.82,0,0.001,0,1.965,0.049,-0.007,0.008,-0.866,0.387,0.001,0.002,0.546,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/05/2015","11:49 PM","radc","b1","female","a",NA,NA,"pulmonary","fluency",TRUE,1010,5,NA,23,-15314.732,30675.465,30788.572,30715.522,30676.5846754564,"b1_female_a_pulmonary_fluency_fev_categories.out",NA,0.811,0.114,7.123,0,0.001,0.008,0.092,0.927,0.01,0.032,0.314,0.753,-0.019,0.027,-0.71,0.478,-0.026,0.021,-1.224,0.221,0.13,0.008,15.733,0,0,0.001,0.677,0.498,-0.001,0.001,-0.625,0.532,0.027,0.005,5.739,0,53.002,3.493,15.175,0,1.177,0.27,4.365,0,-0.123,0.707,-0.174,0.862,21.49,0.791,27.156,0,1.735,0.021,83.012,0,-0.038,0.004,-8.862,0,37.98,0.431,88.079,0,-0.001,0.102,-0.008,0.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026,0.002,-14.891,0,0.001,0,1.961,0.05,-0.288,0.035,-8.16,0,-0.03,0.009,-3.35,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/05/2015","11:52 PM","radc","b1","female","a",NA,NA,"pulmonary","knowledge",TRUE,1010,5,NA,23,-9553.929,19153.859,19266.966,19193.916,19154.9786754564,"b1_female_a_pulmonary_knowledge_fev_nart.out","radcMAP_wide.dat",0.198,0.031,6.424,0,0,0.001,0.433,0.665,-0.004,0.005,-0.797,0.426,-0.011,0.006,-1.764,0.078,0,0.004,0.026,0.979,0.13,0.008,15.796,0,0,0.001,0.646,0.519,-0.001,0.001,-0.671,0.502,0.027,0.005,5.697,0,4.766,0.277,17.186,0,0.019,0.01,1.866,0.062,-0.043,0.038,-1.119,0.263,0.713,0.047,15.262,0,1.737,0.021,83.097,0,-0.038,0.004,-8.987,0,7.502,0.121,61.818,0,0.033,0.02,1.653,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.002,-14.85,0,0.001,0,1.996,0.046,0.042,0.01,4.194,0,-0.002,0.002,-1.055,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/05/2015","11:54 PM","radc","b1","female","a",NA,NA,"pulmonary","language",TRUE,1010,5,NA,23,-8531.756,17109.512,17222.619,17149.57,17110.6316754564,"b1_female_a_pulmonary_language_fev_bnt.out",NA,0.066,0.021,3.142,0.002,0.001,0.001,0.496,0.62,-0.003,0.006,-0.546,0.585,0,0.005,-0.075,0.94,-0.002,0.003,-0.526,0.599,0.13,0.008,15.817,0,0,0.001,0.645,0.519,-0.001,0.001,-0.663,0.508,0.027,0.005,5.733,0,1.381,0.219,6.305,0,0.04,0.01,3.828,0,-0.112,0.033,-3.404,0.001,0.458,0.023,20.314,0,1.736,0.021,82.921,0,-0.038,0.004,-9.018,0,14.141,0.062,229.198,0,0.043,0.014,3.077,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026,0.002,-14.869,0,0.001,0,1.997,0.046,-0.028,0.005,-5.25,0,-0.002,0.001,-1.163,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/05/2015","11:56 PM","radc","b1","female","a",NA,NA,"pulmonary","language",TRUE,1010,5,NA,23,-6464.246,12974.493,13087.6,13014.55,12975.6126754564,"b1_female_a_pulmonary_language_fev_complexideas.out",NA,0.029,0.008,3.621,0,0,0.001,-0.455,0.649,-0.004,0.003,-1.253,0.21,0.001,0.001,0.414,0.679,-0.001,0.002,-0.611,0.541,0.13,0.008,15.838,0,0,0.001,0.661,0.509,-0.001,0.001,-0.677,0.498,0.027,0.005,5.697,0,0.126,0.024,5.341,0,0.004,0.003,1.757,0.079,-0.012,0.007,-1.642,0.101,0.206,0.014,14.235,0,1.737,0.021,83.057,0,-0.038,0.004,-9.002,0,7.65,0.03,254.405,0,0.019,0.01,2.004,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026,0.002,-14.911,0,0.001,0,1.995,0.046,0.004,0.003,1.496,0.135,-0.001,0.001,-0.762,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/05/2015","11:58 PM","radc","b1","female","a",NA,NA,"pulmonary","memory",TRUE,1010,5,NA,23,-10874.663,21795.326,21908.434,21835.384,21796.4456754564,"b1_female_a_pulmonary_memory_fev_bostonstorydelay.out",NA,0.028,0.023,1.203,0.229,-0.002,0.003,-0.833,0.405,0.014,0.01,1.386,0.166,-0.006,0.006,-0.96,0.337,-0.014,0.008,-1.76,0.078,0.13,0.008,15.826,0,0,0.001,0.667,0.505,-0.001,0.001,-0.692,0.489,0.027,0.005,5.711,0,1.223,0.15,8.168,0,0.086,0.029,2.931,0.003,0.098,0.056,1.758,0.079,2.324,0.121,19.228,0,1.737,0.021,82.983,0,-0.038,0.004,-8.88,0,9.627,0.076,126.548,0,0.023,0.03,0.762,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.002,-14.883,0,0.001,0,1.962,0.05,-0.03,0.007,-4.305,0,-0.011,0.003,-3.704,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","12:00 AM","radc","b1","female","a",NA,NA,"pulmonary","memory",TRUE,1010,5,NA,23,-10514.318,21074.636,21187.743,21114.694,21075.7556754564,"b1_female_a_pulmonary_memory_fev_bostonstoryimmediate.out",NA,0.047,0.02,2.312,0.021,-0.002,0.002,-0.794,0.427,0.002,0.008,0.19,0.849,-0.008,0.005,-1.621,0.105,-0.01,0.006,-1.602,0.109,0.13,0.008,15.839,0,0,0.001,0.674,0.5,-0.001,0.001,-0.704,0.482,0.027,0.005,5.708,0,1.124,0.117,9.599,0,0.05,0.019,2.714,0.007,-0.037,0.04,-0.926,0.354,1.983,0.072,27.621,0,1.738,0.021,83.066,0,-0.038,0.004,-8.884,0,9.986,0.072,139.354,0,-0.007,0.027,-0.262,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.002,-14.865,0,0.001,0,1.939,0.053,-0.03,0.006,-4.734,0,-0.004,0.002,-1.755,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","12:02 AM","radc","b1","female","a",NA,NA,"pulmonary","memory",TRUE,1010,5,NA,23,-10436.352,20918.703,21031.81,20958.761,20919.8226754564,"b1_female_a_pulmonary_memory_fev_digitsforward.out",NA,0.117,0.025,4.661,0,0,0.001,0.144,0.885,-0.003,0.007,-0.435,0.664,-0.011,0.005,-2.047,0.041,0.007,0.006,1.241,0.215,0.13,0.008,15.76,0,0,0.001,0.638,0.524,-0.001,0.001,-0.587,0.557,0.027,0.005,5.689,0,2.433,0.149,16.272,0,0.018,0.012,1.419,0.156,-0.019,0.033,-0.573,0.566,1.597,0.054,29.535,0,1.737,0.021,83.045,0,-0.038,0.004,-8.873,0,8.362,0.094,89.313,0,-0.012,0.023,-0.5,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.002,-14.837,0,0.001,0,1.967,0.049,-0.004,0.008,-0.497,0.619,0,0.002,-0.164,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","12:05 AM","radc","b1","female","a",NA,NA,"pulmonary","memory",TRUE,1010,5,NA,23,-12906.001,25858.003,25971.11,25898.06,25859.1226754564,"b1_female_a_pulmonary_memory_fev_logicalmemorydelay.out",NA,0.153,0.055,2.783,0.005,-0.006,0.005,-1.202,0.229,0.026,0.017,1.551,0.121,-0.012,0.015,-0.757,0.449,-0.006,0.013,-0.465,0.642,0.13,0.008,15.891,0,0,0.001,0.674,0.5,-0.001,0.001,-0.722,0.47,0.027,0.005,5.723,0,12.27,0.687,17.859,0,0.269,0.061,4.451,0,0.195,0.157,1.241,0.215,5.858,0.217,26.953,0,1.738,0.021,83.006,0,-0.038,0.004,-8.96,0,11.01,0.187,58.921,0,0.447,0.053,8.379,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.002,-14.87,0,0.001,0,1.947,0.052,-0.119,0.016,-7.258,0,-0.015,0.005,-3.094,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","12:07 AM","radc","b1","female","a",NA,NA,"pulmonary","memory",TRUE,1010,5,NA,23,-10673.709,21393.418,21506.526,21433.476,21394.5376754564,"b1_female_a_pulmonary_memory_fev_wordlistdelay.out",NA,0.092,0.028,3.266,0.001,-0.001,0.002,-0.276,0.782,0.007,0.008,0.938,0.348,-0.004,0.01,-0.452,0.651,0.001,0.006,0.136,0.892,0.13,0.008,15.759,0,0,0.001,0.648,0.517,-0.001,0.001,-0.669,0.503,0.027,0.005,5.751,0,3.023,0.206,14.678,0,0.056,0.018,3.102,0.002,0.007,0.045,0.144,0.885,1.751,0.076,22.991,0,1.737,0.021,82.983,0,-0.038,0.004,-8.662,0,6.399,0.097,66.273,0,0.134,0.026,5.201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.002,-14.878,0,0.001,0,1.967,0.049,-0.068,0.008,-8.069,0,-0.008,0.002,-3.203,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
