"model_number","version","active","valid","best_in_gender","study_name","date","time","converged","subgroup","model_type","physical_outcome","var_int_physical","se_int_physical","var_slope_physical","se_slope_physical","var_residual_physical","se_residual_physical","cognitive_outcome","var_int_cog","se_int_cog","var_slope_cog","se_slope_cog","var_residual_cog","se_residual_cog","cov_int","cov_slope","cov_residual","p_cov_int","p_cov_slope","p_cov_res","subject_count","wave_count","datapoint_count","parameter_count","deviance","software","output_file","model_description","results_descriptions","notes","data_file","LL","aic","bic","adj_bic","aaic"
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 7:15 PM",TRUE,"female","empty","chairstand",13.608,1.37,NA,NA,8.964,0.985,"nocogn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_female_empty_chairstand_nocogn.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-8608.493,17222.987,17237.456,17227.929,17223.0132295082
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 7:19 PM",TRUE,"male","empty","chairstand",9.865,1.18,NA,NA,5.873,0.986,"nocogn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_male_empty_chairstand_nocogn.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-7385.558,14777.117,14791.335,14781.808,14777.1455374554
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 7:16 PM",TRUE,"female","empty","flaminco",135.307,12.954,NA,NA,72.218,5.469,"nocogn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_female_empty_flaminco_nocogn.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-12262.137,24530.274,24544.802,24535.274,24530.2997234727
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 7:18 PM",TRUE,"male","empty","flaminco",242.482,15.634,NA,NA,136.598,8.18,"nocogn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_male_empty_flaminco_nocogn.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-12012.981,24031.962,24046.191,24036.664,24031.990436019
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 6:27 PM",TRUE,"female","empty","gripstrength",208.168,12.076,NA,NA,59.839,3.455,"nocog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,936,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_female_empty_gripstrength_nocog.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-12437.615,24881.23,24895.755,24886.227,24881.255751073
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 7:18 PM",TRUE,"male","empty","gripstrength",265.188,16.949,NA,NA,60.82,3.316,"nocog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_male_empty_gripstrength_nocog.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-11410.203,22826.407,22840.632,22831.105,22826.4354697509
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 6:30 PM",TRUE,"female","empty","nophys",NA,NA,NA,NA,NA,NA,"3ms",18.811,1.813,NA,NA,10.415,0.731,NA,NA,NA,NA,NA,NA,939,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_female_empty_nophys_3ms.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-9442.211,18890.423,18904.957,18895.43,18890.4486684492
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 6:31 PM",TRUE,"male","empty","nophys",NA,NA,NA,NA,NA,NA,"3ms",23.573,1.484,NA,NA,13.499,0.694,NA,NA,NA,NA,NA,NA,851,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_male_empty_nophys_3ms.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-8921.849,17849.699,17863.938,17854.411,17849.7273353011
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 6:48 PM",TRUE,"female","empty","normalwalk",0.815,0.107,NA,NA,0.368,0.037,"nocogn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_female_empty_normalwalk_nocogn.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-3927.929,7861.857,7876.388,7866.861,7861.88269593148
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 7:17 PM",TRUE,"male","empty","normalwalk",0.848,0.237,NA,NA,0.612,0.203,"nocogn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_male_empty_normalwalk_nocogn.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-4167.033,8340.066,8354.295,8344.768,8340.09443601896
"u0","0.1",NA,NA,NA,"nuage","02/23/2015"," 7:19 PM",TRUE,"female","empty","tug",5.908,0.771,NA,NA,2.212,0.21,"nocogn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938,"to_do",NA,3,NA,"Mplus VERSION 5.1","u0_female_empty_tug_nocogn.out","??",NA,NA,"    DATA: FILE IS e:\IALSA\monday_dot_time.dat;",-6869.159,13744.319,13758.85,13749.322,13744.3446959315
