 0.16676415E-01  0.14212783E-03  0.55627100E+00  0.63106712E+00 -0.46261691E-02  0.13632303E+02 -0.47568764E-01 -0.71548581E-02  0.85092092E-02  0.16833207E+00
-0.13942689E-01  0.17995680E-01 -0.40895140E-01 -0.77775064E-03 -0.11640369E-02 -0.29324904E-01 -0.20677777E-02 -0.92503970E-03  0.98609904E-02 -0.32774874E-01
 0.84206083E-01  0.24220648E+01 -0.21166642E-01  0.75824147E-01 -0.24499399E+00 -0.49135449E-02  0.17991945E-02 -0.12652349E+00 -0.29437475E-02  0.48940287E-01
 0.82858003E-01  0.21378977E-01 -0.10153171E-02  0.69485583E-03  0.25052581E-01  0.21821397E-02  0.10256740E+01  0.10538973E-02  0.22689662E-02  0.26287885E-01
 0.88062324E-01  0.16918207E+00  0.29005850E+00  0.14756541E-02
 0.72595852E-03  0.21068183E-02  0.34062734E-01  0.18622335E-01  0.62873139E-02  0.14165507E+00  0.60140532E-01  0.80330767E-03  0.19165187E-02  0.89438119E-01
 0.11511117E-01  0.15789580E-01  0.13983839E-01  0.24593972E-03  0.62060318E-03  0.31015736E-01  0.38015061E-02  0.47134115E-02  0.46329200E-02  0.48541450E-02
 0.14166151E-01  0.55768519E+00  0.70826000E-01  0.98774237E-01  0.10021926E+00  0.18920026E-02  0.55725608E-02  0.20359623E+00  0.28462246E-01  0.34045597E-01
 0.33815983E-01  0.15251137E-02  0.43001225E-03  0.17292730E-03  0.64291520E-02  0.24708175E-02  0.99192989E-01  0.22394323E-02  0.97194526E-03  0.30511932E-01
 0.17442523E-01  0.40958505E-01  0.11576783E+00  0.21869566E-01
-0.51328321E+04  0.13830594E+01  0.41000000E+02  0.10347664E+05  0.10554967E+05  0.10424738E+05  0.24754525E-09
